track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Coburg (IRE),Richard Deegan,0,Liam P. Cusack,13th,30 l,5,11-12t,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Abu Hazem,J. J. Slevin,0,Anthony McCann,12th,1 1/4 l,5,11-12,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Duncarrig (IRE),Patrick O'Hanlon,5,P. J. Rothwell,11th,1/2 l,5,11-12,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Mount Gable (IRE),E. Dwan,7,Mrs Julie Cashin,10th,21 l,5,11-12,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Scrum Half (IRE),B. J. Cooper,0,Noel Meade,9th,2 3/4 l,4,11-12,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Aslukwoodhavit,Rachael Blackmore,0,Henry de Bromhead,8th,3 l,6,11-12,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Mac's Xpress (IRE),S. F. O'Keeffe,0,Mrs J. Harrington,7th,4 3/4 l,4,11-12,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Allibaba,P. Townend,0,W. P. Mullins,6th,3 1/2 l,4,11-12,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Musta Lovea Lovea (IRE),Phillip Enright,0,Oliver McKiernan,5th,Short Head,6,11-12t,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,I Am Rocco,Jack Foley,0,W. P. Mullins,4th,Short Head,5,11-12,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Captains Nephew (IRE),J. P. O'Sullivan,5,P. J. Rothwell,3rd,17 l,5,11-12t,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Purse Price,J. W. Kennedy,0,Gordon Elliott,2nd,7 1/2 l,5,11-5t,-,True,33,28
Thurles Racing Results | 1st December 2022 15:02,N/A,15:02,Yielding,1m 7f 199y,Popova (IRE),D. J. O'Keeffe,0,Henry de Bromhead,1st,N/A,5,11-5,-,True,33,28
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Erin's Storm (IRE),A. M. McCurtin,3,Brendan Maurice Walsh,PU,N/A,4,11-7,88,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Molly Kaye,Rachael Blackmore,0,S. M. Duffy,PU,N/A,9,11-7,88,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Derry Sky (IRE),P. Byrnes,5,Patrick T. Foley,13th,17 l,5,11-12,93,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Musical Melody (IRE),D. E. Mullins,0,Miss J. M. Lee,12th,18 l,7,10-13,80,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Future Romance (IRE),S. D. Torrens,0,Aidan Anthony Howard,11th,Neck,6,11-5t,86,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Fair Minded (IRE),J. P. Shinnick,7,Desmond McDonogh,10th,2 1/4 l,8,10-13,80,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Ventnor (IRE),Sarah Kavanagh,7,James M. Barcoe,9th,2 1/4 l,6,11-1,82,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Thefaithfulindian (IRE),J. W. Kennedy,0,Aidan Anthony Howard,8th,3 1/4 l,7,11-8ht,89,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,O Mio Babbino (IRE),C. Brassil,5,Patrick Cronin,7th,4 1/4 l,6,11-0,81,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Ucandoit (IRE),C. G. O'Dwyer,0,Philip Michael Byrne,6th,3 1/2 l,5,11-3p,84,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Champagne Auction,S. F. O'Keeffe,0,Sean Aherne,5th,Head,7,11-8,89,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Hockworthy Flyer (IRE),D. J. O'Keeffe,0,Andrew McNamara,4th,Neck,7,11-5tp1,86,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Brehon Star (IRE),Keith Donoghue,0,Shane Crawley,3rd,6 1/2 l,4,11-6,87,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Hunters Song (IRE),C. P. McNamara,0,John Neilan,2nd,5 l,6,11-9,90,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Derridae (IRE),Jordan Colin Gainford,0,Moses McCabe,1st,N/A,7,11-6,87,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Erin's Storm (IRE),A. M. McCurtin,3,Brendan Maurice Walsh,PU,N/A,4,11-7,88,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Molly Kaye,Rachael Blackmore,0,S. M. Duffy,PU,N/A,9,11-7,88,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Derry Sky (IRE),P. Byrnes,5,Patrick T. Foley,13th,17 l,5,11-12,93,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Musical Melody (IRE),D. E. Mullins,0,Miss J. M. Lee,12th,18 l,7,10-13,80,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Future Romance (IRE),S. D. Torrens,0,Aidan Anthony Howard,11th,Neck,6,11-5t,86,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Fair Minded (IRE),J. P. Shinnick,7,Desmond McDonogh,10th,2 1/4 l,8,10-13,80,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Ventnor (IRE),Sarah Kavanagh,7,James M. Barcoe,9th,2 1/4 l,6,11-1,82,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Thefaithfulindian (IRE),J. W. Kennedy,0,Aidan Anthony Howard,8th,3 1/4 l,7,11-8ht,89,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,O Mio Babbino (IRE),C. Brassil,5,Patrick Cronin,7th,4 1/4 l,6,11-0,81,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Ucandoit (IRE),C. G. O'Dwyer,0,Philip Michael Byrne,6th,3 1/2 l,5,11-3p,84,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Champagne Auction,S. F. O'Keeffe,0,Sean Aherne,5th,Head,7,11-8,89,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Hockworthy Flyer (IRE),D. J. O'Keeffe,0,Andrew McNamara,4th,Neck,7,11-5tp1,86,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Brehon Star (IRE),Keith Donoghue,0,Shane Crawley,3rd,6 1/2 l,4,11-6,87,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Hunters Song (IRE),C. P. McNamara,0,John Neilan,2nd,5 l,6,11-9,90,True,33,29
Thurles Racing Results | 1st December 2022 15:35,N/A,15:35,Yielding,1m 7f 199y,Derridae (IRE),Jordan Colin Gainford,0,Moses McCabe,1st,N/A,7,11-6,87,True,33,29
Dundalk Racing Results | 2nd December 2022 17:00,N/A,17:00,Standard,5f,Aloysius Lilius (IRE),Shane Foley,0,G. O'Leary,10th,2 1/4 l,6,9-7tb,73,True,33,30
Dundalk Racing Results | 2nd December 2022 17:00,N/A,17:00,Standard,5f,Aljady (FR),K. S. McHugh,10,Denis Hogan,9th,1 l,7,10-5,85,True,33,30
Dundalk Racing Results | 2nd December 2022 17:00,N/A,17:00,Standard,5f,Adams Barbour (IRE),L. T. McAteer,3,L. Smyth,8th,Head,5,9-6tb,72,True,33,30
Dundalk Racing Results | 2nd December 2022 17:00,N/A,17:00,Standard,5f,Daintree (IRE),N. M. Crosse,0,J. G. Coogan,7th,3 3/4 l,3,9-1v,67,True,33,30
Dundalk Racing Results | 2nd December 2022 17:00,N/A,17:00,Standard,5f,No Speed Limit (FR),R. Whearty,7,P. J. McKenna,6th,3/4 l,7,8-12v,64,True,33,30
Dundalk Racing Results | 2nd December 2022 17:00,N/A,17:00,Standard,5f,Lokada (FR),W. M. Lordan,0,M. D. O'Callaghan,5th,1/2 l,3,9-6t,72,True,33,30
Dundalk Racing Results | 2nd December 2022 17:00,N/A,17:00,Standard,5f,Sunday Sovereign,G. F. Carroll,0,James McAuley,4th,Short Head,5,9-11t,77,True,33,30
Dundalk Racing Results | 2nd December 2022 17:00,N/A,17:00,Standard,5f,Maritime Rules (IRE),William James Lee,0,G. O'Leary,3rd,Neck,3,9-12tb,78,True,33,30
Dundalk Racing Results | 2nd December 2022 17:00,N/A,17:00,Standard,5f,Collective Power (IRE),C. D. Hayes,0,Edward Lynam,2nd,3 1/4 l,4,9-2v,68,True,33,30
Dundalk Racing Results | 2nd December 2022 17:00,N/A,17:00,Standard,5f,Primo Uomo (IRE),N. G. McCullagh,0,G. O'Leary,1st,N/A,10,9-10t,76,True,33,30
Dundalk Racing Results | 2nd December 2022 17:00,N/A,17:00,Standard,5f,Aloysius Lilius (IRE),Shane Foley,0,G. O'Leary,10th,2 1/4 l,6,9-7tb,73,True,33,30
Dundalk Racing Results | 2nd December 2022 17:00,N/A,17:00,Standard,5f,Aljady (FR),K. S. McHugh,10,Denis Hogan,9th,1 l,7,10-5,85,True,33,30
Dundalk Racing Results | 2nd December 2022 17:00,N/A,17:00,Standard,5f,Adams Barbour (IRE),L. T. McAteer,3,L. Smyth,8th,Head,5,9-6tb,72,True,33,30
Dundalk Racing Results | 2nd December 2022 17:00,N/A,17:00,Standard,5f,Daintree (IRE),N. M. Crosse,0,J. G. Coogan,7th,3 3/4 l,3,9-1v,67,True,33,30
Dundalk Racing Results | 2nd December 2022 17:00,N/A,17:00,Standard,5f,No Speed Limit (FR),R. Whearty,7,P. J. McKenna,6th,3/4 l,7,8-12v,64,True,33,30
Dundalk Racing Results | 2nd December 2022 17:00,N/A,17:00,Standard,5f,Lokada (FR),W. M. Lordan,0,M. D. O'Callaghan,5th,1/2 l,3,9-6t,72,True,33,30
Dundalk Racing Results | 2nd December 2022 17:00,N/A,17:00,Standard,5f,Sunday Sovereign,G. F. Carroll,0,James McAuley,4th,Short Head,5,9-11t,77,True,33,30
Dundalk Racing Results | 2nd December 2022 17:00,N/A,17:00,Standard,5f,Maritime Rules (IRE),William James Lee,0,G. O'Leary,3rd,Neck,3,9-12tb,78,True,33,30
Dundalk Racing Results | 2nd December 2022 17:00,N/A,17:00,Standard,5f,Collective Power (IRE),C. D. Hayes,0,Edward Lynam,2nd,3 1/4 l,4,9-2v,68,True,33,30
Dundalk Racing Results | 2nd December 2022 17:00,N/A,17:00,Standard,5f,Primo Uomo (IRE),N. G. McCullagh,0,G. O'Leary,1st,N/A,10,9-10t,76,True,33,30
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Cozy Cartel (IRE),K. J. Leonard,0,Patrick Michael Verling,14th,52 l,2,9-7,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Annorah (IRE),L. F. Roche,0,L. Smyth,13th,11 l,2,9-2p1,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,You Never Forget (IRE),A. J. Slattery,0,Henry de Bromhead,12th,1 3/4 l,2,9-2,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Dar Og (IRE),M. A. Enright,0,Muredach Kelly,11th,11 l,2,9-2p1,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Genuine Jim (IRE),G. M. Ryan,0,R. P. Burns,10th,1 1/4 l,2,9-7t1,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Elmo Lincoln (IRE),William James Lee,0,W. McCreery,9th,1/2 l,2,9-7,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Barney's Joy (IRE),N. G. McCullagh,0,M. Halford,8th,3 1/4 l,2,9-7,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Initial Attempt (IRE),N. M. Crosse,0,Luke Comer,7th,1 1/4 l,2,9-7,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Free Flow (USA),L. T. McAteer,3,James M. Barrett,6th,3/4 l,2,9-7,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Ninth Life (USA),R. P. Cleary,0,M. Halford,5th,1 1/4 l,2,9-7,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Curvature (IRE),Shane Foley,0,Mrs J. Harrington,4th,1 1/4 l,2,9-2,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Man Of Eden,C. D. Hayes,0,John Stephen O'Donoghue,3rd,Head,2,9-7,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Just An Hour (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,2nd,2 l,2,9-7,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Kalikapour (IRE),R. P. Whelan,0,M. Halford,1st,N/A,2,9-7,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Cozy Cartel (IRE),K. J. Leonard,0,Patrick Michael Verling,14th,52 l,2,9-7,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Annorah (IRE),L. F. Roche,0,L. Smyth,13th,11 l,2,9-2p1,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,You Never Forget (IRE),A. J. Slattery,0,Henry de Bromhead,12th,1 3/4 l,2,9-2,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Dar Og (IRE),M. A. Enright,0,Muredach Kelly,11th,11 l,2,9-2p1,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Genuine Jim (IRE),G. M. Ryan,0,R. P. Burns,10th,1 1/4 l,2,9-7t1,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Elmo Lincoln (IRE),William James Lee,0,W. McCreery,9th,1/2 l,2,9-7,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Barney's Joy (IRE),N. G. McCullagh,0,M. Halford,8th,3 1/4 l,2,9-7,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Initial Attempt (IRE),N. M. Crosse,0,Luke Comer,7th,1 1/4 l,2,9-7,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Free Flow (USA),L. T. McAteer,3,James M. Barrett,6th,3/4 l,2,9-7,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Ninth Life (USA),R. P. Cleary,0,M. Halford,5th,1 1/4 l,2,9-7,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Curvature (IRE),Shane Foley,0,Mrs J. Harrington,4th,1 1/4 l,2,9-2,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Man Of Eden,C. D. Hayes,0,John Stephen O'Donoghue,3rd,Head,2,9-7,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Just An Hour (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,2nd,2 l,2,9-7,-,True,33,31
Dundalk Racing Results | 2nd December 2022 17:30,N/A,17:30,Standard,1m,Kalikapour (IRE),R. P. Whelan,0,M. Halford,1st,N/A,2,9-7,-,True,33,31
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Orandi (FR),N. G. McCullagh,0,A. J. Martin,12th,2 3/4 l,4,8-8,85,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Eskimo Komet (IRE),N. M. Crosse,0,Luke Comer,11th,7 l,3,8-11,89,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Howyoulikethat (IRE),C. D. Hayes,0,Miss Hilary McLoughlin,10th,Short Head,5,9-1,92,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,San Andreas (IRE),H. J. Horgan,7,Joseph Patrick O'Brien,9th,Neck,6,10-0,105,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Steel Bull (IRE),L. F. Roche,0,M. D. O'Callaghan,8th,1/2 l,4,8-7tp1,84,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Federal (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,7th,Short Head,4,8-12,89,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Walhaan (IRE),Shane Foley,0,Ciaran Murphy,6th,Neck,6,8-8,85,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Freescape,William James Lee,0,David Marnane,5th,Head,7,9-13,104,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Ampeson,K. J. Leonard,0,P. J. McKenna,4th,Head,5,8-7p,84,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Miss Mirabell (IRE),S. B. Kelly,0,John Patrick Murtagh,3rd,Neck,3,9-0,92,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Pierre Lapin (IRE),R. P. Whelan,0,Adrian McGuinness,2nd,Neck,5,8-11p,88,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Yerwanthere (IRE),W. M. Lordan,0,Joseph Patrick O'Brien,1st,N/A,3,8-11,89,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Orandi (FR),N. G. McCullagh,0,A. J. Martin,12th,2 3/4 l,4,8-8,85,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Eskimo Komet (IRE),N. M. Crosse,0,Luke Comer,11th,7 l,3,8-11,89,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Howyoulikethat (IRE),C. D. Hayes,0,Miss Hilary McLoughlin,10th,Short Head,5,9-1,92,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,San Andreas (IRE),H. J. Horgan,7,Joseph Patrick O'Brien,9th,Neck,6,10-0,105,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Steel Bull (IRE),L. F. Roche,0,M. D. O'Callaghan,8th,1/2 l,4,8-7tp1,84,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Federal (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,7th,Short Head,4,8-12,89,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Walhaan (IRE),Shane Foley,0,Ciaran Murphy,6th,Neck,6,8-8,85,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Freescape,William James Lee,0,David Marnane,5th,Head,7,9-13,104,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Ampeson,K. J. Leonard,0,P. J. McKenna,4th,Head,5,8-7p,84,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Miss Mirabell (IRE),S. B. Kelly,0,John Patrick Murtagh,3rd,Neck,3,9-0,92,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Pierre Lapin (IRE),R. P. Whelan,0,Adrian McGuinness,2nd,Neck,5,8-11p,88,True,33,32
Dundalk Racing Results | 2nd December 2022 18:00,N/A,18:00,Standard,1m,Yerwanthere (IRE),W. M. Lordan,0,Joseph Patrick O'Brien,1st,N/A,3,8-11,89,True,33,32
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Vlad the Impaler (IRE),R. Whearty,4,J. J. Lambe,13th,2 3/4 l,3,8-11t1,47,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Camino Mission (IRE),Tom Kiely Marshall,4,Ross O'Sullivan,12th,6 1/2 l,4,8-12b,47,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Qaabil (IRE),,0,Peter Fahey,11th,Neck,6,9-4,53,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Bronze River,S. D. Bowen,4,Denis Hogan,10th,Head,5,9-3h,52,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Welcoming (FR),P. A. Harnett,2,Luke Comer,9th,1 1/4 l,6,9-2t,51,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,International Lady (IRE),J. J. G. Ryan,4,Kevin Michael Smith,8th,1 3/4 l,4,9-11,60,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Reverberation,J. Kearney,4,J. J. Lambe,7th,Head,7,9-2,51,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Angel Palanas,Adam Caffrey,4,Muredach Kelly,6th,1 1/4 l,8,9-4t,53,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Indiana Grey (IRE),J. Coen,0,Patrick Martin,5th,Neck,6,9-6tv,55,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Havana Pearl (IRE),Sam Ewing,0,M. Halford,4th,Neck,3,9-12h1,62,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Capla Knight (IRE),L. T. McAteer,0,Muredach Kelly,3rd,Head,4,9-1p,50,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Hurricane Helen,D. King,2,Denis Hogan,2nd,Nose,4,10-2,65,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Malaysian (IRE),C. Stone-Walsh,7,C. Moore,1st,N/A,4,9-5tp,54,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Vlad the Impaler (IRE),R. Whearty,4,J. J. Lambe,13th,2 3/4 l,3,8-11t1,47,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Camino Mission (IRE),Tom Kiely Marshall,4,Ross O'Sullivan,12th,6 1/2 l,4,8-12b,47,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Qaabil (IRE),,0,Peter Fahey,11th,Neck,6,9-4,53,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Bronze River,S. D. Bowen,4,Denis Hogan,10th,Head,5,9-3h,52,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Welcoming (FR),P. A. Harnett,2,Luke Comer,9th,1 1/4 l,6,9-2t,51,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,International Lady (IRE),J. J. G. Ryan,4,Kevin Michael Smith,8th,1 3/4 l,4,9-11,60,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Reverberation,J. Kearney,4,J. J. Lambe,7th,Head,7,9-2,51,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Angel Palanas,Adam Caffrey,4,Muredach Kelly,6th,1 1/4 l,8,9-4t,53,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Indiana Grey (IRE),J. Coen,0,Patrick Martin,5th,Neck,6,9-6tv,55,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Havana Pearl (IRE),Sam Ewing,0,M. Halford,4th,Neck,3,9-12h1,62,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Capla Knight (IRE),L. T. McAteer,0,Muredach Kelly,3rd,Head,4,9-1p,50,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Hurricane Helen,D. King,2,Denis Hogan,2nd,Nose,4,10-2,65,True,33,33
Dundalk Racing Results | 2nd December 2022 18:30,N/A,18:30,Standard,1m,Malaysian (IRE),C. Stone-Walsh,7,C. Moore,1st,N/A,4,9-5tp,54,True,33,33
Dundalk Racing Results | 2nd December 2022 19:00,N/A,19:00,Standard,6f,Lake Nakuru (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,7th,2 1/2 l,3,9-3ht,-,True,33,34
Dundalk Racing Results | 2nd December 2022 19:00,N/A,19:00,Standard,6f,Hello Possible (IRE),W. M. Lordan,0,Andrew Oliver,6th,10 l,3,9-3,-,True,33,34
Dundalk Racing Results | 2nd December 2022 19:00,N/A,19:00,Standard,6f,Tack (FR),R. Whearty,7,James McAuley,5th,3 l,3,9-8t,-,True,33,34
