track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Leopardstown Racing Results | 12th May 2024 14:25,N/A,14:25,Good (Good To Firm In Places),1m,Ameilya,L T McAteer,0,J M Barrett,7th,2 1/4 l,3,9-2,-,True,113,30
Leopardstown Racing Results | 12th May 2024 14:25,N/A,14:25,Good (Good To Firm In Places),1m,One Look (IRE),S Foley,0,P Twomey,6th,2 1/4 l,3,9-2t1,-,True,113,30
Leopardstown Racing Results | 12th May 2024 14:25,N/A,14:25,Good (Good To Firm In Places),1m,Cheeky Wink (IRE),B M Coen,0,J P Murtagh,5th,Neck,3,9-2,-,True,113,30
Leopardstown Racing Results | 12th May 2024 14:25,N/A,14:25,Good (Good To Firm In Places),1m,Unreasonable (IRE),D P McDonogh,0,J P O'Brien,4th,2 3/4 l,3,9-2,-,True,113,30
Leopardstown Racing Results | 12th May 2024 14:25,N/A,14:25,Good (Good To Firm In Places),1m,Vina Arana (IRE),G F Carroll,0,H De Bromhead,3rd,Head,3,9-2,-,True,113,30
Leopardstown Racing Results | 12th May 2024 14:25,N/A,14:25,Good (Good To Firm In Places),1m,Buttons (IRE),W M Lordan,0,A P O'Brien,2nd,3/4 l,3,9-2,-,True,113,30
Leopardstown Racing Results | 12th May 2024 14:25,N/A,14:25,Good (Good To Firm In Places),1m,Wendla,C T Keane,0,G M Lyons,1st,N/A,3,9-2,-,True,113,30
Leopardstown Racing Results | 12th May 2024 14:25,N/A,14:25,Good (Good To Firm In Places),1m,Ameilya,L T McAteer,0,J M Barrett,7th,2 1/4 l,3,9-2,-,True,113,30
Leopardstown Racing Results | 12th May 2024 14:25,N/A,14:25,Good (Good To Firm In Places),1m,One Look (IRE),S Foley,0,P Twomey,6th,2 1/4 l,3,9-2t1,-,True,113,30
Leopardstown Racing Results | 12th May 2024 14:25,N/A,14:25,Good (Good To Firm In Places),1m,Cheeky Wink (IRE),B M Coen,0,J P Murtagh,5th,Neck,3,9-2,-,True,113,30
Leopardstown Racing Results | 12th May 2024 14:25,N/A,14:25,Good (Good To Firm In Places),1m,Unreasonable (IRE),D P McDonogh,0,J P O'Brien,4th,2 3/4 l,3,9-2,-,True,113,30
Leopardstown Racing Results | 12th May 2024 14:25,N/A,14:25,Good (Good To Firm In Places),1m,Vina Arana (IRE),G F Carroll,0,H De Bromhead,3rd,Head,3,9-2,-,True,113,30
Leopardstown Racing Results | 12th May 2024 14:25,N/A,14:25,Good (Good To Firm In Places),1m,Buttons (IRE),W M Lordan,0,A P O'Brien,2nd,3/4 l,3,9-2,-,True,113,30
Leopardstown Racing Results | 12th May 2024 14:25,N/A,14:25,Good (Good To Firm In Places),1m,Wendla,C T Keane,0,G M Lyons,1st,N/A,3,9-2,-,True,113,30
Leopardstown Racing Results | 12th May 2024 15:00,N/A,15:00,Good (Good To Firm In Places),1m,Yosemite Valley,G M Ryan,0,Donnacha O'Brien,NR,N/A,4,9-9,-,True,113,31
Leopardstown Racing Results | 12th May 2024 15:00,N/A,15:00,Good (Good To Firm In Places),1m,Quar Shamar (GER),S Foley,0,Mrs J Harrington,NR,N/A,4,9-9p1,-,True,113,31
Leopardstown Racing Results | 12th May 2024 15:00,N/A,15:00,Good (Good To Firm In Places),1m,Fiscal Rules (IRE),D P McDonogh,0,J S Bolger,5th,1 1/2 l,7,9-9,-,True,113,31
Leopardstown Racing Results | 12th May 2024 15:00,N/A,15:00,Good (Good To Firm In Places),1m,Power Under Me (IRE),C T Keane,0,G M Lyons,4th,1 3/4 l,6,9-9t,-,True,113,31
Leopardstown Racing Results | 12th May 2024 15:00,N/A,15:00,Good (Good To Firm In Places),1m,Knight To King (IRE),C D Hayes,0,D K Weld,3rd,3/4 l,4,9-9,-,True,113,31
Leopardstown Racing Results | 12th May 2024 15:00,N/A,15:00,Good (Good To Firm In Places),1m,Real Appeal (GER),B M Coen,0,A McGuinness,2nd,1/2 l,7,9-9p,-,True,113,31
Leopardstown Racing Results | 12th May 2024 15:00,N/A,15:00,Good (Good To Firm In Places),1m,Bold Discovery (USA),S Foley,0,Mrs J Harrington,1st,N/A,4,9-9,-,True,113,31
Leopardstown Racing Results | 12th May 2024 15:00,N/A,15:00,Good (Good To Firm In Places),1m,Yosemite Valley,G M Ryan,0,Donnacha O'Brien,NR,N/A,4,9-9,-,True,113,31
Leopardstown Racing Results | 12th May 2024 15:00,N/A,15:00,Good (Good To Firm In Places),1m,Quar Shamar (GER),S Foley,0,Mrs J Harrington,NR,N/A,4,9-9p1,-,True,113,31
Leopardstown Racing Results | 12th May 2024 15:00,N/A,15:00,Good (Good To Firm In Places),1m,Fiscal Rules (IRE),D P McDonogh,0,J S Bolger,5th,1 1/2 l,7,9-9,-,True,113,31
Leopardstown Racing Results | 12th May 2024 15:00,N/A,15:00,Good (Good To Firm In Places),1m,Power Under Me (IRE),C T Keane,0,G M Lyons,4th,1 3/4 l,6,9-9t,-,True,113,31
Leopardstown Racing Results | 12th May 2024 15:00,N/A,15:00,Good (Good To Firm In Places),1m,Knight To King (IRE),C D Hayes,0,D K Weld,3rd,3/4 l,4,9-9,-,True,113,31
Leopardstown Racing Results | 12th May 2024 15:00,N/A,15:00,Good (Good To Firm In Places),1m,Real Appeal (GER),B M Coen,0,A McGuinness,2nd,1/2 l,7,9-9p,-,True,113,31
Leopardstown Racing Results | 12th May 2024 15:00,N/A,15:00,Good (Good To Firm In Places),1m,Bold Discovery (USA),S Foley,0,Mrs J Harrington,1st,N/A,4,9-9,-,True,113,31
Leopardstown Racing Results | 12th May 2024 15:35,N/A,15:35,Good (Good To Firm In Places),1m 2f,Bremen (IRE),G M Ryan,0,Donnacha O'Brien,5th,1/2 l,3,9-5,-,True,113,32
Leopardstown Racing Results | 12th May 2024 15:35,N/A,15:35,Good (Good To Firm In Places),1m 2f,Keeper's Heart (IRE),C T Keane,0,G M Lyons,4th,1/2 l,3,9-5,-,True,113,32
Leopardstown Racing Results | 12th May 2024 15:35,N/A,15:35,Good (Good To Firm In Places),1m 2f,Taraj (IRE),C D Hayes,0,D K Weld,3rd,Head,3,9-5,-,True,113,32
Leopardstown Racing Results | 12th May 2024 15:35,N/A,15:35,Good (Good To Firm In Places),1m 2f,Euphoric,D P McDonogh,0,A P O'Brien,2nd,1 l,3,9-5,-,True,113,32
Leopardstown Racing Results | 12th May 2024 15:35,N/A,15:35,Good (Good To Firm In Places),1m 2f,Los Angeles (IRE),W M Lordan,0,A P O'Brien,1st,N/A,3,9-5,-,True,113,32
Leopardstown Racing Results | 12th May 2024 15:35,N/A,15:35,Good (Good To Firm In Places),1m 2f,Bremen (IRE),G M Ryan,0,Donnacha O'Brien,5th,1/2 l,3,9-5,-,True,113,32
Leopardstown Racing Results | 12th May 2024 15:35,N/A,15:35,Good (Good To Firm In Places),1m 2f,Keeper's Heart (IRE),C T Keane,0,G M Lyons,4th,1/2 l,3,9-5,-,True,113,32
Leopardstown Racing Results | 12th May 2024 15:35,N/A,15:35,Good (Good To Firm In Places),1m 2f,Taraj (IRE),C D Hayes,0,D K Weld,3rd,Head,3,9-5,-,True,113,32
Leopardstown Racing Results | 12th May 2024 15:35,N/A,15:35,Good (Good To Firm In Places),1m 2f,Euphoric,D P McDonogh,0,A P O'Brien,2nd,1 l,3,9-5,-,True,113,32
Leopardstown Racing Results | 12th May 2024 15:35,N/A,15:35,Good (Good To Firm In Places),1m 2f,Los Angeles (IRE),W M Lordan,0,A P O'Brien,1st,N/A,3,9-5,-,True,113,32
Leopardstown Racing Results | 12th May 2024 16:10,N/A,16:10,Good (Good To Firm In Places),1m 2f,Vivacious Lady (IRE),N G McCullagh,0,M Halford & T Collins,9th,3 1/2 l,3,9-1,-,True,113,33
Leopardstown Racing Results | 12th May 2024 16:10,N/A,16:10,Good (Good To Firm In Places),1m 2f,Shavasi (IRE),D P McDonogh,0,J P O'Brien,8th,2 l,3,9-1,-,True,113,33
Leopardstown Racing Results | 12th May 2024 16:10,N/A,16:10,Good (Good To Firm In Places),1m 2f,Breathe Again (IRE),R C Colgan,0,S Lavery,7th,1/2 l,3,9-1,-,True,113,33
Leopardstown Racing Results | 12th May 2024 16:10,N/A,16:10,Good (Good To Firm In Places),1m 2f,Comic Book,S Foley,0,Mrs J Harrington,6th,1 1/4 l,3,9-1,-,True,113,33
Leopardstown Racing Results | 12th May 2024 16:10,N/A,16:10,Good (Good To Firm In Places),1m 2f,North Africa (IRE),J Cleary,7,A P O'Brien,5th,1/2 l,3,9-1,-,True,113,33
Leopardstown Racing Results | 12th May 2024 16:10,N/A,16:10,Good (Good To Firm In Places),1m 2f,Ob La Di (IRE),B M Coen,0,J P Murtagh,4th,1 3/4 l,3,9-1,-,True,113,33
Leopardstown Racing Results | 12th May 2024 16:10,N/A,16:10,Good (Good To Firm In Places),1m 2f,Fleetingly (USA),W M Lordan,0,A P O'Brien,3rd,4 1/4 l,3,9-1b,-,True,113,33
Leopardstown Racing Results | 12th May 2024 16:10,N/A,16:10,Good (Good To Firm In Places),1m 2f,Finsceal Luas (IRE),A J Slattery,0,J S Bolger,2nd,2 1/4 l,3,9-1t1,-,True,113,33
Leopardstown Racing Results | 12th May 2024 16:10,N/A,16:10,Good (Good To Firm In Places),1m 2f,Lope De Lilas (IRE),C T Keane,0,W P Mullins,1st,N/A,3,9-1,-,True,113,33
Leopardstown Racing Results | 12th May 2024 16:10,N/A,16:10,Good (Good To Firm In Places),1m 2f,Vivacious Lady (IRE),N G McCullagh,0,M Halford & T Collins,9th,3 1/2 l,3,9-1,-,True,113,33
Leopardstown Racing Results | 12th May 2024 16:10,N/A,16:10,Good (Good To Firm In Places),1m 2f,Shavasi (IRE),D P McDonogh,0,J P O'Brien,8th,2 l,3,9-1,-,True,113,33
Leopardstown Racing Results | 12th May 2024 16:10,N/A,16:10,Good (Good To Firm In Places),1m 2f,Breathe Again (IRE),R C Colgan,0,S Lavery,7th,1/2 l,3,9-1,-,True,113,33
Leopardstown Racing Results | 12th May 2024 16:10,N/A,16:10,Good (Good To Firm In Places),1m 2f,Comic Book,S Foley,0,Mrs J Harrington,6th,1 1/4 l,3,9-1,-,True,113,33
Leopardstown Racing Results | 12th May 2024 16:10,N/A,16:10,Good (Good To Firm In Places),1m 2f,North Africa (IRE),J Cleary,7,A P O'Brien,5th,1/2 l,3,9-1,-,True,113,33
Leopardstown Racing Results | 12th May 2024 16:10,N/A,16:10,Good (Good To Firm In Places),1m 2f,Ob La Di (IRE),B M Coen,0,J P Murtagh,4th,1 3/4 l,3,9-1,-,True,113,33
Leopardstown Racing Results | 12th May 2024 16:10,N/A,16:10,Good (Good To Firm In Places),1m 2f,Fleetingly (USA),W M Lordan,0,A P O'Brien,3rd,4 1/4 l,3,9-1b,-,True,113,33
Leopardstown Racing Results | 12th May 2024 16:10,N/A,16:10,Good (Good To Firm In Places),1m 2f,Finsceal Luas (IRE),A J Slattery,0,J S Bolger,2nd,2 1/4 l,3,9-1t1,-,True,113,33
Leopardstown Racing Results | 12th May 2024 16:10,N/A,16:10,Good (Good To Firm In Places),1m 2f,Lope De Lilas (IRE),C T Keane,0,W P Mullins,1st,N/A,3,9-1,-,True,113,33
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Joe Masseria (IRE),N M Crosse,0,L Breen,NR,N/A,5,9-3,79,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Lady Arwen,C Horgan,7,C O'Dwyer,NR,N/A,5,9-2,78,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Jaafel (IRE),S P Davis,0,C Byrnes,11th,3/4 l,6,9-1,77,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Grey Leader (IRE),G F Carroll,0,J G Murphy,10th,3/4 l,4,9-13,89,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Complete Fiction (IRE),C D Hayes,0,J P Fahey,9th,Neck,7,8-13p,75,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Come On The Lads (IRE),J M Sheridan,0,J Davison,8th,1/2 l,4,8-12,74,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Ceallach (IRE),W M Lordan,0,M Halford & T Collins,7th,1/2 l,5,10-0t,90,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Hutton Glen (IRE),C T Keane,0,G M Lyons,6th,1 3/4 l,4,9-1,77,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Chavajod,R Coakley,0,D P Coakley,5th,2 l,6,9-2b,78,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Squire Danagher,B M Coen,0,A Oliver,4th,Head,4,9-5b,81,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Global Energy,K G Kennedy,7,S Lavery,3rd,2 3/4 l,5,9-4,80,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Ethical Diamond (IRE),D P McDonogh,0,W P Mullins,2nd,Nose,4,9-13,89,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Saturn (IRE),S Foley,0,Mrs J Harrington,1st,N/A,4,9-4t,80,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Joe Masseria (IRE),N M Crosse,0,L Breen,NR,N/A,5,9-3,79,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Lady Arwen,C Horgan,7,C O'Dwyer,NR,N/A,5,9-2,78,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Jaafel (IRE),S P Davis,0,C Byrnes,11th,3/4 l,6,9-1,77,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Grey Leader (IRE),G F Carroll,0,J G Murphy,10th,3/4 l,4,9-13,89,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Complete Fiction (IRE),C D Hayes,0,J P Fahey,9th,Neck,7,8-13p,75,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Come On The Lads (IRE),J M Sheridan,0,J Davison,8th,1/2 l,4,8-12,74,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Ceallach (IRE),W M Lordan,0,M Halford & T Collins,7th,1/2 l,5,10-0t,90,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Hutton Glen (IRE),C T Keane,0,G M Lyons,6th,1 3/4 l,4,9-1,77,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Chavajod,R Coakley,0,D P Coakley,5th,2 l,6,9-2b,78,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Squire Danagher,B M Coen,0,A Oliver,4th,Head,4,9-5b,81,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Global Energy,K G Kennedy,7,S Lavery,3rd,2 3/4 l,5,9-4,80,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Ethical Diamond (IRE),D P McDonogh,0,W P Mullins,2nd,Nose,4,9-13,89,True,113,34
Leopardstown Racing Results | 12th May 2024 16:45,N/A,16:45,Good (Good To Firm In Places),1m 2f,Saturn (IRE),S Foley,0,Mrs J Harrington,1st,N/A,4,9-4t,80,True,113,34
Leopardstown Racing Results | 12th May 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 4f,Cow Chico (IRE),K Stott,0,J P O'Brien,8th,44 l,3,9-8t,81,True,113,35
Leopardstown Racing Results | 12th May 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 4f,Benvoy (IRE),S Foley,0,H De Bromhead,7th,4 l,3,8-13,72,True,113,35
Leopardstown Racing Results | 12th May 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 4f,Cloud Seeker,A J Slattery,0,A Slattery,6th,Head,3,8-7,66,True,113,35
Leopardstown Racing Results | 12th May 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 4f,Huxley (IRE),G M Ryan,0,Donnacha O'Brien,5th,2 1/4 l,3,9-11,84,True,113,35
Leopardstown Racing Results | 12th May 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 4f,Natural Ruler (IRE),B M Coen,0,J P Murtagh,4th,3/4 l,3,9-2,75,True,113,35
Leopardstown Racing Results | 12th May 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 4f,Tamrat (IRE),C T Keane,0,G M Lyons,3rd,1/2 l,3,10-1,88,True,113,35
Leopardstown Racing Results | 12th May 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 4f,Invention (IRE),P A Harnett,5,Donnacha O'Brien,2nd,1 3/4 l,3,9-12,85,True,113,35
Leopardstown Racing Results | 12th May 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 4f,Ortelius (USA),W M Lordan,0,A P O'Brien,1st,N/A,3,9-12,85,True,113,35
Leopardstown Racing Results | 12th May 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 4f,Cow Chico (IRE),K Stott,0,J P O'Brien,8th,44 l,3,9-8t,81,True,113,35
Leopardstown Racing Results | 12th May 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 4f,Benvoy (IRE),S Foley,0,H De Bromhead,7th,4 l,3,8-13,72,True,113,35
Leopardstown Racing Results | 12th May 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 4f,Cloud Seeker,A J Slattery,0,A Slattery,6th,Head,3,8-7,66,True,113,35
Leopardstown Racing Results | 12th May 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 4f,Huxley (IRE),G M Ryan,0,Donnacha O'Brien,5th,2 1/4 l,3,9-11,84,True,113,35
Leopardstown Racing Results | 12th May 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 4f,Natural Ruler (IRE),B M Coen,0,J P Murtagh,4th,3/4 l,3,9-2,75,True,113,35
Leopardstown Racing Results | 12th May 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 4f,Tamrat (IRE),C T Keane,0,G M Lyons,3rd,1/2 l,3,10-1,88,True,113,35
Leopardstown Racing Results | 12th May 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 4f,Invention (IRE),P A Harnett,5,Donnacha O'Brien,2nd,1 3/4 l,3,9-12,85,True,113,35
Leopardstown Racing Results | 12th May 2024 17:20,N/A,17:20,Good (Good To Firm In Places),1m 4f,Ortelius (USA),W M Lordan,0,A P O'Brien,1st,N/A,3,9-12,85,True,113,35
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,All Right By Me (IRE),C T Keane,0,G M Lyons,NR,N/A,2,9-2,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,William F Browne (IRE),G F Carroll,0,G M Lyons,NR,N/A,2,9-2,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,Your Call (IRE),J A Powell,3,N Meade,NR,N/A,2,9-2,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,Undefeatable (IRE),J J G Ryan,5,K Smith,10th,3 1/4 l,2,9-0,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,Pure Granite (IRE),Adam Caffrey,5,John M Harney,9th,4 1/2 l,2,9-4,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,Handmedownmybible (IRE),R C Colgan,0,P Magee,8th,11 l,2,9-2,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,Refreshment (IRE),R P Whelan,0,M Fahey,7th,5 1/2 l,2,9-4,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,Zaraahmando (IRE),B M Coen,0,A Slattery,6th,3/4 l,2,9-0,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,Nermansa (IRE),A J Slattery,0,D Marnane,5th,3 1/2 l,2,8-9,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,Native Honey (IRE),D P McDonogh,0,J S Bolger,4th,3 l,2,9-0,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,Elzem (IRE),D McMonagle,0,J P O'Brien,3rd,1/2 l,2,9-0,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,I Am Me (IRE),G M Ryan,0,Donnacha O'Brien,2nd,3/4 l,2,9-2,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,Lady O (IRE),S Foley,0,Mrs J Harrington,1st,N/A,2,8-13,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,All Right By Me (IRE),C T Keane,0,G M Lyons,NR,N/A,2,9-2,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,William F Browne (IRE),G F Carroll,0,G M Lyons,NR,N/A,2,9-2,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,Your Call (IRE),J A Powell,3,N Meade,NR,N/A,2,9-2,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,Undefeatable (IRE),J J G Ryan,5,K Smith,10th,3 1/4 l,2,9-0,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,Pure Granite (IRE),Adam Caffrey,5,John M Harney,9th,4 1/2 l,2,9-4,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,Handmedownmybible (IRE),R C Colgan,0,P Magee,8th,11 l,2,9-2,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,Refreshment (IRE),R P Whelan,0,M Fahey,7th,5 1/2 l,2,9-4,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,Zaraahmando (IRE),B M Coen,0,A Slattery,6th,3/4 l,2,9-0,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,Nermansa (IRE),A J Slattery,0,D Marnane,5th,3 1/2 l,2,8-9,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,Native Honey (IRE),D P McDonogh,0,J S Bolger,4th,3 l,2,9-0,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,Elzem (IRE),D McMonagle,0,J P O'Brien,3rd,1/2 l,2,9-0,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,I Am Me (IRE),G M Ryan,0,Donnacha O'Brien,2nd,3/4 l,2,9-2,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:25,N/A,16:25,Soft,7f 148y,Lady O (IRE),S Foley,0,Mrs J Harrington,1st,N/A,2,8-13,-,True,113,36
Roscommon Racing Results | 13th May 2024 16:55,N/A,16:55,Soft,7f 148y,Maestro Stick,G M Ryan,0,K H Clarke,NR,N/A,7,8-12t,47,True,113,37
Roscommon Racing Results | 13th May 2024 16:55,N/A,16:55,Soft,7f 148y,Second Fiddle (IRE),D P McDonogh,0,C P Donoghue,NR,N/A,5,8-13t,48,True,113,37
Roscommon Racing Results | 13th May 2024 16:55,N/A,16:55,Soft,7f 148y,Wild Mountain (IRE),J M Sheridan,0,P J McKenna,12th,3 3/4 l,5,9-9p,58,True,113,37
Roscommon Racing Results | 13th May 2024 16:55,N/A,16:55,Soft,7f 148y,Lightupthesky (IRE),K J Leonard,0,V C Ward,11th,3/4 l,4,8-12,47,True,113,37
Roscommon Racing Results | 13th May 2024 16:55,N/A,16:55,Soft,7f 148y,Knockmore Prince (IRE),Siobhan Rutledge,3,J C McConnell,10th,2 l,4,8-12,47,True,113,37
Roscommon Racing Results | 13th May 2024 16:55,N/A,16:55,Soft,7f 148y,Gosford (IRE),J J G Ryan,5,E Lynam,9th,Head,4,9-13,62,True,113,37
Roscommon Racing Results | 13th May 2024 16:55,N/A,16:55,Soft,7f 148y,Wonder Spirit,C J MacRedmond,5,G A Kingston,8th,Head,6,8-13,48,True,113,37
Roscommon Racing Results | 13th May 2024 16:55,N/A,16:55,Soft,7f 148y,River Derwent,Adam Caffrey,5,Thomas Coyle,7th,1 1/4 l,6,9-12tb,61,True,113,37
Roscommon Racing Results | 13th May 2024 16:55,N/A,16:55,Soft,7f 148y,Purring Along (IRE),N M Crosse,0,Thomas Dowling,6th,1/2 l,5,9-3,52,True,113,37
Roscommon Racing Results | 13th May 2024 16:55,N/A,16:55,Soft,7f 148y,Feature This (IRE),D McMonagle,0,P W Flynn,5th,1/2 l,5,9-6tp,55,True,113,37
Roscommon Racing Results | 13th May 2024 16:55,N/A,16:55,Soft,7f 148y,Boadicea Belle (IRE),G F Carroll,0,M J Smith,4th,3/4 l,5,9-9p,58,True,113,37
Roscommon Racing Results | 13th May 2024 16:55,N/A,16:55,Soft,7f 148y,Cherry Pink (IRE),D J Murphy,10,M Halford & T Collins,3rd,4 1/4 l,4,9-5b,54,True,113,37
Roscommon Racing Results | 13th May 2024 16:55,N/A,16:55,Soft,7f 148y,Barnhill Rose,P A Harnett,5,D Hogan,2nd,Head,6,10-2p,65,True,113,37
