track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Stumblin In (IRE),C G O'Dwyer,0,P M J Doyle,8th,10 l,6,11-5,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Brave Soldier (IRE),J P Shinnick,0,M M McNiff,7th,6 1/2 l,5,11-12,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Highland Earl (IRE),R A Berry,4,L P Cusack,6th,12 l,5,11-12,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Mega Speculator (FR),Niall Moore,2,M A Gunn,5th,1 1/4 l,7,11-12h1,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Tippinaway (IRE),P Hanlon,4,Eric Larkin,4th,2 1/4 l,5,11-12,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Following Orders (IRE),Tiernan Power Roche,2,P J Rothwell,3rd,1 1/4 l,5,11-12,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Game On,N J Ryan,4,N Meade,2nd,7 l,5,11-12t,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Free Flow (USA),T P Harney,4,R O'Sullivan,1st,N/A,5,11-12,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Midnight Eugene (IRE),C M Quirke,0,T Doyle,UR,N/A,8,11-12b,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Rinnaseer King (IRE),B P Kennedy,4,T P O'Connor,PU,N/A,6,11-12b1,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Slieve Annilog (IRE),O R Brown,2,R Dunne,F,N/A,7,11-12,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Getaway Blondie (IRE),H E Sexton,4,A Sexton,13th,1 1/2 l,5,11-12p,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Gatehouse Boy (FR),A P Kelly,0,P J Rothwell,12th,22 l,5,11-12,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Killala Bay (IRE),L A McKenna,2,P W Flynn,11th,6 1/2 l,5,11-12,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Pension Plan (IRE),G Brouder,0,P W Flynn,10th,15 l,5,11-12,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Abitlikethat (IRE),G B Noonan,0,P J Rothwell,9th,4 1/2 l,5,11-12,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Stumblin In (IRE),C G O'Dwyer,0,P M J Doyle,8th,10 l,6,11-5,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Brave Soldier (IRE),J P Shinnick,0,M M McNiff,7th,6 1/2 l,5,11-12,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Highland Earl (IRE),R A Berry,4,L P Cusack,6th,12 l,5,11-12,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Mega Speculator (FR),Niall Moore,2,M A Gunn,5th,1 1/4 l,7,11-12h1,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Tippinaway (IRE),P Hanlon,4,Eric Larkin,4th,2 1/4 l,5,11-12,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Following Orders (IRE),Tiernan Power Roche,2,P J Rothwell,3rd,1 1/4 l,5,11-12,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Game On,N J Ryan,4,N Meade,2nd,7 l,5,11-12t,-,True,164,45
Thurles Racing Results | 15th March 2025 15:40,N/A,15:40,Good (Good To Yielding In Places),1m 7f 136y,Free Flow (USA),T P Harney,4,R O'Sullivan,1st,N/A,5,11-12,-,True,164,45
Thurles Racing Results | 15th March 2025 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 6f 42y,Typical Thomas (IRE),A P Kelly,5,James Andrew Fahey,6th,13 l,8,11-0,-,True,164,46
Thurles Racing Results | 15th March 2025 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 6f 42y,Aodhan May (IRE),P Byrnes,0,C Byrnes,5th,57 l,9,10-7v1,-,True,164,46
Thurles Racing Results | 15th March 2025 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 6f 42y,Amirite (IRE),D J O'Keeffe,0,H De Bromhead,4th,12 l,9,11-0,-,True,164,46
Thurles Racing Results | 15th March 2025 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 6f 42y,Kilcruit (IRE),S F O'Keeffe,0,W P Mullins,3rd,5 1/2 l,10,11-0,-,True,164,46
Thurles Racing Results | 15th March 2025 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 6f 42y,Asterion Forlonge (FR),P Townend,0,W P Mullins,2nd,5 l,11,11-0t,-,True,164,46
Thurles Racing Results | 15th March 2025 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 6f 42y,Hewick (IRE),P Hanlon,7,J J Hanlon,1st,N/A,10,11-0b,-,True,164,46
Thurles Racing Results | 15th March 2025 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 6f 42y,Typical Thomas (IRE),A P Kelly,5,James Andrew Fahey,6th,13 l,8,11-0,-,True,164,46
Thurles Racing Results | 15th March 2025 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 6f 42y,Aodhan May (IRE),P Byrnes,0,C Byrnes,5th,57 l,9,10-7v1,-,True,164,46
Thurles Racing Results | 15th March 2025 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 6f 42y,Amirite (IRE),D J O'Keeffe,0,H De Bromhead,4th,12 l,9,11-0,-,True,164,46
Thurles Racing Results | 15th March 2025 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 6f 42y,Kilcruit (IRE),S F O'Keeffe,0,W P Mullins,3rd,5 1/2 l,10,11-0,-,True,164,46
Thurles Racing Results | 15th March 2025 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 6f 42y,Asterion Forlonge (FR),P Townend,0,W P Mullins,2nd,5 l,11,11-0t,-,True,164,46
Thurles Racing Results | 15th March 2025 16:15,N/A,16:15,Good (Good To Yielding In Places),2m 6f 42y,Hewick (IRE),P Hanlon,7,J J Hanlon,1st,N/A,10,11-0b,-,True,164,46
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Slim Marvel (FR),P K Donovan,5,A Slattery,NR,N/A,7,11-6,104,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Gustavo Goodway (IRE),S D Torrens,0,P J Rothwell,UR,N/A,7,10-2b,86,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Duke Silver (IRE),J J Slevin,0,J P O'Brien,F,N/A,5,11-8,106,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Syracus Du Houx (FR),P T Enright,0,O McKiernan,BD,N/A,7,11-8tp,106,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Work Place (IRE),L Quinlan,3,R Hackett,12th,7 1/2 l,6,11-4,102,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Jack Du Large (FR),J C Gainford,0,G Elliott,11th,Neck,6,11-2p,100,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Milanaway (IRE),D King,0,D Hogan,10th,25 l,7,10-13tp1,97,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Cafe Del Mar (IRE),E M O'Sullivan,7,David J Phelan,9th,14 l,9,10-3,87,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Mighty Soldier (IRE),K C Sexton,0,James Andrew Fahey,8th,2 l,6,10-5t,89,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Level Neverending (IRE),P Hanlon,7,J J Hanlon,7th,1 l,8,12-0,112,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,No Fussing (IRE),Mr D Doyle,7,T Doyle,6th,7 1/2 l,9,10-13,97,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Stellar Symphony (IRE),J P Shinnick,5,T O'Brien,5th,4 1/2 l,10,10-11t,95,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Pebble Bleu (IRE),Mr M J Kenneally,7,C Motherway,4th,3 1/4 l,6,10-9t,93,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Therellbguddaysyet (IRE),D J O'Keeffe,0,M J O'Connor,3rd,2 l,9,11-11,109,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Love Like This (IRE),S F O'Keeffe,0,J P Ryan,2nd,4 3/4 l,7,10-6,90,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Born Bright (IRE),J Smith,5,C O'Connell,1st,N/A,6,11-7,105,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Slim Marvel (FR),P K Donovan,5,A Slattery,NR,N/A,7,11-6,104,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Gustavo Goodway (IRE),S D Torrens,0,P J Rothwell,UR,N/A,7,10-2b,86,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Duke Silver (IRE),J J Slevin,0,J P O'Brien,F,N/A,5,11-8,106,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Syracus Du Houx (FR),P T Enright,0,O McKiernan,BD,N/A,7,11-8tp,106,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Work Place (IRE),L Quinlan,3,R Hackett,12th,7 1/2 l,6,11-4,102,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Jack Du Large (FR),J C Gainford,0,G Elliott,11th,Neck,6,11-2p,100,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Milanaway (IRE),D King,0,D Hogan,10th,25 l,7,10-13tp1,97,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Cafe Del Mar (IRE),E M O'Sullivan,7,David J Phelan,9th,14 l,9,10-3,87,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Mighty Soldier (IRE),K C Sexton,0,James Andrew Fahey,8th,2 l,6,10-5t,89,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Level Neverending (IRE),P Hanlon,7,J J Hanlon,7th,1 l,8,12-0,112,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,No Fussing (IRE),Mr D Doyle,7,T Doyle,6th,7 1/2 l,9,10-13,97,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Stellar Symphony (IRE),J P Shinnick,5,T O'Brien,5th,4 1/2 l,10,10-11t,95,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Pebble Bleu (IRE),Mr M J Kenneally,7,C Motherway,4th,3 1/4 l,6,10-9t,93,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Therellbguddaysyet (IRE),D J O'Keeffe,0,M J O'Connor,3rd,2 l,9,11-11,109,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Love Like This (IRE),S F O'Keeffe,0,J P Ryan,2nd,4 3/4 l,7,10-6,90,True,164,47
Thurles Racing Results | 15th March 2025 16:50,N/A,16:50,Good (Good To Yielding In Places),2m 6f 42y,Born Bright (IRE),J Smith,5,C O'Connell,1st,N/A,6,11-7,105,True,164,47
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Starting Fifteen,Non Runner,0,E McNamara,NR,N/A,4,11-10,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Heslostthehunger (IRE),Mr J P Collins,7,R Sweeney,11th,6 l,4,11-10,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Cholo (IRE),Mr M J Kenneally,7,J Halley,10th,9 1/2 l,4,11-10,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Hillstar Blues (IRE),Mr D O'Connor,0,S Aherne,9th,10 l,4,11-10,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,One True Friend (IRE),Mr P J Cody,7,R P Cody,8th,1 3/4 l,4,11-10,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Old Bridge (FR),Mr H C Swan,0,G Elliott,7th,4 1/4 l,4,11-10h1,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Hunskelper (IRE),Mr A J Lord,7,Paul Mulligan,6th,1 1/4 l,4,11-3,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Shabra Diya (IRE),Miss A B O'Connor,0,A McCann,5th,3 3/4 l,4,11-10,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Certamen (IRE),Mr F R Buckley,7,E Buckley,4th,9 l,4,11-10,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Galileo Sand (IRE),Mr J L Gleeson,3,J P O'Brien,3rd,3 1/4 l,4,11-10,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Eagle Of Destiny (IRE),Mr B O'Neill,0,P Twomey,2nd,1 3/4 l,4,11-3,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Tim Toe (IRE),Mr D Doyle,7,P M J Doyle,1st,N/A,4,11-10,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Starting Fifteen,Non Runner,0,E McNamara,NR,N/A,4,11-10,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Heslostthehunger (IRE),Mr J P Collins,7,R Sweeney,11th,6 l,4,11-10,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Cholo (IRE),Mr M J Kenneally,7,J Halley,10th,9 1/2 l,4,11-10,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Hillstar Blues (IRE),Mr D O'Connor,0,S Aherne,9th,10 l,4,11-10,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,One True Friend (IRE),Mr P J Cody,7,R P Cody,8th,1 3/4 l,4,11-10,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Old Bridge (FR),Mr H C Swan,0,G Elliott,7th,4 1/4 l,4,11-10h1,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Hunskelper (IRE),Mr A J Lord,7,Paul Mulligan,6th,1 1/4 l,4,11-3,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Shabra Diya (IRE),Miss A B O'Connor,0,A McCann,5th,3 3/4 l,4,11-10,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Certamen (IRE),Mr F R Buckley,7,E Buckley,4th,9 l,4,11-10,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Galileo Sand (IRE),Mr J L Gleeson,3,J P O'Brien,3rd,3 1/4 l,4,11-10,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Eagle Of Destiny (IRE),Mr B O'Neill,0,P Twomey,2nd,1 3/4 l,4,11-3,-,True,164,48
Thurles Racing Results | 15th March 2025 17:25,N/A,17:25,Good (Good To Yielding In Places) ace (Turf),1m 7f 136y,Tim Toe (IRE),Mr D Doyle,7,P M J Doyle,1st,N/A,4,11-10,-,True,164,48
Curragh Racing Results | 16th March 2025 13:40,N/A,13:40,Soft,5f,Stonezilian (IRE),W J Lee,0,A Murray,NR,N/A,2,9-2,-,True,164,49
Curragh Racing Results | 16th March 2025 13:40,N/A,13:40,Soft,5f,Venerated (IRE),M W Hassett,5,J A Berry,7th,6 l,2,9-2,-,True,164,49
Curragh Racing Results | 16th March 2025 13:40,N/A,13:40,Soft,5f,Ski Supreme (IRE),N M Crosse,0,R P Cody,6th,3 l,2,9-2,-,True,164,49
Curragh Racing Results | 16th March 2025 13:40,N/A,13:40,Soft,5f,Leblon Beach,W M Lordan,0,A Murray,5th,1 3/4 l,2,9-2,-,True,164,49
Curragh Racing Results | 16th March 2025 13:40,N/A,13:40,Soft,5f,Zaltan (IRE),J A Heffernan,0,J Halley,4th,3 1/4 l,2,9-7,-,True,164,49
Curragh Racing Results | 16th March 2025 13:40,N/A,13:40,Soft,5f,Army Leave (IRE),W Joyce,5,M Mulvany,3rd,3 1/2 l,2,9-2,-,True,164,49
Curragh Racing Results | 16th March 2025 13:40,N/A,13:40,Soft,5f,Slaney View (IRE),R Coakley,0,J S Bolger,2nd,3 3/4 l,2,9-2,-,True,164,49
Curragh Racing Results | 16th March 2025 13:40,N/A,13:40,Soft,5f,Power Blue (IRE),D Egan,0,A Murray,1st,N/A,2,9-7,-,True,164,49
Curragh Racing Results | 16th March 2025 13:40,N/A,13:40,Soft,5f,Stonezilian (IRE),W J Lee,0,A Murray,NR,N/A,2,9-2,-,True,164,49
Curragh Racing Results | 16th March 2025 13:40,N/A,13:40,Soft,5f,Venerated (IRE),M W Hassett,5,J A Berry,7th,6 l,2,9-2,-,True,164,49
Curragh Racing Results | 16th March 2025 13:40,N/A,13:40,Soft,5f,Ski Supreme (IRE),N M Crosse,0,R P Cody,6th,3 l,2,9-2,-,True,164,49
Curragh Racing Results | 16th March 2025 13:40,N/A,13:40,Soft,5f,Leblon Beach,W M Lordan,0,A Murray,5th,1 3/4 l,2,9-2,-,True,164,49
Curragh Racing Results | 16th March 2025 13:40,N/A,13:40,Soft,5f,Zaltan (IRE),J A Heffernan,0,J Halley,4th,3 1/4 l,2,9-7,-,True,164,49
Curragh Racing Results | 16th March 2025 13:40,N/A,13:40,Soft,5f,Army Leave (IRE),W Joyce,5,M Mulvany,3rd,3 1/2 l,2,9-2,-,True,164,49
Curragh Racing Results | 16th March 2025 13:40,N/A,13:40,Soft,5f,Slaney View (IRE),R Coakley,0,J S Bolger,2nd,3 3/4 l,2,9-2,-,True,164,49
Curragh Racing Results | 16th March 2025 13:40,N/A,13:40,Soft,5f,Power Blue (IRE),D Egan,0,A Murray,1st,N/A,2,9-7,-,True,164,49
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,Tommy McJohn (IRE),G F Carroll,0,G P Cromwell,NR,N/A,3,9-4,81,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,Never Shout Never (IRE),J A Powell,3,Stephen Thorne,NR,N/A,5,9-8t,72,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,I'll Be Handy (IRE),R C Colgan,0,M J Smith,13th,1 l,3,9-0,77,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,Dynamic Force (IRE),J J G Ryan,0,T G McCourt,12th,1 1/4 l,6,9-9,73,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,Clever And Cute (IRE),R Coakley,0,J S Bolger,11th,2 l,4,9-8,72,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,Mount Ruapehu (IRE),R P Whelan,0,M Fahey,10th,3 3/4 l,5,9-3,67,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,Only Spoofing (IRE),J A Heffernan,0,Kevin Coleman,9th,2 3/4 l,11,9-2,66,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,Clonmacash,S Coen,7,A McGuinness,8th,1 1/4 l,4,9-12v,76,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,Rathbranchurch (IRE),W Joyce,5,M Mulvany,7th,1 1/4 l,5,9-6,70,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,New Theory (IRE),D S O'Sullivan,0,J A Stack,6th,Neck,3,9-5,82,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,Loingseoir (IRE),Nicola Burns,7,M C Grassick,5th,1/2 l,9,9-4t,68,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,Catherine Chroi (IRE),C T Keane,0,C O'Connell,4th,Nose,7,9-6tb,70,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,Tai Tam Bay (IRE),Alexandra Egan,10,E & P Harty,3rd,1 1/4 l,4,10-0,78,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,Dark Viper,S Foley,0,Mrs J Harrington,2nd,1/2 l,4,9-5,69,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,Back Down Under (IRE),L F Roche,0,P Roche,1st,N/A,4,9-10,74,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,Tommy McJohn (IRE),G F Carroll,0,G P Cromwell,NR,N/A,3,9-4,81,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,Never Shout Never (IRE),J A Powell,3,Stephen Thorne,NR,N/A,5,9-8t,72,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,I'll Be Handy (IRE),R C Colgan,0,M J Smith,13th,1 l,3,9-0,77,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,Dynamic Force (IRE),J J G Ryan,0,T G McCourt,12th,1 1/4 l,6,9-9,73,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,Clever And Cute (IRE),R Coakley,0,J S Bolger,11th,2 l,4,9-8,72,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,Mount Ruapehu (IRE),R P Whelan,0,M Fahey,10th,3 3/4 l,5,9-3,67,True,164,50
Curragh Racing Results | 16th March 2025 14:10,N/A,14:10,Soft,6f,Only Spoofing (IRE),J A Heffernan,0,Kevin Coleman,9th,2 3/4 l,11,9-2,66,True,164,50
