track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Thurles Racing Results | 5th March 2024 17:40,N/A,17:40,Heavy (Soft In Places),2m 52y,Dream Shaper (IRE),Miss A B O'Connor,3,I Madden,5th,7 l,5,12-0,-,True,104,5
Thurles Racing Results | 5th March 2024 17:40,N/A,17:40,Heavy (Soft In Places),2m 52y,Red Hugh (IRE),Mr P W Mullins,0,E Mullins,4th,9 1/2 l,6,12-0,-,True,104,5
Thurles Racing Results | 5th March 2024 17:40,N/A,17:40,Heavy (Soft In Places),2m 52y,Machismo (IRE),Mr H C Swan,5,G Elliott,3rd,11 l,5,12-0,-,True,104,5
Thurles Racing Results | 5th March 2024 17:40,N/A,17:40,Heavy (Soft In Places),2m 52y,Eastbank Warrior (IRE),Mr R W Barron,5,Jonathan Sweeney,2nd,2 1/2 l,6,12-0,-,True,104,5
Thurles Racing Results | 5th March 2024 17:40,N/A,17:40,Heavy (Soft In Places),2m 52y,Blaze The Way (IRE),Mr T Hamilton,0,Ms M Mullins,1st,N/A,6,12-0,-,True,104,5
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Livingston Range (IRE),R C Colgan,0,R Donohoe,13th,3/4 l,6,10-2tb,70,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Maggie Thunder (IRE),M W Hassett,7,G Hassett,12th,2 1/4 l,8,8-7v1,47,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Below Deck (IRE),N M Crosse,0,L Comer,11th,Short Head,4,8-11b,51,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Phil's Dream (IRE),Siobhan Rutledge,3,J C McConnell,10th,3/4 l,4,9-1tv,55,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Bonny Power (IRE),J J G Ryan,5,E Lynam,9th,Neck,4,9-0,54,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Hero Of The Hour,R Whearty,5,G A Kingston,8th,1/2 l,7,8-13,53,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Sam's Xpress (IRE),Dylan Hogan,0,K P Cotter,7th,Neck,4,9-9,63,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Cuban Grey,J M Sheridan,0,P J McKenna,6th,1/2 l,4,9-0tp,54,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Samrogue (IRE),L F Roche,0,R O'Sullivan,5th,1/2 l,6,10-0,68,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Theriverrunsdeep (IRE),C T Keane,0,S G O'Donnell,4th,Neck,8,9-9p,63,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,American In Paris (IRE),S D Bowen,5,D Hogan,3rd,1 3/4 l,4,9-1b,55,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,My Girl Sioux (IRE),A J Slattery,0,A Slattery,2nd,Short Head,4,8-8,48,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Winemaker (FR),G M Ryan,0,D Dias,1st,N/A,4,10-2,70,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Livingston Range (IRE),R C Colgan,0,R Donohoe,13th,3/4 l,6,10-2tb,70,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Maggie Thunder (IRE),M W Hassett,7,G Hassett,12th,2 1/4 l,8,8-7v1,47,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Below Deck (IRE),N M Crosse,0,L Comer,11th,Short Head,4,8-11b,51,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Phil's Dream (IRE),Siobhan Rutledge,3,J C McConnell,10th,3/4 l,4,9-1tv,55,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Bonny Power (IRE),J J G Ryan,5,E Lynam,9th,Neck,4,9-0,54,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Hero Of The Hour,R Whearty,5,G A Kingston,8th,1/2 l,7,8-13,53,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Sam's Xpress (IRE),Dylan Hogan,0,K P Cotter,7th,Neck,4,9-9,63,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Cuban Grey,J M Sheridan,0,P J McKenna,6th,1/2 l,4,9-0tp,54,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Samrogue (IRE),L F Roche,0,R O'Sullivan,5th,1/2 l,6,10-0,68,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Theriverrunsdeep (IRE),C T Keane,0,S G O'Donnell,4th,Neck,8,9-9p,63,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,American In Paris (IRE),S D Bowen,5,D Hogan,3rd,1 3/4 l,4,9-1b,55,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,My Girl Sioux (IRE),A J Slattery,0,A Slattery,2nd,Short Head,4,8-8,48,True,104,6
Dundalk Racing Results | 8th March 2024 16:40,N/A,16:40,Standard,5f,Winemaker (FR),G M Ryan,0,D Dias,1st,N/A,4,10-2,70,True,104,6
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Bacio (IRE),Siobhan Rutledge,3,S Lavery,14th,1 3/4 l,3,8-13t,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Iberian Queen (IRE),J Cleary,7,T Mullins,13th,1 1/4 l,3,9-0,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Hispanolita (IRE),S D Bowen,5,A McNamara,12th,Head,3,8-13tv1,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Laser Sharp,S Foley,0,C Collins,11th,3 1/4 l,3,8-12tp1,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Bruce Lightning (IRE),J Kearney,5,P Martin,10th,Neck,3,9-12h,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Go On Go On Uhavit,D P McDonogh,0,M Mulvany,9th,Short Head,3,8-11,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Xaustdwithpleasure (IRE),L F Roche,0,D K Weld,8th,2 1/2 l,3,8-11h1,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Ciantov (IRE),N M Crosse,0,A McNamara,7th,1/2 l,3,8-13,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Dark Blue Diamond (IRE),J M Sheridan,0,D Hogan,6th,Neck,3,8-12,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Turn Up The Beat,G M Ryan,0,P J F Murphy,5th,1 3/4 l,3,9-0,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Posh Maisie (IRE),R M Mulligan,10,J P Murtagh,4th,Neck,3,9-12t,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Cool Dan (IRE),C T Keane,0,L Breen,3rd,2 1/4 l,3,9-5b,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Masonbrook Meadow (IRE),C J Whiteley,10,Daniel Murphy,2nd,1 l,3,9-2p,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Dandy Lichious (IRE),R Whearty,5,P W Flynn,1st,N/A,3,8-13,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Bacio (IRE),Siobhan Rutledge,3,S Lavery,14th,1 3/4 l,3,8-13t,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Iberian Queen (IRE),J Cleary,7,T Mullins,13th,1 1/4 l,3,9-0,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Hispanolita (IRE),S D Bowen,5,A McNamara,12th,Head,3,8-13tv1,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Laser Sharp,S Foley,0,C Collins,11th,3 1/4 l,3,8-12tp1,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Bruce Lightning (IRE),J Kearney,5,P Martin,10th,Neck,3,9-12h,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Go On Go On Uhavit,D P McDonogh,0,M Mulvany,9th,Short Head,3,8-11,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Xaustdwithpleasure (IRE),L F Roche,0,D K Weld,8th,2 1/2 l,3,8-11h1,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Ciantov (IRE),N M Crosse,0,A McNamara,7th,1/2 l,3,8-13,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Dark Blue Diamond (IRE),J M Sheridan,0,D Hogan,6th,Neck,3,8-12,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Turn Up The Beat,G M Ryan,0,P J F Murphy,5th,1 3/4 l,3,9-0,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Posh Maisie (IRE),R M Mulligan,10,J P Murtagh,4th,Neck,3,9-12t,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Cool Dan (IRE),C T Keane,0,L Breen,3rd,2 1/4 l,3,9-5b,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Masonbrook Meadow (IRE),C J Whiteley,10,Daniel Murphy,2nd,1 l,3,9-2p,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:15,N/A,17:15,Standard,7f,Dandy Lichious (IRE),R Whearty,5,P W Flynn,1st,N/A,3,8-13,-,True,104,7
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Saoirses Lulaby (IRE),G M Ryan,0,P J F Murphy,14th,26 l,4,8-13p,47,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Gatsby Cap (IRE),K G Kennedy,7,J C McConnell,13th,1 3/4 l,8,9-9p,57,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Manhattan Dandy (IRE),R Whearty,5,Thomas Coyle,12th,4 3/4 l,7,9-1,49,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Chopsticks (IRE),N M Crosse,0,S M Duffy,11th,Head,4,9-10t1,58,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Super Cub,J M Sheridan,0,D Hogan,10th,1 l,5,9-7b,55,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Dutch Glory (IRE),G P Halpin,0,Sean Davis,9th,3/4 l,5,10-0,62,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Ten To Ten (IRE),J Cleary,7,L Comer,8th,3/4 l,6,9-1p,49,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Bucky Larson (IRE),D McMonagle,0,R Donohoe,7th,1 3/4 l,9,9-13,61,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Pascalia (IRE),S B Kelly,0,J P Murtagh,6th,1 1/2 l,4,9-10p,58,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Ferrybank,W J Lee,0,T M Walsh,5th,Head,6,9-12t,60,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Atbay (IRE),S Foley,0,M Fahey,4th,Neck,5,9-0p,48,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,River Derwent,J J G Ryan,5,Thomas Coyle,3rd,3/4 l,6,10-0tb,62,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Suityourselfboss (IRE),M W Hassett,7,M J Browne,2nd,1 1/2 l,5,9-0p,48,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Hurricane Helen,C T Keane,0,C D Timmons,1st,N/A,6,9-9,57,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Saoirses Lulaby (IRE),G M Ryan,0,P J F Murphy,14th,26 l,4,8-13p,47,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Gatsby Cap (IRE),K G Kennedy,7,J C McConnell,13th,1 3/4 l,8,9-9p,57,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Manhattan Dandy (IRE),R Whearty,5,Thomas Coyle,12th,4 3/4 l,7,9-1,49,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Chopsticks (IRE),N M Crosse,0,S M Duffy,11th,Head,4,9-10t1,58,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Super Cub,J M Sheridan,0,D Hogan,10th,1 l,5,9-7b,55,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Dutch Glory (IRE),G P Halpin,0,Sean Davis,9th,3/4 l,5,10-0,62,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Ten To Ten (IRE),J Cleary,7,L Comer,8th,3/4 l,6,9-1p,49,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Bucky Larson (IRE),D McMonagle,0,R Donohoe,7th,1 3/4 l,9,9-13,61,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Pascalia (IRE),S B Kelly,0,J P Murtagh,6th,1 1/2 l,4,9-10p,58,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Ferrybank,W J Lee,0,T M Walsh,5th,Head,6,9-12t,60,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Atbay (IRE),S Foley,0,M Fahey,4th,Neck,5,9-0p,48,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,River Derwent,J J G Ryan,5,Thomas Coyle,3rd,3/4 l,6,10-0tb,62,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Suityourselfboss (IRE),M W Hassett,7,M J Browne,2nd,1 1/2 l,5,9-0p,48,True,104,8
Dundalk Racing Results | 8th March 2024 17:45,N/A,17:45,Standard,1m,Hurricane Helen,C T Keane,0,C D Timmons,1st,N/A,6,9-9,57,True,104,8
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Sir Sagacious (IRE),G F Carroll,0,W P Browne,NR,N/A,3,9-8,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Currumbin (IRE),N M Crosse,0,John O'Donoghue,NR,N/A,3,9-8,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Ashikita (FR),L F Roche,0,D K Weld,13th,3 l,3,9-3,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Star Sailor (IRE),R Donaghue-Leahy,10,P J Flynn,12th,3/4 l,3,9-8,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Layoftheland (IRE),S P Davis,0,Sean Davis,11th,3/4 l,3,9-3,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Action Plan (IRE),S T McCullagh,3,Gerard O'Leary,10th,1 1/4 l,3,9-8,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,George Smiley (IRE),W J Lee,0,H De Bromhead,9th,1 1/4 l,3,9-8,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Latin (IRE),J M Sheridan,0,D Hogan,8th,2 3/4 l,3,9-8,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Chinois (IRE),D P McDonogh,0,J P O'Brien,7th,2 l,3,9-3,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Spunog (IRE),R P Cleary,0,T Cleary,6th,1/2 l,3,9-3,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Albion Power (IRE),G M Ryan,0,K H Clarke,5th,Neck,3,9-8,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Jlow (IRE),R P Whelan,0,C W J Farrell,4th,Head,3,9-3,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Hoover Dam (IRE),J Kearney,5,L Comer,3rd,3 l,3,9-8,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Natural Ruler (IRE),S B Kelly,0,J P Murtagh,2nd,2 l,3,9-8,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Al Mudhaffar (IRE),D McMonagle,0,J P O'Brien,1st,N/A,3,9-8,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Sir Sagacious (IRE),G F Carroll,0,W P Browne,NR,N/A,3,9-8,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Currumbin (IRE),N M Crosse,0,John O'Donoghue,NR,N/A,3,9-8,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Ashikita (FR),L F Roche,0,D K Weld,13th,3 l,3,9-3,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Star Sailor (IRE),R Donaghue-Leahy,10,P J Flynn,12th,3/4 l,3,9-8,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Layoftheland (IRE),S P Davis,0,Sean Davis,11th,3/4 l,3,9-3,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Action Plan (IRE),S T McCullagh,3,Gerard O'Leary,10th,1 1/4 l,3,9-8,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,George Smiley (IRE),W J Lee,0,H De Bromhead,9th,1 1/4 l,3,9-8,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Latin (IRE),J M Sheridan,0,D Hogan,8th,2 3/4 l,3,9-8,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Chinois (IRE),D P McDonogh,0,J P O'Brien,7th,2 l,3,9-3,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Spunog (IRE),R P Cleary,0,T Cleary,6th,1/2 l,3,9-3,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Albion Power (IRE),G M Ryan,0,K H Clarke,5th,Neck,3,9-8,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Jlow (IRE),R P Whelan,0,C W J Farrell,4th,Head,3,9-3,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Hoover Dam (IRE),J Kearney,5,L Comer,3rd,3 l,3,9-8,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Natural Ruler (IRE),S B Kelly,0,J P Murtagh,2nd,2 l,3,9-8,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:15,N/A,18:15,Standard,1m,Al Mudhaffar (IRE),D McMonagle,0,J P O'Brien,1st,N/A,3,9-8,-,True,104,9
Dundalk Racing Results | 8th March 2024 18:45,N/A,18:45,Standard,1m,Cristal Clere (IRE),S D Bowen,5,J Nallen,6th,1/2 l,6,9-5,-,True,104,10
Dundalk Racing Results | 8th March 2024 18:45,N/A,18:45,Standard,1m,Wigmore Street (USA),D McMonagle,0,J P O'Brien,5th,3/4 l,4,9-5,-,True,104,10
Dundalk Racing Results | 8th March 2024 18:45,N/A,18:45,Standard,1m,Howyoulikethat (IRE),W J Lee,0,Miss H McLoughlin,4th,1 1/2 l,7,9-5,-,True,104,10
Dundalk Racing Results | 8th March 2024 18:45,N/A,18:45,Standard,1m,Hodd's Girl (IRE),Adam Caffrey,5,A McGuinness,3rd,2 3/4 l,7,9-0,-,True,104,10
Dundalk Racing Results | 8th March 2024 18:45,N/A,18:45,Standard,1m,Freescape,L T McAteer,0,D Marnane,2nd,3/4 l,9,9-5,-,True,104,10
Dundalk Racing Results | 8th March 2024 18:45,N/A,18:45,Standard,1m,Real Appeal (GER),R P Whelan,0,A McGuinness,1st,N/A,7,9-5p,-,True,104,10
Dundalk Racing Results | 8th March 2024 18:45,N/A,18:45,Standard,1m,Cristal Clere (IRE),S D Bowen,5,J Nallen,6th,1/2 l,6,9-5,-,True,104,10
Dundalk Racing Results | 8th March 2024 18:45,N/A,18:45,Standard,1m,Wigmore Street (USA),D McMonagle,0,J P O'Brien,5th,3/4 l,4,9-5,-,True,104,10
Dundalk Racing Results | 8th March 2024 18:45,N/A,18:45,Standard,1m,Howyoulikethat (IRE),W J Lee,0,Miss H McLoughlin,4th,1 1/2 l,7,9-5,-,True,104,10
Dundalk Racing Results | 8th March 2024 18:45,N/A,18:45,Standard,1m,Hodd's Girl (IRE),Adam Caffrey,5,A McGuinness,3rd,2 3/4 l,7,9-0,-,True,104,10
Dundalk Racing Results | 8th March 2024 18:45,N/A,18:45,Standard,1m,Freescape,L T McAteer,0,D Marnane,2nd,3/4 l,9,9-5,-,True,104,10
Dundalk Racing Results | 8th March 2024 18:45,N/A,18:45,Standard,1m,Real Appeal (GER),R P Whelan,0,A McGuinness,1st,N/A,7,9-5p,-,True,104,10
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Skontonovski,D P McDonogh,0,A McGuinness,NR,N/A,7,9-1v,71,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Point Gellibrand (IRE),S T McCullagh,3,Gerard O'Leary,12th,2 3/4 l,5,10-0,84,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Ransom,L T McAteer,0,H D McGuigan,11th,6 l,7,9-9ht1,79,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Inigo Jones,S Foley,0,H D McGuigan,10th,3/4 l,6,9-9tp1,79,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,El Bello,S D Bowen,5,D Hogan,9th,4 3/4 l,5,8-11,67,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Sirjack Thomas (IRE),R P Cleary,0,A McGuinness,8th,1/2 l,9,9-4,74,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Rockbury Lad,L F Roche,0,M O'Callaghan,7th,Neck,5,8-121,68,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Little Keilee (IRE),D McMonagle,0,Ciaran Murphy,6th,Short Head,4,9-4,74,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Shoot To Kill (IRE),Adam Caffrey,5,A McGuinness,5th,3/4 l,7,9-8,78,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Rampage (IRE),J J G Ryan,5,T G McCourt,4th,Head,5,9-0t,70,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Not Forgotten (IRE),R P Whelan,0,M Halford & T Collins,3rd,Neck,4,9-9tp1,79,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Brains (IRE),R C Colgan,0,R Donohoe,2nd,1/2 l,8,9-5tb,75,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Super Over (IRE),C T Keane,0,D P Coakley,1st,N/A,6,9-2v,72,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Skontonovski,D P McDonogh,0,A McGuinness,NR,N/A,7,9-1v,71,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Point Gellibrand (IRE),S T McCullagh,3,Gerard O'Leary,12th,2 3/4 l,5,10-0,84,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Ransom,L T McAteer,0,H D McGuigan,11th,6 l,7,9-9ht1,79,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Inigo Jones,S Foley,0,H D McGuigan,10th,3/4 l,6,9-9tp1,79,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,El Bello,S D Bowen,5,D Hogan,9th,4 3/4 l,5,8-11,67,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Sirjack Thomas (IRE),R P Cleary,0,A McGuinness,8th,1/2 l,9,9-4,74,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Rockbury Lad,L F Roche,0,M O'Callaghan,7th,Neck,5,8-121,68,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Little Keilee (IRE),D McMonagle,0,Ciaran Murphy,6th,Short Head,4,9-4,74,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Shoot To Kill (IRE),Adam Caffrey,5,A McGuinness,5th,3/4 l,7,9-8,78,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Rampage (IRE),J J G Ryan,5,T G McCourt,4th,Head,5,9-0t,70,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Not Forgotten (IRE),R P Whelan,0,M Halford & T Collins,3rd,Neck,4,9-9tp1,79,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Brains (IRE),R C Colgan,0,R Donohoe,2nd,1/2 l,8,9-5tb,75,True,104,11
Dundalk Racing Results | 8th March 2024 19:15,N/A,19:15,Standard,1m,Super Over (IRE),C T Keane,0,D P Coakley,1st,N/A,6,9-2v,72,True,104,11
Dundalk Racing Results | 8th March 2024 19:45,N/A,19:45,Standard,1m 2f 150y,Wojood,J Cleary,4,D Hogan,14th,44 l,8,8-12tp,47,True,104,12
