track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Arctic Craft (IRE),E Walsh,0,H P Finegan,PU,N/A,7,11-4ht,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Summertime Romance,S Fitzgerald,0,C A McBratney,PU,N/A,6,11-5,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,A Okay (IRE),R Berry,7,J A Berry,PU,N/A,5,11-4,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Practice Run (IRE),D J O'Keeffe,0,M F Morris,PU,N/A,5,11-4t,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Esticky End (IRE),D Robinson,0,Tom McGuinness,PU,N/A,6,11-12,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Oscar Tonic (IRE),C Stone-Walsh,5,E F Gallagher,9th,28 l,9,10-11,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Hakensack (IRE),M J M O'Sullivan,0,D G Murphy,8th,18 l,5,11-4,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Chosen Thyme (IRE),Niall Moore,7,P Fenton,7th,5 1/2 l,7,11-12,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Derby De Thaix (FR),Miss H Heffernan,7,James Andrew Fahey,6th,24 l,11,11-12,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Coffeys Forge (IRE),P T Enright,0,P Ryan,5th,6 1/2 l,8,11-4,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Aine's Lad (IRE),J Smith,7,M J Smith,4th,3 l,5,11-4ht,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Innatendue (FR),A Harvey,7,J C McConnell,3rd,Head,6,11-5tp,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Marv Michael (IRE),Rachael Blackmore,0,H De Bromhead,2nd,8 l,6,11-4t,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Sunshine Diamond (IRE),C P McNamara,0,Liam G O'brien,1st,N/A,5,11-4p1,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Sights Unseen (IRE),J J Slevin,0,S Slevin,NR,N/A,5,10-11,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Arctic Craft (IRE),E Walsh,0,H P Finegan,PU,N/A,7,11-4ht,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Summertime Romance,S Fitzgerald,0,C A McBratney,PU,N/A,6,11-5,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,A Okay (IRE),R Berry,7,J A Berry,PU,N/A,5,11-4,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Practice Run (IRE),D J O'Keeffe,0,M F Morris,PU,N/A,5,11-4t,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Esticky End (IRE),D Robinson,0,Tom McGuinness,PU,N/A,6,11-12,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Oscar Tonic (IRE),C Stone-Walsh,5,E F Gallagher,9th,28 l,9,10-11,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Hakensack (IRE),M J M O'Sullivan,0,D G Murphy,8th,18 l,5,11-4,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Chosen Thyme (IRE),Niall Moore,7,P Fenton,7th,5 1/2 l,7,11-12,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Derby De Thaix (FR),Miss H Heffernan,7,James Andrew Fahey,6th,24 l,11,11-12,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Coffeys Forge (IRE),P T Enright,0,P Ryan,5th,6 1/2 l,8,11-4,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Aine's Lad (IRE),J Smith,7,M J Smith,4th,3 l,5,11-4ht,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Innatendue (FR),A Harvey,7,J C McConnell,3rd,Head,6,11-5tp,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Marv Michael (IRE),Rachael Blackmore,0,H De Bromhead,2nd,8 l,6,11-4t,-,True,127,34
Wexford Racing Results | 13th July 2024 14:40,N/A,14:40,Good (Good To Yielding In Places),3m,Sunshine Diamond (IRE),C P McNamara,0,Liam G O'brien,1st,N/A,5,11-4p1,-,True,127,34
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,Ambitious Fellow (IRE),Sam Ewing,0,Peter Fahey,PU,N/A,8,11-12,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,Rumi,M M McDonagh,0,E J O'Grady,13th,31 l,6,11-12,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,On The Tide (IRE),S F O'Keeffe,0,S Neville,12th,26 l,6,11-12,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,It's How U Tell Em (IRE),J S McGarvey,0,E Bolger,11th,1 1/4 l,5,11-12,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,New Barn Lane (IRE),C G O'Dwyer,5,C O'Dwyer,10th,Short Head,7,11-12,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,Brazil (IRE),M P Walsh,0,P Roche,9th,2 3/4 l,6,11-12t,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,The Friday Man,D Meyler,0,M McCabe,8th,1/2 l,7,11-12t1,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,Genois (FR),S D Torrens,0,E Bolger,7th,9 l,8,11-12p,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,An Peann Dearg (IRE),S W Flanagan,0,P Nolan,6th,Head,7,11-12ht,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,Space Tourist (IRE),Mr P W Mullins,0,W P Mullins,5th,1/2 l,7,11-5,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,Ebasari (IRE),J C Gainford,0,G Elliott,4th,3 1/2 l,6,11-12t,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,Watch The Weather,K M Donoghue,0,R P Cody,3rd,1 3/4 l,8,11-12t,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,Caesar Rock (IRE),R A Doyle,0,M F Morris,2nd,1 3/4 l,8,11-12p,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,Monbeg Park (IRE),J J Slevin,0,S Doyle,1st,N/A,7,11-12tp1,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,Ambitious Fellow (IRE),Sam Ewing,0,Peter Fahey,PU,N/A,8,11-12,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,Rumi,M M McDonagh,0,E J O'Grady,13th,31 l,6,11-12,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,On The Tide (IRE),S F O'Keeffe,0,S Neville,12th,26 l,6,11-12,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,It's How U Tell Em (IRE),J S McGarvey,0,E Bolger,11th,1 1/4 l,5,11-12,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,New Barn Lane (IRE),C G O'Dwyer,5,C O'Dwyer,10th,Short Head,7,11-12,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,Brazil (IRE),M P Walsh,0,P Roche,9th,2 3/4 l,6,11-12t,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,The Friday Man,D Meyler,0,M McCabe,8th,1/2 l,7,11-12t1,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,Genois (FR),S D Torrens,0,E Bolger,7th,9 l,8,11-12p,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,An Peann Dearg (IRE),S W Flanagan,0,P Nolan,6th,Head,7,11-12ht,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,Space Tourist (IRE),Mr P W Mullins,0,W P Mullins,5th,1/2 l,7,11-5,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,Ebasari (IRE),J C Gainford,0,G Elliott,4th,3 1/2 l,6,11-12t,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,Watch The Weather,K M Donoghue,0,R P Cody,3rd,1 3/4 l,8,11-12t,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,Caesar Rock (IRE),R A Doyle,0,M F Morris,2nd,1 3/4 l,8,11-12p,-,True,127,35
Wexford Racing Results | 13th July 2024 15:15,N/A,15:15,Good (Good To Yielding In Places),2m 3f 110y,Monbeg Park (IRE),J J Slevin,0,S Doyle,1st,N/A,7,11-12tp1,-,True,127,35
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,The Gradual Slope (IRE),M M McDonagh,0,S O O'Brien,NR,N/A,7,10-0,123,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,Slip Of The Tongue (IRE),S D Torrens,0,P Roche,PU,N/A,7,10-0tp,123,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,Good As Hell (IRE),Niall Moore,7,P Fenton,PU,N/A,9,10-3b,126,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,Grange Island (IRE),Sam Ewing,0,W J Burke,PU,N/A,8,10-0p,123,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,Tag Man (IRE),Rachael Blackmore,0,H De Bromhead,9th,Neck,8,10-12t,135,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,Take All (IRE),P Hanlon,7,J J Hanlon,8th,8 1/2 l,9,10-7,130,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,French Dynamite (FR),D J O'Keeffe,0,M F Morris,7th,3 3/4 l,9,11-12tp,149,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,Gracchus De Balme (FR),J J Slevin,0,J P O'Brien,6th,1 1/4 l,8,10-7ht1,130,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,Paidi's Passion (IRE),K C Sexton,0,P W Flynn,5th,1 1/2 l,8,10-2,125,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,Slane Hill (IRE),M J M O'Sullivan,0,B Connell,4th,2 1/2 l,7,10-0p,123,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,The Short Go (IRE),J C Gainford,0,H De Bromhead,3rd,1 3/4 l,7,10-0h,123,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,Flash De Touzaine (FR),S F O'Keeffe,0,Liz Doyle,2nd,2 1/4 l,9,10-2tp,125,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,Railway Hurricane (IRE),C Stone-Walsh,5,G P Cromwell,1st,N/A,9,10-5tb,128,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,The Gradual Slope (IRE),M M McDonagh,0,S O O'Brien,NR,N/A,7,10-0,123,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,Slip Of The Tongue (IRE),S D Torrens,0,P Roche,PU,N/A,7,10-0tp,123,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,Good As Hell (IRE),Niall Moore,7,P Fenton,PU,N/A,9,10-3b,126,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,Grange Island (IRE),Sam Ewing,0,W J Burke,PU,N/A,8,10-0p,123,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,Tag Man (IRE),Rachael Blackmore,0,H De Bromhead,9th,Neck,8,10-12t,135,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,Take All (IRE),P Hanlon,7,J J Hanlon,8th,8 1/2 l,9,10-7,130,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,French Dynamite (FR),D J O'Keeffe,0,M F Morris,7th,3 3/4 l,9,11-12tp,149,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,Gracchus De Balme (FR),J J Slevin,0,J P O'Brien,6th,1 1/4 l,8,10-7ht1,130,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,Paidi's Passion (IRE),K C Sexton,0,P W Flynn,5th,1 1/2 l,8,10-2,125,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,Slane Hill (IRE),M J M O'Sullivan,0,B Connell,4th,2 1/2 l,7,10-0p,123,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,The Short Go (IRE),J C Gainford,0,H De Bromhead,3rd,1 3/4 l,7,10-0h,123,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,Flash De Touzaine (FR),S F O'Keeffe,0,Liz Doyle,2nd,2 1/4 l,9,10-2tp,125,True,127,36
Wexford Racing Results | 13th July 2024 15:50,N/A,15:50,Good (Good To Yielding In Places),2m 3f 110y,Railway Hurricane (IRE),C Stone-Walsh,5,G P Cromwell,1st,N/A,9,10-5tb,128,True,127,36
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Pearlofflorida (IRE),J B Foley,0,L P Cusack,PU,N/A,7,11-4,92,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Game And Glory (IRE),S D Torrens,0,P J Rothwell,PU,N/A,8,11-6p,94,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Lake Chad (IRE),Niall Moore,7,P Fenton,14th,3 1/2 l,9,11-12,100,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Thehairyfella (IRE),Sam Ewing,0,G Elliott,13th,1/2 l,9,10-10p,84,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Three By Two (IRE),R Deegan,0,D P Murphy,12th,1 3/4 l,8,11-5p1,93,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Coastguard Lady (IRE),J P O'Sullivan,0,P J Rothwell,11th,4 1/2 l,6,10-9tp,83,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Younowhatimean (IRE),G B Noonan,5,E McCarthy,10th,1 3/4 l,7,11-3,91,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Copper Coast (IRE),M M McDonagh,0,Sarah Connell,9th,8 1/2 l,6,10-2t,76,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Depeche Mo (IRE),M J M O'Sullivan,0,Eric Larkin,8th,Short Head,6,10-9h,83,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Ballydangan (IRE),A Harvey,7,William Harvey,7th,2 l,7,10-13p,87,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Man Of The House (IRE),P Hanlon,7,J J Hanlon,6th,1/2 l,6,10-6b,80,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Kadys Dirha (IRE),Mr A Burke-Ott,7,T P O'Connor,5th,3 1/4 l,7,10-10b,84,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Must Be Dreaming (IRE),J J Slevin,0,G Ahern,4th,1/2 l,7,11-6v,94,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Malton Groove (IRE),P J O'Hanlon,0,D A McLoughlin,3rd,2 l,7,11-10t,98,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Finnians Row (IRE),P M O'Brien,7,D A McLoughlin,2nd,1 1/4 l,8,10-13tv,87,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Our Bobby (IRE),E Walsh,0,J M Burke,1st,N/A,7,11-13h,101,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Pearlofflorida (IRE),J B Foley,0,L P Cusack,PU,N/A,7,11-4,92,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Game And Glory (IRE),S D Torrens,0,P J Rothwell,PU,N/A,8,11-6p,94,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Lake Chad (IRE),Niall Moore,7,P Fenton,14th,3 1/2 l,9,11-12,100,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Thehairyfella (IRE),Sam Ewing,0,G Elliott,13th,1/2 l,9,10-10p,84,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Three By Two (IRE),R Deegan,0,D P Murphy,12th,1 3/4 l,8,11-5p1,93,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Coastguard Lady (IRE),J P O'Sullivan,0,P J Rothwell,11th,4 1/2 l,6,10-9tp,83,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Younowhatimean (IRE),G B Noonan,5,E McCarthy,10th,1 3/4 l,7,11-3,91,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Copper Coast (IRE),M M McDonagh,0,Sarah Connell,9th,8 1/2 l,6,10-2t,76,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Depeche Mo (IRE),M J M O'Sullivan,0,Eric Larkin,8th,Short Head,6,10-9h,83,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Ballydangan (IRE),A Harvey,7,William Harvey,7th,2 l,7,10-13p,87,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Man Of The House (IRE),P Hanlon,7,J J Hanlon,6th,1/2 l,6,10-6b,80,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Kadys Dirha (IRE),Mr A Burke-Ott,7,T P O'Connor,5th,3 1/4 l,7,10-10b,84,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Must Be Dreaming (IRE),J J Slevin,0,G Ahern,4th,1/2 l,7,11-6v,94,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Malton Groove (IRE),P J O'Hanlon,0,D A McLoughlin,3rd,2 l,7,11-10t,98,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Finnians Row (IRE),P M O'Brien,7,D A McLoughlin,2nd,1 1/4 l,8,10-13tv,87,True,127,37
Wexford Racing Results | 13th July 2024 16:25,N/A,16:25,Good (Good To Yielding In Places),2m 3f 110y,Our Bobby (IRE),E Walsh,0,J M Burke,1st,N/A,7,11-13h,101,True,127,37
Wexford Racing Results | 13th July 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 4f 100y,Opera Point (IRE),Mr J Aherne,7,A O'Grady,NR,N/A,6,11-11,-,True,127,38
Wexford Racing Results | 13th July 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 4f 100y,Reel Orange (IRE),Mr D Doyle,7,S Curling,NR,N/A,5,11-11,-,True,127,38
Wexford Racing Results | 13th July 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 4f 100y,Keep The Head (IRE),Mr H C Swan,3,P T Foley,UR,N/A,6,11-11,-,True,127,38
Wexford Racing Results | 13th July 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 4f 100y,Dapple Dawn (FR),Mr C J Shine,7,Thomas Corish,PU,N/A,5,11-11,-,True,127,38
Wexford Racing Results | 13th July 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 4f 100y,Zigzagado (IRE),Mr B Finn,7,E Sheehy,PU,N/A,5,11-11,-,True,127,38
Wexford Racing Results | 13th July 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 4f 100y,She's No Fool (IRE),Mr A T Feeney,7,Frank Hayes,11th,51 l,6,11-11,-,True,127,38
Wexford Racing Results | 13th July 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 4f 100y,Snow Delight (IRE),Mr E P Cloke,7,D P Murphy,10th,3 3/4 l,6,11-11,-,True,127,38
Wexford Racing Results | 13th July 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 4f 100y,Doyen Lady (IRE),Mr J H Williamson,7,R P Rath,9th,15 l,6,11-11,-,True,127,38
Wexford Racing Results | 13th July 2024 17:00,N/A,17:00,Good (Good To Yielding In Places),2m 4f 100y,Love At Sea (IRE),Mr J Reddington,7,T Gallagher,8th,6 1/2 l,6,11-11,-,True,127,38
