track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 16th April 2024 14:05,N/A,14:05,Soft (Yielding To Soft In Places),2m 119y,Construct,B W Harvey,0,J C McConnell,PU,N/A,9,11-12t,114,True,108,20
Naas Racing Results | 16th April 2024 14:05,N/A,14:05,Soft (Yielding To Soft In Places),2m 119y,Upthereforthinking (IRE),C Stone-Walsh,5,G P Cromwell,F,N/A,5,10-11,99,True,108,20
Naas Racing Results | 16th April 2024 14:05,N/A,14:05,Soft (Yielding To Soft In Places),2m 119y,Wajaaha (IRE),L A McKenna,5,P J McKenna,11th,1/2 l,9,12-0p,116,True,108,20
Naas Racing Results | 16th April 2024 14:05,N/A,14:05,Soft (Yielding To Soft In Places),2m 119y,Ebasari (IRE),D J Gilligan,5,G Elliott,10th,6 l,6,12-0t,116,True,108,20
Naas Racing Results | 16th April 2024 14:05,N/A,14:05,Soft (Yielding To Soft In Places),2m 119y,Soldante (IRE),E Walsh,0,Ciaran Murphy,9th,4 1/2 l,6,12-0t,116,True,108,20
Naas Racing Results | 16th April 2024 14:05,N/A,14:05,Soft (Yielding To Soft In Places),2m 119y,Mullins Cross (IRE),Sam Ewing,0,J J Hanlon,8th,11 l,8,10-0,88,True,108,20
Naas Racing Results | 16th April 2024 14:05,N/A,14:05,Soft (Yielding To Soft In Places),2m 119y,Red Striker (IRE),K Callaghan,5,J Barcoe,7th,1 3/4 l,9,10-1,89,True,108,20
Naas Racing Results | 16th April 2024 14:05,N/A,14:05,Soft (Yielding To Soft In Places),2m 119y,Tempo Chapter Two (IRE),K C Sexton,0,P W Flynn,6th,5 l,8,11-5b,107,True,108,20
Naas Racing Results | 16th April 2024 14:05,N/A,14:05,Soft (Yielding To Soft In Places),2m 119y,Clarens (IRE),J W Kennedy,0,J P Flavin,5th,2 1/4 l,7,12-0,116,True,108,20
Naas Racing Results | 16th April 2024 14:05,N/A,14:05,Soft (Yielding To Soft In Places),2m 119y,Answering (IRE),Mr D Doyle,7,T Doyle,4th,1 1/4 l,9,12-0,116,True,108,20
Naas Racing Results | 16th April 2024 14:05,N/A,14:05,Soft (Yielding To Soft In Places),2m 119y,Johngus (IRE),Mr S Tobin,7,S Aherne,3rd,1 1/2 l,10,11-7,109,True,108,20
Naas Racing Results | 16th April 2024 14:05,N/A,14:05,Soft (Yielding To Soft In Places),2m 119y,Verbal Sparring (IRE),J J Slevin,0,D McDonogh,2nd,3/4 l,5,10-5,93,True,108,20
Naas Racing Results | 16th April 2024 14:05,N/A,14:05,Soft (Yielding To Soft In Places),2m 119y,Cheerful Chap (IRE),J P O'Sullivan,3,P J Rothwell,1st,N/A,7,11-1p,103,True,108,20
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Wardens Whisper (IRE),J P O'Sullivan,3,P J Rothwell,18th,37 l,5,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Catchyoulater (IRE),K E Buckley,0,E Cawley,17th,6 1/2 l,5,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Wolfhill (IRE),B Hayes,0,M J Bowe,16th,7 l,6,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,County Champs (IRE),R Deegan,0,B McMahon,15th,2 l,5,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Lummi Island (IRE),S F O'Keeffe,0,D Deacon,14th,Head,6,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,We Will Rock You (FR),J C Gainford,0,A Donoghue,13th,1 1/4 l,6,11-5,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Battle Roar (IRE),E Walsh,0,Ciaran Murphy,12th,9 1/2 l,5,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Gustavo Goodway (IRE),P J O'Hanlon,3,P J Rothwell,11th,Neck,6,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Littlewell Lariat (IRE),S D Torrens,0,Ciaran Murphy,10th,1 l,6,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Clonclough Lady (IRE),D Meyler,0,J P Dempsey,9th,Neck,4,10-11,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Wing Back (IRE),P T Enright,0,S Curling,8th,1 l,4,11-4,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Ag Obair Go Crua (IRE),D E Mullins,0,J P Flavin,7th,3/4 l,5,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Trade Master (IRE),M J M O'Sullivan,0,E Cawley,6th,2 1/4 l,5,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,The Story So Far (IRE),P Byrnes,5,C Byrnes,5th,13 l,6,11-12p,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Dr Eggman (FR),P Townend,0,W P Mullins,4th,5 1/2 l,6,11-12h1,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Ayiko,J J Slevin,0,S R B Crawford,3rd,4 1/4 l,5,11-12t,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Big Stage (IRE),J W Kennedy,0,G Elliott,2nd,1 1/4 l,6,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Born Braver (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,6,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Wardens Whisper (IRE),J P O'Sullivan,3,P J Rothwell,18th,37 l,5,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Catchyoulater (IRE),K E Buckley,0,E Cawley,17th,6 1/2 l,5,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Wolfhill (IRE),B Hayes,0,M J Bowe,16th,7 l,6,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,County Champs (IRE),R Deegan,0,B McMahon,15th,2 l,5,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Lummi Island (IRE),S F O'Keeffe,0,D Deacon,14th,Head,6,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,We Will Rock You (FR),J C Gainford,0,A Donoghue,13th,1 1/4 l,6,11-5,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Battle Roar (IRE),E Walsh,0,Ciaran Murphy,12th,9 1/2 l,5,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Gustavo Goodway (IRE),P J O'Hanlon,3,P J Rothwell,11th,Neck,6,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Littlewell Lariat (IRE),S D Torrens,0,Ciaran Murphy,10th,1 l,6,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Clonclough Lady (IRE),D Meyler,0,J P Dempsey,9th,Neck,4,10-11,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Wing Back (IRE),P T Enright,0,S Curling,8th,1 l,4,11-4,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Ag Obair Go Crua (IRE),D E Mullins,0,J P Flavin,7th,3/4 l,5,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Trade Master (IRE),M J M O'Sullivan,0,E Cawley,6th,2 1/4 l,5,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,The Story So Far (IRE),P Byrnes,5,C Byrnes,5th,13 l,6,11-12p,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Dr Eggman (FR),P Townend,0,W P Mullins,4th,5 1/2 l,6,11-12h1,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Ayiko,J J Slevin,0,S R B Crawford,3rd,4 1/4 l,5,11-12t,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Big Stage (IRE),J W Kennedy,0,G Elliott,2nd,1 1/4 l,6,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 14:40,N/A,14:40,Soft (Yielding To Soft In Places),2m 3f 70y,Born Braver (IRE),K M Donoghue,0,G P Cromwell,1st,N/A,6,11-12,-,True,108,21
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,Workforadime (IRE),P Byrnes,5,C Byrnes,NR,N/A,6,11-9,104,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,Nathan Wells,J W Kennedy,0,G Elliott,10th,5 l,5,12-0,109,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,Reve Inoui (IRE),A McCurtin,0,J P Flavin,9th,4 l,6,12-0,109,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,Brianna Lily (IRE),C D Smithers,7,P T Foley,8th,9 l,7,11-12p,107,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,That's About Right (IRE),Rachael Blackmore,0,P J Rothwell,7th,Head,6,10-9,90,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,Iron Allen (FR),E Walsh,0,Ciaran Murphy,6th,2 1/4 l,6,11-7,102,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,Gabriel Ranger (IRE),D E Mullins,0,J G Murphy,5th,1 1/2 l,5,11-6,101,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,General Clermont (FR),G Brouder,5,D E Fitzgerald,4th,2 1/2 l,8,11-7,102,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,Run For Harry (IRE),D J O'Keeffe,0,Mrs G Callaghan,3rd,7 l,6,11-10,105,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,Downtherefordancin,K M Donoghue,0,G P Cromwell,2nd,1/2 l,5,11-9p,104,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,Three In A Row (IRE),D Meyler,0,A L T Moore,1st,N/A,6,11-2,97,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,Workforadime (IRE),P Byrnes,5,C Byrnes,NR,N/A,6,11-9,104,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,Nathan Wells,J W Kennedy,0,G Elliott,10th,5 l,5,12-0,109,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,Reve Inoui (IRE),A McCurtin,0,J P Flavin,9th,4 l,6,12-0,109,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,Brianna Lily (IRE),C D Smithers,7,P T Foley,8th,9 l,7,11-12p,107,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,That's About Right (IRE),Rachael Blackmore,0,P J Rothwell,7th,Head,6,10-9,90,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,Iron Allen (FR),E Walsh,0,Ciaran Murphy,6th,2 1/4 l,6,11-7,102,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,Gabriel Ranger (IRE),D E Mullins,0,J G Murphy,5th,1 1/2 l,5,11-6,101,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,General Clermont (FR),G Brouder,5,D E Fitzgerald,4th,2 1/2 l,8,11-7,102,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,Run For Harry (IRE),D J O'Keeffe,0,Mrs G Callaghan,3rd,7 l,6,11-10,105,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,Downtherefordancin,K M Donoghue,0,G P Cromwell,2nd,1/2 l,5,11-9p,104,True,108,22
Naas Racing Results | 16th April 2024 15:15,N/A,15:15,Soft (Yielding To Soft In Places),2m 3f 70y,Three In A Row (IRE),D Meyler,0,A L T Moore,1st,N/A,6,11-2,97,True,108,22
Naas Racing Results | 16th April 2024 16:25,N/A,16:25,Soft (Yielding To Soft In Places),2m 3f 70y,Clonguile Way (IRE),Thomas Reilly,7,J C McConnell,NR,N/A,11,11-6,87,True,108,24
Naas Racing Results | 16th April 2024 16:25,N/A,16:25,Soft (Yielding To Soft In Places),2m 3f 70y,Ladyeze Man (IRE),D J O'Keeffe,0,J P Flavin,NR,N/A,6,11-11,92,True,108,24
Naas Racing Results | 16th April 2024 16:25,N/A,16:25,Soft (Yielding To Soft In Places),2m 3f 70y,Ganderstown (IRE),R J Condon,5,T P O'Connor,PU,N/A,5,11-6,87,True,108,24
Naas Racing Results | 16th April 2024 16:25,N/A,16:25,Soft (Yielding To Soft In Places),2m 3f 70y,Stellar Stow (IRE),Mr D Doyle,7,T Doyle,16th,4 l,11,10-13,80,True,108,24
Naas Racing Results | 16th April 2024 16:25,N/A,16:25,Soft (Yielding To Soft In Places),2m 3f 70y,Great Rainbow (FR),S F O'Keeffe,0,B McMahon,15th,6 1/2 l,6,11-5,86,True,108,24
Naas Racing Results | 16th April 2024 16:25,N/A,16:25,Soft (Yielding To Soft In Places),2m 3f 70y,He Picked Us,K E Buckley,0,G P Cromwell,14th,Head,5,11-9b1,90,True,108,24
Naas Racing Results | 16th April 2024 16:25,N/A,16:25,Soft (Yielding To Soft In Places),2m 3f 70y,Angelofthemorning (IRE),N T Prendergast,7,D Deacon,13th,2 l,7,11-2t,83,True,108,24
Naas Racing Results | 16th April 2024 16:25,N/A,16:25,Soft (Yielding To Soft In Places),2m 3f 70y,Max Time (IRE),D King,0,I Madden,12th,9 1/2 l,7,10-13,80,True,108,24
Naas Racing Results | 16th April 2024 16:25,N/A,16:25,Soft (Yielding To Soft In Places),2m 3f 70y,Cullenwaine (IRE),P J O'Hanlon,3,P J Rothwell,11th,1 1/2 l,6,11-4p,85,True,108,24
Naas Racing Results | 16th April 2024 16:25,N/A,16:25,Soft (Yielding To Soft In Places),2m 3f 70y,On My Bike (IRE),K M Donoghue,0,G P Cromwell,10th,1 1/4 l,6,11-11,92,True,108,24
Naas Racing Results | 16th April 2024 16:25,N/A,16:25,Soft (Yielding To Soft In Places),2m 3f 70y,Early Arrival (IRE),K Callaghan,5,J Barcoe,9th,2 1/4 l,9,11-10,91,True,108,24
Naas Racing Results | 16th April 2024 16:25,N/A,16:25,Soft (Yielding To Soft In Places),2m 3f 70y,A Mere Bagatelle (IRE),J S McGarvey,0,J J Hanlon,8th,Neck,7,12-0b1,95,True,108,24
Naas Racing Results | 16th April 2024 16:25,N/A,16:25,Soft (Yielding To Soft In Places),2m 3f 70y,One And Only (IRE),P T Enright,0,O McKiernan,7th,2 3/4 l,6,11-8t,89,True,108,24
Naas Racing Results | 16th April 2024 16:25,N/A,16:25,Soft (Yielding To Soft In Places),2m 3f 70y,Kadys Dirha (IRE),T Joseph Kelly,7,T P O'Connor,6th,2 l,7,11-1b,82,True,108,24
