track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Cork Racing Results | 15th October 2023 14:00,N/A,14:00,Yielding To Soft,2m 4f 100y,Ollie La Ba Ba (IRE),T. Joseph Kelly,7,Eoin Christopher McCarthy,2nd,2 1/2 l,5,11-10t,-,True,86,18
Cork Racing Results | 15th October 2023 14:00,N/A,14:00,Yielding To Soft,2m 4f 100y,Black Bamboo (IRE),M. J. M. O'Sullivan,0,John Joseph Murphy,1st,N/A,6,11-10,-,True,86,18
Cork Racing Results | 15th October 2023 14:00,N/A,14:00,Yielding To Soft,2m 4f 100y,Sharetheknowledge (IRE),D. J. O'Keeffe,0,P. Tobin,14th,30 l,4,11-6,-,True,86,18
Cork Racing Results | 15th October 2023 14:00,N/A,14:00,Yielding To Soft,2m 4f 100y,Bridie Whittle (IRE),Phillip Enright,0,Robert Tyner,13th,4 1/4 l,5,11-1,-,True,86,18
Cork Racing Results | 15th October 2023 14:00,N/A,14:00,Yielding To Soft,2m 4f 100y,Rohirrim Lad (IRE),M. M. McDonagh,5,James Andrew Fahey,12th,2 1/4 l,6,11-8,-,True,86,18
Cork Racing Results | 15th October 2023 14:00,N/A,14:00,Yielding To Soft,2m 4f 100y,Metalor (IRE),Richard Deegan,0,Liam P. Cusack,11th,7 1/2 l,6,11-12,-,True,86,18
Cork Racing Results | 15th October 2023 14:00,N/A,14:00,Yielding To Soft,2m 4f 100y,Arthor (IRE),M. P. O'Connor,3,James Joseph Mangan,10th,1 1/4 l,6,11-10t,-,True,86,18
Cork Racing Results | 15th October 2023 14:00,N/A,14:00,Yielding To Soft,2m 4f 100y,Mount Frisco (IRE),Liam Quinlan,5,John Patrick Ryan,9th,8 1/2 l,4,11-8,-,True,86,18
Cork Racing Results | 15th October 2023 14:00,N/A,14:00,Yielding To Soft,2m 4f 100y,Coillte Aris (IRE),A. M. McCurtin,0,Ms Debbie Hartnett,8th,3/4 l,5,11-1,-,True,86,18
Cork Racing Results | 15th October 2023 14:00,N/A,14:00,Yielding To Soft,2m 4f 100y,Our Girl Sal (IRE),Gavin Peter Brouder,5,Peter Fahey,7th,1 1/2 l,5,11-1,-,True,86,18
Cork Racing Results | 15th October 2023 14:00,N/A,14:00,Yielding To Soft,2m 4f 100y,Ivy Hall (IRE),D. E. Mullins,0,John Patrick Ryan,6th,1/2 l,5,11-1,-,True,86,18
Cork Racing Results | 15th October 2023 14:00,N/A,14:00,Yielding To Soft,2m 4f 100y,Stickman (IRE),J. P. Shinnick,7,Terence O'Brien,5th,6 l,5,11-10,-,True,86,18
Cork Racing Results | 15th October 2023 14:00,N/A,14:00,Yielding To Soft,2m 4f 100y,Purse Price,J. W. Kennedy,0,Gordon Elliott,4th,17 l,6,11-1tp,-,True,86,18
Cork Racing Results | 15th October 2023 14:00,N/A,14:00,Yielding To Soft,2m 4f 100y,Iceberg Theory (IRE),Sean Flanagan,0,Paul Nolan,3rd,3/4 l,4,11-10,-,True,86,18
Cork Racing Results | 15th October 2023 14:00,N/A,14:00,Yielding To Soft,2m 4f 100y,Ollie La Ba Ba (IRE),T. Joseph Kelly,7,Eoin Christopher McCarthy,2nd,2 1/2 l,5,11-10t,-,True,86,18
Cork Racing Results | 15th October 2023 14:00,N/A,14:00,Yielding To Soft,2m 4f 100y,Black Bamboo (IRE),M. J. M. O'Sullivan,0,John Joseph Murphy,1st,N/A,6,11-10,-,True,86,18
Cork Racing Results | 15th October 2023 14:35,N/A,14:35,Yielding To Soft,3m 50y,Zolpharine (IRE),Liam Quinlan,5,John Patrick Ryan,7th,14 l,5,11-10,-,True,86,19
Cork Racing Results | 15th October 2023 14:35,N/A,14:35,Yielding To Soft,3m 50y,Park The Giant (IRE),B. Hayes,0,Philip Fenton,6th,2 1/4 l,5,11-4,-,True,86,19
Cork Racing Results | 15th October 2023 14:35,N/A,14:35,Yielding To Soft,3m 50y,Moon D'orange (FR),B. W. Harvey,3,John McConnell,5th,1/2 l,5,11-10,-,True,86,19
Cork Racing Results | 15th October 2023 14:35,N/A,14:35,Yielding To Soft,3m 50y,Sea Music (IRE),Donagh Meyler,0,Emmet Mullins,4th,21 l,5,11-10,-,True,86,19
Cork Racing Results | 15th October 2023 14:35,N/A,14:35,Yielding To Soft,3m 50y,Pinyon Jay (FR),J. W. Kennedy,0,Gordon Elliott,3rd,4 1/4 l,4,11-6,-,True,86,19
Cork Racing Results | 15th October 2023 14:35,N/A,14:35,Yielding To Soft,3m 50y,Solitary Man (IRE),D. J. O'Keeffe,0,Enda Bolger,2nd,Neck,5,11-10,-,True,86,19
Cork Racing Results | 15th October 2023 14:35,N/A,14:35,Yielding To Soft,3m 50y,Desert Heather (IRE),Mr R. W. Barron,5,Declan Queally,1st,N/A,7,10-11t,-,True,86,19
Cork Racing Results | 15th October 2023 14:35,N/A,14:35,Yielding To Soft,3m 50y,Zolpharine (IRE),Liam Quinlan,5,John Patrick Ryan,7th,14 l,5,11-10,-,True,86,19
Cork Racing Results | 15th October 2023 14:35,N/A,14:35,Yielding To Soft,3m 50y,Park The Giant (IRE),B. Hayes,0,Philip Fenton,6th,2 1/4 l,5,11-4,-,True,86,19
Cork Racing Results | 15th October 2023 14:35,N/A,14:35,Yielding To Soft,3m 50y,Moon D'orange (FR),B. W. Harvey,3,John McConnell,5th,1/2 l,5,11-10,-,True,86,19
Cork Racing Results | 15th October 2023 14:35,N/A,14:35,Yielding To Soft,3m 50y,Sea Music (IRE),Donagh Meyler,0,Emmet Mullins,4th,21 l,5,11-10,-,True,86,19
Cork Racing Results | 15th October 2023 14:35,N/A,14:35,Yielding To Soft,3m 50y,Pinyon Jay (FR),J. W. Kennedy,0,Gordon Elliott,3rd,4 1/4 l,4,11-6,-,True,86,19
Cork Racing Results | 15th October 2023 14:35,N/A,14:35,Yielding To Soft,3m 50y,Solitary Man (IRE),D. J. O'Keeffe,0,Enda Bolger,2nd,Neck,5,11-10,-,True,86,19
Cork Racing Results | 15th October 2023 14:35,N/A,14:35,Yielding To Soft,3m 50y,Desert Heather (IRE),Mr R. W. Barron,5,Declan Queally,1st,N/A,7,10-11t,-,True,86,19
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Celebrating Katie (IRE),D. E. Mullins,0,Noel C. Kelly,14th,7 1/2 l,6,11-7,88,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Delta Melody (IRE),Mr Alan O'Sullivan,7,Eugene M. O'Sullivan,13th,11 l,6,11-12,93,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Aldworth Court (IRE),Liam Quinlan,5,Niall O'Flynn,12th,5 1/2 l,5,11-2,83,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Smallcraftwarning (IRE),P. Byrnes,5,Miss Evanna McCutcheon,11th,1 3/4 l,6,11-11tp1,92,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Boxcar Molly (IRE),T. Joseph Kelly,7,Eoin Christopher McCarthy,10th,1 l,4,11-8,90,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Added Bonus (IRE),D. J. O'Keeffe,0,Brendan Maurice Walsh,9th,Neck,9,11-1tp,82,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Chrisaldy (FR),R. A. Doyle,0,Denis W. Cullen,8th,1 3/4 l,8,11-2,83,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Max Time (IRE),M. J. M. O'Sullivan,0,I. Madden,7th,2 1/4 l,6,10-13,80,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Western Model (IRE),Richard Deegan,0,Paul Nolan,6th,2 1/2 l,4,11-10,92,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Mythical Times (IRE),Thomas Reilly,7,Peter Cluskey,5th,4 1/2 l,5,11-3,84,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Applicationofcash (IRE),Phillip Enright,0,S. Curling,4th,1/2 l,5,12-0,95,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Toor Moon (IRE),C. Brassil,5,Ms M. Flynn,3rd,3 1/4 l,6,11-9,90,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Onefortheditch (IRE),S. D. Torrens,0,Eamonn Francis Gallagher,2nd,4 l,5,11-3,84,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Getabelle (IRE),B. Hayes,0,Liam P. Cusack,1st,N/A,6,11-5,86,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Celebrating Katie (IRE),D. E. Mullins,0,Noel C. Kelly,14th,7 1/2 l,6,11-7,88,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Delta Melody (IRE),Mr Alan O'Sullivan,7,Eugene M. O'Sullivan,13th,11 l,6,11-12,93,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Aldworth Court (IRE),Liam Quinlan,5,Niall O'Flynn,12th,5 1/2 l,5,11-2,83,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Smallcraftwarning (IRE),P. Byrnes,5,Miss Evanna McCutcheon,11th,1 3/4 l,6,11-11tp1,92,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Boxcar Molly (IRE),T. Joseph Kelly,7,Eoin Christopher McCarthy,10th,1 l,4,11-8,90,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Added Bonus (IRE),D. J. O'Keeffe,0,Brendan Maurice Walsh,9th,Neck,9,11-1tp,82,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Chrisaldy (FR),R. A. Doyle,0,Denis W. Cullen,8th,1 3/4 l,8,11-2,83,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Max Time (IRE),M. J. M. O'Sullivan,0,I. Madden,7th,2 1/4 l,6,10-13,80,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Western Model (IRE),Richard Deegan,0,Paul Nolan,6th,2 1/2 l,4,11-10,92,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Mythical Times (IRE),Thomas Reilly,7,Peter Cluskey,5th,4 1/2 l,5,11-3,84,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Applicationofcash (IRE),Phillip Enright,0,S. Curling,4th,1/2 l,5,12-0,95,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Toor Moon (IRE),C. Brassil,5,Ms M. Flynn,3rd,3 1/4 l,6,11-9,90,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Onefortheditch (IRE),S. D. Torrens,0,Eamonn Francis Gallagher,2nd,4 l,5,11-3,84,True,86,20
Cork Racing Results | 15th October 2023 15:10,N/A,15:10,Yielding To Soft,2m 3f,Getabelle (IRE),B. Hayes,0,Liam P. Cusack,1st,N/A,6,11-5,86,True,86,20
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Enoughofthat (IRE),M. J. M. O'Sullivan,0,Eugene M. O'Sullivan,17th,18 l,5,11-5,86,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Walk In The Dark (IRE),D. J. O'Keeffe,0,Brendan Maurice Walsh,16th,5 1/2 l,6,11-13t1,94,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Charlie Bawnie (IRE),L. A. McKenna,5,T. G. McCourt,15th,4 3/4 l,5,11-1t,82,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Kadys Dirha (IRE),Gavin Peter Brouder,5,Thomas P. O'Connor,14th,3 1/4 l,6,11-6b,87,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Ballydangan (IRE),B. W. Harvey,3,D. Harvey,13th,4 1/4 l,6,11-8,89,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,War God (IRE),C. Owens,7,R. Donohoe,12th,7 1/2 l,8,10-13t,80,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Lightontheriver (IRE),S. F. O'Keeffe,0,Miss J. M. Lee,11th,2 l,7,11-1p,82,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Noble Crusade (USA),B. Hayes,0,John McConnell,10th,1/2 l,5,11-11,92,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Glorious Singer (IRE),E. M. O'Sullivan,7,Ms M. Flynn,9th,1/2 l,8,11-5,86,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Jaariam (FR),Phillip Enright,0,Seamus G. O'Donnell,8th,1/2 l,5,11-4,85,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Glencourt Valley (IRE),Richard Deegan,0,Liam P. Cusack,7th,1/2 l,6,11-4,85,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Gaelic Des Chastys (FR),Jordan Colin Gainford,0,Alan Donoghue,6th,3 l,7,11-2,83,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Inchidaly Copper (IRE),P. Byrnes,5,Alexander Ott,5th,1/2 l,7,11-6p,87,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Hees Dynamite (IRE),R. P. Treacy,0,Eric McNamara,4th,3 3/4 l,5,11-6tp1,87,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Herculaneum (IRE),D. E. Mullins,0,Noel C. Kelly,3rd,4 l,6,11-9b,90,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Ladyeze Man (IRE),J. J. Slevin,0,J. P. Flavin,2nd,Neck,5,11-7,88,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Chapel Street (IRE),D. King,3,J. Hennessy,1st,N/A,8,11-10,91,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Enoughofthat (IRE),M. J. M. O'Sullivan,0,Eugene M. O'Sullivan,17th,18 l,5,11-5,86,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Walk In The Dark (IRE),D. J. O'Keeffe,0,Brendan Maurice Walsh,16th,5 1/2 l,6,11-13t1,94,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Charlie Bawnie (IRE),L. A. McKenna,5,T. G. McCourt,15th,4 3/4 l,5,11-1t,82,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Kadys Dirha (IRE),Gavin Peter Brouder,5,Thomas P. O'Connor,14th,3 1/4 l,6,11-6b,87,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Ballydangan (IRE),B. W. Harvey,3,D. Harvey,13th,4 1/4 l,6,11-8,89,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,War God (IRE),C. Owens,7,R. Donohoe,12th,7 1/2 l,8,10-13t,80,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Lightontheriver (IRE),S. F. O'Keeffe,0,Miss J. M. Lee,11th,2 l,7,11-1p,82,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Noble Crusade (USA),B. Hayes,0,John McConnell,10th,1/2 l,5,11-11,92,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Glorious Singer (IRE),E. M. O'Sullivan,7,Ms M. Flynn,9th,1/2 l,8,11-5,86,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Jaariam (FR),Phillip Enright,0,Seamus G. O'Donnell,8th,1/2 l,5,11-4,85,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Glencourt Valley (IRE),Richard Deegan,0,Liam P. Cusack,7th,1/2 l,6,11-4,85,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Gaelic Des Chastys (FR),Jordan Colin Gainford,0,Alan Donoghue,6th,3 l,7,11-2,83,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Inchidaly Copper (IRE),P. Byrnes,5,Alexander Ott,5th,1/2 l,7,11-6p,87,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Hees Dynamite (IRE),R. P. Treacy,0,Eric McNamara,4th,3 3/4 l,5,11-6tp1,87,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Herculaneum (IRE),D. E. Mullins,0,Noel C. Kelly,3rd,4 l,6,11-9b,90,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Ladyeze Man (IRE),J. J. Slevin,0,J. P. Flavin,2nd,Neck,5,11-7,88,True,86,21
Cork Racing Results | 15th October 2023 15:45,N/A,15:45,Yielding To Soft,2m 3f,Chapel Street (IRE),D. King,3,J. Hennessy,1st,N/A,8,11-10,91,True,86,21
Cork Racing Results | 15th October 2023 16:20,N/A,16:20,Yielding,2m 1f 140y,Mc Alpine (IRE),Patrick O'Hanlon,3,P. J. Rothwell,UR,N/A,9,11-6t,-,True,86,22
Cork Racing Results | 15th October 2023 16:20,N/A,16:20,Yielding,2m 1f 140y,Butterflyvespiere (FR),Sean Flanagan,0,Peter Fahey,PU,N/A,7,11-6,-,True,86,22
Cork Racing Results | 15th October 2023 16:20,N/A,16:20,Yielding,2m 1f 140y,Toofareastiswest (IRE),Jordan Colin Gainford,0,A. M. O'Grady,6th,39 l,7,11-6,-,True,86,22
Cork Racing Results | 15th October 2023 16:20,N/A,16:20,Yielding,2m 1f 140y,Squire Ohara (IRE),Peter Carberry,0,A. J. Martin,5th,4 1/2 l,5,11-6,-,True,86,22
Cork Racing Results | 15th October 2023 16:20,N/A,16:20,Yielding,2m 1f 140y,Potters Party (IRE),D. J. O'Keeffe,0,Henry de Bromhead,4th,3 l,6,11-6t,-,True,86,22
Cork Racing Results | 15th October 2023 16:20,N/A,16:20,Yielding,2m 1f 140y,Dundaniel (IRE),J. W. Kennedy,0,Michael G. Kennedy,3rd,8 l,8,11-12,-,True,86,22
Cork Racing Results | 15th October 2023 16:20,N/A,16:20,Yielding,2m 1f 140y,Clever Currency (IRE),Mr S. Cavanagh,7,Paul W. Flynn,2nd,2 l,6,11-12tp,-,True,86,22
Cork Racing Results | 15th October 2023 16:20,N/A,16:20,Yielding,2m 1f 140y,Time Marches On (IRE),Keith Donoghue,0,J. D. Motherway,1st,N/A,7,11-6,-,True,86,22
Cork Racing Results | 15th October 2023 16:20,N/A,16:20,Yielding,2m 1f 140y,Mc Alpine (IRE),Patrick O'Hanlon,3,P. J. Rothwell,UR,N/A,9,11-6t,-,True,86,22
Cork Racing Results | 15th October 2023 16:20,N/A,16:20,Yielding,2m 1f 140y,Butterflyvespiere (FR),Sean Flanagan,0,Peter Fahey,PU,N/A,7,11-6,-,True,86,22
Cork Racing Results | 15th October 2023 16:20,N/A,16:20,Yielding,2m 1f 140y,Toofareastiswest (IRE),Jordan Colin Gainford,0,A. M. O'Grady,6th,39 l,7,11-6,-,True,86,22
Cork Racing Results | 15th October 2023 16:20,N/A,16:20,Yielding,2m 1f 140y,Squire Ohara (IRE),Peter Carberry,0,A. J. Martin,5th,4 1/2 l,5,11-6,-,True,86,22
Cork Racing Results | 15th October 2023 16:20,N/A,16:20,Yielding,2m 1f 140y,Potters Party (IRE),D. J. O'Keeffe,0,Henry de Bromhead,4th,3 l,6,11-6t,-,True,86,22
Cork Racing Results | 15th October 2023 16:20,N/A,16:20,Yielding,2m 1f 140y,Dundaniel (IRE),J. W. Kennedy,0,Michael G. Kennedy,3rd,8 l,8,11-12,-,True,86,22
Cork Racing Results | 15th October 2023 16:20,N/A,16:20,Yielding,2m 1f 140y,Clever Currency (IRE),Mr S. Cavanagh,7,Paul W. Flynn,2nd,2 l,6,11-12tp,-,True,86,22
Cork Racing Results | 15th October 2023 16:20,N/A,16:20,Yielding,2m 1f 140y,Time Marches On (IRE),Keith Donoghue,0,J. D. Motherway,1st,N/A,7,11-6,-,True,86,22
Cork Racing Results | 15th October 2023 16:55,N/A,16:55,Yielding,2m 1f 140y,Good As Hell (IRE),B. Hayes,0,Philip Fenton,10th,11 l,8,10-12b,131,True,86,23
Cork Racing Results | 15th October 2023 16:55,N/A,16:55,Yielding,2m 1f 140y,Cayd Boy (FR),M. P. Walsh,0,Miss Elizabeth Doyle,9th,11 l,8,10-12,131,True,86,23
Cork Racing Results | 15th October 2023 16:55,N/A,16:55,Yielding,2m 1f 140y,Epson Du Houx (FR),J. W. Kennedy,0,Gordon Elliott,8th,10 l,9,11-10t,143,True,86,23
Cork Racing Results | 15th October 2023 16:55,N/A,16:55,Yielding,2m 1f 140y,The Little Yank (IRE),Liam Quinlan,5,John Patrick Ryan,7th,1/2 l,8,10-9,128,True,86,23
Cork Racing Results | 15th October 2023 16:55,N/A,16:55,Yielding,2m 1f 140y,Indiana Jones (FR),D. J. O'Keeffe,0,M. F. Morris,6th,9 l,7,11-12tp,145,True,86,23
Cork Racing Results | 15th October 2023 16:55,N/A,16:55,Yielding,2m 1f 140y,Union Park (FR),S. D. Torrens,0,P. J. Rothwell,5th,2 1/2 l,7,10-3t,122,True,86,23
Cork Racing Results | 15th October 2023 16:55,N/A,16:55,Yielding,2m 1f 140y,Whiskeywealth (IRE),M. P. O'Connor,3,Terence O'Brien,4th,1/2 l,7,10-7,126,True,86,23
Cork Racing Results | 15th October 2023 16:55,N/A,16:55,Yielding,2m 1f 140y,Minx Tiara (IRE),Sean Flanagan,0,David M. O'Brien,3rd,1 1/4 l,8,10-13,132,True,86,23
Cork Racing Results | 15th October 2023 16:55,N/A,16:55,Yielding,2m 1f 140y,The Dara Man (IRE),S. F. O'Keeffe,0,John Patrick Ryan,2nd,4 1/2 l,8,10-0,119,True,86,23
Cork Racing Results | 15th October 2023 16:55,N/A,16:55,Yielding,2m 1f 140y,Typical Thomas (IRE),M. M. McDonagh,5,James Andrew Fahey,1st,N/A,6,10-0,119,True,86,23
Cork Racing Results | 15th October 2023 16:55,N/A,16:55,Yielding,2m 1f 140y,Good As Hell (IRE),B. Hayes,0,Philip Fenton,10th,11 l,8,10-12b,131,True,86,23
Cork Racing Results | 15th October 2023 16:55,N/A,16:55,Yielding,2m 1f 140y,Cayd Boy (FR),M. P. Walsh,0,Miss Elizabeth Doyle,9th,11 l,8,10-12,131,True,86,23
Cork Racing Results | 15th October 2023 16:55,N/A,16:55,Yielding,2m 1f 140y,Epson Du Houx (FR),J. W. Kennedy,0,Gordon Elliott,8th,10 l,9,11-10t,143,True,86,23
Cork Racing Results | 15th October 2023 16:55,N/A,16:55,Yielding,2m 1f 140y,The Little Yank (IRE),Liam Quinlan,5,John Patrick Ryan,7th,1/2 l,8,10-9,128,True,86,23
Cork Racing Results | 15th October 2023 16:55,N/A,16:55,Yielding,2m 1f 140y,Indiana Jones (FR),D. J. O'Keeffe,0,M. F. Morris,6th,9 l,7,11-12tp,145,True,86,23
Cork Racing Results | 15th October 2023 16:55,N/A,16:55,Yielding,2m 1f 140y,Union Park (FR),S. D. Torrens,0,P. J. Rothwell,5th,2 1/2 l,7,10-3t,122,True,86,23
Cork Racing Results | 15th October 2023 16:55,N/A,16:55,Yielding,2m 1f 140y,Whiskeywealth (IRE),M. P. O'Connor,3,Terence O'Brien,4th,1/2 l,7,10-7,126,True,86,23
Cork Racing Results | 15th October 2023 16:55,N/A,16:55,Yielding,2m 1f 140y,Minx Tiara (IRE),Sean Flanagan,0,David M. O'Brien,3rd,1 1/4 l,8,10-13,132,True,86,23
Cork Racing Results | 15th October 2023 16:55,N/A,16:55,Yielding,2m 1f 140y,The Dara Man (IRE),S. F. O'Keeffe,0,John Patrick Ryan,2nd,4 1/2 l,8,10-0,119,True,86,23
Cork Racing Results | 15th October 2023 16:55,N/A,16:55,Yielding,2m 1f 140y,Typical Thomas (IRE),M. M. McDonagh,5,James Andrew Fahey,1st,N/A,6,10-0,119,True,86,23
Cork Racing Results | 15th October 2023 17:30,N/A,17:30,Yielding To Soft  Flat (Turf),2m 3f,Demanding Gerry (IRE),Miss H. Heffernan,7,James Andrew Fahey,9th,22 l,4,10-13,-,True,86,24
Cork Racing Results | 15th October 2023 17:30,N/A,17:30,Yielding To Soft  Flat (Turf),2m 3f,Youre A Derry Girl (IRE),Miss E. Cody,7,S. G. Walsh,8th,3/4 l,6,11-7,-,True,86,24
Cork Racing Results | 15th October 2023 17:30,N/A,17:30,Yielding To Soft  Flat (Turf),2m 3f,Brave Crogha (FR),Miss A. B. O'Connor,3,I. Madden,7th,1/2 l,4,11-6,-,True,86,24
Cork Racing Results | 15th October 2023 17:30,N/A,17:30,Yielding To Soft  Flat (Turf),2m 3f,Cap Bernat (IRE),Mr P. McNeilly,7,Robin McNeilly,6th,4 1/4 l,10,11-7t,-,True,86,24
Cork Racing Results | 15th October 2023 17:30,N/A,17:30,Yielding To Soft  Flat (Turf),2m 3f,Icare D'aubrelle (FR),Mr D. O'Connor,0,Thomas Cooper,5th,Head,5,12-0,-,True,86,24
Cork Racing Results | 15th October 2023 17:30,N/A,17:30,Yielding To Soft  Flat (Turf),2m 3f,Glowing Account (FR),Mr P. W. Mullins,0,W. P. Mullins,4th,4 l,6,12-0,-,True,86,24
Cork Racing Results | 15th October 2023 17:30,N/A,17:30,Yielding To Soft  Flat (Turf),2m 3f,Toor Khov (IRE),Mr J. L. Gleeson,5,Ms M. Flynn,3rd,1 l,5,11-7,-,True,86,24
Cork Racing Results | 15th October 2023 17:30,N/A,17:30,Yielding To Soft  Flat (Turf),2m 3f,Ballysax Hank (IRE),D. Butler,7,Miss Katy Brown,2nd,2 l,4,11-6,-,True,86,24
Cork Racing Results | 15th October 2023 17:30,N/A,17:30,Yielding To Soft  Flat (Turf),2m 3f,Scamall Bawn (IRE),Mr D. Kiely,7,John E. & Thomas Kiely,1st,N/A,6,11-7,-,True,86,24
