track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 22nd March 2024 18:00,N/A,18:00,Standard,7f,Maestro Stick,R Whearty,5,K H Clarke,10th,1 l,7,9-4t,52,True,105,26
Dundalk Racing Results | 22nd March 2024 18:00,N/A,18:00,Standard,7f,Allo Arry (IRE),D W O'Connor,0,J C McConnell,9th,3/4 l,5,9-11v,59,True,105,26
Dundalk Racing Results | 22nd March 2024 18:00,N/A,18:00,Standard,7f,Chica Power (IRE),C T Keane,0,C Collins,8th,Nose,6,9-12p,60,True,105,26
Dundalk Racing Results | 22nd March 2024 18:00,N/A,18:00,Standard,7f,Sunset Nova (IRE),A J Slattery,0,A Slattery,7th,Head,8,9-1v,49,True,105,26
Dundalk Racing Results | 22nd March 2024 18:00,N/A,18:00,Standard,7f,Hero Of The Hour,B M Coen,0,G A Kingston,6th,1 1/4 l,7,9-5v1,53,True,105,26
Dundalk Racing Results | 22nd March 2024 18:00,N/A,18:00,Standard,7f,The Cola Brasil,J J G Ryan,5,M J Browne,5th,1/2 l,8,10-0tp,62,True,105,26
Dundalk Racing Results | 22nd March 2024 18:00,N/A,18:00,Standard,7f,River Derwent,Adam Caffrey,5,Thomas Coyle,4th,3/4 l,6,10-0tb,62,True,105,26
Dundalk Racing Results | 22nd March 2024 18:00,N/A,18:00,Standard,7f,Tynamite (IRE),L T McAteer,0,D Marnane,3rd,1/2 l,10,9-5,53,True,105,26
Dundalk Racing Results | 22nd March 2024 18:00,N/A,18:00,Standard,7f,Bungle Inthedesert (IRE),Siobhan Rutledge,3,J C McConnell,2nd,1 1/4 l,5,9-11,59,True,105,26
Dundalk Racing Results | 22nd March 2024 18:00,N/A,18:00,Standard,7f,Ferrybank,W J Lee,0,T M Walsh,1st,N/A,6,9-11t,59,True,105,26
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Aratayvo (IRE),L F Roche,0,D K Weld,NR,N/A,3,9-8,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Sportingsilvermine (IRE),J M Sheridan,0,D Hogan,NR,N/A,3,9-8,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Varly (IRE),D E Sheehy,0,M C Grassick,13th,3 1/2 l,3,9-3,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Sliogan (FR),Siobhan Rutledge,3,J C McConnell,12th,Neck,3,9-3,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Adaaylikethis,D W O'Connor,0,J C McConnell,11th,2 1/4 l,3,9-3,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Solar Drive (IRE),B M Coen,0,P W Flynn,10th,3/4 l,3,9-8,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Enola Nation (IRE),D McMonagle,0,Ciaran Murphy,9th,1 1/2 l,3,9-3t,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Sheen Falls Time (IRE),J E Harnett,10,John O'Donoghue,8th,2 l,3,9-3,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Finito Bonito (IRE),J J G Ryan,5,T G McCourt,7th,3 3/4 l,3,9-8,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Spunog (IRE),R P Cleary,0,T Cleary,6th,1 1/2 l,3,9-3,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Ateenosix (IRE),R P Whelan,0,M Halford & T Collins,5th,1 1/2 l,3,9-8,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Presence (IRE),S Foley,0,Mrs J Harrington,4th,Head,3,9-3,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Cill Mocheallog (IRE),W J Lee,0,P Twomey,3rd,2 l,3,9-8,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Arnaman (IRE),G M Ryan,0,M G Quinn,2nd,1 1/4 l,3,9-8,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Sakti (IRE),C T Keane,0,G M Lyons,1st,N/A,3,9-3,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Aratayvo (IRE),L F Roche,0,D K Weld,NR,N/A,3,9-8,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Sportingsilvermine (IRE),J M Sheridan,0,D Hogan,NR,N/A,3,9-8,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Varly (IRE),D E Sheehy,0,M C Grassick,13th,3 1/2 l,3,9-3,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Sliogan (FR),Siobhan Rutledge,3,J C McConnell,12th,Neck,3,9-3,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Adaaylikethis,D W O'Connor,0,J C McConnell,11th,2 1/4 l,3,9-3,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Solar Drive (IRE),B M Coen,0,P W Flynn,10th,3/4 l,3,9-8,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Enola Nation (IRE),D McMonagle,0,Ciaran Murphy,9th,1 1/2 l,3,9-3t,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Sheen Falls Time (IRE),J E Harnett,10,John O'Donoghue,8th,2 l,3,9-3,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Finito Bonito (IRE),J J G Ryan,5,T G McCourt,7th,3 3/4 l,3,9-8,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Spunog (IRE),R P Cleary,0,T Cleary,6th,1 1/2 l,3,9-3,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Ateenosix (IRE),R P Whelan,0,M Halford & T Collins,5th,1 1/2 l,3,9-8,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Presence (IRE),S Foley,0,Mrs J Harrington,4th,Head,3,9-3,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Cill Mocheallog (IRE),W J Lee,0,P Twomey,3rd,2 l,3,9-8,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Arnaman (IRE),G M Ryan,0,M G Quinn,2nd,1 1/4 l,3,9-8,-,True,105,27
Dundalk Racing Results | 22nd March 2024 18:30,N/A,18:30,Standard,7f,Sakti (IRE),C T Keane,0,G M Lyons,1st,N/A,3,9-3,-,True,105,27
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Rogerwaswrong (IRE),R M Mulligan,10,Sean Davis,NR,N/A,3,8-7,51,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,The Man Above (IRE),Neve Bennett,7,J P Fahey,11th,3 l,3,8-11,55,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Hoover Dam (IRE),S T McCullagh,3,L Comer,10th,2 3/4 l,3,9-11,69,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Aisling Oscar (IRE),D E Sheehy,0,Craig O'Neill,9th,1 3/4 l,3,9-1,59,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Zenato (IRE),W J Lee,0,H De Bromhead,8th,Neck,3,9-12,70,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Mary Bagot (IRE),R P Whelan,0,M Halford & T Collins,7th,1/2 l,3,9-8,66,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Natural Ruler (IRE),B M Coen,0,J P Murtagh,6th,Nose,3,9-11,69,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Hanoi (IRE),L F Roche,0,P Roche,5th,Neck,3,8-7,51,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Special Angel (IRE),M W Hassett,7,A Murray,4th,1/2 l,3,9-6b1,64,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Fivecromwellplace (IRE),N M Crosse,0,P F McEnery,3rd,Neck,3,9-9,67,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Blue Soul (IRE),C T Keane,0,G M Lyons,2nd,2 1/2 l,3,9-11,69,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Galician Girl (IRE),Adam Caffrey,5,A McGuinness,1st,N/A,3,9-4,62,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Rogerwaswrong (IRE),R M Mulligan,10,Sean Davis,NR,N/A,3,8-7,51,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,The Man Above (IRE),Neve Bennett,7,J P Fahey,11th,3 l,3,8-11,55,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Hoover Dam (IRE),S T McCullagh,3,L Comer,10th,2 3/4 l,3,9-11,69,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Aisling Oscar (IRE),D E Sheehy,0,Craig O'Neill,9th,1 3/4 l,3,9-1,59,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Zenato (IRE),W J Lee,0,H De Bromhead,8th,Neck,3,9-12,70,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Mary Bagot (IRE),R P Whelan,0,M Halford & T Collins,7th,1/2 l,3,9-8,66,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Natural Ruler (IRE),B M Coen,0,J P Murtagh,6th,Nose,3,9-11,69,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Hanoi (IRE),L F Roche,0,P Roche,5th,Neck,3,8-7,51,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Special Angel (IRE),M W Hassett,7,A Murray,4th,1/2 l,3,9-6b1,64,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Fivecromwellplace (IRE),N M Crosse,0,P F McEnery,3rd,Neck,3,9-9,67,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Blue Soul (IRE),C T Keane,0,G M Lyons,2nd,2 1/2 l,3,9-11,69,True,105,28
Dundalk Racing Results | 22nd March 2024 19:00,N/A,19:00,Standard,1m,Galician Girl (IRE),Adam Caffrey,5,A McGuinness,1st,N/A,3,9-4,62,True,105,28
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Expound,J M Sheridan,0,D Hogan,NR,N/A,5,9-1tp,71,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Skontonovski,C T Keane,0,A McGuinness,10th,1/2 l,7,9-1v,71,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Alexander John (IRE),D P McDonogh,0,L Comer,9th,1 1/4 l,4,9-6t,76,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Rampage (IRE),J J G Ryan,5,T G McCourt,8th,Neck,5,9-0tv,70,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Garrick Painter (IRE),K J Leonard,0,N C Kelly,7th,1 3/4 l,4,9-6p,76,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Not Forgotten (IRE),R P Whelan,0,M Halford & T Collins,6th,Short Head,4,9-9tv1,79,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Shoot To Kill (IRE),S T McCullagh,3,A McGuinness,5th,Neck,7,9-8,78,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Rio Largo (IRE),N M Crosse,0,L Comer,4th,Neck,4,8-11,67,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Chavajod,P A Harnett,5,D P Coakley,3rd,1/2 l,6,9-9v,79,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Rockbury Lad,L F Roche,0,M O'Callaghan,2nd,1/2 l,5,8-121,68,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Exquisite Acclaim (IRE),Adam Caffrey,5,A McGuinness,1st,N/A,5,10-0p,84,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Expound,J M Sheridan,0,D Hogan,NR,N/A,5,9-1tp,71,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Skontonovski,C T Keane,0,A McGuinness,10th,1/2 l,7,9-1v,71,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Alexander John (IRE),D P McDonogh,0,L Comer,9th,1 1/4 l,4,9-6t,76,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Rampage (IRE),J J G Ryan,5,T G McCourt,8th,Neck,5,9-0tv,70,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Garrick Painter (IRE),K J Leonard,0,N C Kelly,7th,1 3/4 l,4,9-6p,76,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Not Forgotten (IRE),R P Whelan,0,M Halford & T Collins,6th,Short Head,4,9-9tv1,79,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Shoot To Kill (IRE),S T McCullagh,3,A McGuinness,5th,Neck,7,9-8,78,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Rio Largo (IRE),N M Crosse,0,L Comer,4th,Neck,4,8-11,67,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Chavajod,P A Harnett,5,D P Coakley,3rd,1/2 l,6,9-9v,79,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Rockbury Lad,L F Roche,0,M O'Callaghan,2nd,1/2 l,5,8-121,68,True,105,29
Dundalk Racing Results | 22nd March 2024 19:30,N/A,19:30,Standard,1m,Exquisite Acclaim (IRE),Adam Caffrey,5,A McGuinness,1st,N/A,5,10-0p,84,True,105,29
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Doctor Grace (IRE),R P Whelan,0,M Halford & T Collins,14th,Neck,4,10-0p,63,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Together Aclaim,K G Kennedy,7,J C McConnell,13th,3/4 l,5,9-1t,50,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Nawraq (IRE),G F Carroll,0,K Smith,12th,Neck,5,9-1tp,50,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Trishuli River (IRE),J A Heffernan,0,S Crawley,11th,1 3/4 l,4,9-9t,58,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Snag It (IRE),G M Ryan,0,P J F Murphy,10th,Neck,7,9-11t,60,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Hi Sur Multi,C T Keane,0,Paul Traynor,9th,1/2 l,7,9-7t,56,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Picpoul (IRE),R P Cleary,0,M Rice,8th,Head,6,10-2,65,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Power Drive,D McMonagle,0,P W Flynn,7th,1 l,9,9-4p,53,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Shining Aitch,J J G Ryan,5,T G McCourt,6th,1 1/2 l,7,9-8t,57,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Miss Heartbreak (IRE),D P McDonogh,0,L Comer,5th,1 1/4 l,4,9-1,50,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Dark Street (IRE),P A Harnett,5,L Comer,4th,Head,6,10-2,65,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Comfort Line (IRE),Adam Caffrey,5,A McGuinness,3rd,3/4 l,7,10-0b,63,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Anjah (IRE),S Foley,0,H D McGuigan,2nd,Neck,7,8-12tv,47,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Darkened (IRE),K J Leonard,0,N C Kelly,1st,N/A,8,9-12tb,61,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Doctor Grace (IRE),R P Whelan,0,M Halford & T Collins,14th,Neck,4,10-0p,63,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Together Aclaim,K G Kennedy,7,J C McConnell,13th,3/4 l,5,9-1t,50,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Nawraq (IRE),G F Carroll,0,K Smith,12th,Neck,5,9-1tp,50,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Trishuli River (IRE),J A Heffernan,0,S Crawley,11th,1 3/4 l,4,9-9t,58,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Snag It (IRE),G M Ryan,0,P J F Murphy,10th,Neck,7,9-11t,60,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Hi Sur Multi,C T Keane,0,Paul Traynor,9th,1/2 l,7,9-7t,56,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Picpoul (IRE),R P Cleary,0,M Rice,8th,Head,6,10-2,65,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Power Drive,D McMonagle,0,P W Flynn,7th,1 l,9,9-4p,53,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Shining Aitch,J J G Ryan,5,T G McCourt,6th,1 1/2 l,7,9-8t,57,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Miss Heartbreak (IRE),D P McDonogh,0,L Comer,5th,1 1/4 l,4,9-1,50,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Dark Street (IRE),P A Harnett,5,L Comer,4th,Head,6,10-2,65,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Comfort Line (IRE),Adam Caffrey,5,A McGuinness,3rd,3/4 l,7,10-0b,63,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Anjah (IRE),S Foley,0,H D McGuigan,2nd,Neck,7,8-12tv,47,True,105,30
Dundalk Racing Results | 22nd March 2024 20:00,N/A,20:00,Standard,1m 2f 150y,Darkened (IRE),K J Leonard,0,N C Kelly,1st,N/A,8,9-12tb,61,True,105,30
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,Palace Rock (IRE),J Kearney,5,Francis Casey,11th,4 3/4 l,7,9-10p,77,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,Unterberg (IRE),J A Heffernan,0,Laura Hourigan,10th,Neck,5,9-3,70,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,Wajaaha (IRE),R M Mulligan,10,P J McKenna,9th,2 l,9,8-11v,64,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,Dreal Deal (IRE),K G Kennedy,7,J C McConnell,8th,1 1/2 l,9,10-0t,81,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,Bold Approach (IRE),R P Cleary,0,J S Bolger,7th,3 l,8,9-4p,71,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,How About No (FR),D McMonagle,0,J P O'Brien,6th,1 3/4 l,4,9-12,80,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,Fascinating Shadow (IRE),G M Ryan,0,J J Hanlon,5th,1/2 l,6,9-2t,69,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,Eskimo Komet (IRE),D P McDonogh,0,L Comer,4th,Neck,5,9-6,73,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,Banana Three (IRE),C T Keane,0,R O'Sullivan,3rd,Short Head,4,9-9b,77,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,Celtic Revival (IRE),J J G Ryan,5,E Lynam,2nd,1 l,5,9-9,76,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,Squire Danagher,W J Lee,0,A Oliver,1st,N/A,4,9-9b,77,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,Palace Rock (IRE),J Kearney,5,Francis Casey,11th,4 3/4 l,7,9-10p,77,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,Unterberg (IRE),J A Heffernan,0,Laura Hourigan,10th,Neck,5,9-3,70,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,Wajaaha (IRE),R M Mulligan,10,P J McKenna,9th,2 l,9,8-11v,64,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,Dreal Deal (IRE),K G Kennedy,7,J C McConnell,8th,1 1/2 l,9,10-0t,81,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,Bold Approach (IRE),R P Cleary,0,J S Bolger,7th,3 l,8,9-4p,71,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,How About No (FR),D McMonagle,0,J P O'Brien,6th,1 3/4 l,4,9-12,80,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,Fascinating Shadow (IRE),G M Ryan,0,J J Hanlon,5th,1/2 l,6,9-2t,69,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,Eskimo Komet (IRE),D P McDonogh,0,L Comer,4th,Neck,5,9-6,73,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,Banana Three (IRE),C T Keane,0,R O'Sullivan,3rd,Short Head,4,9-9b,77,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,Celtic Revival (IRE),J J G Ryan,5,E Lynam,2nd,1 l,5,9-9,76,True,105,31
Dundalk Racing Results | 22nd March 2024 20:30,N/A,20:30,Standard,1m 4f,Squire Danagher,W J Lee,0,A Oliver,1st,N/A,4,9-9b,77,True,105,31
Navan Racing Results | 23rd March 2024 14:17,N/A,14:17,Heavy,1m 7f 150y,Ask Berlioz (IRE),A M King,7,V T O'Brien,16th,25 l,11,11-12,-,True,105,32
Navan Racing Results | 23rd March 2024 14:17,N/A,14:17,Heavy,1m 7f 150y,Nelsoria (IRE),J P O'Sullivan,3,P J Rothwell,15th,42 l,5,11-12,-,True,105,32
Navan Racing Results | 23rd March 2024 14:17,N/A,14:17,Heavy,1m 7f 150y,Rock On Dolly (IRE),S W Flanagan,0,G P Cromwell,14th,3/4 l,5,11-5,-,True,105,32
Navan Racing Results | 23rd March 2024 14:17,N/A,14:17,Heavy,1m 7f 150y,Bruno From Mars (IRE),R A Doyle,0,Mrs S Dawson,13th,1/2 l,5,11-12h,-,True,105,32
Navan Racing Results | 23rd March 2024 14:17,N/A,14:17,Heavy,1m 7f 150y,Kinturk Jack (IRE),O R Brown,5,T Gibney,12th,Nose,7,11-12,-,True,105,32
Navan Racing Results | 23rd March 2024 14:17,N/A,14:17,Heavy,1m 7f 150y,Chance Another One (IRE),J S McGarvey,0,S M Duffy,11th,4 l,5,11-12,-,True,105,32
Navan Racing Results | 23rd March 2024 14:17,N/A,14:17,Heavy,1m 7f 150y,Mayos Vendangeur (IRE),S D Torrens,0,P J Rothwell,10th,Neck,5,11-5t,-,True,105,32
Navan Racing Results | 23rd March 2024 14:17,N/A,14:17,Heavy,1m 7f 150y,Flier,E Walsh,0,Mrs D Foster,9th,5 l,5,11-5t,-,True,105,32
Navan Racing Results | 23rd March 2024 14:17,N/A,14:17,Heavy,1m 7f 150y,Muhtaluza (FR),J C Gainford,0,G Elliott,8th,1 3/4 l,5,11-12,-,True,105,32
Navan Racing Results | 23rd March 2024 14:17,N/A,14:17,Heavy,1m 7f 150y,Arthur's Victory (IRE),G Brouder,0,J Nash,7th,12 l,6,11-5,-,True,105,32
Navan Racing Results | 23rd March 2024 14:17,N/A,14:17,Heavy,1m 7f 150y,One Night Standard (IRE),C Stone-Walsh,5,G P Cromwell,6th,8 1/2 l,5,11-5,-,True,105,32
Navan Racing Results | 23rd March 2024 14:17,N/A,14:17,Heavy,1m 7f 150y,En Or (FR),P T Enright,0,A J Martin,5th,3 3/4 l,6,11-12t,-,True,105,32
Navan Racing Results | 23rd March 2024 14:17,N/A,14:17,Heavy,1m 7f 150y,Kinbara Hills (IRE),D E Mullins,0,S R B Crawford,4th,16 l,5,11-12,-,True,105,32
Navan Racing Results | 23rd March 2024 14:17,N/A,14:17,Heavy,1m 7f 150y,Union Station (IRE),K M Donoghue,0,G P Cromwell,3rd,4 1/4 l,5,11-12,-,True,105,32
Navan Racing Results | 23rd March 2024 14:17,N/A,14:17,Heavy,1m 7f 150y,Well Dressed (IRE),M P Walsh,0,E & P Harty,2nd,3 l,5,11-5,-,True,105,32
Navan Racing Results | 23rd March 2024 14:17,N/A,14:17,Heavy,1m 7f 150y,Rainbow Trail (FR),J W Kennedy,0,G Elliott,1st,N/A,6,11-12,-,True,105,32
