track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Naas Racing Results | 4th August 2025 15:16,2025-08-04,15:16,Good To Yielding,7f,Spent All Me Money (IRE),S Foley,0,A Sexton,1st,N/A,3,9-10p,72,True,10,7
Naas Racing Results | 4th August 2025 15:16,2025-08-04,15:16,Good To Yielding,7f,Bearwithus (IRE),P McGettigan,7,J M Barrett,16th,17 l,3,9-3v1,65,True,10,7
Naas Racing Results | 4th August 2025 15:16,2025-08-04,15:16,Good To Yielding,7f,Goldsmith (IRE),J A Heffernan,0,H D McGuigan,15th,24 l,6,9-6h,62,True,10,7
Naas Racing Results | 4th August 2025 15:16,2025-08-04,15:16,Good To Yielding,7f,Great Mover (IRE),N M Crosse,0,W McCreery,14th,Short Head,3,9-5,67,True,10,7
Naas Racing Results | 4th August 2025 15:16,2025-08-04,15:16,Good To Yielding,7f,Are You In Or Out (IRE),Sadhbh Tormey,10,P Stafford,13th,1/2 l,4,9-9,65,True,10,7
Naas Racing Results | 4th August 2025 15:16,2025-08-04,15:16,Good To Yielding,7f,Proleek Prince (IRE),R M Mulligan,7,M Rice,12th,1 1/4 l,5,10-2t,72,True,10,7
Naas Racing Results | 4th August 2025 15:16,2025-08-04,15:16,Good To Yielding,7f,Port Louis (IRE),C T Keane,0,N Meade,11th,1 1/4 l,4,10-1b,71,True,10,7
Naas Racing Results | 4th August 2025 15:16,2025-08-04,15:16,Good To Yielding,7f,Cecco (USA),J M Sheridan,0,J A Stack,10th,Head,3,9-10,72,True,10,7
Naas Racing Results | 4th August 2025 15:16,2025-08-04,15:16,Good To Yielding,7f,Martinelli (IRE),P A Harnett,5,K P Cotter,9th,Head,4,10-1b1,71,True,10,7
Naas Racing Results | 4th August 2025 15:16,2025-08-04,15:16,Good To Yielding,7f,Rising Sky (IRE),G M Ryan,0,A McCann,8th,2 1/2 l,3,9-0,62,True,10,7
Naas Racing Results | 4th August 2025 15:16,2025-08-04,15:16,Good To Yielding,7f,Dynamic Force (IRE),J J G Ryan,0,T G McCourt,7th,Neck,6,9-12,68,True,10,7
Naas Racing Results | 4th August 2025 15:16,2025-08-04,15:16,Good To Yielding,7f,Ferrybank,S O'Callaghan,5,T M Walsh,6th,1/2 l,7,9-13eb1,69,True,10,7
Naas Racing Results | 4th August 2025 15:16,2025-08-04,15:16,Good To Yielding,7f,Clever And Classy (IRE),D P McDonogh,0,J S Bolger,5th,3/4 l,3,9-0,62,True,10,7
Naas Racing Results | 4th August 2025 15:16,2025-08-04,15:16,Good To Yielding,7f,Secret Magician (IRE),M W Hassett,3,M Hassett,4th,1 1/4 l,6,9-11tp,67,True,10,7
Naas Racing Results | 4th August 2025 15:16,2025-08-04,15:16,Good To Yielding,7f,Verhoyen,D McMonagle,0,M C Grassick,3rd,1/2 l,10,10-0b,70,True,10,7
Naas Racing Results | 4th August 2025 15:16,2025-08-04,15:16,Good To Yielding,7f,Touted Plan (IRE),G F Carroll,0,J G Murphy,2nd,Nose,3,8-13,61,True,10,7
Naas Racing Results | 4th August 2025 15:16,2025-08-04,15:16,Good To Yielding,7f,Spent All Me Money (IRE),S Foley,0,A Sexton,1st,N/A,3,9-10p,72,True,10,7
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,The Virginian (IRE),R P Fagan,10,P Roche,16th,1/2 l,9,9-7,63,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Shelbourne (IRE),P A Harnett,5,M Hassett,15th,Neck,4,10-1,71,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Selective Power (IRE),J J G Ryan,0,Thomas Coyle,14th,2 l,6,9-5,61,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Night Magic (IRE),S Foley,0,Mrs J Harrington,13th,1/2 l,3,9-3p1,65,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Pinball Wizard (IRE),R Coakley,0,J C McConnell,12th,1/2 l,7,9-6,62,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,She's Smart (IRE),S Coen,7,A McGuinness,11th,Short Head,4,9-5,61,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Bluebelardo (IRE),W M Lordan,0,M C Grassick,10th,3/4 l,3,9-1tb1,63,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Lovely (IRE),C T Keane,0,D Dias,9th,Head,3,9-9,71,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Nedita (IRE),R C Colgan,0,D Marnane,8th,3/4 l,4,9-9,65,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Gordon Bennett (IRE),D McMonagle,0,R Brabazon,7th,Short Head,7,10-0,70,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Purring Along (IRE),R P Whelan,0,P G Fahey,6th,3/4 l,6,9-5b,61,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Racing Royalty,D S O'Sullivan,7,G Scott,5th,1/2 l,6,9-7b,63,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Lady Pagasa (IRE),B M Coen,0,J P Murtagh,4th,1/2 l,4,9-10p,66,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Send Harry (IRE),J A Heffernan,0,Miss E McCutcheon,3rd,1/2 l,3,9-2h,64,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,White Clover (IRE),G F Carroll,0,J G Murphy,2nd,1/2 l,4,10-2,72,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Star Mind,Nicola Burns,7,Gerard O'Leary,1st,N/A,4,9-6,62,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,The Virginian (IRE),R P Fagan,10,P Roche,16th,1/2 l,9,9-7,63,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Shelbourne (IRE),P A Harnett,5,M Hassett,15th,Neck,4,10-1,71,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Selective Power (IRE),J J G Ryan,0,Thomas Coyle,14th,2 l,6,9-5,61,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Night Magic (IRE),S Foley,0,Mrs J Harrington,13th,1/2 l,3,9-3p1,65,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Pinball Wizard (IRE),R Coakley,0,J C McConnell,12th,1/2 l,7,9-6,62,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,She's Smart (IRE),S Coen,7,A McGuinness,11th,Short Head,4,9-5,61,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Bluebelardo (IRE),W M Lordan,0,M C Grassick,10th,3/4 l,3,9-1tb1,63,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Lovely (IRE),C T Keane,0,D Dias,9th,Head,3,9-9,71,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Nedita (IRE),R C Colgan,0,D Marnane,8th,3/4 l,4,9-9,65,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Gordon Bennett (IRE),D McMonagle,0,R Brabazon,7th,Short Head,7,10-0,70,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Purring Along (IRE),R P Whelan,0,P G Fahey,6th,3/4 l,6,9-5b,61,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Racing Royalty,D S O'Sullivan,7,G Scott,5th,1/2 l,6,9-7b,63,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Lady Pagasa (IRE),B M Coen,0,J P Murtagh,4th,1/2 l,4,9-10p,66,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Send Harry (IRE),J A Heffernan,0,Miss E McCutcheon,3rd,1/2 l,3,9-2h,64,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,White Clover (IRE),G F Carroll,0,J G Murphy,2nd,1/2 l,4,10-2,72,True,10,8
Naas Racing Results | 4th August 2025 15:46,2025-08-04,15:46,Good To Yielding,7f,Star Mind,Nicola Burns,7,Gerard O'Leary,1st,N/A,4,9-6,62,True,10,8
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Hope N Pray (IRE),R P Whelan,0,J P Fahey,19th,Short Head,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Smell Of Rain (IRE),R P Cleary,0,M O'Callaghan,18th,4 1/2 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Mozzetta (IRE),J M Sheridan,0,P F O'Donnell,17th,6 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Eliza Garfield (IRE),M W Hassett,3,T Doyle,16th,2 1/4 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Cash Me (IRE),B M Coen,0,A Oliver,15th,2 1/2 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Saintly One (IRE),R Coakley,0,J S Bolger,14th,2 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Dolly Hello (IRE),D W O'Connor,0,R O'Sullivan,13th,1 1/4 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Guarded (IRE),W M Lordan,0,A P O'Brien,12th,Neck,3,9-3tp1,79,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Perfect Base (IRE),J A Heffernan,0,N Lupini,11th,1 1/4 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Peig Sayers (IRE),Adam Caffrey,0,Miss H McLoughlin,10th,Head,4,9-10,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Jess Abi (IRE),J J G Ryan,0,D K Weld,9th,1 1/2 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Kakori (IRE),D McMonagle,0,J P O'Brien,8th,Neck,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Crazy Bout Elvis (IRE),D P McDonogh,0,J P O'Brien,7th,2 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Tina's Charm (IRE),L F Roche,0,D K Weld,6th,1/2 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Katashuna (IRE),C D Hayes,0,D K Weld,5th,Head,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Adrienne (IRE),G F Carroll,0,T M Walsh,4th,1/2 l,3,9-3b,73,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Maarisha,A Browne-Souza,7,W P Browne,3rd,1/2 l,3,9-3,72,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Therewillbeglory (IRE),A J Slattery,0,A Slattery,2nd,3 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Noli Timere (IRE),C T Keane,0,M O'Callaghan,1st,N/A,3,9-3p1,77,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Hope N Pray (IRE),R P Whelan,0,J P Fahey,19th,Short Head,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Smell Of Rain (IRE),R P Cleary,0,M O'Callaghan,18th,4 1/2 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Mozzetta (IRE),J M Sheridan,0,P F O'Donnell,17th,6 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Eliza Garfield (IRE),M W Hassett,3,T Doyle,16th,2 1/4 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Cash Me (IRE),B M Coen,0,A Oliver,15th,2 1/2 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Saintly One (IRE),R Coakley,0,J S Bolger,14th,2 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Dolly Hello (IRE),D W O'Connor,0,R O'Sullivan,13th,1 1/4 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Guarded (IRE),W M Lordan,0,A P O'Brien,12th,Neck,3,9-3tp1,79,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Perfect Base (IRE),J A Heffernan,0,N Lupini,11th,1 1/4 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Peig Sayers (IRE),Adam Caffrey,0,Miss H McLoughlin,10th,Head,4,9-10,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Jess Abi (IRE),J J G Ryan,0,D K Weld,9th,1 1/2 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Kakori (IRE),D McMonagle,0,J P O'Brien,8th,Neck,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Crazy Bout Elvis (IRE),D P McDonogh,0,J P O'Brien,7th,2 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Tina's Charm (IRE),L F Roche,0,D K Weld,6th,1/2 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Katashuna (IRE),C D Hayes,0,D K Weld,5th,Head,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Adrienne (IRE),G F Carroll,0,T M Walsh,4th,1/2 l,3,9-3b,73,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Maarisha,A Browne-Souza,7,W P Browne,3rd,1/2 l,3,9-3,72,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Therewillbeglory (IRE),A J Slattery,0,A Slattery,2nd,3 l,3,9-3,-,True,10,9
Naas Racing Results | 4th August 2025 16:16,2025-08-04,16:16,Good To Yielding,1m,Noli Timere (IRE),C T Keane,0,M O'Callaghan,1st,N/A,3,9-3p1,77,True,10,9
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Bullet Bourbon (IRE),R P Cleary,0,T G McCourt,21st,2 1/2 l,2,8-13,66,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Gelato (IRE),L F Roche,0,K P Cotter,20th,2 3/4 l,2,8-9,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Pints In Peace (IRE),D W O'Connor,0,Daniel McLoughlin,19th,Neck,2,9-2,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Wicklow Gap (IRE),R Whearty,0,G P Cromwell,18th,Head,2,9-0,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Stone Bear (IRE),J A Heffernan,0,R O'Sullivan,17th,3/4 l,2,8-11,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Cosmic Clarets (IRE),O J Orr,0,R A Fahey,16th,3 1/2 l,2,9-2,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Aurora Mist (IRE),A J Slattery,0,A Slattery,15th,2 l,2,8-9,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Namiid (IRE),B M Coen,0,J P Murtagh,14th,Nose,2,9-6,81,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Tropical Dreamer (IRE),T Eaves,0,K A Ryan,13th,1 l,2,9-0,80,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Wild Berries (IRE),G M Ryan,0,R O'Sullivan,12th,3/4 l,2,9-1,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Sanctijude (IRE),N M Crosse,0,W McCreery,11th,Neck,2,8-13,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Dancing Saxon (IRE),C D Hayes,0,J P O'Brien,10th,Neck,2,8-11,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Amiata (IRE),G F Carroll,0,G M Lyons,9th,1/2 l,2,9-8,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,There's A Chance (IRE),W M Lordan,0,K A Ryan,8th,2 1/2 l,2,8-9,74,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Which Wolf Wins (IRE),M P Sheehy,0,J P O'Brien,7th,3/4 l,2,9-0,78,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Green Soul (IRE),D P McDonogh,0,J P O'Brien,6th,Nose,2,9-2,87,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Front Line Fury (IRE),C Shepherd,0,George Scott,5th,1/2 l,2,9-2,90,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Jel Pepper (IRE),H Crouch,0,P & O Cole,4th,2 l,2,9-0,100,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Unbreakable Duke (IRE),K J Leonard,0,D Dias,3rd,3/4 l,2,9-0,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Summer Is Tomorrow (IRE),D McMonagle,0,J P O'Brien,2nd,Nose,2,9-4,86,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Howd'yadoit (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-0,87,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Bullet Bourbon (IRE),R P Cleary,0,T G McCourt,21st,2 1/2 l,2,8-13,66,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Gelato (IRE),L F Roche,0,K P Cotter,20th,2 3/4 l,2,8-9,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Pints In Peace (IRE),D W O'Connor,0,Daniel McLoughlin,19th,Neck,2,9-2,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Wicklow Gap (IRE),R Whearty,0,G P Cromwell,18th,Head,2,9-0,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Stone Bear (IRE),J A Heffernan,0,R O'Sullivan,17th,3/4 l,2,8-11,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Cosmic Clarets (IRE),O J Orr,0,R A Fahey,16th,3 1/2 l,2,9-2,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Aurora Mist (IRE),A J Slattery,0,A Slattery,15th,2 l,2,8-9,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Namiid (IRE),B M Coen,0,J P Murtagh,14th,Nose,2,9-6,81,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Tropical Dreamer (IRE),T Eaves,0,K A Ryan,13th,1 l,2,9-0,80,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Wild Berries (IRE),G M Ryan,0,R O'Sullivan,12th,3/4 l,2,9-1,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Sanctijude (IRE),N M Crosse,0,W McCreery,11th,Neck,2,8-13,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Dancing Saxon (IRE),C D Hayes,0,J P O'Brien,10th,Neck,2,8-11,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Amiata (IRE),G F Carroll,0,G M Lyons,9th,1/2 l,2,9-8,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,There's A Chance (IRE),W M Lordan,0,K A Ryan,8th,2 1/2 l,2,8-9,74,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Which Wolf Wins (IRE),M P Sheehy,0,J P O'Brien,7th,3/4 l,2,9-0,78,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Green Soul (IRE),D P McDonogh,0,J P O'Brien,6th,Nose,2,9-2,87,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Front Line Fury (IRE),C Shepherd,0,George Scott,5th,1/2 l,2,9-2,90,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Jel Pepper (IRE),H Crouch,0,P & O Cole,4th,2 l,2,9-0,100,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Unbreakable Duke (IRE),K J Leonard,0,D Dias,3rd,3/4 l,2,9-0,-,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Summer Is Tomorrow (IRE),D McMonagle,0,J P O'Brien,2nd,Nose,2,9-4,86,True,10,10
Naas Racing Results | 4th August 2025 16:46,2025-08-04,16:46,Good To Yielding,5f 205y,Howd'yadoit (IRE),C T Keane,0,G M Lyons,1st,N/A,2,9-0,87,True,10,10
Naas Racing Results | 4th August 2025 17:16,2025-08-04,17:16,Good To Yielding,1m 2f 84y,Smaoineamh Sile,L F Roche,0,Conor Maxwell,16th,1 3/4 l,7,8-11,62,True,10,11
Naas Racing Results | 4th August 2025 17:16,2025-08-04,17:16,Good To Yielding,1m 2f 84y,Eyetrap,Nicola Burns,7,R P Burns,15th,Neck,5,9-8,73,True,10,11
Naas Racing Results | 4th August 2025 17:16,2025-08-04,17:16,Good To Yielding,1m 2f 84y,Lough Leane (IRE),J Pietropaolo,7,Maurice Ahern,14th,1 l,5,9-10,75,True,10,11
Naas Racing Results | 4th August 2025 17:16,2025-08-04,17:16,Good To Yielding,1m 2f 84y,Tiscommonknowledge (IRE),J A Heffernan,0,P Roche,13th,6 l,4,9-1,66,True,10,11
Naas Racing Results | 4th August 2025 17:16,2025-08-04,17:16,Good To Yielding,1m 2f 84y,Purple Sky (IRE),D P McDonogh,0,J S Bolger,12th,Short Head,4,9-2t,67,True,10,11
Naas Racing Results | 4th August 2025 17:16,2025-08-04,17:16,Good To Yielding,1m 2f 84y,Green Icon (FR),J M Sheridan,0,D Hogan,11th,1 3/4 l,3,8-13,72,True,10,11
Naas Racing Results | 4th August 2025 17:16,2025-08-04,17:16,Good To Yielding,1m 2f 84y,Doctor Grace (IRE),S Coen,7,A McGuinness,10th,1 l,5,9-6p,71,True,10,11
Naas Racing Results | 4th August 2025 17:16,2025-08-04,17:16,Good To Yielding,1m 2f 84y,Voice Of Reason (IRE),P McGettigan,7,W Delahunty,9th,1/2 l,5,9-11,76,True,10,11
Naas Racing Results | 4th August 2025 17:16,2025-08-04,17:16,Good To Yielding,1m 2f 84y,Letiza (IRE),G F Carroll,0,H De Bromhead,8th,1/2 l,5,9-11,76,True,10,11
Naas Racing Results | 4th August 2025 17:16,2025-08-04,17:16,Good To Yielding,1m 2f 84y,Zipster (IRE),D S O'Sullivan,7,Gerard O'Leary,7th,1/2 l,4,9-12,77,True,10,11
Naas Racing Results | 4th August 2025 17:16,2025-08-04,17:16,Good To Yielding,1m 2f 84y,Autocrat (IRE),K G Kennedy,5,R Donohoe,6th,1/2 l,5,9-4b,69,True,10,11
Naas Racing Results | 4th August 2025 17:16,2025-08-04,17:16,Good To Yielding,1m 2f 84y,Molto Amichi (IRE),C T Keane,0,E Griffin,5th,Short Head,4,10-0,79,True,10,11
