track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Mokotow Glory,Oisin McSweeney,5,Daniel James Murphy,14th,3 1/2 l,2,9-4,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Admiral Mae (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,13th,Neck,2,9-6b,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,I've Been Dreaming (IRE),L. F. Roche,0,Mark Fahey,12th,1 1/4 l,2,9-2,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Maxwell Smart (IRE),N. M. Crosse,0,W. McCreery,11th,1 1/4 l,2,9-2v1,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Small Fry (IRE),C. Horgan,7,Kieran Purcell,10th,1 l,2,9-2,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Wackerjack,Seamie Heffernan,0,Henry de Bromhead,9th,1/2 l,2,9-6,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Dandy Sands (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,8th,1 l,2,9-8tb1,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Ford Island (IRE),Ben Martin Coen,0,Daniel James Murphy,7th,Short Head,2,9-6,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Ateenosix (IRE),R. P. Whelan,0,M. Halford & T. Collins,6th,1/2 l,2,9-0,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Suilleabhain (IRE),J. A. Powell,5,Kieran Patrick Cotter,5th,3/4 l,2,9-6,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Harry The Rogue (IRE),Andrew Joseph Slattery,0,A. Slattery,4th,1/2 l,2,9-2,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Liamo (IRE),P. A. Harnett,5,Donnacha Aidan O'Brien,3rd,1/2 l,2,9-8p1,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Darazeni (IRE),N. G. McCullagh,0,M. Halford & T. Collins,2nd,1 1/4 l,2,9-8,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Barnso,William James Lee,0,Miss Natalia Lupini,1st,N/A,2,9-2,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Mokotow Glory,Oisin McSweeney,5,Daniel James Murphy,14th,3 1/2 l,2,9-4,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Admiral Mae (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,13th,Neck,2,9-6b,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,I've Been Dreaming (IRE),L. F. Roche,0,Mark Fahey,12th,1 1/4 l,2,9-2,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Maxwell Smart (IRE),N. M. Crosse,0,W. McCreery,11th,1 1/4 l,2,9-2v1,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Small Fry (IRE),C. Horgan,7,Kieran Purcell,10th,1 l,2,9-2,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Wackerjack,Seamie Heffernan,0,Henry de Bromhead,9th,1/2 l,2,9-6,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Dandy Sands (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,8th,1 l,2,9-8tb1,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Ford Island (IRE),Ben Martin Coen,0,Daniel James Murphy,7th,Short Head,2,9-6,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Ateenosix (IRE),R. P. Whelan,0,M. Halford & T. Collins,6th,1/2 l,2,9-0,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Suilleabhain (IRE),J. A. Powell,5,Kieran Patrick Cotter,5th,3/4 l,2,9-6,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Harry The Rogue (IRE),Andrew Joseph Slattery,0,A. Slattery,4th,1/2 l,2,9-2,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Liamo (IRE),P. A. Harnett,5,Donnacha Aidan O'Brien,3rd,1/2 l,2,9-8p1,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Darazeni (IRE),N. G. McCullagh,0,M. Halford & T. Collins,2nd,1 1/4 l,2,9-8,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:15,N/A,17:15,Standard ytrack),7f,Barnso,William James Lee,0,Miss Natalia Lupini,1st,N/A,2,9-2,-,True,85,45
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Invincible Larne (IRE),Cillian McConnell,7,John McConnell,14th,1 l,7,10-0,73,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Rocky Dreams,J. M. Sheridan,0,James McAuley,13th,2 l,6,9-13p,72,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Bears Hug (IRE),S. McCullagh,3,J. P. Dempsey,12th,1 1/2 l,5,9-13,72,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Allo Arry (IRE),C. J. MacRedmond,5,Adrian McGuinness,11th,Head,4,9-12,71,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Chestnutter (IRE),C. D. Hayes,0,Noel Meade,10th,1/2 l,4,9-12,71,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Blue News (USA),Andrew Joseph Slattery,0,A. Slattery,9th,Head,3,9-4,65,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Mere Accountant (IRE),Ben Martin Coen,0,John Patrick Murtagh,8th,Neck,3,9-12,73,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Not Just Yet (IRE),R. Whearty,5,Noel Meade,7th,Neck,3,9-11,72,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Garrick Painter (IRE),Oisin McSweeney,5,Daniel James Murphy,6th,3/4 l,3,9-12,73,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Cash Or Crypto (IRE),L. T. McAteer,0,David Marnane,5th,1 1/2 l,3,10-0,75,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Super Over (IRE),D. B. McMonagle,0,D. P. Coakley,4th,Neck,5,10-2p,75,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Exquisite Acclaim (IRE),Adam Caffrey,5,Adrian McGuinness,3rd,1 3/4 l,4,9-8p,67,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Talia (IRE),William James Lee,0,Miss Natalia Lupini,2nd,1 l,3,9-9,70,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Many Tears (IRE),J. Kearney,7,G. M. Lyons,1st,N/A,3,9-11t,72,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Invincible Larne (IRE),Cillian McConnell,7,John McConnell,14th,1 l,7,10-0,73,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Rocky Dreams,J. M. Sheridan,0,James McAuley,13th,2 l,6,9-13p,72,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Bears Hug (IRE),S. McCullagh,3,J. P. Dempsey,12th,1 1/2 l,5,9-13,72,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Allo Arry (IRE),C. J. MacRedmond,5,Adrian McGuinness,11th,Head,4,9-12,71,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Chestnutter (IRE),C. D. Hayes,0,Noel Meade,10th,1/2 l,4,9-12,71,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Blue News (USA),Andrew Joseph Slattery,0,A. Slattery,9th,Head,3,9-4,65,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Mere Accountant (IRE),Ben Martin Coen,0,John Patrick Murtagh,8th,Neck,3,9-12,73,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Not Just Yet (IRE),R. Whearty,5,Noel Meade,7th,Neck,3,9-11,72,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Garrick Painter (IRE),Oisin McSweeney,5,Daniel James Murphy,6th,3/4 l,3,9-12,73,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Cash Or Crypto (IRE),L. T. McAteer,0,David Marnane,5th,1 1/2 l,3,10-0,75,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Super Over (IRE),D. B. McMonagle,0,D. P. Coakley,4th,Neck,5,10-2p,75,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Exquisite Acclaim (IRE),Adam Caffrey,5,Adrian McGuinness,3rd,1 3/4 l,4,9-8p,67,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Talia (IRE),William James Lee,0,Miss Natalia Lupini,2nd,1 l,3,9-9,70,True,85,46
Dundalk Racing Results | 13th October 2023 17:45,N/A,17:45,Standard,7f,Many Tears (IRE),J. Kearney,7,G. M. Lyons,1st,N/A,3,9-11t,72,True,85,46
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Bay of Plenty (IRE),Wesley Joyce,7,John Patrick Murtagh,14th,Neck,3,10-1,94,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Semblance Of Order (IRE),William James Lee,0,Andrew Oliver,13th,2 1/2 l,3,9-1p,80,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Higher Kingdom,D. W. O'Connor,0,John McConnell,12th,1 1/4 l,6,9-4,80,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Giuseppe Cassioli,J. A. Powell,5,D. J. Bunyan & G. O'Leary,11th,1/2 l,6,8-8,70,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Just An Hour (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,10th,Head,3,9-7b1,86,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Ransom,D. King,5,Philip Michael Byrne,9th,Head,6,10-1t,91,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Hasten Slowly (IRE),C. D. Hayes,0,Noel Meade,8th,1/2 l,3,8-8b,73,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Punk Poet (IRE),Ben Martin Coen,0,Edward Lynam,7th,2 1/4 l,6,9-4,80,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Pier Pressure (FR),J. J. G. Ryan,5,G. M. Lyons,6th,Nose,3,8-12,77,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Benavente,J. M. Sheridan,0,Kevin Thomas Coleman,5th,Head,5,8-12,74,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Pierre Lapin (IRE),R. P. Whelan,0,Adrian McGuinness,4th,Nose,6,9-0p,76,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Jaafel (IRE),N. M. Crosse,0,James McAuley,3rd,3 l,5,8-7t,69,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Tosen Wish (IRE),C. J. MacRedmond,5,Adrian McGuinness,2nd,1/2 l,4,9-9p,85,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Migdam (FR),Adam Caffrey,5,Adrian McGuinness,1st,N/A,4,9-11,87,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Bay of Plenty (IRE),Wesley Joyce,7,John Patrick Murtagh,14th,Neck,3,10-1,94,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Semblance Of Order (IRE),William James Lee,0,Andrew Oliver,13th,2 1/2 l,3,9-1p,80,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Higher Kingdom,D. W. O'Connor,0,John McConnell,12th,1 1/4 l,6,9-4,80,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Giuseppe Cassioli,J. A. Powell,5,D. J. Bunyan & G. O'Leary,11th,1/2 l,6,8-8,70,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Just An Hour (IRE),C. Stone-Walsh,7,Joseph Patrick O'Brien,10th,Head,3,9-7b1,86,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Ransom,D. King,5,Philip Michael Byrne,9th,Head,6,10-1t,91,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Hasten Slowly (IRE),C. D. Hayes,0,Noel Meade,8th,1/2 l,3,8-8b,73,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Punk Poet (IRE),Ben Martin Coen,0,Edward Lynam,7th,2 1/4 l,6,9-4,80,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Pier Pressure (FR),J. J. G. Ryan,5,G. M. Lyons,6th,Nose,3,8-12,77,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Benavente,J. M. Sheridan,0,Kevin Thomas Coleman,5th,Head,5,8-12,74,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Pierre Lapin (IRE),R. P. Whelan,0,Adrian McGuinness,4th,Nose,6,9-0p,76,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Jaafel (IRE),N. M. Crosse,0,James McAuley,3rd,3 l,5,8-7t,69,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Tosen Wish (IRE),C. J. MacRedmond,5,Adrian McGuinness,2nd,1/2 l,4,9-9p,85,True,85,47
Dundalk Racing Results | 13th October 2023 18:15,N/A,18:15,Standard,1m,Migdam (FR),Adam Caffrey,5,Adrian McGuinness,1st,N/A,4,9-11,87,True,85,47
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Zurana (IRE),A. C. Persse,4,Patrick J. Flynn,14th,5 1/2 l,3,10-0,64,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Fox Leicester (IRE),D. E. Sheehy,0,John Michael Burke,13th,Neck,7,9-8b,54,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Ciao Adios (IRE),C. J. MacRedmond,0,Philip Michael Byrne,12th,1 3/4 l,4,9-3,49,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Vidala (IRE),C. Stone-Walsh,4,Ms Sheila Lavery,11th,1/2 l,4,9-1,47,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Jim's Cracker,Adam Caffrey,2,Dermot Anthony McLoughlin,10th,Short Head,3,8-12p,48,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Sioux Princess,J. J. G. Ryan,2,M. D. O'Callaghan,9th,Head,4,9-6tb,52,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,King Of Wessex (ARG),J. Kearney,4,Andrew Oliver,8th,3/4 l,3,9-11h1,61,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Not Just Any Eagle (IRE),R. Donaghue-Leahy,7,Patrick J. Flynn,7th,3/4 l,4,9-12,58,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Dark Street (IRE),Wesley Joyce,4,Luke Comer,6th,Neck,5,9-6,52,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Nyota (IRE),J. A. Powell,0,M. Halford & T. Collins,5th,3/4 l,3,9-8,58,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Dinamine (IRE),Siobhan Rutledge,0,John McConnell,4th,2 l,5,9-2h1,48,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Curzon Queen (IRE),P. A. Harnett,2,Kieran Patrick Cotter,3rd,Short Head,3,8-11,47,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Darkened (IRE),D. King,0,Shane Kieran Ryder,2nd,Nose,7,10-0tb,60,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Neverfindanother U (IRE),R. Whearty,2,T. Gibney,1st,N/A,4,9-12,58,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Zurana (IRE),A. C. Persse,4,Patrick J. Flynn,14th,5 1/2 l,3,10-0,64,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Fox Leicester (IRE),D. E. Sheehy,0,John Michael Burke,13th,Neck,7,9-8b,54,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Ciao Adios (IRE),C. J. MacRedmond,0,Philip Michael Byrne,12th,1 3/4 l,4,9-3,49,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Vidala (IRE),C. Stone-Walsh,4,Ms Sheila Lavery,11th,1/2 l,4,9-1,47,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Jim's Cracker,Adam Caffrey,2,Dermot Anthony McLoughlin,10th,Short Head,3,8-12p,48,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Sioux Princess,J. J. G. Ryan,2,M. D. O'Callaghan,9th,Head,4,9-6tb,52,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,King Of Wessex (ARG),J. Kearney,4,Andrew Oliver,8th,3/4 l,3,9-11h1,61,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Not Just Any Eagle (IRE),R. Donaghue-Leahy,7,Patrick J. Flynn,7th,3/4 l,4,9-12,58,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Dark Street (IRE),Wesley Joyce,4,Luke Comer,6th,Neck,5,9-6,52,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Nyota (IRE),J. A. Powell,0,M. Halford & T. Collins,5th,3/4 l,3,9-8,58,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Dinamine (IRE),Siobhan Rutledge,0,John McConnell,4th,2 l,5,9-2h1,48,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Curzon Queen (IRE),P. A. Harnett,2,Kieran Patrick Cotter,3rd,Short Head,3,8-11,47,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Darkened (IRE),D. King,0,Shane Kieran Ryder,2nd,Nose,7,10-0tb,60,True,85,48
Dundalk Racing Results | 13th October 2023 18:45,N/A,18:45,Standard,1m 2f 150y,Neverfindanother U (IRE),R. Whearty,2,T. Gibney,1st,N/A,4,9-12,58,True,85,48
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Sleepless Knight (IRE),Wesley Joyce,4,John Andrew Kinsella,14th,1 1/4 l,3,8-9p,47,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Grizabella (IRE),R. Whearty,2,John Joseph Hanlon,13th,1 3/4 l,4,9-9,57,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Lord Park (IRE),Siobhan Rutledge,0,John McConnell,12th,1 1/4 l,6,9-5t,53,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Dance Emperor (IRE),P. A. Harnett,2,Peter Fahey,11th,2 3/4 l,8,9-6b,54,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Is That So (IRE),Jack Cleary,7,Adrian Murray,10th,1 3/4 l,6,9-8,56,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Shining Aitch,J. J. G. Ryan,2,T. G. McCourt,9th,Neck,6,9-7t,55,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Harriet Eagle (IRE),R. Donaghue-Leahy,7,Patrick J. Flynn,8th,Neck,3,9-12,64,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,River Derwent,Adam Caffrey,2,R. Donohoe,7th,1 l,5,9-3tp,51,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Portreath (IRE),S. McCullagh,0,Mrs J. Harrington,6th,1 l,3,9-13tp,65,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Mads Black Eights (IRE),J. Kearney,4,Matthew J. Smith,5th,1 1/2 l,7,10-0,62,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Lady Leanora (IRE),C. J. MacRedmond,0,A. J. Martin,4th,1/2 l,6,9-9t,57,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Kampala Beach (IRE),C. Stone-Walsh,4,M. Halford & T. Collins,3rd,2 3/4 l,4,9-3,51,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Wajaaha (IRE),D. King,0,P. J. McKenna,2nd,3/4 l,8,9-13v,61,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,The Mpex Kid (IRE),J. A. Powell,0,Ciaran Murphy,1st,N/A,7,10-2,64,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Sleepless Knight (IRE),Wesley Joyce,4,John Andrew Kinsella,14th,1 1/4 l,3,8-9p,47,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Grizabella (IRE),R. Whearty,2,John Joseph Hanlon,13th,1 3/4 l,4,9-9,57,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Lord Park (IRE),Siobhan Rutledge,0,John McConnell,12th,1 1/4 l,6,9-5t,53,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Dance Emperor (IRE),P. A. Harnett,2,Peter Fahey,11th,2 3/4 l,8,9-6b,54,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Is That So (IRE),Jack Cleary,7,Adrian Murray,10th,1 3/4 l,6,9-8,56,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Shining Aitch,J. J. G. Ryan,2,T. G. McCourt,9th,Neck,6,9-7t,55,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Harriet Eagle (IRE),R. Donaghue-Leahy,7,Patrick J. Flynn,8th,Neck,3,9-12,64,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,River Derwent,Adam Caffrey,2,R. Donohoe,7th,1 l,5,9-3tp,51,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Portreath (IRE),S. McCullagh,0,Mrs J. Harrington,6th,1 l,3,9-13tp,65,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Mads Black Eights (IRE),J. Kearney,4,Matthew J. Smith,5th,1 1/2 l,7,10-0,62,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Lady Leanora (IRE),C. J. MacRedmond,0,A. J. Martin,4th,1/2 l,6,9-9t,57,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Kampala Beach (IRE),C. Stone-Walsh,4,M. Halford & T. Collins,3rd,2 3/4 l,4,9-3,51,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,Wajaaha (IRE),D. King,0,P. J. McKenna,2nd,3/4 l,8,9-13v,61,True,85,49
Dundalk Racing Results | 13th October 2023 19:15,N/A,19:15,Standard,1m 2f 150y,The Mpex Kid (IRE),J. A. Powell,0,Ciaran Murphy,1st,N/A,7,10-2,64,True,85,49
Dundalk Racing Results | 13th October 2023 19:45,N/A,19:45,Standard,1m 4f,Dartan,Ben Martin Coen,0,Matthew J. Smith,12th,Neck,6,9-8tb,92,True,85,50
Dundalk Racing Results | 13th October 2023 19:45,N/A,19:45,Standard,1m 4f,Fast Medicine (IRE),L. F. Roche,0,John Joseph Hanlon,11th,2 l,5,8-13h,83,True,85,50
Dundalk Racing Results | 13th October 2023 19:45,N/A,19:45,Standard,1m 4f,Cozone,C. D. Hayes,0,Matthew J. Smith,10th,1/2 l,6,8-10b,80,True,85,50
Dundalk Racing Results | 13th October 2023 19:45,N/A,19:45,Standard,1m 4f,Aurora Princess (IRE),J. A. Powell,5,Emmet Mullins,9th,2 1/2 l,5,8-7tv,77,True,85,50
Dundalk Racing Results | 13th October 2023 19:45,N/A,19:45,Standard,1m 4f,Freescape,L. T. McAteer,0,David Marnane,8th,1/2 l,8,10-2,100,True,85,50
