track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tramore Racing Results | 10th October 2024 17:00,N/A,17:00,Yielding,2m 4f 80y,Bigira (FR),R A Doyle,0,M Fahey,8th,1/2 l,5,11-5t,-,True,145,7
Tramore Racing Results | 10th October 2024 17:00,N/A,17:00,Yielding,2m 4f 80y,Game And Glory (IRE),S D Torrens,0,P J Rothwell,7th,Neck,8,11-5p,-,True,145,7
Tramore Racing Results | 10th October 2024 17:00,N/A,17:00,Yielding,2m 4f 80y,Tuckmill (IRE),Sam Ewing,0,Peter Fahey,6th,4 1/2 l,8,11-12,-,True,145,7
Tramore Racing Results | 10th October 2024 17:00,N/A,17:00,Yielding,2m 4f 80y,Doyen For A Drink (IRE),M J M O'Sullivan,0,Gerard O'Leary,5th,3 1/2 l,7,11-5,-,True,145,7
Tramore Racing Results | 10th October 2024 17:00,N/A,17:00,Yielding,2m 4f 80y,Aurea Fortuna (IRE),D King,0,Mrs C O'Leary,4th,1/2 l,5,11-12,-,True,145,7
Tramore Racing Results | 10th October 2024 17:00,N/A,17:00,Yielding,2m 4f 80y,Michal (IRE),C Stone-Walsh,5,Colm Murphy,3rd,3 1/2 l,6,11-5t,-,True,145,7
Tramore Racing Results | 10th October 2024 17:00,N/A,17:00,Yielding,2m 4f 80y,Jouster (FR),K M Donoghue,0,G P Cromwell,2nd,1 1/4 l,5,11-12t,-,True,145,7
Tramore Racing Results | 10th October 2024 17:00,N/A,17:00,Yielding,2m 4f 80y,Ballybrack Wood (IRE),D J O'Keeffe,0,H De Bromhead,1st,N/A,6,11-12,-,True,145,7
Tramore Racing Results | 10th October 2024 17:35,N/A,17:35,Yielding (Soft In Places)  Flat (Turf),2m,Scart Lad (IRE),Ms J E Grant,7,D M O'Brien,PU,N/A,4,11-13,-,True,145,8
Tramore Racing Results | 10th October 2024 17:35,N/A,17:35,Yielding (Soft In Places)  Flat (Turf),2m,On The Gandy Hop (FR),Miss G Benson,7,D Hogan,6th,3 3/4 l,4,11-13,-,True,145,8
Tramore Racing Results | 10th October 2024 17:35,N/A,17:35,Yielding (Soft In Places)  Flat (Turf),2m,Dafhney Blue (IRE),Miss J Corish,7,R P Rath,5th,2 1/2 l,4,11-6,-,True,145,8
Tramore Racing Results | 10th October 2024 17:35,N/A,17:35,Yielding (Soft In Places)  Flat (Turf),2m,San Franco (IRE),Miss J Townend,0,D A McLoughlin,4th,3 3/4 l,4,11-13,-,True,145,8
