track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Catch Yourself On (USA),Mr J H Williamson,7,J J Hanlon,12th,18 l,5,12-0,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Mr Mcwhinny (IRE),Mr O T Gilligan,7,P J Gilligan,11th,3 1/2 l,6,12-0,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Beltown Lake (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,10th,7 l,6,12-0t1,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Boston Rajj (IRE),Mr H C Swan,3,G Elliott,9th,3 1/2 l,6,12-0,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Spotthedifference (IRE),Mr T A Halford,7,M Halford & T Collins,8th,1 1/2 l,5,12-0,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Barton Snow (IRE),Miss M M McElligott,7,William P Murphy,7th,4 3/4 l,7,12-0t1,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Peg Of The Hills (IRE),Mr F Maguire,0,C O'Dwyer,6th,Neck,6,11-7t,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Monroes Hollow (IRE),Mr D G Lavery,0,Peter Fahey,5th,Head,6,12-0,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Vicar Street (IRE),Mr D O'Connor,0,W P Mullins,4th,4 1/4 l,5,12-0t1,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Leave In Secret (IRE),Mr J L Gleeson,5,T Gibney,3rd,1/2 l,5,12-0,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Sporting Glance (FR),Mr P W Mullins,0,C Collins,2nd,3 1/4 l,5,12-0,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Brave Crogha (FR),Miss A B O'Connor,0,I Madden,1st,N/A,5,12-0,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,El Toro Rocco (IRE),Mr F J Gillen,7,E Mullins,NR,N/A,5,12-0,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Good Lies (IRE),Mr E Mahon,7,Miss H McLoughlin,13th,50 l,5,11-7t1,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Catch Yourself On (USA),Mr J H Williamson,7,J J Hanlon,12th,18 l,5,12-0,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Mr Mcwhinny (IRE),Mr O T Gilligan,7,P J Gilligan,11th,3 1/2 l,6,12-0,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Beltown Lake (IRE),Mr Alan O'Sullivan,7,E M O'Sullivan,10th,7 l,6,12-0t1,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Boston Rajj (IRE),Mr H C Swan,3,G Elliott,9th,3 1/2 l,6,12-0,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Spotthedifference (IRE),Mr T A Halford,7,M Halford & T Collins,8th,1 1/2 l,5,12-0,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Barton Snow (IRE),Miss M M McElligott,7,William P Murphy,7th,4 3/4 l,7,12-0t1,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Peg Of The Hills (IRE),Mr F Maguire,0,C O'Dwyer,6th,Neck,6,11-7t,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Monroes Hollow (IRE),Mr D G Lavery,0,Peter Fahey,5th,Head,6,12-0,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Vicar Street (IRE),Mr D O'Connor,0,W P Mullins,4th,4 1/4 l,5,12-0t1,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Leave In Secret (IRE),Mr J L Gleeson,5,T Gibney,3rd,1/2 l,5,12-0,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Sporting Glance (FR),Mr P W Mullins,0,C Collins,2nd,3 1/4 l,5,12-0,-,True,131,16
Galway Racing Results | 1st August 2024 18:10,N/A,18:10,Good,2m 2f,Brave Crogha (FR),Miss A B O'Connor,0,I Madden,1st,N/A,5,12-0,-,True,131,16
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,A Law Of Her Own (IRE),D J Gilligan,3,Peter Fahey,NR,N/A,7,10-13,119,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Gold Speed (IRE),J J Slevin,0,A Murray,NR,N/A,11,11-2,122,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Samui,Sam Ewing,0,G Elliott,NR,N/A,5,11-6t,126,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Enfranchise (IRE),D E Mullins,0,J J Hanlon,NR,N/A,6,11-3,123,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Gone For Tea (IRE),J Coen,3,Peter Fahey,NR,N/A,6,10-7,113,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Set Point (IRE),J W Kennedy,0,G Elliott,NR,N/A,6,11-4p,124,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Rocky Blue (IRE),J B Foley,0,T Mullins,PU,N/A,9,11-1,121,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Master Otis (IRE),C G O'Dwyer,5,T Mullins,14th,24 l,5,10-8,114,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Great Bear,D J O'Keeffe,0,H De Bromhead,13th,4 1/2 l,8,11-3,123,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Fiveonefive (IRE),J C Gainford,0,C Collins,12th,Head,6,11-12p,132,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Run For Harry (IRE),D Meyler,0,Mrs G Callaghan,11th,4 1/2 l,6,11-1tp,121,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Walnut Beach (IRE),G B Noonan,5,P J Flynn,10th,1/2 l,7,10-10,116,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Dark Note,Mr A P Ryan,7,A Slattery,9th,1 l,5,11-2,122,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Pahlavi (IRE),P Hanlon,7,J J Hanlon,8th,3/4 l,7,10-5,111,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Man O Work (IRE),Cian Cullinan,7,P G Fahey,7th,3 1/4 l,6,11-12,132,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Pigeon House (IRE),N de Boinville,0,Mrs J Harrington,6th,Nose,4,11-3p,126,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Metamorpheus (IRE),C Stone-Walsh,5,P Nolan,5th,Neck,5,10-11,117,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Kaleb (IRE),J M Quinlan,0,Miss A Murphy,4th,3 l,6,11-3p,123,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Lord Erskine (IRE),Rachael Blackmore,0,H Rogers,3rd,2 1/4 l,11,11-7b,127,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Tounsivator (FR),P Townend,0,W P Mullins,2nd,Short Head,5,11-9,129,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Volantis (IRE),K M Donoghue,0,R O'Sullivan,1st,N/A,6,11-6,126,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,A Law Of Her Own (IRE),D J Gilligan,3,Peter Fahey,NR,N/A,7,10-13,119,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Gold Speed (IRE),J J Slevin,0,A Murray,NR,N/A,11,11-2,122,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Samui,Sam Ewing,0,G Elliott,NR,N/A,5,11-6t,126,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Enfranchise (IRE),D E Mullins,0,J J Hanlon,NR,N/A,6,11-3,123,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Gone For Tea (IRE),J Coen,3,Peter Fahey,NR,N/A,6,10-7,113,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Set Point (IRE),J W Kennedy,0,G Elliott,NR,N/A,6,11-4p,124,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Rocky Blue (IRE),J B Foley,0,T Mullins,PU,N/A,9,11-1,121,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Master Otis (IRE),C G O'Dwyer,5,T Mullins,14th,24 l,5,10-8,114,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Great Bear,D J O'Keeffe,0,H De Bromhead,13th,4 1/2 l,8,11-3,123,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Fiveonefive (IRE),J C Gainford,0,C Collins,12th,Head,6,11-12p,132,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Run For Harry (IRE),D Meyler,0,Mrs G Callaghan,11th,4 1/2 l,6,11-1tp,121,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Walnut Beach (IRE),G B Noonan,5,P J Flynn,10th,1/2 l,7,10-10,116,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Dark Note,Mr A P Ryan,7,A Slattery,9th,1 l,5,11-2,122,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Pahlavi (IRE),P Hanlon,7,J J Hanlon,8th,3/4 l,7,10-5,111,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Man O Work (IRE),Cian Cullinan,7,P G Fahey,7th,3 1/4 l,6,11-12,132,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Pigeon House (IRE),N de Boinville,0,Mrs J Harrington,6th,Nose,4,11-3p,126,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Metamorpheus (IRE),C Stone-Walsh,5,P Nolan,5th,Neck,5,10-11,117,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Kaleb (IRE),J M Quinlan,0,Miss A Murphy,4th,3 l,6,11-3p,123,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Lord Erskine (IRE),Rachael Blackmore,0,H Rogers,3rd,2 1/4 l,11,11-7b,127,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Tounsivator (FR),P Townend,0,W P Mullins,2nd,Short Head,5,11-9,129,True,131,17
Galway Racing Results | 2nd August 2024 17:00,N/A,17:00,Good To Yielding,2m 11y,Volantis (IRE),K M Donoghue,0,R O'Sullivan,1st,N/A,6,11-6,126,True,131,17
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Amplitude (IRE),G F Carroll,0,J G Murphy,NR,N/A,2,9-2,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Kilgharrahs Love (IRE),R P Cleary,0,T Cleary,NR,N/A,2,8-11,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Heishybrid,B M Coen,0,N Meade,NR,N/A,2,9-4p1,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Arizona Robbins (IRE),C Horgan,7,A Slattery,14th,3 1/4 l,2,9-1,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Esque Elegance (IRE),Siobhan Rutledge,3,J C McConnell,13th,2 1/4 l,2,8-13,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Tofino (IRE),R P Cleary,0,G P Cromwell,12th,1 1/4 l,2,9-1,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Expert Analysis (IRE),S Foley,0,W Ross,11th,4 1/2 l,2,9-2,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Talgo Abbess (IRE),C D Hayes,0,K Prendergast,10th,1 l,2,9-8,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,A Call Too Soon (IRE),A J Slattery,0,J A Stack,9th,Neck,2,9-3,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Nakatomi (IRE),R Whearty,5,A Murray,8th,4 1/4 l,2,9-4,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Dandy Magic (IRE),C T Keane,0,E Mullins,7th,Neck,2,9-1,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Baltray Lady (IRE),M P Sheehy,0,J P O'Brien,6th,1 1/2 l,2,8-11,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Mighty Day (IRE),L T McAteer,0,J M Barrett,5th,Neck,2,9-2,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Great Mover (IRE),N M Crosse,0,W McCreery,4th,1/2 l,2,8-11,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Nobler (GER),D P McDonogh,0,J P O'Brien,3rd,Neck,2,9-4,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Raven Darkholme,M W Hassett,5,J P O'Brien,2nd,2 1/2 l,2,8-11,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Bessie Abott (IRE),W Joyce,5,M Mulvany,1st,N/A,2,8-13,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Amplitude (IRE),G F Carroll,0,J G Murphy,NR,N/A,2,9-2,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Kilgharrahs Love (IRE),R P Cleary,0,T Cleary,NR,N/A,2,8-11,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Heishybrid,B M Coen,0,N Meade,NR,N/A,2,9-4p1,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Arizona Robbins (IRE),C Horgan,7,A Slattery,14th,3 1/4 l,2,9-1,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Esque Elegance (IRE),Siobhan Rutledge,3,J C McConnell,13th,2 1/4 l,2,8-13,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Tofino (IRE),R P Cleary,0,G P Cromwell,12th,1 1/4 l,2,9-1,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Expert Analysis (IRE),S Foley,0,W Ross,11th,4 1/2 l,2,9-2,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Talgo Abbess (IRE),C D Hayes,0,K Prendergast,10th,1 l,2,9-8,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,A Call Too Soon (IRE),A J Slattery,0,J A Stack,9th,Neck,2,9-3,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Nakatomi (IRE),R Whearty,5,A Murray,8th,4 1/4 l,2,9-4,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Dandy Magic (IRE),C T Keane,0,E Mullins,7th,Neck,2,9-1,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Baltray Lady (IRE),M P Sheehy,0,J P O'Brien,6th,1 1/2 l,2,8-11,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Mighty Day (IRE),L T McAteer,0,J M Barrett,5th,Neck,2,9-2,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Great Mover (IRE),N M Crosse,0,W McCreery,4th,1/2 l,2,8-11,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Nobler (GER),D P McDonogh,0,J P O'Brien,3rd,Neck,2,9-4,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Raven Darkholme,M W Hassett,5,J P O'Brien,2nd,2 1/2 l,2,8-11,-,True,131,18
Galway Racing Results | 2nd August 2024 17:30,N/A,17:30,Yielding To Soft,7f,Bessie Abott (IRE),W Joyce,5,M Mulvany,1st,N/A,2,8-13,-,True,131,18
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Elle Perfecta (IRE),Non Runner,0,Colm Murphy,NR,N/A,8,10-13t,125,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,The Gradual Slope (IRE),Mark McDonagh,0,S O O'Brien,PU,N/A,7,10-8,120,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Ontheropes (IRE),K Callaghan,5,W P Mullins,F,N/A,10,11-11tb1,137,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Motown Maggie (IRE),J C Gainford,0,G Elliott,BD,N/A,7,10-13p,125,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Whacker Clan (IRE),Rachael Blackmore,0,H De Bromhead,17th,1/2 l,8,11-3p,129,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Battle Of Mirbat (IRE),Mr A P Ryan,7,M J McDonagh,16th,37 l,7,10-11,123,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Arrycan (IRE),R Deegan,0,L P Cusack,15th,25 l,10,10-12,124,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Frontal Assault (IRE),J W Kennedy,0,G Elliott,14th,1/2 l,9,11-7b,133,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Hascoeur Clermont (FR),C Stone-Walsh,5,G P Cromwell,13th,3 l,7,10-13,125,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Mr Saxobeat (IRE),D J O'Keeffe,0,T Gibney,12th,3 1/2 l,8,10-11,123,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Cap Du Nord (FR),Jack Tudor,0,Christian Williams,11th,4 1/2 l,11,10-13p,125,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Born By The Sea (IRE),J G Gilligan,7,P J Gilligan,10th,2 3/4 l,10,11-4,130,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Statuario,S Bowen,0,P & M Bowen,9th,2 1/4 l,9,11-7,133,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Sphagnum (IRE),D P Maxwell,7,J P Broderick,8th,Short Head,7,10-11tp,123,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Mars Harper,Sam Ewing,0,G Elliott,7th,2 1/2 l,8,11-12tp,138,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Paidi's Passion (IRE),K C Sexton,0,P W Flynn,6th,1 1/4 l,8,10-13,125,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Francky Du Berlais (FR),B S Hughes,0,P & M Bowen,5th,1/2 l,11,11-1tp,127,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Flash De Touzaine (FR),D Meyler,0,Liz Doyle,4th,4 1/2 l,9,11-1tp,127,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Flanking Maneuver (IRE),A Harvey,7,N Meade,3rd,11 l,9,11-7tb,133,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Moonovercloon (IRE),J Smith,7,M J Smith,2nd,Nose,7,11-3,129,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Battleoverdoyen (IRE),D J Gilligan,3,G Elliott,1st,N/A,11,10-11t,123,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Elle Perfecta (IRE),Non Runner,0,Colm Murphy,NR,N/A,8,10-13t,125,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,The Gradual Slope (IRE),Mark McDonagh,0,S O O'Brien,PU,N/A,7,10-8,120,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Ontheropes (IRE),K Callaghan,5,W P Mullins,F,N/A,10,11-11tb1,137,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Motown Maggie (IRE),J C Gainford,0,G Elliott,BD,N/A,7,10-13p,125,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Whacker Clan (IRE),Rachael Blackmore,0,H De Bromhead,17th,1/2 l,8,11-3p,129,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Battle Of Mirbat (IRE),Mr A P Ryan,7,M J McDonagh,16th,37 l,7,10-11,123,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Arrycan (IRE),R Deegan,0,L P Cusack,15th,25 l,10,10-12,124,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Frontal Assault (IRE),J W Kennedy,0,G Elliott,14th,1/2 l,9,11-7b,133,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Hascoeur Clermont (FR),C Stone-Walsh,5,G P Cromwell,13th,3 l,7,10-13,125,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Mr Saxobeat (IRE),D J O'Keeffe,0,T Gibney,12th,3 1/2 l,8,10-11,123,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Cap Du Nord (FR),Jack Tudor,0,Christian Williams,11th,4 1/2 l,11,10-13p,125,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Born By The Sea (IRE),J G Gilligan,7,P J Gilligan,10th,2 3/4 l,10,11-4,130,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Statuario,S Bowen,0,P & M Bowen,9th,2 1/4 l,9,11-7,133,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Sphagnum (IRE),D P Maxwell,7,J P Broderick,8th,Short Head,7,10-11tp,123,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Mars Harper,Sam Ewing,0,G Elliott,7th,2 1/2 l,8,11-12tp,138,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Paidi's Passion (IRE),K C Sexton,0,P W Flynn,6th,1 1/4 l,8,10-13,125,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Francky Du Berlais (FR),B S Hughes,0,P & M Bowen,5th,1/2 l,11,11-1tp,127,True,131,19
Galway Racing Results | 2nd August 2024 18:00,N/A,18:00,Good To Yielding,2m 6f 111y,Flash De Touzaine (FR),D Meyler,0,Liz Doyle,4th,4 1/2 l,9,11-1tp,127,True,131,19
