track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Gimmeago (IRE),Phillip Enright,0,Ian O'Connor,8th,Head,4,10-13,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Orpington (IRE),T. Joseph Kelly,7,Enda Bolger,7th,33 l,4,10-13,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Flamborough,D. J. O'Keeffe,0,T. Gibney,6th,4 l,4,11-7,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Shajak (IRE),J. S. McGarvey,0,Gordon Elliott,5th,2 3/4 l,4,11-7t,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Baltic Bird,R. J. Condon,5,William Durkan,4th,3 3/4 l,4,11-7h,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Morning Soldier (IRE),Jack Foley,0,Thomas Mullins,3rd,Head,4,11-7,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Boher Road (IRE),P. T. Smithers,7,Jarlath P. Fahey,2nd,5 1/2 l,4,11-7,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Custom of the Sea (IRE),J. J. Slevin,0,Joseph Patrick O'Brien,1st,N/A,4,10-13,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Askwell (IRE),C. P. McNamara,0,Eric McNamara,16th,6 1/2 l,4,10-13,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Across The Ocean (IRE),Sean Flanagan,0,Gavin Patrick Cromwell,15th,6 1/2 l,4,10-13,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Rushford,H. Morgan,3,T. R. Hughes,14th,7 1/2 l,4,11-7,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Tullabrack Lad (IRE),C. Smithers,7,F. Flood,13th,4 1/2 l,4,10-13,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Highland King (IRE),M. P. O'Connor,5,Henry de Bromhead,12th,5 1/2 l,4,10-13t,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Dream Shaper (IRE),R. A. Doyle,0,Thomas Cooper,11th,7 l,4,10-13,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Tenacious Tess (IRE),S. F. O'Keeffe,0,Jonathan Fogarty,10th,3/4 l,4,10-6,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Brave Crogha (FR),Donagh Meyler,0,Thomas Cooper,9th,8 1/2 l,4,10-13,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Gimmeago (IRE),Phillip Enright,0,Ian O'Connor,8th,Head,4,10-13,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Orpington (IRE),T. Joseph Kelly,7,Enda Bolger,7th,33 l,4,10-13,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Flamborough,D. J. O'Keeffe,0,T. Gibney,6th,4 l,4,11-7,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Shajak (IRE),J. S. McGarvey,0,Gordon Elliott,5th,2 3/4 l,4,11-7t,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Baltic Bird,R. J. Condon,5,William Durkan,4th,3 3/4 l,4,11-7h,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Morning Soldier (IRE),Jack Foley,0,Thomas Mullins,3rd,Head,4,11-7,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Boher Road (IRE),P. T. Smithers,7,Jarlath P. Fahey,2nd,5 1/2 l,4,11-7,-,True,54,15
Killarney Racing Results | 14th May 2023 13:55,N/A,13:55,Good To Yielding (Good In Places),2m 1f,Custom of the Sea (IRE),J. J. Slevin,0,Joseph Patrick O'Brien,1st,N/A,4,10-13,-,True,54,15
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Screaming Petrus,Patrick O'Hanlon,5,P. J. Rothwell,PU,N/A,5,11-12,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Hey Skipper (IRE),M. M. McDonagh,5,Eric McNamara,14th,13 l,7,11-4,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Freepark (IRE),C. Brassil,5,Peter Maher,13th,47 l,6,11-4ht,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Make The Plan (IRE),Phillip Enright,0,Oliver McKiernan,12th,1/2 l,5,11-4,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Callmedusty (IRE),S. Fitzgerald,3,Declan Queally,11th,10 l,5,11-4,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Chief Consul,S. D. Torrens,0,Declan Queally,10th,3/4 l,5,11-4,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Caradoc (IRE),B. Hayes,0,Eric McNamara,9th,1 l,8,11-12,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Glady Max (IRE),J. J. Slevin,0,James Joseph Mangan,8th,2 3/4 l,5,11-4,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Alhaajeb (IRE),Shane Fenelon,7,John Joseph Hanlon,7th,Neck,5,11-12,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,We Had It All Said (IRE),C. P. McNamara,0,Eric McNamara,6th,9 l,6,11-4,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Val the Man (IRE),D. J. O'Keeffe,0,Cian Michael Collins,5th,2 1/2 l,6,11-4p1,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Marciano (IRE),J. S. McGarvey,0,E. J. O'Grady,4th,10 l,5,11-4h1,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Ideal De Ciergues (FR),Keith Donoghue,0,Gordon Elliott,3rd,1 3/4 l,5,11-4,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Chiefs Kingdom (IRE),S. F. O'Keeffe,0,Paul Nolan,2nd,1/2 l,5,11-4,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Valleyoftheeagles (IRE),Sean Flanagan,0,Martin Hassett,1st,N/A,5,11-4,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Screaming Petrus,Patrick O'Hanlon,5,P. J. Rothwell,PU,N/A,5,11-12,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Hey Skipper (IRE),M. M. McDonagh,5,Eric McNamara,14th,13 l,7,11-4,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Freepark (IRE),C. Brassil,5,Peter Maher,13th,47 l,6,11-4ht,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Make The Plan (IRE),Phillip Enright,0,Oliver McKiernan,12th,1/2 l,5,11-4,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Callmedusty (IRE),S. Fitzgerald,3,Declan Queally,11th,10 l,5,11-4,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Chief Consul,S. D. Torrens,0,Declan Queally,10th,3/4 l,5,11-4,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Caradoc (IRE),B. Hayes,0,Eric McNamara,9th,1 l,8,11-12,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Glady Max (IRE),J. J. Slevin,0,James Joseph Mangan,8th,2 3/4 l,5,11-4,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Alhaajeb (IRE),Shane Fenelon,7,John Joseph Hanlon,7th,Neck,5,11-12,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,We Had It All Said (IRE),C. P. McNamara,0,Eric McNamara,6th,9 l,6,11-4,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Val the Man (IRE),D. J. O'Keeffe,0,Cian Michael Collins,5th,2 1/2 l,6,11-4p1,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Marciano (IRE),J. S. McGarvey,0,E. J. O'Grady,4th,10 l,5,11-4h1,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Ideal De Ciergues (FR),Keith Donoghue,0,Gordon Elliott,3rd,1 3/4 l,5,11-4,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Chiefs Kingdom (IRE),S. F. O'Keeffe,0,Paul Nolan,2nd,1/2 l,5,11-4,-,True,54,16
Killarney Racing Results | 14th May 2023 14:25,N/A,14:25,Good To Yielding (Good In Places),2m 1f,Valleyoftheeagles (IRE),Sean Flanagan,0,Martin Hassett,1st,N/A,5,11-4,-,True,54,16
Killarney Racing Results | 14th May 2023 14:55,N/A,14:55,Good To Yielding (Good In Places),2m 1f,Night And Day,P. Townend,0,W. P. Mullins,PU,N/A,6,11-0,-,True,54,17
Killarney Racing Results | 14th May 2023 14:55,N/A,14:55,Good To Yielding (Good In Places),2m 1f,Anna Bunina (FR),S. D. Torrens,0,John McConnell,6th,3 1/2 l,7,11-7t,-,True,54,17
Killarney Racing Results | 14th May 2023 14:55,N/A,14:55,Good To Yielding (Good In Places),2m 1f,Enfranchise (IRE),B. Hayes,0,John Joseph Hanlon,5th,10 l,5,11-0,-,True,54,17
Killarney Racing Results | 14th May 2023 14:55,N/A,14:55,Good To Yielding (Good In Places),2m 1f,Party Central (IRE),Keith Donoghue,0,Gordon Elliott,4th,9 l,7,11-7t,-,True,54,17
Killarney Racing Results | 14th May 2023 14:55,N/A,14:55,Good To Yielding (Good In Places),2m 1f,Silent Approach (IRE),Rachael Blackmore,0,Con O'Keeffe,3rd,3/4 l,5,11-0,-,True,54,17
Killarney Racing Results | 14th May 2023 14:55,N/A,14:55,Good To Yielding (Good In Places),2m 1f,Walk With Paul (FR),C. Brassil,0,Martin Brassil,2nd,1 l,7,11-0t,-,True,54,17
Killarney Racing Results | 14th May 2023 14:55,N/A,14:55,Good To Yielding (Good In Places),2m 1f,Shecouldbeanything (IRE),Donagh Meyler,0,Gordon Elliott,1st,N/A,6,11-7,-,True,54,17
Killarney Racing Results | 14th May 2023 14:55,N/A,14:55,Good To Yielding (Good In Places),2m 1f,Night And Day,P. Townend,0,W. P. Mullins,PU,N/A,6,11-0,-,True,54,17
Killarney Racing Results | 14th May 2023 14:55,N/A,14:55,Good To Yielding (Good In Places),2m 1f,Anna Bunina (FR),S. D. Torrens,0,John McConnell,6th,3 1/2 l,7,11-7t,-,True,54,17
Killarney Racing Results | 14th May 2023 14:55,N/A,14:55,Good To Yielding (Good In Places),2m 1f,Enfranchise (IRE),B. Hayes,0,John Joseph Hanlon,5th,10 l,5,11-0,-,True,54,17
Killarney Racing Results | 14th May 2023 14:55,N/A,14:55,Good To Yielding (Good In Places),2m 1f,Party Central (IRE),Keith Donoghue,0,Gordon Elliott,4th,9 l,7,11-7t,-,True,54,17
Killarney Racing Results | 14th May 2023 14:55,N/A,14:55,Good To Yielding (Good In Places),2m 1f,Silent Approach (IRE),Rachael Blackmore,0,Con O'Keeffe,3rd,3/4 l,5,11-0,-,True,54,17
Killarney Racing Results | 14th May 2023 14:55,N/A,14:55,Good To Yielding (Good In Places),2m 1f,Walk With Paul (FR),C. Brassil,0,Martin Brassil,2nd,1 l,7,11-0t,-,True,54,17
Killarney Racing Results | 14th May 2023 14:55,N/A,14:55,Good To Yielding (Good In Places),2m 1f,Shecouldbeanything (IRE),Donagh Meyler,0,Gordon Elliott,1st,N/A,6,11-7,-,True,54,17
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Cask Mate (IRE),Sean Flanagan,0,Noel Meade,UR,N/A,10,11-8t,130,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Purple Mountain (IRE),B. Hayes,0,John Joseph Hanlon,13th,13 l,8,11-3,125,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Typical Thomas (IRE),P. T. Smithers,7,James Andrew Fahey,12th,3 1/4 l,6,11-2,124,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Listentillitellyea (IRE),D. J. O'Keeffe,0,T. Gibney,11th,1/2 l,7,10-4,112,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Doyen Ta Win (IRE),S. D. Torrens,0,Declan Queally,10th,4 1/2 l,5,11-0ht1,122,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,All Those Years,P. Byrnes,5,Charles Byrnes,9th,Head,9,11-1,123,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Vultan (IRE),Patrick O'Hanlon,5,A. J. Martin,8th,2 1/4 l,6,10-8tp1,116,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Man O Work (IRE),Cian Cullinan,7,P. G. Fahey,7th,3/4 l,5,11-5,127,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Kilbree Warrior (IRE),R. J. Condon,5,Oliver McKiernan,6th,5 l,8,10-11tb,119,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Glan (IRE),Corey McGivern,7,Gordon Elliott,5th,3 1/4 l,8,11-6h,128,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Gordons Aura (IRE),C. P. Millar,7,Gordon Elliott,4th,2 l,4,10-4,118,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Sacchoandvanzetti (IRE),Shane O'Callaghan,7,John Queally,3rd,6 l,7,10-3tp,112,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Magnor Glory (IRE),M. P. O'Connor,5,Terence O'Brien,2nd,10 l,7,11-12h,134,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Mighty Tom (IRE),Denis O'Regan,0,Cian Michael Collins,1st,N/A,8,11-6,128,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Cask Mate (IRE),Sean Flanagan,0,Noel Meade,UR,N/A,10,11-8t,130,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Purple Mountain (IRE),B. Hayes,0,John Joseph Hanlon,13th,13 l,8,11-3,125,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Typical Thomas (IRE),P. T. Smithers,7,James Andrew Fahey,12th,3 1/4 l,6,11-2,124,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Listentillitellyea (IRE),D. J. O'Keeffe,0,T. Gibney,11th,1/2 l,7,10-4,112,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Doyen Ta Win (IRE),S. D. Torrens,0,Declan Queally,10th,4 1/2 l,5,11-0ht1,122,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,All Those Years,P. Byrnes,5,Charles Byrnes,9th,Head,9,11-1,123,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Vultan (IRE),Patrick O'Hanlon,5,A. J. Martin,8th,2 1/4 l,6,10-8tp1,116,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Man O Work (IRE),Cian Cullinan,7,P. G. Fahey,7th,3/4 l,5,11-5,127,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Kilbree Warrior (IRE),R. J. Condon,5,Oliver McKiernan,6th,5 l,8,10-11tb,119,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Glan (IRE),Corey McGivern,7,Gordon Elliott,5th,3 1/4 l,8,11-6h,128,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Gordons Aura (IRE),C. P. Millar,7,Gordon Elliott,4th,2 l,4,10-4,118,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Sacchoandvanzetti (IRE),Shane O'Callaghan,7,John Queally,3rd,6 l,7,10-3tp,112,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Magnor Glory (IRE),M. P. O'Connor,5,Terence O'Brien,2nd,10 l,7,11-12h,134,True,54,18
Killarney Racing Results | 14th May 2023 15:25,N/A,15:25,Good To Yielding (Good In Places),2m 1f,Mighty Tom (IRE),Denis O'Regan,0,Cian Michael Collins,1st,N/A,8,11-6,128,True,54,18
Killarney Racing Results | 14th May 2023 15:55,N/A,15:55,Good To Yielding (Good In Places),2m 7f,Perfect Attitude,Keith Donoghue,0,Gordon Elliott,7th,1/2 l,7,11-4,-,True,54,19
Killarney Racing Results | 14th May 2023 15:55,N/A,15:55,Good To Yielding (Good In Places),2m 7f,Iconic Flame (IRE),S. F. O'Keeffe,0,John Queally,6th,1/2 l,6,11-4t,-,True,54,19
Killarney Racing Results | 14th May 2023 15:55,N/A,15:55,Good To Yielding (Good In Places),2m 7f,Mercury Lane (IRE),Sean Flanagan,0,Paul Nolan,5th,3 3/4 l,9,11-10tp,-,True,54,19
Killarney Racing Results | 14th May 2023 15:55,N/A,15:55,Good To Yielding (Good In Places),2m 7f,Summer Tide (IRE),P. Byrnes,5,Charles Byrnes,4th,14 l,8,11-4,-,True,54,19
Killarney Racing Results | 14th May 2023 15:55,N/A,15:55,Good To Yielding (Good In Places),2m 7f,Caesar Rock (IRE),R. A. Doyle,0,M. F. Morris,3rd,6 l,7,11-4p,-,True,54,19
Killarney Racing Results | 14th May 2023 15:55,N/A,15:55,Good To Yielding (Good In Places),2m 7f,Vina Ardanza (IRE),J. S. McGarvey,0,Gordon Elliott,2nd,Nose,6,11-4,-,True,54,19
Killarney Racing Results | 14th May 2023 15:55,N/A,15:55,Good To Yielding (Good In Places),2m 7f,Saldier (FR),P. Townend,0,W. P. Mullins,1st,N/A,9,11-10p,-,True,54,19
Killarney Racing Results | 14th May 2023 15:55,N/A,15:55,Good To Yielding (Good In Places),2m 7f,Perfect Attitude,Keith Donoghue,0,Gordon Elliott,7th,1/2 l,7,11-4,-,True,54,19
Killarney Racing Results | 14th May 2023 15:55,N/A,15:55,Good To Yielding (Good In Places),2m 7f,Iconic Flame (IRE),S. F. O'Keeffe,0,John Queally,6th,1/2 l,6,11-4t,-,True,54,19
Killarney Racing Results | 14th May 2023 15:55,N/A,15:55,Good To Yielding (Good In Places),2m 7f,Mercury Lane (IRE),Sean Flanagan,0,Paul Nolan,5th,3 3/4 l,9,11-10tp,-,True,54,19
Killarney Racing Results | 14th May 2023 15:55,N/A,15:55,Good To Yielding (Good In Places),2m 7f,Summer Tide (IRE),P. Byrnes,5,Charles Byrnes,4th,14 l,8,11-4,-,True,54,19
Killarney Racing Results | 14th May 2023 15:55,N/A,15:55,Good To Yielding (Good In Places),2m 7f,Caesar Rock (IRE),R. A. Doyle,0,M. F. Morris,3rd,6 l,7,11-4p,-,True,54,19
Killarney Racing Results | 14th May 2023 15:55,N/A,15:55,Good To Yielding (Good In Places),2m 7f,Vina Ardanza (IRE),J. S. McGarvey,0,Gordon Elliott,2nd,Nose,6,11-4,-,True,54,19
Killarney Racing Results | 14th May 2023 15:55,N/A,15:55,Good To Yielding (Good In Places),2m 7f,Saldier (FR),P. Townend,0,W. P. Mullins,1st,N/A,9,11-10p,-,True,54,19
Killarney Racing Results | 14th May 2023 16:25,N/A,16:25,Good To Yielding (Good In Places),2m 4f,Chelseas Friend (IRE),M. P. O'Connor,5,James Joseph Mangan,10th,86 l,8,11-7t,-,True,54,20
Killarney Racing Results | 14th May 2023 16:25,N/A,16:25,Good To Yielding (Good In Places),2m 4f,Milfordfourthree (IRE),P. Byrnes,5,William O'Doherty,9th,19 l,7,11-7,-,True,54,20
Killarney Racing Results | 14th May 2023 16:25,N/A,16:25,Good To Yielding (Good In Places),2m 4f,Quarry Lil (IRE),G. B. Noonan,5,Paul O'Flynn,8th,1 l,9,11-7,-,True,54,20
Killarney Racing Results | 14th May 2023 16:25,N/A,16:25,Good To Yielding (Good In Places),2m 4f,Delante (IRE),Donagh Meyler,0,Thomas Cooper,7th,4 3/4 l,5,11-7t,-,True,54,20
Killarney Racing Results | 14th May 2023 16:25,N/A,16:25,Good To Yielding (Good In Places),2m 4f,Happy D'ex (FR),Keith Donoghue,0,Gordon Elliott,6th,8 1/2 l,6,11-7,-,True,54,20
Killarney Racing Results | 14th May 2023 16:25,N/A,16:25,Good To Yielding (Good In Places),2m 4f,Must Be Dreaming (IRE),J. J. Slevin,0,G. Ahern,5th,4 3/4 l,6,11-7p1,-,True,54,20
Killarney Racing Results | 14th May 2023 16:25,N/A,16:25,Good To Yielding (Good In Places),2m 4f,Shannon Glory (IRE),D. J. O'Keeffe,0,Paul Power,4th,4 3/4 l,6,11-7,-,True,54,20
Killarney Racing Results | 14th May 2023 16:25,N/A,16:25,Good To Yielding (Good In Places),2m 4f,Roseys Hollow (IRE),S. D. Torrens,0,Jonathan Sweeney,3rd,Head,9,11-7,-,True,54,20
Killarney Racing Results | 14th May 2023 16:25,N/A,16:25,Good To Yielding (Good In Places),2m 4f,Eabha Grace (IRE),C. P. McNamara,0,W. P. Mullins,2nd,10 l,6,11-7,-,True,54,20
Killarney Racing Results | 14th May 2023 16:25,N/A,16:25,Good To Yielding (Good In Places),2m 4f,Hauturiere (FR),P. Townend,0,W. P. Mullins,1st,N/A,6,11-7,-,True,54,20
Killarney Racing Results | 14th May 2023 16:25,N/A,16:25,Good To Yielding (Good In Places),2m 4f,Chelseas Friend (IRE),M. P. O'Connor,5,James Joseph Mangan,10th,86 l,8,11-7t,-,True,54,20
Killarney Racing Results | 14th May 2023 16:25,N/A,16:25,Good To Yielding (Good In Places),2m 4f,Milfordfourthree (IRE),P. Byrnes,5,William O'Doherty,9th,19 l,7,11-7,-,True,54,20
Killarney Racing Results | 14th May 2023 16:25,N/A,16:25,Good To Yielding (Good In Places),2m 4f,Quarry Lil (IRE),G. B. Noonan,5,Paul O'Flynn,8th,1 l,9,11-7,-,True,54,20
Killarney Racing Results | 14th May 2023 16:25,N/A,16:25,Good To Yielding (Good In Places),2m 4f,Delante (IRE),Donagh Meyler,0,Thomas Cooper,7th,4 3/4 l,5,11-7t,-,True,54,20
Killarney Racing Results | 14th May 2023 16:25,N/A,16:25,Good To Yielding (Good In Places),2m 4f,Happy D'ex (FR),Keith Donoghue,0,Gordon Elliott,6th,8 1/2 l,6,11-7,-,True,54,20
Killarney Racing Results | 14th May 2023 16:25,N/A,16:25,Good To Yielding (Good In Places),2m 4f,Must Be Dreaming (IRE),J. J. Slevin,0,G. Ahern,5th,4 3/4 l,6,11-7p1,-,True,54,20
