track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Sligo Racing Results | 25th October 2024 16:50,N/A,16:50,Yielding (Good To Yielding In Places),3m 1f 156y,Gladiatorial (IRE),Mr D McGill,7,N C Kelly,8th,Head,9,11-9t,104,True,148,5
Sligo Racing Results | 25th October 2024 16:50,N/A,16:50,Yielding (Good To Yielding In Places),3m 1f 156y,Broken Ice (IRE),B W Harvey,0,J C McConnell,7th,1 l,8,11-9tp,104,True,148,5
Sligo Racing Results | 25th October 2024 16:50,N/A,16:50,Yielding (Good To Yielding In Places),3m 1f 156y,Temptationinmilan (IRE),P Byrnes,0,C Byrnes,6th,6 1/2 l,8,11-4p,99,True,148,5
Sligo Racing Results | 25th October 2024 16:50,N/A,16:50,Yielding (Good To Yielding In Places),3m 1f 156y,Shuil Na Tra (IRE),P K Donovan,5,N Lee,5th,1/2 l,6,10-10p1,91,True,148,5
Sligo Racing Results | 25th October 2024 16:50,N/A,16:50,Yielding (Good To Yielding In Places),3m 1f 156y,Crossing The Bar (IRE),J C Gainford,0,C Collins,4th,Nose,7,11-10p,105,True,148,5
Sligo Racing Results | 25th October 2024 16:50,N/A,16:50,Yielding (Good To Yielding In Places),3m 1f 156y,Donacheady Gale (IRE),S F O'Keeffe,0,J P Ryan,3rd,4 1/4 l,10,12-0,109,True,148,5
Sligo Racing Results | 25th October 2024 16:50,N/A,16:50,Yielding (Good To Yielding In Places),3m 1f 156y,Nevereverever (IRE),R A Doyle,0,J J Murphy,2nd,3 1/4 l,5,10-11,92,True,148,5
Sligo Racing Results | 25th October 2024 16:50,N/A,16:50,Yielding (Good To Yielding In Places),3m 1f 156y,Doitforjane Sid (IRE),J P Shinnick,5,Donncha Duggan,1st,N/A,8,11-4,99,True,148,5
Sligo Racing Results | 25th October 2024 17:20,N/A,17:20,Yielding (Good To Yielding In Places),2m 2f 66y,Amberjack (IRE),Mr C J Shine,7,D Hassett,NR,N/A,5,12-0,-,True,148,6
Sligo Racing Results | 25th October 2024 17:20,N/A,17:20,Yielding (Good To Yielding In Places),2m 2f 66y,Galcafed (IRE),Mr D Doyle,7,J P Fahey,5th,30 l,6,11-7t1,-,True,148,6
Sligo Racing Results | 25th October 2024 17:20,N/A,17:20,Yielding (Good To Yielding In Places),2m 2f 66y,Cailin Deas (IRE),Mr Alan O'Sullivan,7,James Andrew Fahey,4th,1 1/2 l,6,11-7t,-,True,148,6
Sligo Racing Results | 25th October 2024 17:20,N/A,17:20,Yielding (Good To Yielding In Places),2m 2f 66y,Supreme Ruler (FR),Mr F Maguire,0,B Connell,3rd,2 1/2 l,5,12-0,-,True,148,6
Sligo Racing Results | 25th October 2024 17:20,N/A,17:20,Yielding (Good To Yielding In Places),2m 2f 66y,Coral River (IRE),Mr C Mullins,7,T Mullins,2nd,1 1/4 l,5,12-0,-,True,148,6
Sligo Racing Results | 25th October 2024 17:20,N/A,17:20,Yielding (Good To Yielding In Places),2m 2f 66y,Ballybow (IRE),Mr H C Swan,3,G Elliott,1st,N/A,5,12-0,-,True,148,6
Sligo Racing Results | 25th October 2024 17:20,N/A,17:20,Yielding (Good To Yielding In Places),2m 2f 66y,Amberjack (IRE),Mr C J Shine,7,D Hassett,NR,N/A,5,12-0,-,True,148,6
Sligo Racing Results | 25th October 2024 17:20,N/A,17:20,Yielding (Good To Yielding In Places),2m 2f 66y,Galcafed (IRE),Mr D Doyle,7,J P Fahey,5th,30 l,6,11-7t1,-,True,148,6
Sligo Racing Results | 25th October 2024 17:20,N/A,17:20,Yielding (Good To Yielding In Places),2m 2f 66y,Cailin Deas (IRE),Mr Alan O'Sullivan,7,James Andrew Fahey,4th,1 1/2 l,6,11-7t,-,True,148,6
Sligo Racing Results | 25th October 2024 17:20,N/A,17:20,Yielding (Good To Yielding In Places),2m 2f 66y,Supreme Ruler (FR),Mr F Maguire,0,B Connell,3rd,2 1/2 l,5,12-0,-,True,148,6
Sligo Racing Results | 25th October 2024 17:20,N/A,17:20,Yielding (Good To Yielding In Places),2m 2f 66y,Coral River (IRE),Mr C Mullins,7,T Mullins,2nd,1 1/4 l,5,12-0,-,True,148,6
Sligo Racing Results | 25th October 2024 17:20,N/A,17:20,Yielding (Good To Yielding In Places),2m 2f 66y,Ballybow (IRE),Mr H C Swan,3,G Elliott,1st,N/A,5,12-0,-,True,148,6
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Dc Diva,R C Colgan,0,Kevin Coleman,NR,N/A,3,9-4,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Belles Feuilles (FR),G F Carroll,0,Mrs C O'Leary,NR,N/A,4,9-6t,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Endless Pursuit (IRE),S Foley,0,Mrs J Harrington,NR,N/A,4,9-4,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Sayifyouwill,R P Whelan,0,Stephen Thorne,NR,N/A,6,9-11,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Lunar Streets (IRE),C D Hayes,0,E O'Connell,12th,1 1/4 l,3,9-5,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Chica Power (IRE),J Cleary,7,C Collins,11th,3 l,6,9-3v,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Becausedellasaidso (IRE),L T McAteer,0,P W Flynn,10th,Neck,4,9-1b1,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Pomeriggio (IRE),D McMonagle,0,Peter Fahey,9th,1 1/4 l,3,9-4,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Bridge The Gap (IRE),Nicola Burns,10,Daniel Murphy,8th,2 l,3,9-2tb,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Hastily,G P Halpin,0,Tom McGuinness,7th,2 l,5,9-6,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Marians Gal (IRE),W Joyce,5,K Smith,6th,3/4 l,4,9-4,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Alabama Calling (IRE),D S O'Sullivan,7,D Marnane,5th,3/4 l,3,10-0,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Galician Girl (IRE),Adam Caffrey,3,A McGuinness,4th,1 1/4 l,3,9-2,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Tiffany Twisted (IRE),C T Keane,0,M O'Callaghan,3rd,Neck,3,9-4,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Catherine Chroi (IRE),J J G Ryan,3,C O'Connell,2nd,1 l,6,10-2b,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Pascalia (IRE),B M Coen,0,J P Murtagh,1st,N/A,4,9-6,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Dc Diva,R C Colgan,0,Kevin Coleman,NR,N/A,3,9-4,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Belles Feuilles (FR),G F Carroll,0,Mrs C O'Leary,NR,N/A,4,9-6t,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Endless Pursuit (IRE),S Foley,0,Mrs J Harrington,NR,N/A,4,9-4,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Sayifyouwill,R P Whelan,0,Stephen Thorne,NR,N/A,6,9-11,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Lunar Streets (IRE),C D Hayes,0,E O'Connell,12th,1 1/4 l,3,9-5,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Chica Power (IRE),J Cleary,7,C Collins,11th,3 l,6,9-3v,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Becausedellasaidso (IRE),L T McAteer,0,P W Flynn,10th,Neck,4,9-1b1,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Pomeriggio (IRE),D McMonagle,0,Peter Fahey,9th,1 1/4 l,3,9-4,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Bridge The Gap (IRE),Nicola Burns,10,Daniel Murphy,8th,2 l,3,9-2tb,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Hastily,G P Halpin,0,Tom McGuinness,7th,2 l,5,9-6,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Marians Gal (IRE),W Joyce,5,K Smith,6th,3/4 l,4,9-4,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Alabama Calling (IRE),D S O'Sullivan,7,D Marnane,5th,3/4 l,3,10-0,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Galician Girl (IRE),Adam Caffrey,3,A McGuinness,4th,1 1/4 l,3,9-2,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Tiffany Twisted (IRE),C T Keane,0,M O'Callaghan,3rd,Neck,3,9-4,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Catherine Chroi (IRE),J J G Ryan,3,C O'Connell,2nd,1 l,6,10-2b,-,True,148,7
Dundalk Racing Results | 25th October 2024 17:30,N/A,17:30,Standard,7f,Pascalia (IRE),B M Coen,0,J P Murtagh,1st,N/A,4,9-6,-,True,148,7
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Rodeeve,W Joyce,0,M J Browne,NR,N/A,3,9-9t1,65,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Serengeti Sunrise (IRE),Sorcha Woods,7,R K Watson,14th,1 l,3,9-13,69,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Ateenosix (IRE),D J Murphy,7,M Halford & T Collins,13th,Neck,3,9-6h,62,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Blue Wood (IRE),W Joyce,0,K Smith,12th,1/2 l,8,9-2t,56,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Shoot To Kill (IRE),J J G Ryan,0,Stephen Thorne,11th,Head,7,9-13,67,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Von Krolock (IRE),M W Hassett,0,T Doyle,10th,1 3/4 l,5,9-9p,63,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Storm Eric (IRE),R M Mulligan,7,Jamie Flynn,9th,1 1/2 l,5,10-0,68,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Skontonovski,Adam Caffrey,0,A McGuinness,8th,Short Head,7,9-13v,67,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Free Solo (IRE),J A Powell,0,P J F Murphy,7th,Neck,7,10-2tp,70,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Mullacash Buzz (IRE),S O'Callaghan,2,Thomas Dowling,6th,3/4 l,6,9-8t,62,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Cross Border,R Whearty,0,G P Cromwell,5th,Nose,4,9-12p,66,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Volatile Analyst (USA),S T McCullagh,0,Stephen Thorne,4th,1 1/2 l,7,10-2p,70,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Distillate,S Coen,7,A McGuinness,3rd,Neck,4,9-11t,65,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Velvet Skies (IRE),T Casey,7,M Mulvany,2nd,2 1/2 l,3,9-7b,63,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Marble Angel (IRE),J Kearney,0,A Oliver,1st,N/A,4,9-9,63,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Rodeeve,W Joyce,0,M J Browne,NR,N/A,3,9-9t1,65,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Serengeti Sunrise (IRE),Sorcha Woods,7,R K Watson,14th,1 l,3,9-13,69,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Ateenosix (IRE),D J Murphy,7,M Halford & T Collins,13th,Neck,3,9-6h,62,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Blue Wood (IRE),W Joyce,0,K Smith,12th,1/2 l,8,9-2t,56,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Shoot To Kill (IRE),J J G Ryan,0,Stephen Thorne,11th,Head,7,9-13,67,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Von Krolock (IRE),M W Hassett,0,T Doyle,10th,1 3/4 l,5,9-9p,63,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Storm Eric (IRE),R M Mulligan,7,Jamie Flynn,9th,1 1/2 l,5,10-0,68,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Skontonovski,Adam Caffrey,0,A McGuinness,8th,Short Head,7,9-13v,67,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Free Solo (IRE),J A Powell,0,P J F Murphy,7th,Neck,7,10-2tp,70,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Mullacash Buzz (IRE),S O'Callaghan,2,Thomas Dowling,6th,3/4 l,6,9-8t,62,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Cross Border,R Whearty,0,G P Cromwell,5th,Nose,4,9-12p,66,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Volatile Analyst (USA),S T McCullagh,0,Stephen Thorne,4th,1 1/2 l,7,10-2p,70,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Distillate,S Coen,7,A McGuinness,3rd,Neck,4,9-11t,65,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Velvet Skies (IRE),T Casey,7,M Mulvany,2nd,2 1/2 l,3,9-7b,63,True,148,8
Dundalk Racing Results | 25th October 2024 18:00,N/A,18:00,Standard,7f,Marble Angel (IRE),J Kearney,0,A Oliver,1st,N/A,4,9-9,63,True,148,8
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Carrigans Grove (IRE),G F Carroll,0,P J Flynn,NR,N/A,3,9-1,50,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Dear Daphne (IRE),J M Sheridan,0,R K Watson,14th,7 1/2 l,4,10-2,64,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Finito Bonito (IRE),J J G Ryan,3,T G McCourt,13th,1 l,3,8-12v,47,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,I'm Spartacus (IRE),Adam Caffrey,3,A McGuinness,12th,Head,3,10-1,64,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Eriskay (IRE),C D Hayes,0,D K Weld,11th,Neck,5,8-13tp,47,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Livingston Range (IRE),D E Sheehy,0,R Donohoe,10th,3/4 l,6,9-10t,58,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Tropical Shot (IRE),G M Ryan,0,D Dias,9th,Head,3,9-12,61,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Hezahunk (IRE),R P Whelan,0,A McGuinness,8th,Neck,5,9-0v,48,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Senado Square,C Horgan,7,A Slattery,7th,1 1/4 l,4,10-0,62,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Wild Mountain (IRE),W Joyce,5,P J McKenna,6th,1 1/4 l,5,9-0b,48,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Elliott (IRE),W J Lee,0,M G Quinn,5th,Neck,3,9-4,53,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Jazzy Dancer (IRE),L T McAteer,0,W J Martin,4th,Head,6,9-13b,61,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Devil's Angel,C T Keane,0,Kevin Coleman,3rd,Head,8,9-13h,61,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Rattletheonionbag (IRE),M W Hassett,5,W P Browne,2nd,Short Head,4,8-13b,47,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Blanc De Noir (IRE),R M Mulligan,7,J P Murtagh,1st,N/A,4,10-2b,64,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Carrigans Grove (IRE),G F Carroll,0,P J Flynn,NR,N/A,3,9-1,50,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Dear Daphne (IRE),J M Sheridan,0,R K Watson,14th,7 1/2 l,4,10-2,64,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Finito Bonito (IRE),J J G Ryan,3,T G McCourt,13th,1 l,3,8-12v,47,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,I'm Spartacus (IRE),Adam Caffrey,3,A McGuinness,12th,Head,3,10-1,64,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Eriskay (IRE),C D Hayes,0,D K Weld,11th,Neck,5,8-13tp,47,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Livingston Range (IRE),D E Sheehy,0,R Donohoe,10th,3/4 l,6,9-10t,58,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Tropical Shot (IRE),G M Ryan,0,D Dias,9th,Head,3,9-12,61,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Hezahunk (IRE),R P Whelan,0,A McGuinness,8th,Neck,5,9-0v,48,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Senado Square,C Horgan,7,A Slattery,7th,1 1/4 l,4,10-0,62,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Wild Mountain (IRE),W Joyce,5,P J McKenna,6th,1 1/4 l,5,9-0b,48,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Elliott (IRE),W J Lee,0,M G Quinn,5th,Neck,3,9-4,53,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Jazzy Dancer (IRE),L T McAteer,0,W J Martin,4th,Head,6,9-13b,61,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Devil's Angel,C T Keane,0,Kevin Coleman,3rd,Head,8,9-13h,61,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Rattletheonionbag (IRE),M W Hassett,5,W P Browne,2nd,Short Head,4,8-13b,47,True,148,9
Dundalk Racing Results | 25th October 2024 18:30,N/A,18:30,Standard,6f,Blanc De Noir (IRE),R M Mulligan,7,J P Murtagh,1st,N/A,4,10-2b,64,True,148,9
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Weegeebear (IRE),K G Kennedy,7,C W J Farrell,11th,1/2 l,2,8-11b,63,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Sovereign Affair (IRE),M W Hassett,5,K P Cotter,10th,1 3/4 l,2,8-7,59,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Fairhaven (IRE),J J G Ryan,3,W McCreery,9th,1 1/4 l,2,9-5v,71,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Island Girl (IRE),D S O'Sullivan,7,J A Stack,8th,1 1/2 l,2,9-11,77,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Improve Your Move (IRE),N M Crosse,0,D Marnane,7th,Neck,2,9-11,77,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Tino Pai (IRE),R P Cleary,0,S Lavery,6th,1 1/4 l,2,8-8,60,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Moonhall Lass (IRE),L T McAteer,0,Alan McIntyre,5th,1/2 l,2,9-7,73,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Tomarlo,A J Slattery,0,D Marnane,4th,1/2 l,2,8-7,59,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Skillman Ave (IRE),G F Carroll,0,G P Cromwell,3rd,1/2 l,2,9-8b1,74,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Bobbi Rosa,S Coen,10,A Slattery,2nd,1/2 l,2,9-12,78,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Eclairage (IRE),D P McDonogh,0,Daniel Murphy,1st,N/A,2,8-7t,59,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Weegeebear (IRE),K G Kennedy,7,C W J Farrell,11th,1/2 l,2,8-11b,63,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Sovereign Affair (IRE),M W Hassett,5,K P Cotter,10th,1 3/4 l,2,8-7,59,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Fairhaven (IRE),J J G Ryan,3,W McCreery,9th,1 1/4 l,2,9-5v,71,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Island Girl (IRE),D S O'Sullivan,7,J A Stack,8th,1 1/2 l,2,9-11,77,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Improve Your Move (IRE),N M Crosse,0,D Marnane,7th,Neck,2,9-11,77,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Tino Pai (IRE),R P Cleary,0,S Lavery,6th,1 1/4 l,2,8-8,60,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Moonhall Lass (IRE),L T McAteer,0,Alan McIntyre,5th,1/2 l,2,9-7,73,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Tomarlo,A J Slattery,0,D Marnane,4th,1/2 l,2,8-7,59,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Skillman Ave (IRE),G F Carroll,0,G P Cromwell,3rd,1/2 l,2,9-8b1,74,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Bobbi Rosa,S Coen,10,A Slattery,2nd,1/2 l,2,9-12,78,True,148,10
Dundalk Racing Results | 25th October 2024 19:00,N/A,19:00,Standard,5f,Eclairage (IRE),D P McDonogh,0,Daniel Murphy,1st,N/A,2,8-7t,59,True,148,10
Dundalk Racing Results | 25th October 2024 19:30,N/A,19:30,Standard,5f,Over The Blues (IRE),C T Keane,0,P T Foley,13th,Neck,3,9-11,-,True,148,11
Dundalk Racing Results | 25th October 2024 19:30,N/A,19:30,Standard,5f,His Majesty (IRE),W M Lordan,0,A P O'Brien,12th,1 l,3,10-0,-,True,148,11
Dundalk Racing Results | 25th October 2024 19:30,N/A,19:30,Standard,5f,Samrogue (IRE),L F Roche,0,R O'Sullivan,11th,3/4 l,6,9-11,-,True,148,11
Dundalk Racing Results | 25th October 2024 19:30,N/A,19:30,Standard,5f,Seraphim Angel,Pierre-Louis Jamin,0,Tom Dascombe,10th,3/4 l,2,8-7,-,True,148,11
Dundalk Racing Results | 25th October 2024 19:30,N/A,19:30,Standard,5f,Arnhem (IRE),S Foley,0,M G Quinn,9th,Neck,8,10-0p,-,True,148,11
Dundalk Racing Results | 25th October 2024 19:30,N/A,19:30,Standard,5f,Lady With The Lamp (IRE),D P McDonogh,0,J P O'Brien,8th,Head,2,8-7,-,True,148,11
Dundalk Racing Results | 25th October 2024 19:30,N/A,19:30,Standard,5f,Tees Spirit,Mia Nicholls,0,Adrian Nicholls,7th,3/4 l,6,10-0,-,True,148,11
Dundalk Racing Results | 25th October 2024 19:30,N/A,19:30,Standard,5f,Star Of Lady M,R P Whelan,0,D O'Meara,6th,1 1/4 l,4,9-11v,-,True,148,11
Dundalk Racing Results | 25th October 2024 19:30,N/A,19:30,Standard,5f,Albasheer (IRE),Hollie Doyle,0,A Watson,5th,1/2 l,6,10-0b,-,True,148,11
Dundalk Racing Results | 25th October 2024 19:30,N/A,19:30,Standard,5f,Valiant Force (USA),D Egan,0,A Murray,4th,Short Head,3,10-0,-,True,148,11
