track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Roscommon Racing Results | 8th August 2023 20:00,N/A,20:00,Soft To Heavy,3m 165y,Attitash (IRE),Caragh Monaghan,7,Ian Patrick Donoghue,8th,9 l,8,11-8t,89,True,72,27
Roscommon Racing Results | 8th August 2023 20:00,N/A,20:00,Soft To Heavy,3m 165y,Loughaneala Og (IRE),Patrick O'Hanlon,5,W. J. Burke,7th,2 l,8,11-5p1,86,True,72,27
Roscommon Racing Results | 8th August 2023 20:00,N/A,20:00,Soft To Heavy,3m 165y,Greenway Machine (IRE),Shane O'Callaghan,7,Ms Helen P. Markham,6th,10 l,11,10-2,69,True,72,27
Roscommon Racing Results | 8th August 2023 20:00,N/A,20:00,Soft To Heavy,3m 165y,Definiteadare (IRE),P. Byrnes,5,Charles Coakley,5th,8 l,9,11-2,83,True,72,27
Roscommon Racing Results | 8th August 2023 20:00,N/A,20:00,Soft To Heavy,3m 165y,Ennemi Public (FR),C. M. Quirke,5,Daniel John Howard,4th,1 1/2 l,9,10-8tp,75,True,72,27
Roscommon Racing Results | 8th August 2023 20:00,N/A,20:00,Soft To Heavy,3m 165y,Fr Gilligansvoyge,J. J. Slevin,0,John G. Carr,3rd,17 l,10,10-7tb,74,True,72,27
Roscommon Racing Results | 8th August 2023 20:00,N/A,20:00,Soft To Heavy,3m 165y,Tullyhogue Fort (IRE),Mr P. J. O'Neill,7,John F. O'Neill,2nd,Head,7,11-11,92,True,72,27
Roscommon Racing Results | 8th August 2023 20:00,N/A,20:00,Soft To Heavy,3m 165y,Rudy Catrail (IRE),Shane Fenelon,7,E. Sheehy,1st,N/A,12,10-9,76,True,72,27
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,Sweet Maisie (IRE),Mr L. P. Shanahan,7,Luke Comer,11th,4 1/2 l,4,11-3,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,Glen Kiln (IRE),Mr D. Doyle,7,Michael J. Bowe,10th,Head,4,11-10,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,Fibonacci Square,Mr R. W. Barron,7,Thomas Coyle,9th,14 l,4,11-10,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,Pinky (IRE),Mr D. O'Connor,0,Emmet Mullins,8th,1/2 l,4,11-3h,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,Can't Resist It,Mr J. H. Williamson,7,Denis Hogan,7th,1/2 l,4,11-10,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,Highway Jack,Mr H. C. Swan,5,Sean Thomas Doyle,6th,1/2 l,4,11-10,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,L'allier (FR),Mr F. R. Buckley,7,Gavin Patrick Cromwell,5th,5 1/2 l,4,11-10,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,Upthereforthinking (IRE),Mr J. Dunne,7,Gavin Patrick Cromwell,4th,9 l,4,11-10,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,Smiling Bess (IRE),Mr Finian Maguire,0,Kevin Prendergast,3rd,4 3/4 l,4,11-3,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,Jackson Lamb (IRE),Mr A. Harvey,7,John McConnell,2nd,4 3/4 l,4,11-10,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,Portcammon (IRE),Mr P. W. Mullins,0,W. P. Mullins,1st,N/A,4,11-10,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,Sweet Maisie (IRE),Mr L. P. Shanahan,7,Luke Comer,11th,4 1/2 l,4,11-3,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,Glen Kiln (IRE),Mr D. Doyle,7,Michael J. Bowe,10th,Head,4,11-10,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,Fibonacci Square,Mr R. W. Barron,7,Thomas Coyle,9th,14 l,4,11-10,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,Pinky (IRE),Mr D. O'Connor,0,Emmet Mullins,8th,1/2 l,4,11-3h,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,Can't Resist It,Mr J. H. Williamson,7,Denis Hogan,7th,1/2 l,4,11-10,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,Highway Jack,Mr H. C. Swan,5,Sean Thomas Doyle,6th,1/2 l,4,11-10,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,L'allier (FR),Mr F. R. Buckley,7,Gavin Patrick Cromwell,5th,5 1/2 l,4,11-10,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,Upthereforthinking (IRE),Mr J. Dunne,7,Gavin Patrick Cromwell,4th,9 l,4,11-10,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,Smiling Bess (IRE),Mr Finian Maguire,0,Kevin Prendergast,3rd,4 3/4 l,4,11-3,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,Jackson Lamb (IRE),Mr A. Harvey,7,John McConnell,2nd,4 3/4 l,4,11-10,-,True,72,28
Roscommon Racing Results | 8th August 2023 20:30,N/A,20:30,Yielding,1m 7f 58y,Portcammon (IRE),Mr P. W. Mullins,0,W. P. Mullins,1st,N/A,4,11-10,-,True,72,28
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Crystal Pool (IRE),R. Whearty,7,C. Moore,12th,13 l,8,9-6p1,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Bringsty,Shane Foley,0,James McAuley,11th,1 3/4 l,5,10-0t,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Halcyon Spirit,D. W. O'Connor,0,John McConnell,10th,1 1/2 l,5,9-11,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Gometra Ginty (IRE),J. M. Sheridan,0,Denis Hogan,9th,Neck,7,9-13,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Jalo (IRE),Ben Martin Coen,0,Noel Meade,8th,2 1/4 l,3,9-8t1,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,No Trouble (IRE),William James Lee,0,James McAuley,7th,Head,7,9-11t,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Dalvey,C. T. Keane,0,James McAuley,6th,6 l,6,10-2tp,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Darkened (IRE),S. D. Bowen,7,Denis Hogan,5th,Nose,7,10-2tb,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Charlie Darling (FR),C. D. Hayes,0,Gavin Patrick Cromwell,4th,1 1/4 l,3,8-11p,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Cafe Con Leche (IRE),Adam Caffrey,5,Charles Byrnes,3rd,1 1/2 l,7,9-11p,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Jomont (FR),D. B. McMonagle,0,H. D. McGuigan,2nd,Head,6,9-9tb1,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Texas Sun (IRE),G. F. Carroll,0,James McAuley,1st,N/A,4,9-11t,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Crystal Pool (IRE),R. Whearty,7,C. Moore,12th,13 l,8,9-6p1,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Bringsty,Shane Foley,0,James McAuley,11th,1 3/4 l,5,10-0t,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Halcyon Spirit,D. W. O'Connor,0,John McConnell,10th,1 1/2 l,5,9-11,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Gometra Ginty (IRE),J. M. Sheridan,0,Denis Hogan,9th,Neck,7,9-13,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Jalo (IRE),Ben Martin Coen,0,Noel Meade,8th,2 1/4 l,3,9-8t1,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,No Trouble (IRE),William James Lee,0,James McAuley,7th,Head,7,9-11t,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Dalvey,C. T. Keane,0,James McAuley,6th,6 l,6,10-2tp,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Darkened (IRE),S. D. Bowen,7,Denis Hogan,5th,Nose,7,10-2tb,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Charlie Darling (FR),C. D. Hayes,0,Gavin Patrick Cromwell,4th,1 1/4 l,3,8-11p,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Cafe Con Leche (IRE),Adam Caffrey,5,Charles Byrnes,3rd,1 1/2 l,7,9-11p,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Jomont (FR),D. B. McMonagle,0,H. D. McGuigan,2nd,Head,6,9-9tb1,-,True,72,29
Sligo Racing Results | 9th August 2023 17:05,N/A,17:05,Good To Yielding,1m 2f 103y,Texas Sun (IRE),G. F. Carroll,0,James McAuley,1st,N/A,4,9-11t,-,True,72,29
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Buzzen (IRE),Siobhan Rutledge,3,Harry Rogers,13th,5 1/2 l,3,9-3v1,50,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Harrison Meadows (IRE),D. W. O'Connor,0,John McConnell,12th,2 1/2 l,3,9-1p1,48,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Ballyvohane (IRE),Shane Foley,0,Mrs J. Harrington,11th,2 1/2 l,3,9-8,55,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Believe Me Now (IRE),Andrew Joseph Slattery,0,A. Slattery,10th,1 1/4 l,3,9-10,57,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Silver Salver (IRE),William James Lee,0,W. McCreery,9th,1 1/2 l,3,10-0tv,61,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Man of Style (IRE),Ben Martin Coen,0,A. Slattery,8th,4 1/2 l,3,9-4,51,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Lisgin (IRE),C. Horgan,7,A. Slattery,7th,1 l,3,9-11,58,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Hialeah (IRE),N. G. McCullagh,0,Charles Weld,6th,Head,3,10-2b1,63,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Sleepless Knight (IRE),C. D. Maxwell,0,John Andrew Kinsella,5th,1/2 l,3,9-0,47,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Water Mint (IRE),G. F. Carroll,0,Joseph G. Murphy,4th,3 3/4 l,3,9-0,47,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Katonah (IRE),C. T. Keane,0,Noel Meade,3rd,1/2 l,3,10-1,62,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Spinning Web (IRE),Seamie Heffernan,0,Ms Margaret Mullins,2nd,1 l,3,9-0,47,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Chica Linda (IRE),G. M. Ryan,0,Mark Fahey,1st,N/A,3,9-4p1,51,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Buzzen (IRE),Siobhan Rutledge,3,Harry Rogers,13th,5 1/2 l,3,9-3v1,50,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Harrison Meadows (IRE),D. W. O'Connor,0,John McConnell,12th,2 1/2 l,3,9-1p1,48,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Ballyvohane (IRE),Shane Foley,0,Mrs J. Harrington,11th,2 1/2 l,3,9-8,55,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Believe Me Now (IRE),Andrew Joseph Slattery,0,A. Slattery,10th,1 1/4 l,3,9-10,57,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Silver Salver (IRE),William James Lee,0,W. McCreery,9th,1 1/2 l,3,10-0tv,61,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Man of Style (IRE),Ben Martin Coen,0,A. Slattery,8th,4 1/2 l,3,9-4,51,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Lisgin (IRE),C. Horgan,7,A. Slattery,7th,1 l,3,9-11,58,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Hialeah (IRE),N. G. McCullagh,0,Charles Weld,6th,Head,3,10-2b1,63,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Sleepless Knight (IRE),C. D. Maxwell,0,John Andrew Kinsella,5th,1/2 l,3,9-0,47,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Water Mint (IRE),G. F. Carroll,0,Joseph G. Murphy,4th,3 3/4 l,3,9-0,47,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Katonah (IRE),C. T. Keane,0,Noel Meade,3rd,1/2 l,3,10-1,62,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Spinning Web (IRE),Seamie Heffernan,0,Ms Margaret Mullins,2nd,1 l,3,9-0,47,True,72,30
Sligo Racing Results | 9th August 2023 17:40,N/A,17:40,Soft,1m 2f 103y,Chica Linda (IRE),G. M. Ryan,0,Mark Fahey,1st,N/A,3,9-4p1,51,True,72,30
Sligo Racing Results | 9th August 2023 18:10,N/A,18:10,Soft,1m 2f 103y,Linden Lady (AUS),S. D. Bowen,7,Denis Hogan,10th,9 1/2 l,4,10-0,94,True,72,31
Sligo Racing Results | 9th August 2023 18:10,N/A,18:10,Soft,1m 2f 103y,Signora Bellissima (IRE),J. A. Powell,5,John Patrick Murtagh,9th,Neck,3,8-8p,82,True,72,31
Sligo Racing Results | 9th August 2023 18:10,N/A,18:10,Soft,1m 2f 103y,Lizzy's Filly (IRE),L. F. Roche,0,Cian Michael Collins,8th,3/4 l,4,8-7,73,True,72,31
Sligo Racing Results | 9th August 2023 18:10,N/A,18:10,Soft,1m 2f 103y,Coill Na Sionainne (IRE),N. M. Crosse,0,W. McCreery,7th,3/4 l,7,8-10,76,True,72,31
Sligo Racing Results | 9th August 2023 18:10,N/A,18:10,Soft,1m 2f 103y,Yokkell (IRE),R. P. Whelan,0,Jarlath P. Fahey,6th,1/2 l,4,8-9,75,True,72,31
Sligo Racing Results | 9th August 2023 18:10,N/A,18:10,Soft,1m 2f 103y,Independent Expert (IRE),Andrew Joseph Slattery,0,A. Slattery,5th,Short Head,4,8-11,77,True,72,31
Sligo Racing Results | 9th August 2023 18:10,N/A,18:10,Soft,1m 2f 103y,Perfect Portrait,D. B. McMonagle,0,Joseph Patrick O'Brien,4th,1 3/4 l,3,9-4,92,True,72,31
Sligo Racing Results | 9th August 2023 18:10,N/A,18:10,Soft,1m 2f 103y,Dabana (IRE),C. D. Hayes,0,Mark Fahey,3rd,Neck,4,8-7,73,True,72,31
Sligo Racing Results | 9th August 2023 18:10,N/A,18:10,Soft,1m 2f 103y,No Niki No (IRE),Declan McDonogh,0,E. J. O'Neill,2nd,1 1/4 l,7,9-1b,81,True,72,31
Sligo Racing Results | 9th August 2023 18:10,N/A,18:10,Soft,1m 2f 103y,Starry Heavens (IRE),Siobhan Rutledge,3,Mrs J. Harrington,1st,N/A,3,8-8p,82,True,72,31
Sligo Racing Results | 9th August 2023 18:10,N/A,18:10,Soft,1m 2f 103y,Linden Lady (AUS),S. D. Bowen,7,Denis Hogan,10th,9 1/2 l,4,10-0,94,True,72,31
Sligo Racing Results | 9th August 2023 18:10,N/A,18:10,Soft,1m 2f 103y,Signora Bellissima (IRE),J. A. Powell,5,John Patrick Murtagh,9th,Neck,3,8-8p,82,True,72,31
Sligo Racing Results | 9th August 2023 18:10,N/A,18:10,Soft,1m 2f 103y,Lizzy's Filly (IRE),L. F. Roche,0,Cian Michael Collins,8th,3/4 l,4,8-7,73,True,72,31
Sligo Racing Results | 9th August 2023 18:10,N/A,18:10,Soft,1m 2f 103y,Coill Na Sionainne (IRE),N. M. Crosse,0,W. McCreery,7th,3/4 l,7,8-10,76,True,72,31
Sligo Racing Results | 9th August 2023 18:10,N/A,18:10,Soft,1m 2f 103y,Yokkell (IRE),R. P. Whelan,0,Jarlath P. Fahey,6th,1/2 l,4,8-9,75,True,72,31
Sligo Racing Results | 9th August 2023 18:10,N/A,18:10,Soft,1m 2f 103y,Independent Expert (IRE),Andrew Joseph Slattery,0,A. Slattery,5th,Short Head,4,8-11,77,True,72,31
Sligo Racing Results | 9th August 2023 18:10,N/A,18:10,Soft,1m 2f 103y,Perfect Portrait,D. B. McMonagle,0,Joseph Patrick O'Brien,4th,1 3/4 l,3,9-4,92,True,72,31
Sligo Racing Results | 9th August 2023 18:10,N/A,18:10,Soft,1m 2f 103y,Dabana (IRE),C. D. Hayes,0,Mark Fahey,3rd,Neck,4,8-7,73,True,72,31
Sligo Racing Results | 9th August 2023 18:10,N/A,18:10,Soft,1m 2f 103y,No Niki No (IRE),Declan McDonogh,0,E. J. O'Neill,2nd,1 1/4 l,7,9-1b,81,True,72,31
Sligo Racing Results | 9th August 2023 18:10,N/A,18:10,Soft,1m 2f 103y,Starry Heavens (IRE),Siobhan Rutledge,3,Mrs J. Harrington,1st,N/A,3,8-8p,82,True,72,31
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,Spanish Battleship (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,11th,1 1/4 l,2,9-3,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,Rhasidat (IRE),J. A. Powell,5,Adrian McGuinness,10th,1 3/4 l,2,8-10,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,Maria Land (IRE),Siobhan Rutledge,3,John McConnell,9th,2 l,2,8-10,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,Mount Whitney (IRE),S. D. Bowen,7,Denis Hogan,8th,6 l,2,8-8,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,Seskin Road,R. P. Whelan,0,Emmet Mullins,7th,2 l,2,9-7,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,Bid For Chester (IRE),Ben Martin Coen,0,Michael Mulvany,6th,1/2 l,2,8-13,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,King Of Gosford,C. T. Keane,0,Andrew Oliver,5th,Short Head,2,9-5t,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,McTenett (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,4th,1/2 l,2,9-5,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,Tai Tam Bay (IRE),L. F. Roche,0,Eddie & Patrick Harty,3rd,4 1/4 l,2,9-0,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,Cardinal Zin (IRE),William James Lee,0,W. McCreery,2nd,1/2 l,2,9-3,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,Si Senior (IRE),R. P. Cleary,0,Patrick Magee,1st,N/A,2,8-8,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,Spanish Battleship (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,11th,1 1/4 l,2,9-3,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,Rhasidat (IRE),J. A. Powell,5,Adrian McGuinness,10th,1 3/4 l,2,8-10,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,Maria Land (IRE),Siobhan Rutledge,3,John McConnell,9th,2 l,2,8-10,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,Mount Whitney (IRE),S. D. Bowen,7,Denis Hogan,8th,6 l,2,8-8,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,Seskin Road,R. P. Whelan,0,Emmet Mullins,7th,2 l,2,9-7,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,Bid For Chester (IRE),Ben Martin Coen,0,Michael Mulvany,6th,1/2 l,2,8-13,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,King Of Gosford,C. T. Keane,0,Andrew Oliver,5th,Short Head,2,9-5t,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,McTenett (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,4th,1/2 l,2,9-5,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,Tai Tam Bay (IRE),L. F. Roche,0,Eddie & Patrick Harty,3rd,4 1/4 l,2,9-0,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,Cardinal Zin (IRE),William James Lee,0,W. McCreery,2nd,1/2 l,2,9-3,-,True,72,32
Sligo Racing Results | 9th August 2023 18:40,N/A,18:40,Soft,5f 160y,Si Senior (IRE),R. P. Cleary,0,Patrick Magee,1st,N/A,2,8-8,-,True,72,32
Sligo Racing Results | 9th August 2023 19:10,N/A,19:10,Soft,5f 160y,Rock 'N' Roll Kid (IRE),R. P. Whelan,0,John S. O'Donoghue,9th,12 l,2,9-1p1,62,True,72,33
Sligo Racing Results | 9th August 2023 19:10,N/A,19:10,Soft,5f 160y,Charles Atlas (IRE),N. M. Crosse,0,W. McCreery,8th,1 l,2,8-11v1,58,True,72,33
Sligo Racing Results | 9th August 2023 19:10,N/A,19:10,Soft,5f 160y,Tiscommonknowledge (IRE),Seamie Heffernan,0,Padraig Roche,7th,1 3/4 l,2,9-3,64,True,72,33
Sligo Racing Results | 9th August 2023 19:10,N/A,19:10,Soft,5f 160y,Oak Allye (IRE),J. A. Powell,5,Kevin Thomas Coleman,6th,3/4 l,2,8-8,55,True,72,33
Sligo Racing Results | 9th August 2023 19:10,N/A,19:10,Soft,5f 160y,Time'll Tell,S. D. Bowen,7,John Andrew Kinsella,5th,3/4 l,2,8-7p1,54,True,72,33
Sligo Racing Results | 9th August 2023 19:10,N/A,19:10,Soft,5f 160y,Carter Hall (IRE),J. M. Sheridan,0,J. A. Stack,4th,1 1/4 l,2,9-0t1,61,True,72,33
Sligo Racing Results | 9th August 2023 19:10,N/A,19:10,Soft,5f 160y,Veracidad (IRE),William James Lee,0,K. J. Condon,3rd,6 l,2,9-4,65,True,72,33
Sligo Racing Results | 9th August 2023 19:10,N/A,19:10,Soft,5f 160y,Uncle Albert (IRE),Declan McDonogh,0,Kieran Patrick Cotter,2nd,3/4 l,2,9-4,65,True,72,33
Sligo Racing Results | 9th August 2023 19:10,N/A,19:10,Soft,5f 160y,Lia Fail (IRE),G. F. Carroll,0,Michael Mulvany,1st,N/A,2,9-11,72,True,72,33
Sligo Racing Results | 9th August 2023 19:10,N/A,19:10,Soft,5f 160y,Rock 'N' Roll Kid (IRE),R. P. Whelan,0,John S. O'Donoghue,9th,12 l,2,9-1p1,62,True,72,33
Sligo Racing Results | 9th August 2023 19:10,N/A,19:10,Soft,5f 160y,Charles Atlas (IRE),N. M. Crosse,0,W. McCreery,8th,1 l,2,8-11v1,58,True,72,33
Sligo Racing Results | 9th August 2023 19:10,N/A,19:10,Soft,5f 160y,Tiscommonknowledge (IRE),Seamie Heffernan,0,Padraig Roche,7th,1 3/4 l,2,9-3,64,True,72,33
Sligo Racing Results | 9th August 2023 19:10,N/A,19:10,Soft,5f 160y,Oak Allye (IRE),J. A. Powell,5,Kevin Thomas Coleman,6th,3/4 l,2,8-8,55,True,72,33
Sligo Racing Results | 9th August 2023 19:10,N/A,19:10,Soft,5f 160y,Time'll Tell,S. D. Bowen,7,John Andrew Kinsella,5th,3/4 l,2,8-7p1,54,True,72,33
Sligo Racing Results | 9th August 2023 19:10,N/A,19:10,Soft,5f 160y,Carter Hall (IRE),J. M. Sheridan,0,J. A. Stack,4th,1 1/4 l,2,9-0t1,61,True,72,33
Sligo Racing Results | 9th August 2023 19:10,N/A,19:10,Soft,5f 160y,Veracidad (IRE),William James Lee,0,K. J. Condon,3rd,6 l,2,9-4,65,True,72,33
Sligo Racing Results | 9th August 2023 19:10,N/A,19:10,Soft,5f 160y,Uncle Albert (IRE),Declan McDonogh,0,Kieran Patrick Cotter,2nd,3/4 l,2,9-4,65,True,72,33
Sligo Racing Results | 9th August 2023 19:10,N/A,19:10,Soft,5f 160y,Lia Fail (IRE),G. F. Carroll,0,Michael Mulvany,1st,N/A,2,9-11,72,True,72,33
Sligo Racing Results | 9th August 2023 19:40,N/A,19:40,Soft,5f 160y,New Route (IRE),C. Horgan,7,S. M. Duffy,11th,11 l,3,10-2p1,65,True,72,34
