track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Wexford Racing Results | 31st May 2023 20:30,N/A,20:30,Good To Yielding,2m 4f,Cois Na Tine (IRE),Mr B. J. Walsh,7,Barry John Walsh,12th,18 l,5,12-0,-,True,57,30
Wexford Racing Results | 31st May 2023 20:30,N/A,20:30,Good To Yielding,2m 4f,Pipers Boreen (IRE),Mr Finian Maguire,0,Shane Nolan,11th,1 3/4 l,5,11-7,-,True,57,30
Wexford Racing Results | 31st May 2023 20:30,N/A,20:30,Good To Yielding,2m 4f,Robin Des Boston (IRE),Mr A. O. Harrington,7,Sabrina J. Harty,10th,7 1/2 l,5,11-7ht1,-,True,57,30
Wexford Racing Results | 31st May 2023 20:30,N/A,20:30,Good To Yielding,2m 4f,Boblere (IRE),A. J. Roche,7,E. Sheehy,9th,21 l,5,11-7,-,True,57,30
Wexford Racing Results | 31st May 2023 20:30,N/A,20:30,Good To Yielding,2m 4f,Grannys Yaris (IRE),Mr H. C. Swan,5,Nigel Slevin,8th,7 l,6,11-7,-,True,57,30
Wexford Racing Results | 31st May 2023 20:30,N/A,20:30,Good To Yielding,2m 4f,It's Not Ideal (IRE),Mr T. Hamilton,0,Anthony Mullins,7th,3 1/4 l,6,12-0,-,True,57,30
Wexford Racing Results | 31st May 2023 20:30,N/A,20:30,Good To Yielding,2m 4f,Lummi Island (IRE),Mr R. Sugrue,7,D. Deacon,6th,3 3/4 l,5,12-0,-,True,57,30
Wexford Racing Results | 31st May 2023 20:30,N/A,20:30,Good To Yielding,2m 4f,The Derry Girl (IRE),Mr S. Cleary,7,Peter Croke,5th,6 l,7,11-7,-,True,57,30
Wexford Racing Results | 31st May 2023 20:30,N/A,20:30,Good To Yielding,2m 4f,Full Metal Jacket,Mr B. O'Neill,0,Emmet Mullins,4th,8 1/2 l,5,12-0h,-,True,57,30
Wexford Racing Results | 31st May 2023 20:30,N/A,20:30,Good To Yielding,2m 4f,Minella Mate (IRE),Mr J. C. Barry,3,John J. Nallen,3rd,2 1/2 l,5,12-0,-,True,57,30
Wexford Racing Results | 31st May 2023 20:30,N/A,20:30,Good To Yielding,2m 4f,Down Around (IRE),Mr J. W. Hendrick,7,N. Dooly,2nd,Short Head,6,12-0,-,True,57,30
Wexford Racing Results | 31st May 2023 20:30,N/A,20:30,Good To Yielding,2m 4f,Mousey Brown (IRE),Mr D. McGill,7,Dermot Anthony McLoughlin,1st,N/A,6,11-7t,-,True,57,30
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,Dont Do Dramas (IRE),G. F. Carroll,0,Michael Mulvany,11th,4 1/2 l,2,9-8,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,Stopitnowjulia (IRE),J. M. Sheridan,0,Aidan Anthony Howard,10th,4 1/2 l,2,8-13,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,Irish Annie (IRE),C. D. Hayes,0,Kevin Prendergast,9th,Neck,2,8-13,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,Nika Pika (IRE),Siobhan Rutledge,5,Patrick Magee,8th,1 3/4 l,2,8-9,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,Bhean Saibhre (IRE),A. J. Slattery,0,Aidan Anthony Howard,7th,Head,2,8-9,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,The Bear Trap (IRE),Shane Foley,0,Mrs J. Harrington,6th,2 1/2 l,2,9-6,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,Thia (IRE),R. P. Cleary,0,J. S. Bolger,5th,2 1/2 l,2,9-0t1,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,Bergamasco (IRE),R. P. Whelan,0,Jack W. Davison,4th,1 1/4 l,2,9-0,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,High Morale,D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,2 3/4 l,2,9-0,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,Oligopoly,Declan McDonogh,0,Joseph Patrick O'Brien,2nd,6 l,2,9-8,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,Spanish Flame (IRE),C. T. Keane,0,G. M. Lyons,1st,N/A,2,9-4,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,Dont Do Dramas (IRE),G. F. Carroll,0,Michael Mulvany,11th,4 1/2 l,2,9-8,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,Stopitnowjulia (IRE),J. M. Sheridan,0,Aidan Anthony Howard,10th,4 1/2 l,2,8-13,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,Irish Annie (IRE),C. D. Hayes,0,Kevin Prendergast,9th,Neck,2,8-13,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,Nika Pika (IRE),Siobhan Rutledge,5,Patrick Magee,8th,1 3/4 l,2,8-9,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,Bhean Saibhre (IRE),A. J. Slattery,0,Aidan Anthony Howard,7th,Head,2,8-9,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,The Bear Trap (IRE),Shane Foley,0,Mrs J. Harrington,6th,2 1/2 l,2,9-6,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,Thia (IRE),R. P. Cleary,0,J. S. Bolger,5th,2 1/2 l,2,9-0t1,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,Bergamasco (IRE),R. P. Whelan,0,Jack W. Davison,4th,1 1/4 l,2,9-0,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,High Morale,D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,2 3/4 l,2,9-0,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,Oligopoly,Declan McDonogh,0,Joseph Patrick O'Brien,2nd,6 l,2,9-8,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:05,N/A,14:05,Good,7f 55y,Spanish Flame (IRE),C. T. Keane,0,G. M. Lyons,1st,N/A,2,9-4,-,True,57,31
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,Meggy Moo (IRE),C. T. Keane,0,Noel Meade,11th,2 l,3,9-12t,63,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,Inthepoorhouse (IRE),R. P. Cleary,0,Kieran Patrick Cotter,10th,1 1/4 l,3,9-6b,57,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,Fendi,Kyanna Van Buuren,10,James M. Barrett,9th,1/2 l,3,8-10,47,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,Not Even Maybe (IRE),G. F. Carroll,0,Michael Mulvany,8th,Neck,3,9-1,52,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,National Question (IRE),L. T. McAteer,3,J. S. Bolger,7th,1 1/4 l,3,9-8b1,59,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,Asgard's Captain (IRE),R. C. Colgan,0,Thomas Dowling,6th,1 1/4 l,3,8-13,50,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,Distillate,Adam Caffrey,7,Adrian McGuinness,5th,1/2 l,3,10-0t,65,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,Miss Yvonne (IRE),Shane Foley,0,Mrs J. Harrington,4th,3/4 l,3,10-0,65,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,Cherry Pink (IRE),R. P. Whelan,0,M. Halford & T. Collins,3rd,1/2 l,3,9-7,58,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,Master Garvey (IRE),D. B. McMonagle,0,Joseph Anthony Murray,2nd,Short Head,3,9-8,59,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,Alfarida (IRE),A. J. Slattery,0,A. Slattery,1st,N/A,3,9-6,57,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,Meggy Moo (IRE),C. T. Keane,0,Noel Meade,11th,2 l,3,9-12t,63,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,Inthepoorhouse (IRE),R. P. Cleary,0,Kieran Patrick Cotter,10th,1 1/4 l,3,9-6b,57,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,Fendi,Kyanna Van Buuren,10,James M. Barrett,9th,1/2 l,3,8-10,47,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,Not Even Maybe (IRE),G. F. Carroll,0,Michael Mulvany,8th,Neck,3,9-1,52,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,National Question (IRE),L. T. McAteer,3,J. S. Bolger,7th,1 1/4 l,3,9-8b1,59,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,Asgard's Captain (IRE),R. C. Colgan,0,Thomas Dowling,6th,1 1/4 l,3,8-13,50,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,Distillate,Adam Caffrey,7,Adrian McGuinness,5th,1/2 l,3,10-0t,65,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,Miss Yvonne (IRE),Shane Foley,0,Mrs J. Harrington,4th,3/4 l,3,10-0,65,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,Cherry Pink (IRE),R. P. Whelan,0,M. Halford & T. Collins,3rd,1/2 l,3,9-7,58,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,Master Garvey (IRE),D. B. McMonagle,0,Joseph Anthony Murray,2nd,Short Head,3,9-8,59,True,57,32
Roscommon Racing Results | 1st June 2023 14:35,N/A,14:35,Good,7f 55y,Alfarida (IRE),A. J. Slattery,0,A. Slattery,1st,N/A,3,9-6,57,True,57,32
Roscommon Racing Results | 1st June 2023 15:05,N/A,15:05,Good,7f 55y,Georgeta,C. T. Keane,0,G. M. Lyons,9th,1 l,4,9-8,76,True,57,33
Roscommon Racing Results | 1st June 2023 15:05,N/A,15:05,Good,7f 55y,La Dame Blanche (IRE),S. P. Bird,10,Michael Mulvany,8th,8 1/2 l,4,9-5,73,True,57,33
Roscommon Racing Results | 1st June 2023 15:05,N/A,15:05,Good,7f 55y,Capuchinero,J. Coen,5,Joseph Patrick O'Brien,7th,1/2 l,4,9-6,74,True,57,33
Roscommon Racing Results | 1st June 2023 15:05,N/A,15:05,Good,7f 55y,Red Heel (IRE),Jessica Maye,10,W. McCreery,6th,1 1/4 l,6,10-0,82,True,57,33
Roscommon Racing Results | 1st June 2023 15:05,N/A,15:05,Good,7f 55y,Iva Batt (IRE),Adam Caffrey,7,Adrian McGuinness,5th,1 3/4 l,5,9-5p,73,True,57,33
Roscommon Racing Results | 1st June 2023 15:05,N/A,15:05,Good,7f 55y,Silken Ladder (IRE),G. F. Carroll,0,Joseph G. Murphy,4th,2 3/4 l,4,9-11h,79,True,57,33
Roscommon Racing Results | 1st June 2023 15:05,N/A,15:05,Good,7f 55y,Vadiana (IRE),R. P. Whelan,0,M. Halford & T. Collins,3rd,1/2 l,4,9-13,81,True,57,33
Roscommon Racing Results | 1st June 2023 15:05,N/A,15:05,Good,7f 55y,Bells on Her Toes (IRE),A. J. Slattery,0,A. Slattery,2nd,Neck,4,9-5v,73,True,57,33
Roscommon Racing Results | 1st June 2023 15:05,N/A,15:05,Good,7f 55y,Mary Salome (IRE),L. T. McAteer,3,Andrew Kinirons,1st,N/A,7,9-9,77,True,57,33
Roscommon Racing Results | 1st June 2023 15:05,N/A,15:05,Good,7f 55y,Georgeta,C. T. Keane,0,G. M. Lyons,9th,1 l,4,9-8,76,True,57,33
Roscommon Racing Results | 1st June 2023 15:05,N/A,15:05,Good,7f 55y,La Dame Blanche (IRE),S. P. Bird,10,Michael Mulvany,8th,8 1/2 l,4,9-5,73,True,57,33
Roscommon Racing Results | 1st June 2023 15:05,N/A,15:05,Good,7f 55y,Capuchinero,J. Coen,5,Joseph Patrick O'Brien,7th,1/2 l,4,9-6,74,True,57,33
Roscommon Racing Results | 1st June 2023 15:05,N/A,15:05,Good,7f 55y,Red Heel (IRE),Jessica Maye,10,W. McCreery,6th,1 1/4 l,6,10-0,82,True,57,33
Roscommon Racing Results | 1st June 2023 15:05,N/A,15:05,Good,7f 55y,Iva Batt (IRE),Adam Caffrey,7,Adrian McGuinness,5th,1 3/4 l,5,9-5p,73,True,57,33
Roscommon Racing Results | 1st June 2023 15:05,N/A,15:05,Good,7f 55y,Silken Ladder (IRE),G. F. Carroll,0,Joseph G. Murphy,4th,2 3/4 l,4,9-11h,79,True,57,33
Roscommon Racing Results | 1st June 2023 15:05,N/A,15:05,Good,7f 55y,Vadiana (IRE),R. P. Whelan,0,M. Halford & T. Collins,3rd,1/2 l,4,9-13,81,True,57,33
Roscommon Racing Results | 1st June 2023 15:05,N/A,15:05,Good,7f 55y,Bells on Her Toes (IRE),A. J. Slattery,0,A. Slattery,2nd,Neck,4,9-5v,73,True,57,33
Roscommon Racing Results | 1st June 2023 15:05,N/A,15:05,Good,7f 55y,Mary Salome (IRE),L. T. McAteer,3,Andrew Kinirons,1st,N/A,7,9-9,77,True,57,33
Roscommon Racing Results | 1st June 2023 15:35,N/A,15:35,Good,1m 2f,Sparkit (IRE),A. J. Slattery,0,A. Slattery,6th,8 1/2 l,3,9-5,-,True,57,34
Roscommon Racing Results | 1st June 2023 15:35,N/A,15:35,Good,1m 2f,Head Of State (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,5th,3/4 l,3,9-5t1,-,True,57,34
Roscommon Racing Results | 1st June 2023 15:35,N/A,15:35,Good,1m 2f,Fanaigi Linn (IRE),R. P. Cleary,0,J. S. Bolger,4th,1/2 l,3,9-0,-,True,57,34
Roscommon Racing Results | 1st June 2023 15:35,N/A,15:35,Good,1m 2f,Voice Of Reason (IRE),C. T. Keane,0,G. M. Lyons,3rd,5 1/2 l,3,9-5,-,True,57,34
Roscommon Racing Results | 1st June 2023 15:35,N/A,15:35,Good,1m 2f,Harbour Wind (IRE),C. D. Hayes,0,D. K. Weld,2nd,1/2 l,3,9-10,-,True,57,34
Roscommon Racing Results | 1st June 2023 15:35,N/A,15:35,Good,1m 2f,Pivotal Trigger,Shane Foley,0,Mrs J. Harrington,1st,N/A,3,9-10,-,True,57,34
Roscommon Racing Results | 1st June 2023 15:35,N/A,15:35,Good,1m 2f,Sparkit (IRE),A. J. Slattery,0,A. Slattery,6th,8 1/2 l,3,9-5,-,True,57,34
Roscommon Racing Results | 1st June 2023 15:35,N/A,15:35,Good,1m 2f,Head Of State (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,5th,3/4 l,3,9-5t1,-,True,57,34
Roscommon Racing Results | 1st June 2023 15:35,N/A,15:35,Good,1m 2f,Fanaigi Linn (IRE),R. P. Cleary,0,J. S. Bolger,4th,1/2 l,3,9-0,-,True,57,34
Roscommon Racing Results | 1st June 2023 15:35,N/A,15:35,Good,1m 2f,Voice Of Reason (IRE),C. T. Keane,0,G. M. Lyons,3rd,5 1/2 l,3,9-5,-,True,57,34
Roscommon Racing Results | 1st June 2023 15:35,N/A,15:35,Good,1m 2f,Harbour Wind (IRE),C. D. Hayes,0,D. K. Weld,2nd,1/2 l,3,9-10,-,True,57,34
Roscommon Racing Results | 1st June 2023 15:35,N/A,15:35,Good,1m 2f,Pivotal Trigger,Shane Foley,0,Mrs J. Harrington,1st,N/A,3,9-10,-,True,57,34
Roscommon Racing Results | 1st June 2023 16:05,N/A,16:05,Good,1m 3f 151y,Loveauntviv (IRE),Declan McDonogh,0,Joe Conlon,9th,2 l,6,9-4,-,True,57,35
Roscommon Racing Results | 1st June 2023 16:05,N/A,16:05,Good,1m 3f 151y,Honketonk Angel (IRE),G. F. Carroll,0,Luke Comer,8th,1 1/4 l,6,9-4,-,True,57,35
Roscommon Racing Results | 1st June 2023 16:05,N/A,16:05,Good,1m 3f 151y,Humtaza (IRE),J. Coen,5,P. O'Rourke,7th,1 1/4 l,4,9-4,-,True,57,35
Roscommon Racing Results | 1st June 2023 16:05,N/A,16:05,Good,1m 3f 151y,Born Ruthless (IRE),Amy Jo Hayes,7,A. Slattery,6th,1 3/4 l,4,9-4,-,True,57,35
Roscommon Racing Results | 1st June 2023 16:05,N/A,16:05,Good,1m 3f 151y,Cara Susanna (IRE),C. D. Hayes,0,D. K. Weld,5th,1/2 l,4,9-4b1,-,True,57,35
Roscommon Racing Results | 1st June 2023 16:05,N/A,16:05,Good,1m 3f 151y,Isotta (IRE),Adam Caffrey,7,Adrian McGuinness,4th,2 1/4 l,4,9-4p,-,True,57,35
Roscommon Racing Results | 1st June 2023 16:05,N/A,16:05,Good,1m 3f 151y,Celebrating Ethel (IRE),C. T. Keane,0,Andrew Kinirons,3rd,4 1/2 l,4,9-4,-,True,57,35
Roscommon Racing Results | 1st June 2023 16:05,N/A,16:05,Good,1m 3f 151y,Banned,D. B. McMonagle,0,Joseph Patrick O'Brien,2nd,1 3/4 l,4,9-4h1,-,True,57,35
Roscommon Racing Results | 1st June 2023 16:05,N/A,16:05,Good,1m 3f 151y,Queen Of Seduction (IRE),R. P. Whelan,0,Mrs J. Harrington,1st,N/A,4,9-4,-,True,57,35
Roscommon Racing Results | 1st June 2023 16:05,N/A,16:05,Good,1m 3f 151y,Loveauntviv (IRE),Declan McDonogh,0,Joe Conlon,9th,2 l,6,9-4,-,True,57,35
Roscommon Racing Results | 1st June 2023 16:05,N/A,16:05,Good,1m 3f 151y,Honketonk Angel (IRE),G. F. Carroll,0,Luke Comer,8th,1 1/4 l,6,9-4,-,True,57,35
Roscommon Racing Results | 1st June 2023 16:05,N/A,16:05,Good,1m 3f 151y,Humtaza (IRE),J. Coen,5,P. O'Rourke,7th,1 1/4 l,4,9-4,-,True,57,35
Roscommon Racing Results | 1st June 2023 16:05,N/A,16:05,Good,1m 3f 151y,Born Ruthless (IRE),Amy Jo Hayes,7,A. Slattery,6th,1 3/4 l,4,9-4,-,True,57,35
Roscommon Racing Results | 1st June 2023 16:05,N/A,16:05,Good,1m 3f 151y,Cara Susanna (IRE),C. D. Hayes,0,D. K. Weld,5th,1/2 l,4,9-4b1,-,True,57,35
Roscommon Racing Results | 1st June 2023 16:05,N/A,16:05,Good,1m 3f 151y,Isotta (IRE),Adam Caffrey,7,Adrian McGuinness,4th,2 1/4 l,4,9-4p,-,True,57,35
Roscommon Racing Results | 1st June 2023 16:05,N/A,16:05,Good,1m 3f 151y,Celebrating Ethel (IRE),C. T. Keane,0,Andrew Kinirons,3rd,4 1/2 l,4,9-4,-,True,57,35
Roscommon Racing Results | 1st June 2023 16:05,N/A,16:05,Good,1m 3f 151y,Banned,D. B. McMonagle,0,Joseph Patrick O'Brien,2nd,1 3/4 l,4,9-4h1,-,True,57,35
Roscommon Racing Results | 1st June 2023 16:05,N/A,16:05,Good,1m 3f 151y,Queen Of Seduction (IRE),R. P. Whelan,0,Mrs J. Harrington,1st,N/A,4,9-4,-,True,57,35
Roscommon Racing Results | 1st June 2023 16:35,N/A,16:35,Good,1m 3f 151y,Autocrat (IRE),J. M. Sheridan,0,Denis Hogan,10th,2 1/2 l,3,9-0p,81,True,57,36
Roscommon Racing Results | 1st June 2023 16:35,N/A,16:35,Good,1m 3f 151y,Safari Quest (IRE),R. C. Colgan,0,A. J. Martin,9th,2 3/4 l,5,9-10t,76,True,57,36
Roscommon Racing Results | 1st June 2023 16:35,N/A,16:35,Good,1m 3f 151y,Construct,Cillian McConnell,7,John McConnell,8th,Short Head,8,9-4t,70,True,57,36
Roscommon Racing Results | 1st June 2023 16:35,N/A,16:35,Good,1m 3f 151y,In Favour,C. D. Hayes,0,Luke Comer,7th,1/2 l,7,10-0t,80,True,57,36
Roscommon Racing Results | 1st June 2023 16:35,N/A,16:35,Good,1m 3f 151y,Darkened (IRE),A. J. Slattery,0,Denis Hogan,6th,3/4 l,7,9-0t,66,True,57,36
Roscommon Racing Results | 1st June 2023 16:35,N/A,16:35,Good,1m 3f 151y,Dani's Boy (IRE),K. J. Leonard,0,J. J. Cullen,5th,1/2 l,8,8-7tp,59,True,57,36
Roscommon Racing Results | 1st June 2023 16:35,N/A,16:35,Good,1m 3f 151y,Halla Ban (IRE),R. P. Cleary,0,J. S. Bolger,4th,1 1/2 l,3,8-9,76,True,57,36
Roscommon Racing Results | 1st June 2023 16:35,N/A,16:35,Good,1m 3f 151y,Last Ammo (IRE),D. B. McMonagle,0,Richard John O'Brien,3rd,Head,4,9-12p,78,True,57,36
Roscommon Racing Results | 1st June 2023 16:35,N/A,16:35,Good,1m 3f 151y,Rattle and Hum (IRE),J. Coen,5,Joseph Patrick O'Brien,2nd,2 l,3,9-2,83,True,57,36
Roscommon Racing Results | 1st June 2023 16:35,N/A,16:35,Good,1m 3f 151y,Star Kissed (IRE),C. T. Keane,0,G. M. Lyons,1st,N/A,4,9-13,79,True,57,36
Roscommon Racing Results | 1st June 2023 16:35,N/A,16:35,Good,1m 3f 151y,Autocrat (IRE),J. M. Sheridan,0,Denis Hogan,10th,2 1/2 l,3,9-0p,81,True,57,36
Roscommon Racing Results | 1st June 2023 16:35,N/A,16:35,Good,1m 3f 151y,Safari Quest (IRE),R. C. Colgan,0,A. J. Martin,9th,2 3/4 l,5,9-10t,76,True,57,36
Roscommon Racing Results | 1st June 2023 16:35,N/A,16:35,Good,1m 3f 151y,Construct,Cillian McConnell,7,John McConnell,8th,Short Head,8,9-4t,70,True,57,36
Roscommon Racing Results | 1st June 2023 16:35,N/A,16:35,Good,1m 3f 151y,In Favour,C. D. Hayes,0,Luke Comer,7th,1/2 l,7,10-0t,80,True,57,36
Roscommon Racing Results | 1st June 2023 16:35,N/A,16:35,Good,1m 3f 151y,Darkened (IRE),A. J. Slattery,0,Denis Hogan,6th,3/4 l,7,9-0t,66,True,57,36
Roscommon Racing Results | 1st June 2023 16:35,N/A,16:35,Good,1m 3f 151y,Dani's Boy (IRE),K. J. Leonard,0,J. J. Cullen,5th,1/2 l,8,8-7tp,59,True,57,36
Roscommon Racing Results | 1st June 2023 16:35,N/A,16:35,Good,1m 3f 151y,Halla Ban (IRE),R. P. Cleary,0,J. S. Bolger,4th,1 1/2 l,3,8-9,76,True,57,36
Roscommon Racing Results | 1st June 2023 16:35,N/A,16:35,Good,1m 3f 151y,Last Ammo (IRE),D. B. McMonagle,0,Richard John O'Brien,3rd,Head,4,9-12p,78,True,57,36
Roscommon Racing Results | 1st June 2023 16:35,N/A,16:35,Good,1m 3f 151y,Rattle and Hum (IRE),J. Coen,5,Joseph Patrick O'Brien,2nd,2 l,3,9-2,83,True,57,36
Roscommon Racing Results | 1st June 2023 16:35,N/A,16:35,Good,1m 3f 151y,Star Kissed (IRE),C. T. Keane,0,G. M. Lyons,1st,N/A,4,9-13,79,True,57,36
Roscommon Racing Results | 1st June 2023 17:05,N/A,17:05,Good,1m 3f 151y,Ruler Of The River (IRE),J. Coen,5,Andrew Kinirons,11th,3 3/4 l,3,9-8,59,True,57,37
Roscommon Racing Results | 1st June 2023 17:05,N/A,17:05,Good,1m 3f 151y,Cloughaneely Mor (IRE),C. D. Hayes,0,E. Sheehy,10th,11 l,3,8-10b1,47,True,57,37
Roscommon Racing Results | 1st June 2023 17:05,N/A,17:05,Good,1m 3f 151y,Glyde Ranger (IRE),R. P. Cleary,0,T. G. McCourt,9th,12 l,3,8-13,50,True,57,37
Roscommon Racing Results | 1st June 2023 17:05,N/A,17:05,Good,1m 3f 151y,Parish Star (IRE),L. T. McAteer,3,J. S. Bolger,8th,3 3/4 l,3,9-13,64,True,57,37
Roscommon Racing Results | 1st June 2023 17:05,N/A,17:05,Good,1m 3f 151y,Charlie Darling (FR),G. F. Carroll,0,Gavin Patrick Cromwell,7th,3/4 l,3,8-13,50,True,57,37
Roscommon Racing Results | 1st June 2023 17:05,N/A,17:05,Good,1m 3f 151y,Upepo (IRE),R. C. Colgan,0,Ms Sheila Lavery,6th,1/2 l,3,9-11,62,True,57,37
Roscommon Racing Results | 1st June 2023 17:05,N/A,17:05,Good,1m 3f 151y,Lilac Lady (IRE),Declan McDonogh,0,M. C. Grassick,5th,1/2 l,3,8-10b1,47,True,57,37
Roscommon Racing Results | 1st June 2023 17:05,N/A,17:05,Good,1m 3f 151y,Believe Me Now (IRE),A. J. Slattery,0,A. Slattery,4th,3 1/2 l,3,9-9,60,True,57,37
Roscommon Racing Results | 1st June 2023 17:05,N/A,17:05,Good,1m 3f 151y,Notturno (IRE),D. B. McMonagle,0,Noel Meade,3rd,1/2 l,3,9-12b,63,True,57,37
Roscommon Racing Results | 1st June 2023 17:05,N/A,17:05,Good,1m 3f 151y,Show No Fear (IRE),J. M. Sheridan,0,Denis Hogan,2nd,1 l,3,9-6,57,True,57,37
Roscommon Racing Results | 1st June 2023 17:05,N/A,17:05,Good,1m 3f 151y,Youcrackmeup,R. P. Whelan,0,Mrs J. Harrington,1st,N/A,3,10-0b1,65,True,57,37
Roscommon Racing Results | 1st June 2023 17:05,N/A,17:05,Good,1m 3f 151y,Ruler Of The River (IRE),J. Coen,5,Andrew Kinirons,11th,3 3/4 l,3,9-8,59,True,57,37
Roscommon Racing Results | 1st June 2023 17:05,N/A,17:05,Good,1m 3f 151y,Cloughaneely Mor (IRE),C. D. Hayes,0,E. Sheehy,10th,11 l,3,8-10b1,47,True,57,37
Roscommon Racing Results | 1st June 2023 17:05,N/A,17:05,Good,1m 3f 151y,Glyde Ranger (IRE),R. P. Cleary,0,T. G. McCourt,9th,12 l,3,8-13,50,True,57,37
Roscommon Racing Results | 1st June 2023 17:05,N/A,17:05,Good,1m 3f 151y,Parish Star (IRE),L. T. McAteer,3,J. S. Bolger,8th,3 3/4 l,3,9-13,64,True,57,37
Roscommon Racing Results | 1st June 2023 17:05,N/A,17:05,Good,1m 3f 151y,Charlie Darling (FR),G. F. Carroll,0,Gavin Patrick Cromwell,7th,3/4 l,3,8-13,50,True,57,37
Roscommon Racing Results | 1st June 2023 17:05,N/A,17:05,Good,1m 3f 151y,Upepo (IRE),R. C. Colgan,0,Ms Sheila Lavery,6th,1/2 l,3,9-11,62,True,57,37
Roscommon Racing Results | 1st June 2023 17:05,N/A,17:05,Good,1m 3f 151y,Lilac Lady (IRE),Declan McDonogh,0,M. C. Grassick,5th,1/2 l,3,8-10b1,47,True,57,37
Roscommon Racing Results | 1st June 2023 17:05,N/A,17:05,Good,1m 3f 151y,Believe Me Now (IRE),A. J. Slattery,0,A. Slattery,4th,3 1/2 l,3,9-9,60,True,57,37
