track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 21st April 2024 14:55,N/A,14:55,Soft To Heavy,6f,Sakakawea (IRE),W J Lee,0,T M Walsh,9th,Head,3,9-3,-,True,109,6
Curragh Racing Results | 21st April 2024 14:55,N/A,14:55,Soft To Heavy,6f,Somptueuse (IRE),D E Sheehy,0,M C Grassick,8th,1 1/4 l,3,9-3,-,True,109,6
Curragh Racing Results | 21st April 2024 14:55,N/A,14:55,Soft To Heavy,6f,Weston Grey (IRE),G M Ryan,0,Daniel Murphy,7th,2 l,3,9-3,-,True,109,6
Curragh Racing Results | 21st April 2024 14:55,N/A,14:55,Soft To Heavy,6f,Bridge The Gap (IRE),O McSweeney,3,Daniel Murphy,6th,8 1/2 l,3,9-3,-,True,109,6
Curragh Racing Results | 21st April 2024 14:55,N/A,14:55,Soft To Heavy,6f,Ebanza (IRE),B M Coen,0,J P Murtagh,5th,2 1/2 l,3,9-3,-,True,109,6
Curragh Racing Results | 21st April 2024 14:55,N/A,14:55,Soft To Heavy,6f,Betsen,R P Whelan,0,J Davison,4th,Nose,3,9-8,-,True,109,6
Curragh Racing Results | 21st April 2024 14:55,N/A,14:55,Soft To Heavy,6f,Kortez Bay (IRE),R C Colgan,0,S Lavery,3rd,1 1/2 l,3,9-8,-,True,109,6
Curragh Racing Results | 21st April 2024 14:55,N/A,14:55,Soft To Heavy,6f,Eclipse Emerald (IRE),J A Heffernan,0,J A Stack,2nd,1/2 l,3,9-8,-,True,109,6
Curragh Racing Results | 21st April 2024 14:55,N/A,14:55,Soft To Heavy,6f,Follow Me (FR),S Foley,0,R O'Sullivan,1st,N/A,3,9-8,-,True,109,6
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Rhythm King (IRE),S Foley,0,M Fahey,21st,7 l,4,9-12,78,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Rochester Mike (IRE),Mr T R Costello,10,M Kelly,20th,Neck,4,9-3tp1,69,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Cu Chulainn,L F Roche,0,Laura Hourigan,19th,1/2 l,6,9-0t,66,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Encosta (IRE),C T Keane,0,N Meade,18th,1/2 l,4,9-6,72,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Half Nutz (IRE),Adam Caffrey,5,A McGuinness,17th,Nose,7,9-4,70,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Queenie St Clair (IRE),W M Lordan,0,E D Delany,16th,Neck,4,10-0v1,80,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Amanirenas (IRE),C Geerdharry,7,M C Grassick,15th,1 1/4 l,5,9-1,67,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Loingseoir (IRE),D E Sheehy,0,M C Grassick,14th,Short Head,8,9-11tp1,77,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Easy Way (IRE),C D Hayes,0,L Comer,13th,1 1/4 l,4,8-11p1,63,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Chicago Storm,D Egan,0,Chris Timmons,12th,1/2 l,5,8-9tp,61,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Mile End,B M Coen,0,Ciaran Murphy,11th,3/4 l,4,9-12,78,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Rio Largo (IRE),D McMonagle,0,L Comer,10th,Head,4,9-6,72,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Uncle Albert (IRE),D P McDonogh,0,K P Cotter,9th,1 1/4 l,3,8-13,78,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Eastern Wind,J J G Ryan,0,T G McCourt,8th,2 1/4 l,5,9-8p,74,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Fiver Friday (IRE),J Kearney,5,Paul Traynor,7th,2 1/2 l,4,9-11h,77,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Spanish Tenor (IRE),C J MacRedmond,5,A McGuinness,6th,3/4 l,10,10-4,84,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Pepper Noir (IRE),R Whearty,5,G P Cromwell,5th,Neck,3,8-8,73,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Sea Eagle,S T McCullagh,3,Gerard O'Leary,4th,1/2 l,4,10-0,80,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,God Knows (IRE),J A Heffernan,0,R Brabazon,3rd,3/4 l,5,9-9,75,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,El Bello,S D Bowen,5,D Hogan,2nd,1/2 l,5,9-6p,72,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Zephron,M W Hassett,7,D Cullen,1st,N/A,7,9-12p,78,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Rhythm King (IRE),S Foley,0,M Fahey,21st,7 l,4,9-12,78,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Rochester Mike (IRE),Mr T R Costello,10,M Kelly,20th,Neck,4,9-3tp1,69,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Cu Chulainn,L F Roche,0,Laura Hourigan,19th,1/2 l,6,9-0t,66,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Encosta (IRE),C T Keane,0,N Meade,18th,1/2 l,4,9-6,72,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Half Nutz (IRE),Adam Caffrey,5,A McGuinness,17th,Nose,7,9-4,70,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Queenie St Clair (IRE),W M Lordan,0,E D Delany,16th,Neck,4,10-0v1,80,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Amanirenas (IRE),C Geerdharry,7,M C Grassick,15th,1 1/4 l,5,9-1,67,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Loingseoir (IRE),D E Sheehy,0,M C Grassick,14th,Short Head,8,9-11tp1,77,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Easy Way (IRE),C D Hayes,0,L Comer,13th,1 1/4 l,4,8-11p1,63,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Chicago Storm,D Egan,0,Chris Timmons,12th,1/2 l,5,8-9tp,61,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Mile End,B M Coen,0,Ciaran Murphy,11th,3/4 l,4,9-12,78,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Rio Largo (IRE),D McMonagle,0,L Comer,10th,Head,4,9-6,72,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Uncle Albert (IRE),D P McDonogh,0,K P Cotter,9th,1 1/4 l,3,8-13,78,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Eastern Wind,J J G Ryan,0,T G McCourt,8th,2 1/4 l,5,9-8p,74,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Fiver Friday (IRE),J Kearney,5,Paul Traynor,7th,2 1/2 l,4,9-11h,77,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Spanish Tenor (IRE),C J MacRedmond,5,A McGuinness,6th,3/4 l,10,10-4,84,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Pepper Noir (IRE),R Whearty,5,G P Cromwell,5th,Neck,3,8-8,73,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Sea Eagle,S T McCullagh,3,Gerard O'Leary,4th,1/2 l,4,10-0,80,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,God Knows (IRE),J A Heffernan,0,R Brabazon,3rd,3/4 l,5,9-9,75,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,El Bello,S D Bowen,5,D Hogan,2nd,1/2 l,5,9-6p,72,True,109,7
Curragh Racing Results | 21st April 2024 15:30,N/A,15:30,Soft To Heavy,7f,Zephron,M W Hassett,7,D Cullen,1st,N/A,7,9-12p,78,True,109,7
Curragh Racing Results | 21st April 2024 16:00,N/A,16:00,Soft To Heavy,7f,San Andreas (IRE),H J Horgan,0,J P O'Brien,6th,9 1/2 l,8,9-9,-,True,109,8
Curragh Racing Results | 21st April 2024 16:00,N/A,16:00,Soft To Heavy,7f,Henry Adams (IRE),R L Moore,0,A P O'Brien,5th,8 l,3,9-1b,-,True,109,8
Curragh Racing Results | 21st April 2024 16:00,N/A,16:00,Soft To Heavy,7f,Big Gossey (IRE),W J Lee,0,C O'Brien,4th,Neck,7,9-9,-,True,109,8
Curragh Racing Results | 21st April 2024 16:00,N/A,16:00,Soft To Heavy,7f,Mutasarref,C T Keane,0,G M Lyons,3rd,1 1/4 l,6,9-12,-,True,109,8
Curragh Racing Results | 21st April 2024 16:00,N/A,16:00,Soft To Heavy,7f,Jumbly,D McMonagle,0,J P O'Brien,2nd,2 3/4 l,5,9-4,-,True,109,8
Curragh Racing Results | 21st April 2024 16:00,N/A,16:00,Soft To Heavy,7f,Yosemite Valley,G M Ryan,0,Donnacha O'Brien,1st,N/A,4,9-9,-,True,109,8
Curragh Racing Results | 21st April 2024 16:00,N/A,16:00,Soft To Heavy,7f,San Andreas (IRE),H J Horgan,0,J P O'Brien,6th,9 1/2 l,8,9-9,-,True,109,8
Curragh Racing Results | 21st April 2024 16:00,N/A,16:00,Soft To Heavy,7f,Henry Adams (IRE),R L Moore,0,A P O'Brien,5th,8 l,3,9-1b,-,True,109,8
Curragh Racing Results | 21st April 2024 16:00,N/A,16:00,Soft To Heavy,7f,Big Gossey (IRE),W J Lee,0,C O'Brien,4th,Neck,7,9-9,-,True,109,8
Curragh Racing Results | 21st April 2024 16:00,N/A,16:00,Soft To Heavy,7f,Mutasarref,C T Keane,0,G M Lyons,3rd,1 1/4 l,6,9-12,-,True,109,8
Curragh Racing Results | 21st April 2024 16:00,N/A,16:00,Soft To Heavy,7f,Jumbly,D McMonagle,0,J P O'Brien,2nd,2 3/4 l,5,9-4,-,True,109,8
Curragh Racing Results | 21st April 2024 16:00,N/A,16:00,Soft To Heavy,7f,Yosemite Valley,G M Ryan,0,Donnacha O'Brien,1st,N/A,4,9-9,-,True,109,8
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Nordic Passage (IRE),R P Whelan,0,J F Levins,12th,Neck,9,8-11,73,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Something Nice (IRE),S P Bird,7,M Mulvany,11th,1 1/2 l,4,9-12,88,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Verhoyen,D E Sheehy,0,M C Grassick,10th,Neck,9,9-11b,87,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Screen Siren (IRE),J J G Ryan,0,E Lynam,9th,3/4 l,6,10-0,90,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Mymomentintime (USA),Siobhan Rutledge,0,Miss S A Finn,8th,1 1/4 l,5,8-7h,69,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Mickey The Steel,R Whearty,5,Joseph Murray,7th,1 l,6,9-12tp,88,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Harry's Hill,M W Hassett,7,M Hassett,6th,1/2 l,6,9-6,82,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Mehman,S Foley,0,Gerard O'Leary,5th,Neck,5,9-0t,76,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Sporting Hero,S D Bowen,5,D Hogan,4th,Short Head,4,9-5,81,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Laugh A Minute,Adam Caffrey,5,A McGuinness,3rd,1 1/2 l,9,10-5,95,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Two Stars (IRE),J M Sheridan,0,J A Stack,2nd,1 1/4 l,4,9-8,84,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Magical Vision (IRE),C D Hayes,0,A A Howard,1st,N/A,7,8-13,75,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Nordic Passage (IRE),R P Whelan,0,J F Levins,12th,Neck,9,8-11,73,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Something Nice (IRE),S P Bird,7,M Mulvany,11th,1 1/2 l,4,9-12,88,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Verhoyen,D E Sheehy,0,M C Grassick,10th,Neck,9,9-11b,87,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Screen Siren (IRE),J J G Ryan,0,E Lynam,9th,3/4 l,6,10-0,90,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Mymomentintime (USA),Siobhan Rutledge,0,Miss S A Finn,8th,1 1/4 l,5,8-7h,69,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Mickey The Steel,R Whearty,5,Joseph Murray,7th,1 l,6,9-12tp,88,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Harry's Hill,M W Hassett,7,M Hassett,6th,1/2 l,6,9-6,82,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Mehman,S Foley,0,Gerard O'Leary,5th,Neck,5,9-0t,76,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Sporting Hero,S D Bowen,5,D Hogan,4th,Short Head,4,9-5,81,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Laugh A Minute,Adam Caffrey,5,A McGuinness,3rd,1 1/2 l,9,10-5,95,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Two Stars (IRE),J M Sheridan,0,J A Stack,2nd,1 1/4 l,4,9-8,84,True,109,9
Curragh Racing Results | 21st April 2024 16:30,N/A,16:30,Soft To Heavy,5f,Magical Vision (IRE),C D Hayes,0,A A Howard,1st,N/A,7,8-13,75,True,109,9
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Beaumadier (IRE),C Geerdharry,7,M C Grassick,NR,N/A,4,9-5h,54,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Kami (IRE),G M Ryan,0,M M McNiff,27th,10 l,4,10-2t,65,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Stanhope,K G Kennedy,7,J C McConnell,26th,1 l,10,9-2,51,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Sin E Shekells,W Joyce,5,J G Murray,25th,3 1/2 l,7,8-12p,47,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Lynskey (IRE),R Whearty,5,Joseph Murray,24th,Short Head,4,8-12,47,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Scarlet Dancer (IRE),Siobhan Rutledge,3,J C McConnell,23rd,3/4 l,5,9-5,54,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,One For Mum (IRE),C T Keane,0,G M Lyons,22nd,1/2 l,4,9-9,58,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Hezahunk (IRE),R P Whelan,0,A McGuinness,21st,1/2 l,5,9-3,52,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Below Deck (IRE),L F Roche,0,L Comer,20th,1 l,4,8-13t,48,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Second Fiddle (IRE),D P McDonogh,0,C P Donoghue,19th,3/4 l,5,9-0t,49,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Atlas (IRE),Alyse Jane Clarke,10,T G McCourt,18th,3/4 l,11,8-12p,47,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Brookie Cookie (IRE),D E Sheehy,0,R O'Brien,17th,Neck,4,8-12,47,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Coolcalmncollected,D McMonagle,0,Ciaran Murphy,16th,1 l,4,9-5p1,54,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Thirtysecondstreet (IRE),J A Powell,3,L Comer,15th,1 3/4 l,4,8-12t1,47,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Grigal (IRE),J A Heffernan,0,R Brabazon,14th,Neck,5,9-12,61,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Nouvel Espoir (IRE),B M Coen,0,J Barcoe,13th,Neck,4,9-13,62,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Grand Citadel (IRE),N G McCullagh,0,M P Fenton,12th,Nose,3,8-7,53,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Tall Story (IRE),M P Sheehy,0,R O'Sullivan,11th,1 3/4 l,6,8-12p,47,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Naisiun (IRE),A J Slattery,0,J S Bolger,10th,Nose,3,8-13,59,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Rattletheonionbag (IRE),J J G Ryan,0,W P Browne,9th,1/2 l,4,9-5,54,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Cage Rattler (IRE),S D Bowen,0,J A Kinsella,8th,1 1/4 l,4,8-13p,48,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Gegenpressing,C D Hayes,0,E & P Harty,7th,1/2 l,6,8-13t,48,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Dark Viper,S Foley,0,Mrs J Harrington,6th,1 1/2 l,3,9-2p,62,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Downforce (IRE),W J Lee,0,W McCreery,5th,1/2 l,12,10-1v,64,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Layoftheland (IRE),N M Crosse,0,Sean Davis,4th,Neck,3,8-7,53,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Un Bacio Ancora (IRE),K J Leonard,0,P J F Murphy,3rd,Neck,5,8-13tp,48,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Pinar Del Rio,M W Hassett,7,Joe Conlon,2nd,Short Head,5,9-12,61,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Redshore City (IRE),W M Lordan,0,N Lupini,1st,N/A,4,8-12,47,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Beaumadier (IRE),C Geerdharry,7,M C Grassick,NR,N/A,4,9-5h,54,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Kami (IRE),G M Ryan,0,M M McNiff,27th,10 l,4,10-2t,65,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Stanhope,K G Kennedy,7,J C McConnell,26th,1 l,10,9-2,51,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Sin E Shekells,W Joyce,5,J G Murray,25th,3 1/2 l,7,8-12p,47,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Lynskey (IRE),R Whearty,5,Joseph Murray,24th,Short Head,4,8-12,47,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Scarlet Dancer (IRE),Siobhan Rutledge,3,J C McConnell,23rd,3/4 l,5,9-5,54,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,One For Mum (IRE),C T Keane,0,G M Lyons,22nd,1/2 l,4,9-9,58,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Hezahunk (IRE),R P Whelan,0,A McGuinness,21st,1/2 l,5,9-3,52,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Below Deck (IRE),L F Roche,0,L Comer,20th,1 l,4,8-13t,48,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Second Fiddle (IRE),D P McDonogh,0,C P Donoghue,19th,3/4 l,5,9-0t,49,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Atlas (IRE),Alyse Jane Clarke,10,T G McCourt,18th,3/4 l,11,8-12p,47,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Brookie Cookie (IRE),D E Sheehy,0,R O'Brien,17th,Neck,4,8-12,47,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Coolcalmncollected,D McMonagle,0,Ciaran Murphy,16th,1 l,4,9-5p1,54,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Thirtysecondstreet (IRE),J A Powell,3,L Comer,15th,1 3/4 l,4,8-12t1,47,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Grigal (IRE),J A Heffernan,0,R Brabazon,14th,Neck,5,9-12,61,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Nouvel Espoir (IRE),B M Coen,0,J Barcoe,13th,Neck,4,9-13,62,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Grand Citadel (IRE),N G McCullagh,0,M P Fenton,12th,Nose,3,8-7,53,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Tall Story (IRE),M P Sheehy,0,R O'Sullivan,11th,1 3/4 l,6,8-12p,47,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Naisiun (IRE),A J Slattery,0,J S Bolger,10th,Nose,3,8-13,59,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Rattletheonionbag (IRE),J J G Ryan,0,W P Browne,9th,1/2 l,4,9-5,54,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Cage Rattler (IRE),S D Bowen,0,J A Kinsella,8th,1 1/4 l,4,8-13p,48,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Gegenpressing,C D Hayes,0,E & P Harty,7th,1/2 l,6,8-13t,48,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Dark Viper,S Foley,0,Mrs J Harrington,6th,1 1/2 l,3,9-2p,62,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Downforce (IRE),W J Lee,0,W McCreery,5th,1/2 l,12,10-1v,64,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Layoftheland (IRE),N M Crosse,0,Sean Davis,4th,Neck,3,8-7,53,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Un Bacio Ancora (IRE),K J Leonard,0,P J F Murphy,3rd,Neck,5,8-13tp,48,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Pinar Del Rio,M W Hassett,7,Joe Conlon,2nd,Short Head,5,9-12,61,True,109,10
Curragh Racing Results | 21st April 2024 17:00,N/A,17:00,Soft To Heavy,6f,Redshore City (IRE),W M Lordan,0,N Lupini,1st,N/A,4,8-12,47,True,109,10
Tramore Racing Results | 21st April 2024 14:05,N/A,14:05,Yielding,2m 130y,Pebble To A Pearl (IRE),C M Quirke,5,Paul Power,13th,23 l,4,10-6,-,True,109,11
Tramore Racing Results | 21st April 2024 14:05,N/A,14:05,Yielding,2m 130y,Star Of Mayo,G B Noonan,5,E McNamara,12th,11 l,4,11-7,-,True,109,11
Tramore Racing Results | 21st April 2024 14:05,N/A,14:05,Yielding,2m 130y,Shahbaz (IRE),K M Donoghue,0,G P Cromwell,11th,Neck,4,11-7,-,True,109,11
Tramore Racing Results | 21st April 2024 14:05,N/A,14:05,Yielding,2m 130y,Saidekelly (IRE),M P O'Connor,3,J J Mangan,10th,1 l,4,10-6,-,True,109,11
Tramore Racing Results | 21st April 2024 14:05,N/A,14:05,Yielding,2m 130y,Avandra (IRE),S D Torrens,0,P J Rothwell,9th,2 1/4 l,4,10-6,-,True,109,11
Tramore Racing Results | 21st April 2024 14:05,N/A,14:05,Yielding,2m 130y,Halla Paroiste (IRE),C P Millar,7,C Collins,8th,2 1/2 l,4,10-13,-,True,109,11
Tramore Racing Results | 21st April 2024 14:05,N/A,14:05,Yielding,2m 130y,Cape Bridgewater (IRE),J S McGarvey,0,Gerard O'Leary,7th,3/4 l,4,11-7,-,True,109,11
Tramore Racing Results | 21st April 2024 14:05,N/A,14:05,Yielding,2m 130y,Happy Me (IRE),D J O'Keeffe,0,W J Burke,6th,1 3/4 l,4,10-13,-,True,109,11
