track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Bellewstown Racing Results | 1st July 2022 19:00,N/A,19:00,Yielding,5f 3y,Butterfly Stream (IRE),C. T. Keane,0,Adrian Murray,11th,Neck,3,9-3,-,True,6,18
Bellewstown Racing Results | 1st July 2022 19:00,N/A,19:00,Yielding,5f 3y,Mrs Shelby (IRE),D. B. McMonagle,0,Ciaran Murphy,10th,1 3/4 l,3,9-3,-,True,6,18
Bellewstown Racing Results | 1st July 2022 19:00,N/A,19:00,Yielding,5f 3y,Creative Power (IRE),C. D. Hayes,0,Edward Lynam,9th,3/4 l,3,9-3,-,True,6,18
Bellewstown Racing Results | 1st July 2022 19:00,N/A,19:00,Yielding,5f 3y,Lalechko,Ben Martin Coen,0,Padraig Roche,8th,Head,4,9-13,-,True,6,18
Bellewstown Racing Results | 1st July 2022 19:00,N/A,19:00,Yielding,5f 3y,Finke River,Shane Foley,0,James McAuley,7th,1 1/4 l,3,9-8,-,True,6,18
Bellewstown Racing Results | 1st July 2022 19:00,N/A,19:00,Yielding,5f 3y,Diamondsinthesand (IRE),Adrian O'Shea,5,Mrs A. M. O'Shea,6th,1 1/2 l,5,9-13,-,True,6,18
Bellewstown Racing Results | 1st July 2022 19:00,N/A,19:00,Yielding,5f 3y,Un Bacio Ancora (IRE),K. J. Manning,0,Eddie & Patrick Harty,5th,3/4 l,3,9-3,-,True,6,18
Bellewstown Racing Results | 1st July 2022 19:00,N/A,19:00,Yielding,5f 3y,It Might Be You (IRE),G. F. Carroll,0,Michael Mulvany,4th,1/2 l,3,9-3,-,True,6,18
Bellewstown Racing Results | 1st July 2022 19:00,N/A,19:00,Yielding,5f 3y,Ballysax Lil' Mick (IRE),D. J. Gilligan,10,Miss Katy Brown,3rd,2 1/4 l,4,9-13,-,True,6,18
Bellewstown Racing Results | 1st July 2022 19:00,N/A,19:00,Yielding,5f 3y,Shoebox King (IRE),John Allen,0,Kevin Thomas Coleman,2nd,1 1/4 l,3,9-8,-,True,6,18
Bellewstown Racing Results | 1st July 2022 19:00,N/A,19:00,Yielding,5f 3y,Are We Dreaming (IRE),William James Lee,0,W. McCreery,1st,N/A,3,9-3v1,-,True,6,18
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Amazing Emma (IRE),C. T. Keane,0,Liam McAteer,UR,N/A,4,10-2,61,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Man Johnny (IRE),Seamie Heffernan,0,Philip Michael Byrne,13th,69 l,3,8-11,47,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Takana (IRE),William James Lee,0,Ciaran Murphy,12th,14 l,3,10-0,64,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Lucky Queen (IRE),J. Coen,7,P. J. F. Murphy,11th,2 3/4 l,3,9-10,60,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,King's View (IRE),C. D. Hayes,0,P. J. McKenna,10th,1 l,5,9-2tb,47,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Our Louise (IRE),K. J. Manning,0,Liam McAteer,9th,Neck,3,9-3b,53,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Gallow Hill (IRE),R. C. Colgan,0,Ms Sheila Lavery,8th,1 1/2 l,3,9-13t1,63,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Boughtinthedark (IRE),S. D. Bowen,7,Denis Hogan,7th,1 l,6,9-5t,50,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Ecclesiastical,J. J. G. Ryan,7,T. G. McCourt,6th,1/2 l,5,9-12,57,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Jedi Power (IRE),M. P. Sheehy,3,Edward Lynam,5th,1/2 l,3,9-7tv,57,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Pillar,Shane Foley,0,R. K. Watson,4th,2 1/4 l,9,9-2,47,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Teddy Boy (IRE),D. E. Sheehy,3,Edward Lynam,3rd,1/2 l,7,9-11,56,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Kilonova (IRE),G. F. Carroll,0,Michael Mulvany,2nd,3 1/2 l,4,9-4,49,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Mass Gathering (IRE),Wesley Joyce,7,J. G. Murray,1st,N/A,4,9-13tb,58,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Amazing Emma (IRE),C. T. Keane,0,Liam McAteer,UR,N/A,4,10-2,61,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Man Johnny (IRE),Seamie Heffernan,0,Philip Michael Byrne,13th,69 l,3,8-11,47,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Takana (IRE),William James Lee,0,Ciaran Murphy,12th,14 l,3,10-0,64,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Lucky Queen (IRE),J. Coen,7,P. J. F. Murphy,11th,2 3/4 l,3,9-10,60,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,King's View (IRE),C. D. Hayes,0,P. J. McKenna,10th,1 l,5,9-2tb,47,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Our Louise (IRE),K. J. Manning,0,Liam McAteer,9th,Neck,3,9-3b,53,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Gallow Hill (IRE),R. C. Colgan,0,Ms Sheila Lavery,8th,1 1/2 l,3,9-13t1,63,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Boughtinthedark (IRE),S. D. Bowen,7,Denis Hogan,7th,1 l,6,9-5t,50,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Ecclesiastical,J. J. G. Ryan,7,T. G. McCourt,6th,1/2 l,5,9-12,57,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Jedi Power (IRE),M. P. Sheehy,3,Edward Lynam,5th,1/2 l,3,9-7tv,57,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Pillar,Shane Foley,0,R. K. Watson,4th,2 1/4 l,9,9-2,47,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Teddy Boy (IRE),D. E. Sheehy,3,Edward Lynam,3rd,1/2 l,7,9-11,56,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Kilonova (IRE),G. F. Carroll,0,Michael Mulvany,2nd,3 1/2 l,4,9-4,49,True,6,19
Bellewstown Racing Results | 1st July 2022 19:30,N/A,19:30,Soft,5f 3y,Mass Gathering (IRE),Wesley Joyce,7,J. G. Murray,1st,N/A,4,9-13tb,58,True,6,19
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Layla Grace (IRE),Jack Cleary,7,Thomas Dowling,15th,27 l,4,10-0,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Holly Dowland (IRE),D. W. O'Connor,0,John McConnell,14th,7 1/2 l,4,10-0t,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Caromil (IRE),Shane Foley,0,Mrs J. Harrington,13th,2 l,3,9-3,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Tara Oak (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,12th,13 l,3,9-3,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Destined to Rock,D. B. McMonagle,0,Garry Bernard Caldwell,11th,4 3/4 l,3,9-3,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Scenic Look (IRE),J. Coen,7,Adrian Murray,10th,3/4 l,4,10-0,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Raving Royal (IRE),K. J. Manning,0,W. P. Mullins,9th,2 1/4 l,3,9-3,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Jazzy Rock (IRE),J. J. G. Ryan,7,Francis Casey,8th,4 1/4 l,3,9-3,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Any Dream Will Do (IRE),William James Lee,0,W. McCreery,7th,1 l,3,9-3,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Bambeano (IRE),G. M. Ryan,0,Mark Fahey,6th,4 1/2 l,5,10-0t,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Willamette Valley (IRE),T. P. Madden,0,Mrs J. Harrington,5th,1 1/4 l,3,9-3,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Zawahir,C. D. Hayes,0,D. K. Weld,4th,1 1/2 l,3,9-3,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Ark (IRE),W. M. Lordan,0,Aidan O'Brien,3rd,Neck,3,9-3p1,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Isotta (IRE),C. T. Keane,0,G. M. Lyons,2nd,1 3/4 l,3,9-3,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Perotan (IRE),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,3,9-3,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Layla Grace (IRE),Jack Cleary,7,Thomas Dowling,15th,27 l,4,10-0,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Holly Dowland (IRE),D. W. O'Connor,0,John McConnell,14th,7 1/2 l,4,10-0t,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Caromil (IRE),Shane Foley,0,Mrs J. Harrington,13th,2 l,3,9-3,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Tara Oak (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,12th,13 l,3,9-3,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Destined to Rock,D. B. McMonagle,0,Garry Bernard Caldwell,11th,4 3/4 l,3,9-3,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Scenic Look (IRE),J. Coen,7,Adrian Murray,10th,3/4 l,4,10-0,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Raving Royal (IRE),K. J. Manning,0,W. P. Mullins,9th,2 1/4 l,3,9-3,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Jazzy Rock (IRE),J. J. G. Ryan,7,Francis Casey,8th,4 1/4 l,3,9-3,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Any Dream Will Do (IRE),William James Lee,0,W. McCreery,7th,1 l,3,9-3,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Bambeano (IRE),G. M. Ryan,0,Mark Fahey,6th,4 1/2 l,5,10-0t,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Willamette Valley (IRE),T. P. Madden,0,Mrs J. Harrington,5th,1 1/4 l,3,9-3,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Zawahir,C. D. Hayes,0,D. K. Weld,4th,1 1/2 l,3,9-3,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Ark (IRE),W. M. Lordan,0,Aidan O'Brien,3rd,Neck,3,9-3p1,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Isotta (IRE),C. T. Keane,0,G. M. Lyons,2nd,1 3/4 l,3,9-3,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:00,N/A,20:00,Soft,1m 3f 208y,Perotan (IRE),Seamie Heffernan,0,Aidan O'Brien,1st,N/A,3,9-3,-,True,6,20
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Scarlet Seymour (IRE),J. M. Sheridan,3,Luke Comer,16th,39 l,7,9-0,47,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Clueless Hill (IRE),S. P. Davis,0,Luke Comer,15th,1 l,7,9-2tb,49,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Draco Pulchrac (IRE),R. C. Colgan,0,A. J. Martin,14th,2 3/4 l,4,9-2t,49,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Corballis Flyer (IRE),C. Horgan,7,James M. Barrett,13th,3 3/4 l,4,9-12,59,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Lightly Spiced (IRE),M. A. Gallagher,0,John McConnell,12th,4 1/2 l,3,8-7tp,50,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Super Proud,Cillian McConnell,7,John McConnell,11th,5 1/2 l,4,9-10p,57,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Spirituoso,James J. Doyle,0,L. Smyth,10th,Neck,4,9-3b,50,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Your Honor (IRE),J. A. Powell,7,James A. Nash,9th,Short Head,3,8-7,50,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Sceptred Isle,J. J. G. Ryan,7,David Peter Dunne,8th,1/2 l,5,9-7t,54,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Lariat (USA),C. J. MacRedmond,5,Adrian McGuinness,7th,1 3/4 l,6,9-8,55,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Pretty Little Liar (IRE),D. E. Sheehy,3,David Peter Dunne,6th,1/2 l,9,9-6t,53,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Loudest Whisper (IRE),R. Whearty,7,E. D. Delany,5th,3/4 l,7,9-5p,52,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Rodney Bay (IRE),Wesley Joyce,7,Joseph Anthony Murray,4th,Neck,5,9-8,55,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Magi Gal (IRE),Kyanna Van Buuren,10,John McConnell,3rd,2 l,6,9-4t,51,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Duleek Street (IRE),Siobhan Rutledge,5,John McConnell,2nd,1/2 l,4,10-2,63,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Rock On Pedro (IRE),M. A. Enright,0,Eoin Doyle,1st,N/A,4,9-12,59,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Scarlet Seymour (IRE),J. M. Sheridan,3,Luke Comer,16th,39 l,7,9-0,47,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Clueless Hill (IRE),S. P. Davis,0,Luke Comer,15th,1 l,7,9-2tb,49,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Draco Pulchrac (IRE),R. C. Colgan,0,A. J. Martin,14th,2 3/4 l,4,9-2t,49,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Corballis Flyer (IRE),C. Horgan,7,James M. Barrett,13th,3 3/4 l,4,9-12,59,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Lightly Spiced (IRE),M. A. Gallagher,0,John McConnell,12th,4 1/2 l,3,8-7tp,50,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Super Proud,Cillian McConnell,7,John McConnell,11th,5 1/2 l,4,9-10p,57,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Spirituoso,James J. Doyle,0,L. Smyth,10th,Neck,4,9-3b,50,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Your Honor (IRE),J. A. Powell,7,James A. Nash,9th,Short Head,3,8-7,50,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Sceptred Isle,J. J. G. Ryan,7,David Peter Dunne,8th,1/2 l,5,9-7t,54,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Lariat (USA),C. J. MacRedmond,5,Adrian McGuinness,7th,1 3/4 l,6,9-8,55,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Pretty Little Liar (IRE),D. E. Sheehy,3,David Peter Dunne,6th,1/2 l,9,9-6t,53,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Loudest Whisper (IRE),R. Whearty,7,E. D. Delany,5th,3/4 l,7,9-5p,52,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Rodney Bay (IRE),Wesley Joyce,7,Joseph Anthony Murray,4th,Neck,5,9-8,55,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Magi Gal (IRE),Kyanna Van Buuren,10,John McConnell,3rd,2 l,6,9-4t,51,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Duleek Street (IRE),Siobhan Rutledge,5,John McConnell,2nd,1/2 l,4,10-2,63,True,6,21
Bellewstown Racing Results | 1st July 2022 20:30,N/A,20:30,Soft,1m 3f 208y,Rock On Pedro (IRE),M. A. Enright,0,Eoin Doyle,1st,N/A,4,9-12,59,True,6,21
Naas Racing Results | 2nd July 2022 13:25,N/A,13:25,Yielding To Soft (Soft In Places),5f,Oasis Queen (IRE),L. F. Roche,0,M. D. O'Callaghan,8th,3 1/4 l,2,9-2,-,True,6,22
Naas Racing Results | 2nd July 2022 13:25,N/A,13:25,Yielding To Soft (Soft In Places),5f,Lan Mara (IRE),K. J. Manning,0,J. S. Bolger,7th,1 1/2 l,2,9-2,-,True,6,22
Naas Racing Results | 2nd July 2022 13:25,N/A,13:25,Yielding To Soft (Soft In Places),5f,Giselles Romance (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,6th,1/2 l,2,9-2h1,-,True,6,22
Naas Racing Results | 2nd July 2022 13:25,N/A,13:25,Yielding To Soft (Soft In Places),5f,She's Local (IRE),J. M. Sheridan,3,Noel Meade,5th,1 1/2 l,2,9-2,-,True,6,22
Naas Racing Results | 2nd July 2022 13:25,N/A,13:25,Yielding To Soft (Soft In Places),5f,Summer Snow (IRE),M. A. Gallagher,0,Ross O'Sullivan,4th,4 l,2,9-2,-,True,6,22
Naas Racing Results | 2nd July 2022 13:25,N/A,13:25,Yielding To Soft (Soft In Places),5f,Queen of Ours (IRE),William James Lee,0,W. McCreery,3rd,3 l,2,9-2,-,True,6,22
Naas Racing Results | 2nd July 2022 13:25,N/A,13:25,Yielding To Soft (Soft In Places),5f,Silmaniya (IRE),Ben Martin Coen,0,John Patrick Murtagh,2nd,2 1/4 l,2,9-2,-,True,6,22
Naas Racing Results | 2nd July 2022 13:25,N/A,13:25,Yielding To Soft (Soft In Places),5f,Mauiewowie,C. T. Keane,0,G. M. Lyons,1st,N/A,2,9-2,-,True,6,22
Naas Racing Results | 2nd July 2022 13:25,N/A,13:25,Yielding To Soft (Soft In Places),5f,Oasis Queen (IRE),L. F. Roche,0,M. D. O'Callaghan,8th,3 1/4 l,2,9-2,-,True,6,22
Naas Racing Results | 2nd July 2022 13:25,N/A,13:25,Yielding To Soft (Soft In Places),5f,Lan Mara (IRE),K. J. Manning,0,J. S. Bolger,7th,1 1/2 l,2,9-2,-,True,6,22
Naas Racing Results | 2nd July 2022 13:25,N/A,13:25,Yielding To Soft (Soft In Places),5f,Giselles Romance (IRE),G. F. Carroll,0,Gavin Patrick Cromwell,6th,1/2 l,2,9-2h1,-,True,6,22
Naas Racing Results | 2nd July 2022 13:25,N/A,13:25,Yielding To Soft (Soft In Places),5f,She's Local (IRE),J. M. Sheridan,3,Noel Meade,5th,1 1/2 l,2,9-2,-,True,6,22
Naas Racing Results | 2nd July 2022 13:25,N/A,13:25,Yielding To Soft (Soft In Places),5f,Summer Snow (IRE),M. A. Gallagher,0,Ross O'Sullivan,4th,4 l,2,9-2,-,True,6,22
Naas Racing Results | 2nd July 2022 13:25,N/A,13:25,Yielding To Soft (Soft In Places),5f,Queen of Ours (IRE),William James Lee,0,W. McCreery,3rd,3 l,2,9-2,-,True,6,22
Naas Racing Results | 2nd July 2022 13:25,N/A,13:25,Yielding To Soft (Soft In Places),5f,Silmaniya (IRE),Ben Martin Coen,0,John Patrick Murtagh,2nd,2 1/4 l,2,9-2,-,True,6,22
Naas Racing Results | 2nd July 2022 13:25,N/A,13:25,Yielding To Soft (Soft In Places),5f,Mauiewowie,C. T. Keane,0,G. M. Lyons,1st,N/A,2,9-2,-,True,6,22
Naas Racing Results | 2nd July 2022 14:00,N/A,14:00,Yielding To Soft (Soft In Places),5f 205y,Catherine of Siena (IRE),Seamie Heffernan,0,Kevin Thomas Coleman,7th,2 1/4 l,2,9-1,-,True,6,23
Naas Racing Results | 2nd July 2022 14:00,N/A,14:00,Yielding To Soft (Soft In Places),5f 205y,Slaney Tide (IRE),K. J. Manning,0,J. S. Bolger,6th,3/4 l,2,8-9t,-,True,6,23
Naas Racing Results | 2nd July 2022 14:00,N/A,14:00,Yielding To Soft (Soft In Places),5f 205y,Sioux Sweet (IRE),James J. Doyle,0,Denis Hogan,5th,4 3/4 l,2,8-11,-,True,6,23
Naas Racing Results | 2nd July 2022 14:00,N/A,14:00,Yielding To Soft (Soft In Places),5f 205y,Little Keilee (IRE),C. D. Hayes,0,Eamonn O'Connell,4th,2 1/4 l,2,8-11,-,True,6,23
Naas Racing Results | 2nd July 2022 14:00,N/A,14:00,Yielding To Soft (Soft In Places),5f 205y,Amazing Show,C. T. Keane,0,G. M. Lyons,3rd,4 l,2,9-3,-,True,6,23
Naas Racing Results | 2nd July 2022 14:00,N/A,14:00,Yielding To Soft (Soft In Places),5f 205y,Victoria Road (IRE),W. M. Lordan,0,Aidan O'Brien,2nd,4 l,2,9-6,-,True,6,23
Naas Racing Results | 2nd July 2022 14:00,N/A,14:00,Yielding To Soft (Soft In Places),5f 205y,Keepupwithmyempire (IRE),Shane Foley,0,Mrs J. Harrington,1st,N/A,2,9-2,-,True,6,23
Naas Racing Results | 2nd July 2022 14:00,N/A,14:00,Yielding To Soft (Soft In Places),5f 205y,Catherine of Siena (IRE),Seamie Heffernan,0,Kevin Thomas Coleman,7th,2 1/4 l,2,9-1,-,True,6,23
Naas Racing Results | 2nd July 2022 14:00,N/A,14:00,Yielding To Soft (Soft In Places),5f 205y,Slaney Tide (IRE),K. J. Manning,0,J. S. Bolger,6th,3/4 l,2,8-9t,-,True,6,23
Naas Racing Results | 2nd July 2022 14:00,N/A,14:00,Yielding To Soft (Soft In Places),5f 205y,Sioux Sweet (IRE),James J. Doyle,0,Denis Hogan,5th,4 3/4 l,2,8-11,-,True,6,23
Naas Racing Results | 2nd July 2022 14:00,N/A,14:00,Yielding To Soft (Soft In Places),5f 205y,Little Keilee (IRE),C. D. Hayes,0,Eamonn O'Connell,4th,2 1/4 l,2,8-11,-,True,6,23
Naas Racing Results | 2nd July 2022 14:00,N/A,14:00,Yielding To Soft (Soft In Places),5f 205y,Amazing Show,C. T. Keane,0,G. M. Lyons,3rd,4 l,2,9-3,-,True,6,23
Naas Racing Results | 2nd July 2022 14:00,N/A,14:00,Yielding To Soft (Soft In Places),5f 205y,Victoria Road (IRE),W. M. Lordan,0,Aidan O'Brien,2nd,4 l,2,9-6,-,True,6,23
Naas Racing Results | 2nd July 2022 14:00,N/A,14:00,Yielding To Soft (Soft In Places),5f 205y,Keepupwithmyempire (IRE),Shane Foley,0,Mrs J. Harrington,1st,N/A,2,9-2,-,True,6,23
Naas Racing Results | 2nd July 2022 14:33,N/A,14:33,Yielding To Soft (Soft In Places),5f 205y,Vivaia (IRE),D. B. McMonagle,0,D. K. Weld,16th,4 3/4 l,3,9-6b,60,True,6,24
Naas Racing Results | 2nd July 2022 14:33,N/A,14:33,Yielding To Soft (Soft In Places),5f 205y,Wild Eyed Girl (IRE),D. E. Sheehy,0,Brian Nolan,15th,1 1/4 l,3,9-8ht1,62,True,6,24
Naas Racing Results | 2nd July 2022 14:33,N/A,14:33,Yielding To Soft (Soft In Places),5f 205y,Golden Eye Diamond,D. J. Gilligan,7,Paul W. Flynn,14th,6 1/4 l,6,10-2,65,True,6,24
Naas Racing Results | 2nd July 2022 14:33,N/A,14:33,Yielding To Soft (Soft In Places),5f 205y,Will Be King (IRE),Cillian McConnell,4,John McConnell,13th,1 l,6,10-0t,63,True,6,24
Naas Racing Results | 2nd July 2022 14:33,N/A,14:33,Yielding To Soft (Soft In Places),5f 205y,Heledd (IRE),Tom Kiely Marshall,4,Joseph G. Murphy,12th,1 1/4 l,3,8-13,53,True,6,24
Naas Racing Results | 2nd July 2022 14:33,N/A,14:33,Yielding To Soft (Soft In Places),5f 205y,Markievicz (IRE),Jack Cleary,4,Ms Sheila Lavery,11th,Short Head,4,9-11,60,True,6,24
Naas Racing Results | 2nd July 2022 14:33,N/A,14:33,Yielding To Soft (Soft In Places),5f 205y,City Point (IRE),M. P. Sheehy,0,James McAuley,10th,1/2 l,3,8-7t1,47,True,6,24
Naas Racing Results | 2nd July 2022 14:33,N/A,14:33,Yielding To Soft (Soft In Places),5f 205y,Indian Raj,S. R. Markey,7,Anthony McCann,9th,3 1/2 l,8,9-8t,57,True,6,24
