track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Kendancer (FR),J. Kearney,7,Charles Byrnes,9th,Nose,7,9-0,77,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Foveros (FR),W. M. Lordan,0,W. P. Mullins,8th,Neck,8,9-3,80,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Newfoundland (IRE),Ryan Moore,0,Joseph Patrick O'Brien,7th,Neck,4,9-11p1,88,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Immelmann (USA),G. F. Carroll,0,W. P. Mullins,6th,Short Head,5,9-1,78,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Sheishybrid (IRE),Adam Caffrey,5,Noel Meade,5th,3 1/2 l,5,9-7p,84,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Marvelosa (IRE),D. B. McMonagle,0,Richard John O'Brien,4th,Short Head,4,8-12,75,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Almuhit (IRE),Seamie Heffernan,0,Denis Hogan,3rd,3/4 l,4,9-12p,89,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Extensio (IRE),Siobhan Rutledge,5,P. F. O'Donnell,2nd,1/2 l,6,8-7,70,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Dartan,Declan McDonogh,0,Matthew J. Smith,1st,N/A,6,9-2t,79,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Kingswear,J. M. Sheridan,0,Denis Hogan,16th,39 l,6,9-9,86,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Magellan Strait (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,15th,9 l,4,10-0tp1,91,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Crystal Caves (FR),J. A. Powell,5,T. Gibney,14th,1 1/4 l,4,8-7,70,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Coventry (IRE),L. F. Roche,0,Gordon Elliott,13th,1/2 l,6,8-7b,70,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Line Out (IRE),Ben Martin Coen,0,John E. & Thomas Kiely,12th,2 l,11,9-8,85,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Ted Hastings (IRE),William James Lee,0,Gordon Elliott,11th,2 3/4 l,7,9-9,86,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Grappa Nonino (IRE),C. D. Hayes,0,D. K. Weld,10th,1 1/2 l,4,8-7,70,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Kendancer (FR),J. Kearney,7,Charles Byrnes,9th,Nose,7,9-0,77,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Foveros (FR),W. M. Lordan,0,W. P. Mullins,8th,Neck,8,9-3,80,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Newfoundland (IRE),Ryan Moore,0,Joseph Patrick O'Brien,7th,Neck,4,9-11p1,88,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Immelmann (USA),G. F. Carroll,0,W. P. Mullins,6th,Short Head,5,9-1,78,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Sheishybrid (IRE),Adam Caffrey,5,Noel Meade,5th,3 1/2 l,5,9-7p,84,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Marvelosa (IRE),D. B. McMonagle,0,Richard John O'Brien,4th,Short Head,4,8-12,75,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Almuhit (IRE),Seamie Heffernan,0,Denis Hogan,3rd,3/4 l,4,9-12p,89,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Extensio (IRE),Siobhan Rutledge,5,P. F. O'Donnell,2nd,1/2 l,6,8-7,70,True,65,33
Curragh Racing Results | 1st July 2023 17:40,N/A,17:40,Good (Good To Yielding In Places),2m,Dartan,Declan McDonogh,0,Matthew J. Smith,1st,N/A,6,9-2t,79,True,65,33
Curragh Racing Results | 2nd July 2023 13:50,N/A,13:50,Good (Good To Firm In Places),6f,Lightening Army,G. P. Halpin,0,Adrian Murray,9th,4 1/2 l,2,9-5,-,True,65,34
Curragh Racing Results | 2nd July 2023 13:50,N/A,13:50,Good (Good To Firm In Places),6f,Devious,G. M. Ryan,0,Donnacha Aidan O'Brien,8th,1/2 l,2,9-5,-,True,65,34
Curragh Racing Results | 2nd July 2023 13:50,N/A,13:50,Good (Good To Firm In Places),6f,Democracy (IRE),W. M. Lordan,0,Aidan O'Brien,7th,1 3/4 l,2,9-5,-,True,65,34
Curragh Racing Results | 2nd July 2023 13:50,N/A,13:50,Good (Good To Firm In Places),6f,Supersonic Man,Shane Foley,0,Mrs J. Harrington,6th,Head,2,9-5,-,True,65,34
Curragh Racing Results | 2nd July 2023 13:50,N/A,13:50,Good (Good To Firm In Places),6f,Mythology (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,5th,1/2 l,2,9-5,-,True,65,34
Curragh Racing Results | 2nd July 2023 13:50,N/A,13:50,Good (Good To Firm In Places),6f,I Am Invictus (IRE),William James Lee,0,M. D. O'Callaghan,4th,1 1/2 l,2,9-5,-,True,65,34
Curragh Racing Results | 2nd July 2023 13:50,N/A,13:50,Good (Good To Firm In Places),6f,His Majesty (IRE),Seamie Heffernan,0,Aidan O'Brien,3rd,4 1/2 l,2,9-5,-,True,65,34
Curragh Racing Results | 2nd July 2023 13:50,N/A,13:50,Good (Good To Firm In Places),6f,Unquestionable (FR),Ryan Moore,0,Aidan O'Brien,2nd,Short Head,2,9-5,-,True,65,34
Curragh Racing Results | 2nd July 2023 13:50,N/A,13:50,Good (Good To Firm In Places),6f,Bucanero Fuerte,Rossa Ryan,0,Adrian Murray,1st,N/A,2,9-5,-,True,65,34
Curragh Racing Results | 2nd July 2023 13:50,N/A,13:50,Good (Good To Firm In Places),6f,Lightening Army,G. P. Halpin,0,Adrian Murray,9th,4 1/2 l,2,9-5,-,True,65,34
Curragh Racing Results | 2nd July 2023 13:50,N/A,13:50,Good (Good To Firm In Places),6f,Devious,G. M. Ryan,0,Donnacha Aidan O'Brien,8th,1/2 l,2,9-5,-,True,65,34
Curragh Racing Results | 2nd July 2023 13:50,N/A,13:50,Good (Good To Firm In Places),6f,Democracy (IRE),W. M. Lordan,0,Aidan O'Brien,7th,1 3/4 l,2,9-5,-,True,65,34
Curragh Racing Results | 2nd July 2023 13:50,N/A,13:50,Good (Good To Firm In Places),6f,Supersonic Man,Shane Foley,0,Mrs J. Harrington,6th,Head,2,9-5,-,True,65,34
Curragh Racing Results | 2nd July 2023 13:50,N/A,13:50,Good (Good To Firm In Places),6f,Mythology (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,5th,1/2 l,2,9-5,-,True,65,34
Curragh Racing Results | 2nd July 2023 13:50,N/A,13:50,Good (Good To Firm In Places),6f,I Am Invictus (IRE),William James Lee,0,M. D. O'Callaghan,4th,1 1/2 l,2,9-5,-,True,65,34
Curragh Racing Results | 2nd July 2023 13:50,N/A,13:50,Good (Good To Firm In Places),6f,His Majesty (IRE),Seamie Heffernan,0,Aidan O'Brien,3rd,4 1/2 l,2,9-5,-,True,65,34
Curragh Racing Results | 2nd July 2023 13:50,N/A,13:50,Good (Good To Firm In Places),6f,Unquestionable (FR),Ryan Moore,0,Aidan O'Brien,2nd,Short Head,2,9-5,-,True,65,34
Curragh Racing Results | 2nd July 2023 13:50,N/A,13:50,Good (Good To Firm In Places),6f,Bucanero Fuerte,Rossa Ryan,0,Adrian Murray,1st,N/A,2,9-5,-,True,65,34
Curragh Racing Results | 2nd July 2023 14:25,N/A,14:25,Good (Good To Firm In Places),6f,Castle Star (IRE),J. M. Sheridan,0,J. A. Stack,10th,2 3/4 l,4,9-7p1,-,True,65,35
Curragh Racing Results | 2nd July 2023 14:25,N/A,14:25,Good (Good To Firm In Places),6f,Coralillo (IRE),C. D. Hayes,0,Eddie & Patrick Harty,9th,13 l,3,8-10t,-,True,65,35
Curragh Racing Results | 2nd July 2023 14:25,N/A,14:25,Good (Good To Firm In Places),6f,Wodao (FR),G. M. Ryan,0,Donnacha Aidan O'Brien,8th,2 l,3,9-1t,-,True,65,35
Curragh Racing Results | 2nd July 2023 14:25,N/A,14:25,Good (Good To Firm In Places),6f,Gustavus Weston (IRE),G. F. Carroll,0,Joseph G. Murphy,7th,3 l,7,9-7h,-,True,65,35
Curragh Racing Results | 2nd July 2023 14:25,N/A,14:25,Good (Good To Firm In Places),6f,Twilight Jet (IRE),L. F. Roche,0,M. D. O'Callaghan,6th,Head,4,9-7,-,True,65,35
Curragh Racing Results | 2nd July 2023 14:25,N/A,14:25,Good (Good To Firm In Places),6f,Lady Tilbury,R. P. Whelan,0,David Marnane,5th,3/4 l,3,8-10,-,True,65,35
Curragh Racing Results | 2nd July 2023 14:25,N/A,14:25,Good (Good To Firm In Places),6f,Tango Flare (IRE),L. T. McAteer,0,Patrick T. Foley,4th,3/4 l,4,9-7t,-,True,65,35
Curragh Racing Results | 2nd July 2023 14:25,N/A,14:25,Good (Good To Firm In Places),6f,Mooneista (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1/2 l,5,9-2,-,True,65,35
Curragh Racing Results | 2nd July 2023 14:25,N/A,14:25,Good (Good To Firm In Places),6f,Anthem National (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,2nd,1 1/4 l,4,9-7,-,True,65,35
Curragh Racing Results | 2nd July 2023 14:25,N/A,14:25,Good (Good To Firm In Places),6f,Commanche Falls,Connor Beasley,0,Michael Dods,1st,N/A,6,9-7p,-,True,65,35
Curragh Racing Results | 2nd July 2023 14:25,N/A,14:25,Good (Good To Firm In Places),6f,Castle Star (IRE),J. M. Sheridan,0,J. A. Stack,10th,2 3/4 l,4,9-7p1,-,True,65,35
Curragh Racing Results | 2nd July 2023 14:25,N/A,14:25,Good (Good To Firm In Places),6f,Coralillo (IRE),C. D. Hayes,0,Eddie & Patrick Harty,9th,13 l,3,8-10t,-,True,65,35
Curragh Racing Results | 2nd July 2023 14:25,N/A,14:25,Good (Good To Firm In Places),6f,Wodao (FR),G. M. Ryan,0,Donnacha Aidan O'Brien,8th,2 l,3,9-1t,-,True,65,35
Curragh Racing Results | 2nd July 2023 14:25,N/A,14:25,Good (Good To Firm In Places),6f,Gustavus Weston (IRE),G. F. Carroll,0,Joseph G. Murphy,7th,3 l,7,9-7h,-,True,65,35
Curragh Racing Results | 2nd July 2023 14:25,N/A,14:25,Good (Good To Firm In Places),6f,Twilight Jet (IRE),L. F. Roche,0,M. D. O'Callaghan,6th,Head,4,9-7,-,True,65,35
Curragh Racing Results | 2nd July 2023 14:25,N/A,14:25,Good (Good To Firm In Places),6f,Lady Tilbury,R. P. Whelan,0,David Marnane,5th,3/4 l,3,8-10,-,True,65,35
Curragh Racing Results | 2nd July 2023 14:25,N/A,14:25,Good (Good To Firm In Places),6f,Tango Flare (IRE),L. T. McAteer,0,Patrick T. Foley,4th,3/4 l,4,9-7t,-,True,65,35
Curragh Racing Results | 2nd July 2023 14:25,N/A,14:25,Good (Good To Firm In Places),6f,Mooneista (IRE),D. B. McMonagle,0,Joseph Patrick O'Brien,3rd,1/2 l,5,9-2,-,True,65,35
Curragh Racing Results | 2nd July 2023 14:25,N/A,14:25,Good (Good To Firm In Places),6f,Anthem National (IRE),Declan McDonogh,0,Joseph Patrick O'Brien,2nd,1 1/4 l,4,9-7,-,True,65,35
Curragh Racing Results | 2nd July 2023 14:25,N/A,14:25,Good (Good To Firm In Places),6f,Commanche Falls,Connor Beasley,0,Michael Dods,1st,N/A,6,9-7p,-,True,65,35
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Jon Riggens (IRE),Ben Martin Coen,0,Edward Lynam,PU,N/A,5,8-13t,85,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Primo Uomo (IRE),D. N. Curran,7,Darren Bunyan,15th,1 1/2 l,11,9-1t,87,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Loveday (IRE),N. M. Crosse,0,W. McCreery,14th,1 3/4 l,4,8-11v,83,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Hispanic (IRE),Ryan Moore,0,Aidan O'Brien,13th,Neck,3,9-6b,97,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Mehman,N. G. McCullagh,0,Darren Bunyan,12th,Neck,4,8-10t,82,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Harmony Rose,C. Stone-Walsh,7,K. J. Condon,11th,1/2 l,4,9-4,90,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Laugh A Minute,Adam Caffrey,5,Adrian McGuinness,10th,1 1/4 l,8,9-6,92,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Lokada (FR),L. F. Roche,0,M. D. O'Callaghan,9th,3/4 l,4,8-13t,85,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Came from the Dark (IRE),Tom Marquand,0,Ed Walker,8th,1/2 l,7,9-3,89,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Sheikh Maz Mahood (IRE),Zak Wheatley,5,Declan Carroll,7th,1 1/2 l,4,8-7,79,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Silmaniya (IRE),J. A. Powell,5,John Patrick Murtagh,6th,3/4 l,3,8-10p1,87,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Run Ran Run (IRE),Andrew Joseph Slattery,0,J. A. Stack,5th,Neck,3,8-8,85,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Big Gossey (IRE),D. E. Sheehy,3,Charles O'Brien,4th,Short Head,6,10-0p,100,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Master Matt,R. P. Whelan,0,M. Halford & T. Collins,2nd,Head,7,9-8tb,94,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Michaela's Boy (IRE),Jason Hart,0,Michael Appleby,2nd,Dead Heat,3,9-6,97,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Harry's Hill,M. W. Hassett,10,Martin Hassett,1st,N/A,5,8-7,79,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Jon Riggens (IRE),Ben Martin Coen,0,Edward Lynam,PU,N/A,5,8-13t,85,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Primo Uomo (IRE),D. N. Curran,7,Darren Bunyan,15th,1 1/2 l,11,9-1t,87,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Loveday (IRE),N. M. Crosse,0,W. McCreery,14th,1 3/4 l,4,8-11v,83,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Hispanic (IRE),Ryan Moore,0,Aidan O'Brien,13th,Neck,3,9-6b,97,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Mehman,N. G. McCullagh,0,Darren Bunyan,12th,Neck,4,8-10t,82,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Harmony Rose,C. Stone-Walsh,7,K. J. Condon,11th,1/2 l,4,9-4,90,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Laugh A Minute,Adam Caffrey,5,Adrian McGuinness,10th,1 1/4 l,8,9-6,92,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Lokada (FR),L. F. Roche,0,M. D. O'Callaghan,9th,3/4 l,4,8-13t,85,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Came from the Dark (IRE),Tom Marquand,0,Ed Walker,8th,1/2 l,7,9-3,89,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Sheikh Maz Mahood (IRE),Zak Wheatley,5,Declan Carroll,7th,1 1/2 l,4,8-7,79,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Silmaniya (IRE),J. A. Powell,5,John Patrick Murtagh,6th,3/4 l,3,8-10p1,87,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Run Ran Run (IRE),Andrew Joseph Slattery,0,J. A. Stack,5th,Neck,3,8-8,85,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Big Gossey (IRE),D. E. Sheehy,3,Charles O'Brien,4th,Short Head,6,10-0p,100,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Master Matt,R. P. Whelan,0,M. Halford & T. Collins,2nd,Head,7,9-8tb,94,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Michaela's Boy (IRE),Jason Hart,0,Michael Appleby,2nd,Dead Heat,3,9-6,97,True,65,36
Curragh Racing Results | 2nd July 2023 15:00,N/A,15:00,Good (Good To Firm In Places),5f,Harry's Hill,M. W. Hassett,10,Martin Hassett,1st,N/A,5,8-7,79,True,65,36
