track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Tipperary Racing Results | 1st July 2025 13:48,2025-07-01,13:48,Yielding (Good In Places),2m 120y,Naturally Nimble (GER),J J Slevin,0,J P O'Brien,6th,Dead Heat,4,11-0,-,True,3,6
Tipperary Racing Results | 1st July 2025 13:48,2025-07-01,13:48,Yielding (Good In Places),2m 120y,Castle Croiuil (IRE),D King,0,D Leahy,6th,21 l,8,11-12,-,True,3,6
Tipperary Racing Results | 1st July 2025 13:48,2025-07-01,13:48,Yielding (Good In Places),2m 120y,Trasna Na Pairce (IRE),D J O'Keeffe,0,H De Bromhead,5th,22 l,6,11-12,-,True,3,6
Tipperary Racing Results | 1st July 2025 13:48,2025-07-01,13:48,Yielding (Good In Places),2m 120y,Talk In The Park (IRE),K M Donoghue,0,R O'Sullivan,4th,3/4 l,7,11-12,-,True,3,6
Tipperary Racing Results | 1st July 2025 13:48,2025-07-01,13:48,Yielding (Good In Places),2m 120y,Any Road (IRE),P T Enright,0,E J O'Grady,3rd,12 l,8,11-12,-,True,3,6
Tipperary Racing Results | 1st July 2025 13:48,2025-07-01,13:48,Yielding (Good In Places),2m 120y,Jet Setting Jim (IRE),B Hayes,0,J Queally,2nd,1 1/4 l,8,11-12,-,True,3,6
Tipperary Racing Results | 1st July 2025 13:48,2025-07-01,13:48,Yielding (Good In Places),2m 120y,Runcok (FR),P Townend,0,W P Mullins,1st,N/A,5,11-12,-,True,3,6
Tipperary Racing Results | 1st July 2025 13:48,2025-07-01,13:48,Yielding (Good In Places),2m 120y,Naturally Nimble (GER),J J Slevin,0,J P O'Brien,6th,Dead Heat,4,11-0,-,True,3,6
Tipperary Racing Results | 1st July 2025 13:48,2025-07-01,13:48,Yielding (Good In Places),2m 120y,Castle Croiuil (IRE),D King,0,D Leahy,6th,21 l,8,11-12,-,True,3,6
Tipperary Racing Results | 1st July 2025 13:48,2025-07-01,13:48,Yielding (Good In Places),2m 120y,Trasna Na Pairce (IRE),D J O'Keeffe,0,H De Bromhead,5th,22 l,6,11-12,-,True,3,6
Tipperary Racing Results | 1st July 2025 13:48,2025-07-01,13:48,Yielding (Good In Places),2m 120y,Talk In The Park (IRE),K M Donoghue,0,R O'Sullivan,4th,3/4 l,7,11-12,-,True,3,6
Tipperary Racing Results | 1st July 2025 13:48,2025-07-01,13:48,Yielding (Good In Places),2m 120y,Any Road (IRE),P T Enright,0,E J O'Grady,3rd,12 l,8,11-12,-,True,3,6
Tipperary Racing Results | 1st July 2025 13:48,2025-07-01,13:48,Yielding (Good In Places),2m 120y,Jet Setting Jim (IRE),B Hayes,0,J Queally,2nd,1 1/4 l,8,11-12,-,True,3,6
Tipperary Racing Results | 1st July 2025 13:48,2025-07-01,13:48,Yielding (Good In Places),2m 120y,Runcok (FR),P Townend,0,W P Mullins,1st,N/A,5,11-12,-,True,3,6
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Linden Arden (IRE),B Hayes,0,P Fenton,PU,N/A,7,11-11,128,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Battle Of Mirbat (IRE),C M Quirke,0,M J McDonagh,14th,13 l,8,10-11,114,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Lieutenant Highway (IRE),J C Gainford,0,G Elliott,13th,22 l,8,11-1,118,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Clonshire River (IRE),K E Buckley,0,E & P Harty,12th,3 1/2 l,8,10-12t,115,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Turnpike Trip,P Byrnes,0,C Byrnes,11th,1 1/4 l,11,11-8,125,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Embittered (IRE),P M O'Brien,7,E McNamara,10th,Short Head,11,11-11tp,128,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,A Wave Of The Sea (IRE),M P Walsh,0,J P Broderick,9th,Head,9,10-12,115,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Presenting Lad (IRE),A Harvey,5,M M McNiff,8th,2 l,9,11-3t,120,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Good As Hell (IRE),Niall Moore,5,P Fenton,7th,Neck,10,11-3b,120,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Mahon's Way (IRE),D J O'Keeffe,0,H De Bromhead,6th,5 l,7,11-8,125,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Aeros Luck (IRE),C Stone-Walsh,3,G P Cromwell,5th,1/2 l,6,11-12t,129,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Dutch Schultz,K M Donoghue,0,G P Cromwell,4th,6 1/2 l,8,11-11,128,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Ceanndana (IRE),S W Flanagan,0,R O'Sullivan,3rd,2 1/4 l,8,10-11p,114,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,St Faz (FR),P T Enright,0,E J O'Grady,2nd,1 3/4 l,5,11-3t,120,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Arctic Fly (IRE),S F O'Keeffe,0,W P Mullins,1st,N/A,7,11-10t,127,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Linden Arden (IRE),B Hayes,0,P Fenton,PU,N/A,7,11-11,128,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Battle Of Mirbat (IRE),C M Quirke,0,M J McDonagh,14th,13 l,8,10-11,114,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Lieutenant Highway (IRE),J C Gainford,0,G Elliott,13th,22 l,8,11-1,118,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Clonshire River (IRE),K E Buckley,0,E & P Harty,12th,3 1/2 l,8,10-12t,115,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Turnpike Trip,P Byrnes,0,C Byrnes,11th,1 1/4 l,11,11-8,125,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Embittered (IRE),P M O'Brien,7,E McNamara,10th,Short Head,11,11-11tp,128,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,A Wave Of The Sea (IRE),M P Walsh,0,J P Broderick,9th,Head,9,10-12,115,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Presenting Lad (IRE),A Harvey,5,M M McNiff,8th,2 l,9,11-3t,120,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Good As Hell (IRE),Niall Moore,5,P Fenton,7th,Neck,10,11-3b,120,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Mahon's Way (IRE),D J O'Keeffe,0,H De Bromhead,6th,5 l,7,11-8,125,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Aeros Luck (IRE),C Stone-Walsh,3,G P Cromwell,5th,1/2 l,6,11-12t,129,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Dutch Schultz,K M Donoghue,0,G P Cromwell,4th,6 1/2 l,8,11-11,128,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Ceanndana (IRE),S W Flanagan,0,R O'Sullivan,3rd,2 1/4 l,8,10-11p,114,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,St Faz (FR),P T Enright,0,E J O'Grady,2nd,1 3/4 l,5,11-3t,120,True,3,7
Tipperary Racing Results | 1st July 2025 14:18,2025-07-01,14:18,Yielding (Good In Places),2m 120y,Arctic Fly (IRE),S F O'Keeffe,0,W P Mullins,1st,N/A,7,11-10t,127,True,3,7
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Smallcraftwarning (IRE),D King,0,J P Ryan,UR,N/A,8,11-5t,91,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Get It Right (IRE),S F O'Keeffe,0,S Aherne,PU,N/A,7,12-0p,100,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Elusive Prince (IRE),D J O'Keeffe,0,H De Bromhead,PU,N/A,6,12-0tp1,100,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Sayitfirst (IRE),P J O'Hanlon,0,D Collins,13th,7 l,9,11-8,94,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Silent Flight (IRE),A P Kelly,5,P Byrne,12th,11 l,9,11-2,88,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Brilliant Question (IRE),S W Flanagan,0,K A Heffernan,11th,1 3/4 l,8,11-1t,87,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Arctic Skua (IRE),D E Mullins,0,V Halley,10th,1 1/4 l,8,11-11tb1,97,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Max Time (IRE),B P Kennedy,7,I Madden,9th,11 l,8,10-0t,72,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Baltinglass Hill (IRE),T Power Roche,5,P J Rothwell,8th,7 l,8,10-11b,83,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Be My Hero,D J Gilligan,0,G Elliott,7th,1 3/4 l,10,10-7,79,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Star In The Park (IRE),G Brouder,3,D E Fitzgerald,6th,9 l,7,11-7,93,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Romella (IRE),J C Gainford,0,Brendan Walsh,5th,5 l,11,10-6tp,78,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Well Loved (IRE),C M Quirke,0,Paul Power,4th,11 l,8,10-7t,79,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Crowsatedappletart (IRE),S Fitzgerald,0,M Winters,3rd,3 1/4 l,8,11-6p,92,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Miners Bridge (IRE),P T Enright,0,S Curling,2nd,1 3/4 l,8,11-9,95,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,May Call You Back,B Hayes,0,W P Mullins,1st,N/A,7,11-2,88,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Smallcraftwarning (IRE),D King,0,J P Ryan,UR,N/A,8,11-5t,91,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Get It Right (IRE),S F O'Keeffe,0,S Aherne,PU,N/A,7,12-0p,100,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Elusive Prince (IRE),D J O'Keeffe,0,H De Bromhead,PU,N/A,6,12-0tp1,100,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Sayitfirst (IRE),P J O'Hanlon,0,D Collins,13th,7 l,9,11-8,94,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Silent Flight (IRE),A P Kelly,5,P Byrne,12th,11 l,9,11-2,88,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Brilliant Question (IRE),S W Flanagan,0,K A Heffernan,11th,1 3/4 l,8,11-1t,87,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Arctic Skua (IRE),D E Mullins,0,V Halley,10th,1 1/4 l,8,11-11tb1,97,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Max Time (IRE),B P Kennedy,7,I Madden,9th,11 l,8,10-0t,72,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Baltinglass Hill (IRE),T Power Roche,5,P J Rothwell,8th,7 l,8,10-11b,83,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Be My Hero,D J Gilligan,0,G Elliott,7th,1 3/4 l,10,10-7,79,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Star In The Park (IRE),G Brouder,3,D E Fitzgerald,6th,9 l,7,11-7,93,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Romella (IRE),J C Gainford,0,Brendan Walsh,5th,5 l,11,10-6tp,78,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Well Loved (IRE),C M Quirke,0,Paul Power,4th,11 l,8,10-7t,79,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Crowsatedappletart (IRE),S Fitzgerald,0,M Winters,3rd,3 1/4 l,8,11-6p,92,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,Miners Bridge (IRE),P T Enright,0,S Curling,2nd,1 3/4 l,8,11-9,95,True,3,8
Tipperary Racing Results | 1st July 2025 14:48,2025-07-01,14:48,Yielding (Good In Places),2m 120y,May Call You Back,B Hayes,0,W P Mullins,1st,N/A,7,11-2,88,True,3,8
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Inchidaly Copper (IRE),J P Shinnick,0,A Ott,PU,N/A,9,11-11b,109,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Friends N Commerce (IRE),J Smith,2,P G Kelly,12th,21 l,9,11-6p,104,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Robin De Roost (IRE),P Cleary,4,G Keane,11th,4 1/4 l,15,10-0t,72,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,General Hubble (IRE),J Coen,0,G Elliott,10th,Short Head,7,10-13p,97,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Solo Flight (IRE),A Harvey,0,J C McConnell,9th,5 1/2 l,7,11-3tp1,101,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,It's Never Simple (IRE),G Brouder,0,M Brassil,8th,23 l,7,10-6t,90,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Garde La Peche (FR),S D Greene,4,H De Bromhead,7th,1 l,7,11-10t,108,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Lake Chad (IRE),Niall Moore,2,P Fenton,6th,1 1/4 l,10,11-13,111,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Dawn Escape (IRE),C Stone-Walsh,0,L Casey,5th,4 l,6,10-8,92,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Fairyhill Run (IRE),P M O'Brien,4,J P Ryan,4th,3 3/4 l,10,11-5p,103,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Dundaniel (IRE),S Cleary-Farrell,4,Patrick J Hassett,3rd,7 l,10,11-11,109,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Walk In Time (IRE),P T Smithers,4,D H Kelly,2nd,3 l,8,10-0t,84,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Pride Of Place (IRE),C G O'Dwyer,0,E Bolger,1st,N/A,6,11-3b,101,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Inchidaly Copper (IRE),J P Shinnick,0,A Ott,PU,N/A,9,11-11b,109,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Friends N Commerce (IRE),J Smith,2,P G Kelly,12th,21 l,9,11-6p,104,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Robin De Roost (IRE),P Cleary,4,G Keane,11th,4 1/4 l,15,10-0t,72,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,General Hubble (IRE),J Coen,0,G Elliott,10th,Short Head,7,10-13p,97,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Solo Flight (IRE),A Harvey,0,J C McConnell,9th,5 1/2 l,7,11-3tp1,101,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,It's Never Simple (IRE),G Brouder,0,M Brassil,8th,23 l,7,10-6t,90,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Garde La Peche (FR),S D Greene,4,H De Bromhead,7th,1 l,7,11-10t,108,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Lake Chad (IRE),Niall Moore,2,P Fenton,6th,1 1/4 l,10,11-13,111,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Dawn Escape (IRE),C Stone-Walsh,0,L Casey,5th,4 l,6,10-8,92,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Fairyhill Run (IRE),P M O'Brien,4,J P Ryan,4th,3 3/4 l,10,11-5p,103,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Dundaniel (IRE),S Cleary-Farrell,4,Patrick J Hassett,3rd,7 l,10,11-11,109,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Walk In Time (IRE),P T Smithers,4,D H Kelly,2nd,3 l,8,10-0t,84,True,3,9
Tipperary Racing Results | 1st July 2025 15:18,2025-07-01,15:18,Yielding (Good In Places),2m 7f 35y,Pride Of Place (IRE),C G O'Dwyer,0,E Bolger,1st,N/A,6,11-3b,101,True,3,9
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,Priory Park (IRE),T Power Roche,0,E J O'Grady,PU,N/A,9,11-7b,105,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,Big Island (IRE),Anna McGuinness,4,W J Lanigan,PU,N/A,8,11-4,102,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,Dinoland (FR),A Harvey,0,J C McConnell,PU,N/A,7,10-13tv,97,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,Karacole (FR),P M O'Brien,4,J Barcoe,PU,N/A,9,11-2,100,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,Il Silenzio,G Brouder,0,M Brassil,PU,N/A,8,10-3t,87,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,True Faith (IRE),P T Smithers,4,G Ahern,PU,N/A,9,11-12,110,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,Ballagh Star (IRE),J Coen,0,Mrs Y Dunleavy,7th,28 l,7,10-5tp,89,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,Ahead Of The Posse (IRE),C Stone-Walsh,0,G P Cromwell,6th,3 1/4 l,8,11-8tp,106,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,A Nod To Getaway (IRE),G B Noonan,0,P O'Flynn,5th,3 1/4 l,8,10-5tv,89,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,Birdsandthebees (IRE),A P Kelly,0,P Roche,4th,2 3/4 l,8,11-5h,103,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,The Little Yank (IRE),Conor Clarke,4,J P Ryan,3rd,6 l,10,10-13,97,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,West Clare (IRE),J P Shinnick,0,B McMahon,2nd,2 l,8,10-11,95,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,Born Bright (IRE),J Smith,2,C O'Connell,1st,N/A,6,11-4p,102,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,Priory Park (IRE),T Power Roche,0,E J O'Grady,PU,N/A,9,11-7b,105,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,Big Island (IRE),Anna McGuinness,4,W J Lanigan,PU,N/A,8,11-4,102,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,Dinoland (FR),A Harvey,0,J C McConnell,PU,N/A,7,10-13tv,97,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,Karacole (FR),P M O'Brien,4,J Barcoe,PU,N/A,9,11-2,100,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,Il Silenzio,G Brouder,0,M Brassil,PU,N/A,8,10-3t,87,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,True Faith (IRE),P T Smithers,4,G Ahern,PU,N/A,9,11-12,110,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,Ballagh Star (IRE),J Coen,0,Mrs Y Dunleavy,7th,28 l,7,10-5tp,89,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,Ahead Of The Posse (IRE),C Stone-Walsh,0,G P Cromwell,6th,3 1/4 l,8,11-8tp,106,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,A Nod To Getaway (IRE),G B Noonan,0,P O'Flynn,5th,3 1/4 l,8,10-5tv,89,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,Birdsandthebees (IRE),A P Kelly,0,P Roche,4th,2 3/4 l,8,11-5h,103,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,The Little Yank (IRE),Conor Clarke,4,J P Ryan,3rd,6 l,10,10-13,97,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,West Clare (IRE),J P Shinnick,0,B McMahon,2nd,2 l,8,10-11,95,True,3,10
Tipperary Racing Results | 1st July 2025 15:48,2025-07-01,15:48,Yielding (Good In Places),2m 7f 35y,Born Bright (IRE),J Smith,2,C O'Connell,1st,N/A,6,11-4p,102,True,3,10
Tipperary Racing Results | 1st July 2025 16:18,2025-07-01,16:18,Yielding (Good In Places),2m 3f 155y,Gaoth Chuil (IRE),G Brouder,3,T M Walsh,F,N/A,7,11-7,-,True,3,11
Tipperary Racing Results | 1st July 2025 16:18,2025-07-01,16:18,Yielding (Good In Places),2m 3f 155y,Emily's Choice (IRE),E Staples,7,C Bowe,12th,1 3/4 l,7,11-7,94,True,3,11
Tipperary Racing Results | 1st July 2025 16:18,2025-07-01,16:18,Yielding (Good In Places),2m 3f 155y,Kingston Coole (IRE),B W Harvey,0,D McNamara,11th,19 l,6,11-7t,-,True,3,11
