track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,batch_number,url_index_in_batch
Navan Racing Results | 22nd April 2023 15:30,N/A,15:30,Heavy,5f 164y,Cosmic Invasion (IRE),C. D. Hayes,0,Henry de Bromhead,5th,6 1/2 l,3,9-0,-,True,51,1
Navan Racing Results | 22nd April 2023 15:30,N/A,15:30,Heavy,5f 164y,Shartash (IRE),Ben Martin Coen,0,John Patrick Murtagh,4th,14 l,3,9-10,-,True,51,1
Navan Racing Results | 22nd April 2023 15:30,N/A,15:30,Heavy,5f 164y,The Antarctic (IRE),Ryan Moore,0,Aidan O'Brien,3rd,3/4 l,3,9-8,-,True,51,1
Navan Racing Results | 22nd April 2023 15:30,N/A,15:30,Heavy,5f 164y,Aesop's Fables (IRE),W. M. Lordan,0,Aidan O'Brien,2nd,6 l,3,9-10,-,True,51,1
Navan Racing Results | 22nd April 2023 15:30,N/A,15:30,Heavy,5f 164y,Ocean Quest (IRE),Shane Foley,0,Mrs J. Harrington,1st,N/A,3,9-0,-,True,51,1
Navan Racing Results | 22nd April 2023 15:30,N/A,15:30,Heavy,5f 164y,Cosmic Invasion (IRE),C. D. Hayes,0,Henry de Bromhead,5th,6 1/2 l,3,9-0,-,True,51,1
Navan Racing Results | 22nd April 2023 15:30,N/A,15:30,Heavy,5f 164y,Shartash (IRE),Ben Martin Coen,0,John Patrick Murtagh,4th,14 l,3,9-10,-,True,51,1
Navan Racing Results | 22nd April 2023 15:30,N/A,15:30,Heavy,5f 164y,The Antarctic (IRE),Ryan Moore,0,Aidan O'Brien,3rd,3/4 l,3,9-8,-,True,51,1
Navan Racing Results | 22nd April 2023 15:30,N/A,15:30,Heavy,5f 164y,Aesop's Fables (IRE),W. M. Lordan,0,Aidan O'Brien,2nd,6 l,3,9-10,-,True,51,1
Navan Racing Results | 22nd April 2023 15:30,N/A,15:30,Heavy,5f 164y,Ocean Quest (IRE),Shane Foley,0,Mrs J. Harrington,1st,N/A,3,9-0,-,True,51,1
Navan Racing Results | 22nd April 2023 16:05,N/A,16:05,Heavy,1m 2f,Keep In Touch (IRE),C. D. Hayes,0,D. K. Weld,7th,9 l,3,9-2,-,True,51,2
Navan Racing Results | 22nd April 2023 16:05,N/A,16:05,Heavy,1m 2f,Emotivo (IRE),W. M. Lordan,0,Henry de Bromhead,6th,1/2 l,3,9-2,-,True,51,2
Navan Racing Results | 22nd April 2023 16:05,N/A,16:05,Heavy,1m 2f,Aurifodina (IRE),L. T. McAteer,0,J. S. Bolger,5th,8 1/2 l,3,9-2,-,True,51,2
Navan Racing Results | 22nd April 2023 16:05,N/A,16:05,Heavy,1m 2f,Lumiere Rock (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,4th,1 3/4 l,3,9-5,-,True,51,2
Navan Racing Results | 22nd April 2023 16:05,N/A,16:05,Heavy,1m 2f,Foniska (IRE),Shane Foley,0,Mrs J. Harrington,3rd,2 3/4 l,3,9-2,-,True,51,2
Navan Racing Results | 22nd April 2023 16:05,N/A,16:05,Heavy,1m 2f,Jackie Oh (IRE),Ryan Moore,0,Aidan O'Brien,2nd,3/4 l,3,9-2,-,True,51,2
Navan Racing Results | 22nd April 2023 16:05,N/A,16:05,Heavy,1m 2f,Village Voice,R. P. Whelan,0,Mrs J. Harrington,1st,N/A,3,9-2,-,True,51,2
Navan Racing Results | 22nd April 2023 16:05,N/A,16:05,Heavy,1m 2f,Keep In Touch (IRE),C. D. Hayes,0,D. K. Weld,7th,9 l,3,9-2,-,True,51,2
Navan Racing Results | 22nd April 2023 16:05,N/A,16:05,Heavy,1m 2f,Emotivo (IRE),W. M. Lordan,0,Henry de Bromhead,6th,1/2 l,3,9-2,-,True,51,2
Navan Racing Results | 22nd April 2023 16:05,N/A,16:05,Heavy,1m 2f,Aurifodina (IRE),L. T. McAteer,0,J. S. Bolger,5th,8 1/2 l,3,9-2,-,True,51,2
Navan Racing Results | 22nd April 2023 16:05,N/A,16:05,Heavy,1m 2f,Lumiere Rock (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,4th,1 3/4 l,3,9-5,-,True,51,2
Navan Racing Results | 22nd April 2023 16:05,N/A,16:05,Heavy,1m 2f,Foniska (IRE),Shane Foley,0,Mrs J. Harrington,3rd,2 3/4 l,3,9-2,-,True,51,2
Navan Racing Results | 22nd April 2023 16:05,N/A,16:05,Heavy,1m 2f,Jackie Oh (IRE),Ryan Moore,0,Aidan O'Brien,2nd,3/4 l,3,9-2,-,True,51,2
Navan Racing Results | 22nd April 2023 16:05,N/A,16:05,Heavy,1m 2f,Village Voice,R. P. Whelan,0,Mrs J. Harrington,1st,N/A,3,9-2,-,True,51,2
Navan Racing Results | 22nd April 2023 16:35,N/A,16:35,Heavy,1m 6f,Powerful Aggie (FR),M. P. Sheehy,0,Joseph Patrick O'Brien,5th,19 l,5,9-1,-,True,51,3
Navan Racing Results | 22nd April 2023 16:35,N/A,16:35,Heavy,1m 6f,Sunchart,A. J. Slattery,0,A. Slattery,4th,13 l,6,9-6,-,True,51,3
Navan Racing Results | 22nd April 2023 16:35,N/A,16:35,Heavy,1m 6f,Bolshoi Ballet (IRE),Seamie Heffernan,0,Aidan O'Brien,3rd,3 l,5,9-6,-,True,51,3
Navan Racing Results | 22nd April 2023 16:35,N/A,16:35,Heavy,1m 6f,French Claim (FR),W. M. Lordan,0,P. Twomey,2nd,5 l,4,9-5,-,True,51,3
Navan Racing Results | 22nd April 2023 16:35,N/A,16:35,Heavy,1m 6f,Emily Dickinson (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,4,9-3,-,True,51,3
Navan Racing Results | 22nd April 2023 16:35,N/A,16:35,Heavy,1m 6f,Powerful Aggie (FR),M. P. Sheehy,0,Joseph Patrick O'Brien,5th,19 l,5,9-1,-,True,51,3
Navan Racing Results | 22nd April 2023 16:35,N/A,16:35,Heavy,1m 6f,Sunchart,A. J. Slattery,0,A. Slattery,4th,13 l,6,9-6,-,True,51,3
Navan Racing Results | 22nd April 2023 16:35,N/A,16:35,Heavy,1m 6f,Bolshoi Ballet (IRE),Seamie Heffernan,0,Aidan O'Brien,3rd,3 l,5,9-6,-,True,51,3
Navan Racing Results | 22nd April 2023 16:35,N/A,16:35,Heavy,1m 6f,French Claim (FR),W. M. Lordan,0,P. Twomey,2nd,5 l,4,9-5,-,True,51,3
Navan Racing Results | 22nd April 2023 16:35,N/A,16:35,Heavy,1m 6f,Emily Dickinson (IRE),Ryan Moore,0,Aidan O'Brien,1st,N/A,4,9-3,-,True,51,3
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Boola Boola (IRE),Shane Foley,0,Mrs J. Harrington,PU,N/A,6,9-7p,68,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Rovetta (FR),C. D. Hayes,0,Michael Mulvany,18th,14 l,9,9-10,71,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Ghumama (IRE),J. J. G. Ryan,7,James McAuley,17th,9 l,5,9-6tp,67,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Puntastic (IRE),J. Kearney,7,Paul Nolan,16th,5 1/2 l,4,9-12,73,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Wajaaha (IRE),Siobhan Rutledge,5,P. J. McKenna,15th,3 1/4 l,8,9-7v,68,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Belgoprince (FR),Ben Martin Coen,0,A. J. Martin,14th,5 l,6,9-6t,67,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Group One Power,G. M. Ryan,0,P. J. F. Murphy,13th,2 3/4 l,6,9-13tp1,74,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Butterfly Garden (IRE),Jack Cleary,7,Kevin Prendergast,12th,3 l,4,10-1,76,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,True Destiny (USA),G. P. Halpin,0,J. J. Lambe,11th,Head,8,9-11,72,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Gonetomillgrove (IRE),Oisin McSweeney,5,P. J. Rothwell,10th,2 3/4 l,5,9-10t1,71,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Zileo,R. P. Whelan,0,M. Halford & T. Collins,9th,2 1/2 l,5,9-5,66,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,The Gossiper (IRE),Ryan Moore,0,Emmet Mullins,8th,1 l,8,9-6,67,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Magnetic North (IRE),A. J. Slattery,0,Adrian McGuinness,7th,1/2 l,8,9-6v,67,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Wrecking Ball Paul (IRE),R. M. Mulligan,10,P. Mulligan,6th,1/2 l,5,9-12t,73,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Paradise Lost (IRE),W. M. Lordan,0,Charles O'Brien,5th,4 1/4 l,4,9-6,67,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Fenomeno (IRE),N. G. McCullagh,0,Charles Weld,4th,Short Head,4,9-5,66,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Star Official (IRE),M. P. Sheehy,0,R. Donohoe,3rd,2 3/4 l,5,9-6,67,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Scott Lang (IRE),L. T. McAteer,3,Paul W. Flynn,2nd,1/2 l,6,9-8p,69,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Rich Belief,Seamie Heffernan,0,Shane Crawley,1st,N/A,6,9-13tb,74,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Boola Boola (IRE),Shane Foley,0,Mrs J. Harrington,PU,N/A,6,9-7p,68,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Rovetta (FR),C. D. Hayes,0,Michael Mulvany,18th,14 l,9,9-10,71,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Ghumama (IRE),J. J. G. Ryan,7,James McAuley,17th,9 l,5,9-6tp,67,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Puntastic (IRE),J. Kearney,7,Paul Nolan,16th,5 1/2 l,4,9-12,73,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Wajaaha (IRE),Siobhan Rutledge,5,P. J. McKenna,15th,3 1/4 l,8,9-7v,68,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Belgoprince (FR),Ben Martin Coen,0,A. J. Martin,14th,5 l,6,9-6t,67,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Group One Power,G. M. Ryan,0,P. J. F. Murphy,13th,2 3/4 l,6,9-13tp1,74,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Butterfly Garden (IRE),Jack Cleary,7,Kevin Prendergast,12th,3 l,4,10-1,76,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,True Destiny (USA),G. P. Halpin,0,J. J. Lambe,11th,Head,8,9-11,72,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Gonetomillgrove (IRE),Oisin McSweeney,5,P. J. Rothwell,10th,2 3/4 l,5,9-10t1,71,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Zileo,R. P. Whelan,0,M. Halford & T. Collins,9th,2 1/2 l,5,9-5,66,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,The Gossiper (IRE),Ryan Moore,0,Emmet Mullins,8th,1 l,8,9-6,67,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Magnetic North (IRE),A. J. Slattery,0,Adrian McGuinness,7th,1/2 l,8,9-6v,67,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Wrecking Ball Paul (IRE),R. M. Mulligan,10,P. Mulligan,6th,1/2 l,5,9-12t,73,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Paradise Lost (IRE),W. M. Lordan,0,Charles O'Brien,5th,4 1/4 l,4,9-6,67,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Fenomeno (IRE),N. G. McCullagh,0,Charles Weld,4th,Short Head,4,9-5,66,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Star Official (IRE),M. P. Sheehy,0,R. Donohoe,3rd,2 3/4 l,5,9-6,67,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Scott Lang (IRE),L. T. McAteer,3,Paul W. Flynn,2nd,1/2 l,6,9-8p,69,True,51,4
Navan Racing Results | 22nd April 2023 17:10,N/A,17:10,Heavy,1m 5f,Rich Belief,Seamie Heffernan,0,Shane Crawley,1st,N/A,6,9-13tb,74,True,51,4
Navan Racing Results | 22nd April 2023 17:40,N/A,17:40,Heavy,1m 5f,Ikigai Star (IRE),G. P. Halpin,0,Joseph Patrick O'Brien,3rd,3 l,3,9-8t1,-,True,51,5
Navan Racing Results | 22nd April 2023 17:40,N/A,17:40,Heavy,1m 5f,Queenstown (IRE),Ryan Moore,0,Aidan O'Brien,2nd,4 1/4 l,3,9-8,-,True,51,5
Navan Racing Results | 22nd April 2023 17:40,N/A,17:40,Heavy,1m 5f,Nurburgring (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,1st,N/A,3,9-8t,-,True,51,5
Navan Racing Results | 22nd April 2023 17:40,N/A,17:40,Heavy,1m 5f,Ikigai Star (IRE),G. P. Halpin,0,Joseph Patrick O'Brien,3rd,3 l,3,9-8t1,-,True,51,5
Navan Racing Results | 22nd April 2023 17:40,N/A,17:40,Heavy,1m 5f,Queenstown (IRE),Ryan Moore,0,Aidan O'Brien,2nd,4 1/4 l,3,9-8,-,True,51,5
Navan Racing Results | 22nd April 2023 17:40,N/A,17:40,Heavy,1m 5f,Nurburgring (IRE),M. P. Sheehy,0,Joseph Patrick O'Brien,1st,N/A,3,9-8t,-,True,51,5
Naas Racing Results | 24th April 2023 17:00,N/A,17:00,Soft To Heavy,5f 205y,Freedom Ring (IRE),A. J. Slattery,0,A. Slattery,9th,41 l,2,9-2,-,True,51,6
Naas Racing Results | 24th April 2023 17:00,N/A,17:00,Soft To Heavy,5f 205y,Time'll Tell,C. D. Maxwell,0,John Andrew Kinsella,8th,4 1/2 l,2,9-2,-,True,51,6
Naas Racing Results | 24th April 2023 17:00,N/A,17:00,Soft To Heavy,5f 205y,Travel Candy (IRE),C. Ngcobo,3,Kevin Thomas Coleman,7th,4 3/4 l,2,9-2,-,True,51,6
Naas Racing Results | 24th April 2023 17:00,N/A,17:00,Soft To Heavy,5f 205y,Kandoo (IRE),R. P. Whelan,0,Jack W. Davison,6th,5 l,2,9-2,-,True,51,6
Naas Racing Results | 24th April 2023 17:00,N/A,17:00,Soft To Heavy,5f 205y,Nika Pika (IRE),Seamie Heffernan,0,Patrick Magee,5th,3/4 l,2,9-2,-,True,51,6
Naas Racing Results | 24th April 2023 17:00,N/A,17:00,Soft To Heavy,5f 205y,Lia Fail (IRE),G. F. Carroll,0,Michael Mulvany,4th,1/2 l,2,9-2,-,True,51,6
Naas Racing Results | 24th April 2023 17:00,N/A,17:00,Soft To Heavy,5f 205y,Back Down Under (IRE),L. F. Roche,0,Padraig Roche,3rd,3 l,2,9-2,-,True,51,6
Naas Racing Results | 24th April 2023 17:00,N/A,17:00,Soft To Heavy,5f 205y,Vanity Pays,William James Lee,0,P. Twomey,2nd,2 l,2,9-2,-,True,51,6
Naas Racing Results | 24th April 2023 17:00,N/A,17:00,Soft To Heavy,5f 205y,Ribchestina (IRE),R. C. Colgan,0,Ms Sheila Lavery,1st,N/A,2,9-2,-,True,51,6
Naas Racing Results | 24th April 2023 17:00,N/A,17:00,Soft To Heavy,5f 205y,Freedom Ring (IRE),A. J. Slattery,0,A. Slattery,9th,41 l,2,9-2,-,True,51,6
Naas Racing Results | 24th April 2023 17:00,N/A,17:00,Soft To Heavy,5f 205y,Time'll Tell,C. D. Maxwell,0,John Andrew Kinsella,8th,4 1/2 l,2,9-2,-,True,51,6
Naas Racing Results | 24th April 2023 17:00,N/A,17:00,Soft To Heavy,5f 205y,Travel Candy (IRE),C. Ngcobo,3,Kevin Thomas Coleman,7th,4 3/4 l,2,9-2,-,True,51,6
Naas Racing Results | 24th April 2023 17:00,N/A,17:00,Soft To Heavy,5f 205y,Kandoo (IRE),R. P. Whelan,0,Jack W. Davison,6th,5 l,2,9-2,-,True,51,6
Naas Racing Results | 24th April 2023 17:00,N/A,17:00,Soft To Heavy,5f 205y,Nika Pika (IRE),Seamie Heffernan,0,Patrick Magee,5th,3/4 l,2,9-2,-,True,51,6
Naas Racing Results | 24th April 2023 17:00,N/A,17:00,Soft To Heavy,5f 205y,Lia Fail (IRE),G. F. Carroll,0,Michael Mulvany,4th,1/2 l,2,9-2,-,True,51,6
Naas Racing Results | 24th April 2023 17:00,N/A,17:00,Soft To Heavy,5f 205y,Back Down Under (IRE),L. F. Roche,0,Padraig Roche,3rd,3 l,2,9-2,-,True,51,6
Naas Racing Results | 24th April 2023 17:00,N/A,17:00,Soft To Heavy,5f 205y,Vanity Pays,William James Lee,0,P. Twomey,2nd,2 l,2,9-2,-,True,51,6
Naas Racing Results | 24th April 2023 17:00,N/A,17:00,Soft To Heavy,5f 205y,Ribchestina (IRE),R. C. Colgan,0,Ms Sheila Lavery,1st,N/A,2,9-2,-,True,51,6
Naas Racing Results | 24th April 2023 17:35,N/A,17:35,Soft To Heavy,5f 205y,Coco Hill (IRE),J. A. Powell,5,Michael Fenton,8th,1/2 l,3,8-12,71,True,51,7
Naas Racing Results | 24th April 2023 17:35,N/A,17:35,Soft To Heavy,5f 205y,Not Just Yet (IRE),C. D. Hayes,0,Noel Meade,7th,1/2 l,3,9-0,73,True,51,7
Naas Racing Results | 24th April 2023 17:35,N/A,17:35,Soft To Heavy,5f 205y,Son Of Sampers (IRE),R. P. Whelan,0,M. Halford & T. Collins,6th,3/4 l,3,8-13,72,True,51,7
Naas Racing Results | 24th April 2023 17:35,N/A,17:35,Soft To Heavy,5f 205y,Lisieux (IRE),W. M. Lordan,0,Adrian McGuinness,5th,1 3/4 l,3,8-10,69,True,51,7
Naas Racing Results | 24th April 2023 17:35,N/A,17:35,Soft To Heavy,5f 205y,Blanc De Noir (IRE),Shane Foley,0,Mrs J. Harrington,4th,2 3/4 l,3,8-13b,72,True,51,7
Naas Racing Results | 24th April 2023 17:35,N/A,17:35,Soft To Heavy,5f 205y,Queenie St Clair (IRE),D. B. McMonagle,0,Noel Meade,3rd,Nose,3,9-3,76,True,51,7
Naas Racing Results | 24th April 2023 17:35,N/A,17:35,Soft To Heavy,5f 205y,King Of Scotia (IRE),William James Lee,0,M. D. O'Callaghan,2nd,3/4 l,3,10-0,87,True,51,7
Naas Racing Results | 24th April 2023 17:35,N/A,17:35,Soft To Heavy,5f 205y,Red Letter Bray (IRE),C. T. Keane,0,M. D. O'Callaghan,1st,N/A,3,10-0,87,True,51,7
Naas Racing Results | 24th April 2023 17:35,N/A,17:35,Soft To Heavy,5f 205y,Coco Hill (IRE),J. A. Powell,5,Michael Fenton,8th,1/2 l,3,8-12,71,True,51,7
Naas Racing Results | 24th April 2023 17:35,N/A,17:35,Soft To Heavy,5f 205y,Not Just Yet (IRE),C. D. Hayes,0,Noel Meade,7th,1/2 l,3,9-0,73,True,51,7
Naas Racing Results | 24th April 2023 17:35,N/A,17:35,Soft To Heavy,5f 205y,Son Of Sampers (IRE),R. P. Whelan,0,M. Halford & T. Collins,6th,3/4 l,3,8-13,72,True,51,7
Naas Racing Results | 24th April 2023 17:35,N/A,17:35,Soft To Heavy,5f 205y,Lisieux (IRE),W. M. Lordan,0,Adrian McGuinness,5th,1 3/4 l,3,8-10,69,True,51,7
Naas Racing Results | 24th April 2023 17:35,N/A,17:35,Soft To Heavy,5f 205y,Blanc De Noir (IRE),Shane Foley,0,Mrs J. Harrington,4th,2 3/4 l,3,8-13b,72,True,51,7
Naas Racing Results | 24th April 2023 17:35,N/A,17:35,Soft To Heavy,5f 205y,Queenie St Clair (IRE),D. B. McMonagle,0,Noel Meade,3rd,Nose,3,9-3,76,True,51,7
Naas Racing Results | 24th April 2023 17:35,N/A,17:35,Soft To Heavy,5f 205y,King Of Scotia (IRE),William James Lee,0,M. D. O'Callaghan,2nd,3/4 l,3,10-0,87,True,51,7
Naas Racing Results | 24th April 2023 17:35,N/A,17:35,Soft To Heavy,5f 205y,Red Letter Bray (IRE),C. T. Keane,0,M. D. O'Callaghan,1st,N/A,3,10-0,87,True,51,7
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Show Yourself,A. J. Slattery,0,A. Slattery,11th,2 1/4 l,5,9-3,76,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Marco Monaco (IRE),L. F. Roche,0,A. J. Martin,10th,4 1/2 l,3,8-7,76,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Only Spoofing (IRE),C. Ngcobo,3,Kevin Thomas Coleman,9th,4 1/2 l,9,10-0,87,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Plunkett,L. T. McAteer,3,Paul W. Flynn,8th,7 1/2 l,6,9-8p,81,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Verhoyen,William James Lee,0,M. C. Grassick,7th,1 1/4 l,8,9-10p,83,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Half Nutz (IRE),Adam Caffrey,7,Adrian McGuinness,6th,1/2 l,6,9-7,80,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Aljady (FR),J. M. Sheridan,3,Denis Hogan,5th,3 3/4 l,8,9-5tb,78,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Shoebox King (IRE),Mpumelelo Mjoka,3,Kevin Thomas Coleman,4th,Neck,4,8-11,70,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Jon Riggens (IRE),C. D. Hayes,0,Edward Lynam,3rd,3 1/4 l,5,9-7t,80,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Iva Batt (IRE),R. P. Whelan,0,Adrian McGuinness,2nd,Head,5,8-10,69,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Blairmayne (IRE),W. M. Lordan,0,Miss Natalia Lupini,1st,N/A,10,9-9,82,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Show Yourself,A. J. Slattery,0,A. Slattery,11th,2 1/4 l,5,9-3,76,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Marco Monaco (IRE),L. F. Roche,0,A. J. Martin,10th,4 1/2 l,3,8-7,76,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Only Spoofing (IRE),C. Ngcobo,3,Kevin Thomas Coleman,9th,4 1/2 l,9,10-0,87,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Plunkett,L. T. McAteer,3,Paul W. Flynn,8th,7 1/2 l,6,9-8p,81,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Verhoyen,William James Lee,0,M. C. Grassick,7th,1 1/4 l,8,9-10p,83,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Half Nutz (IRE),Adam Caffrey,7,Adrian McGuinness,6th,1/2 l,6,9-7,80,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Aljady (FR),J. M. Sheridan,3,Denis Hogan,5th,3 3/4 l,8,9-5tb,78,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Shoebox King (IRE),Mpumelelo Mjoka,3,Kevin Thomas Coleman,4th,Neck,4,8-11,70,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Jon Riggens (IRE),C. D. Hayes,0,Edward Lynam,3rd,3 1/4 l,5,9-7t,80,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Iva Batt (IRE),R. P. Whelan,0,Adrian McGuinness,2nd,Head,5,8-10,69,True,51,8
Naas Racing Results | 24th April 2023 18:10,N/A,18:10,Soft To Heavy,5f 205y,Blairmayne (IRE),W. M. Lordan,0,Miss Natalia Lupini,1st,N/A,10,9-9,82,True,51,8
Naas Racing Results | 24th April 2023 18:40,N/A,18:40,Soft To Heavy,5f,Hodd's Girl (IRE),R. P. Whelan,0,Adrian McGuinness,7th,3/4 l,6,9-4,-,True,51,9
Naas Racing Results | 24th April 2023 18:40,N/A,18:40,Soft To Heavy,5f,Pineapple Island (IRE),J. A. Powell,0,Takashi Kodama,6th,3/4 l,4,9-4,-,True,51,9
Naas Racing Results | 24th April 2023 18:40,N/A,18:40,Soft To Heavy,5f,Hurricane Ivor (IRE),Shane Foley,0,Mrs J. Harrington,5th,Neck,6,9-9,-,True,51,9
Naas Racing Results | 24th April 2023 18:40,N/A,18:40,Soft To Heavy,5f,Big Gossey (IRE),D. E. Sheehy,0,Charles O'Brien,4th,1/2 l,6,9-9p,-,True,51,9
Naas Racing Results | 24th April 2023 18:40,N/A,18:40,Soft To Heavy,5f,Coachello (FR),C. T. Keane,0,Gordon Elliott,3rd,1/2 l,5,9-12,-,True,51,9
Naas Racing Results | 24th April 2023 18:40,N/A,18:40,Soft To Heavy,5f,Tenebrism (USA),Ryan Moore,0,Aidan O'Brien,2nd,1 1/2 l,4,9-9,-,True,51,9
Naas Racing Results | 24th April 2023 18:40,N/A,18:40,Soft To Heavy,5f,Moss Tucker (IRE),William James Lee,0,K. J. Condon,1st,N/A,5,9-12t,-,True,51,9
Naas Racing Results | 24th April 2023 18:40,N/A,18:40,Soft To Heavy,5f,Hodd's Girl (IRE),R. P. Whelan,0,Adrian McGuinness,7th,3/4 l,6,9-4,-,True,51,9
Naas Racing Results | 24th April 2023 18:40,N/A,18:40,Soft To Heavy,5f,Pineapple Island (IRE),J. A. Powell,0,Takashi Kodama,6th,3/4 l,4,9-4,-,True,51,9
