track_name,race_date,race_time,going,distance,horse_name,jockey,claims,trainer,race_position,lost_by_length,age,weight,rating,first_place_found,country
,,18:15,Good To Soft,6f 6y,Rock Melody (IRE),P Mulrennan,0,J S Goldie,11th,3/4 l,6,9-4p,74,True,UK
,,18:15,Good To Soft,6f 6y,Mr Wagyu (IRE),Harry Russell,0,J & S Quinn,10th,2 l,10,9-6v,76,True,UK
,,18:15,Good To Soft,6f 6y,Hectic,Billy Garritty,0,L Bailey,9th,3/4 l,5,9-7p,77,True,UK
,,18:15,Good To Soft,6f 6y,Only Spoofing (IRE),C Lee,0,Kevin Coleman,8th,Short Head,11,8-13,69,True,UK
,,18:15,Good To Soft,6f 6y,Cargin Bhui (IRE),J Fanning,0,T D Barron,7th,3/4 l,4,9-4,74,True,UK
,,18:15,Good To Soft,6f 6y,Sacred Falls (IRE),Joanna Mason,0,K Scott,6th,3/4 l,5,9-1p,71,True,UK
,,18:15,Good To Soft,6f 6y,Hour By Hour,Mohammed Tabti,5,I Jardine,5th,1/2 l,5,9-8,78,True,UK
,,18:15,Good To Soft,6f 6y,Rock Opera,Warren Fentiman,5,R A Fahey,4th,1 l,5,9-9v,79,True,UK
,,18:15,Good To Soft,6f 6y,Monsieur Kodi (IRE),O J Orr,0,R A Fahey,3rd,1 l,6,9-4,74,True,UK
,,18:15,Good To Soft,6f 6y,Sir Garfield (IRE),Jason Hart,0,J & S Quinn,2nd,Neck,4,9-2b,72,True,UK
,,18:15,Good To Soft,6f 6y,Abduction (FR),S A Gray,0,J S Goldie,1st,,7,9-6v,76,True,UK
,,18:15,Good To Soft,6f 6y,Sweet Thing (IRE),Oliver Stammers,0,Grant Tuer,14th,3 1/4 l,4,9-7,77,True,UK
,,18:15,Good To Soft,6f 6y,Mersea (FR),Tom Kiely-Marshall,5,Grant Tuer,13th,1 l,5,8-13,69,True,UK
,,18:15,Good To Soft,6f 6y,Brazilian Rose (IRE),Kaiya Fraser,0,R Menzies,12th,1 3/4 l,4,9-6,76,True,UK
,,18:15,Good To Soft,6f 6y,Rock Melody (IRE),P Mulrennan,0,J S Goldie,11th,3/4 l,6,9-4p,74,True,UK
,,18:15,Good To Soft,6f 6y,Mr Wagyu (IRE),Harry Russell,0,J & S Quinn,10th,2 l,10,9-6v,76,True,UK
,,18:15,Good To Soft,6f 6y,Hectic,Billy Garritty,0,L Bailey,9th,3/4 l,5,9-7p,77,True,UK
,,18:15,Good To Soft,6f 6y,Only Spoofing (IRE),C Lee,0,Kevin Coleman,8th,Short Head,11,8-13,69,True,UK
,,18:15,Good To Soft,6f 6y,Cargin Bhui (IRE),J Fanning,0,T D Barron,7th,3/4 l,4,9-4,74,True,UK
,,18:15,Good To Soft,6f 6y,Sacred Falls (IRE),Joanna Mason,0,K Scott,6th,3/4 l,5,9-1p,71,True,UK
,,18:15,Good To Soft,6f 6y,Hour By Hour,Mohammed Tabti,5,I Jardine,5th,1/2 l,5,9-8,78,True,UK
,,18:15,Good To Soft,6f 6y,Rock Opera,Warren Fentiman,5,R A Fahey,4th,1 l,5,9-9v,79,True,UK
,,18:15,Good To Soft,6f 6y,Monsieur Kodi (IRE),O J Orr,0,R A Fahey,3rd,1 l,6,9-4,74,True,UK
,,18:15,Good To Soft,6f 6y,Sir Garfield (IRE),Jason Hart,0,J & S Quinn,2nd,Neck,4,9-2b,72,True,UK
,,18:15,Good To Soft,6f 6y,Abduction (FR),S A Gray,0,J S Goldie,1st,,7,9-6v,76,True,UK
,,18:45,Good To Soft,1m 3f 15y,High Court Judge (USA),Mason Paetel,5,James Owen,14th,2 l,5,9-9,76,True,UK
,,18:45,Good To Soft,1m 3f 15y,Dandy's Angel (IRE),Tom Kiely-Marshall,3,J S Wainwright,13th,3/4 l,8,8-10,63,True,UK
,,18:45,Good To Soft,1m 3f 15y,Idyllic,Paula Muir,0,W Storey,12th,4 l,4,8-10,63,True,UK
,,18:45,Good To Soft,1m 3f 15y,Clansman,C Horgan,5,L Bailey,11th,3 1/2 l,7,9-3,70,True,UK
,,18:45,Good To Soft,1m 3f 15y,Cascade Hall (IRE),Amie Waugh,0,J S Goldie,10th,Head,6,8-11,64,True,UK
,,18:45,Good To Soft,1m 3f 15y,Cougar (JPN),Aiden Brookes,0,I Jardine,9th,3/4 l,6,8-10,63,True,UK
,,18:45,Good To Soft,1m 3f 15y,Glasses Up (USA),Rhys Elliott,5,R M Smith,8th,2 1/4 l,10,9-2,69,True,UK
,,18:45,Good To Soft,1m 3f 15y,Gallant Lion,Ryan Kavanagh,3,Ian Williams,7th,1 1/4 l,5,9-6b,73,True,UK
,,18:45,Good To Soft,1m 3f 15y,King Chaos (IRE),Tommie Jakes,3,R Menzies,6th,1 1/2 l,4,9-7p,74,True,UK
,,18:45,Good To Soft,1m 3f 15y,Terrorise,Archie Young,3,B Ellison,5th,Head,4,9-4,71,True,UK
,,18:45,Good To Soft,1m 3f 15y,Whathappensinvegas (IRE),Warren Fentiman,3,Ian Williams,4th,Neck,4,9-9h,76,True,UK
,,18:45,Good To Soft,1m 3f 15y,Izzari (GER),Mohammed Tabti,3,I Jardine,3rd,Neck,4,9-3,70,True,UK
,,18:45,Good To Soft,1m 3f 15y,Golspie (IRE),Harry Burns,0,P Morris,2nd,1 1/4 l,5,9-0p,67,True,UK
,,18:45,Good To Soft,1m 3f 15y,Spanish Hustle,Kaiya Fraser,0,J S Goldie,1st,,7,9-2,69,True,UK
,,18:45,Good To Soft,1m 3f 15y,High Court Judge (USA),Mason Paetel,5,James Owen,14th,2 l,5,9-9,76,True,UK
,,18:45,Good To Soft,1m 3f 15y,Dandy's Angel (IRE),Tom Kiely-Marshall,3,J S Wainwright,13th,3/4 l,8,8-10,63,True,UK
,,18:45,Good To Soft,1m 3f 15y,Idyllic,Paula Muir,0,W Storey,12th,4 l,4,8-10,63,True,UK
,,18:45,Good To Soft,1m 3f 15y,Clansman,C Horgan,5,L Bailey,11th,3 1/2 l,7,9-3,70,True,UK
,,18:45,Good To Soft,1m 3f 15y,Cascade Hall (IRE),Amie Waugh,0,J S Goldie,10th,Head,6,8-11,64,True,UK
,,18:45,Good To Soft,1m 3f 15y,Cougar (JPN),Aiden Brookes,0,I Jardine,9th,3/4 l,6,8-10,63,True,UK
,,18:45,Good To Soft,1m 3f 15y,Glasses Up (USA),Rhys Elliott,5,R M Smith,8th,2 1/4 l,10,9-2,69,True,UK
,,18:45,Good To Soft,1m 3f 15y,Gallant Lion,Ryan Kavanagh,3,Ian Williams,7th,1 1/4 l,5,9-6b,73,True,UK
,,18:45,Good To Soft,1m 3f 15y,King Chaos (IRE),Tommie Jakes,3,R Menzies,6th,1 1/2 l,4,9-7p,74,True,UK
,,18:45,Good To Soft,1m 3f 15y,Terrorise,Archie Young,3,B Ellison,5th,Head,4,9-4,71,True,UK
,,18:45,Good To Soft,1m 3f 15y,Whathappensinvegas (IRE),Warren Fentiman,3,Ian Williams,4th,Neck,4,9-9h,76,True,UK
,,18:45,Good To Soft,1m 3f 15y,Izzari (GER),Mohammed Tabti,3,I Jardine,3rd,Neck,4,9-3,70,True,UK
,,18:45,Good To Soft,1m 3f 15y,Golspie (IRE),Harry Burns,0,P Morris,2nd,1 1/4 l,5,9-0p,67,True,UK
,,18:45,Good To Soft,1m 3f 15y,Spanish Hustle,Kaiya Fraser,0,J S Goldie,1st,,7,9-2,69,True,UK
